gameId	language	stage	condition	alt1BasicLevel	alt1SuperLevel	alt2BasicLevel	alt2SuperLevel	listenerSelection	roundNumber	directorAllMessages	directorFirstMessage	guesserAllMessages	nameClickedObj	correct	colorMentioned	sizeMentioned	typeMentioned	oneMentioned	theMentioned	gender
CkeeDJQs3b24kcEJ5	English	feedback	scene2	"NA"	"NA"	"NA"	"NA"	1	20	robot	robot		green_robot	1	FALSE	FALSE	TRUE	FALSE	FALSE	NA
CkeeDJQs3b24kcEJ5	English	feedback	scene4	"NA"	"NA"	"NA"	"NA"	1	21	orange shell	orange shell		orange_shell	1	TRUE	FALSE	TRUE	FALSE	TRUE	NA
CkeeDJQs3b24kcEJ5	English	feedback	scene1	"NA"	"NA"	"NA"	"NA"	1	23	black suitcase	black suitcase		black_luggage	1	TRUE	FALSE	TRUE	FALSE	TRUE	NA
CkeeDJQs3b24kcEJ5	English	feedback	scene2	"NA"	"NA"	"NA"	"NA"	1	27	knife	knife		orange_knife	1	FALSE	FALSE	TRUE	FALSE	FALSE	NA
CkeeDJQs3b24kcEJ5	English	feedback	scene1	"NA"	"NA"	"NA"	"NA"	1	28	blue calculator	blue calculator		blue_calculator	1	TRUE	FALSE	TRUE	FALSE	TRUE	NA
CkeeDJQs3b24kcEJ5	English	feedback	scene2	"NA"	"NA"	"NA"	"NA"	1	29	dice	dice		orange_die	1	FALSE	FALSE	FALSE	FALSE	FALSE	NA
CkeeDJQs3b24kcEJ5	English	feedback	scene3	"NA"	"NA"	"NA"	"NA"	1	30	flower	flower		red_flower	1	FALSE	FALSE	TRUE	FALSE	FALSE	NA
CkeeDJQs3b24kcEJ5	English	feedback	scene1	"NA"	"NA"	"NA"	"NA"	1	31	white scarf	white scarf		white_scarf	1	TRUE	FALSE	TRUE	FALSE	TRUE	NA
CkeeDJQs3b24kcEJ5	English	feedback	scene3	"NA"	"NA"	"NA"	"NA"	1	33	drum	drum		orange_drum	1	FALSE	FALSE	TRUE	FALSE	FALSE	NA
CkeeDJQs3b24kcEJ5	English	feedback	scene4	"NA"	"NA"	"NA"	"NA"	1	36	black lorry	black lorry		black_truck	1	TRUE	FALSE	FALSE	FALSE	TRUE	NA
CkeeDJQs3b24kcEJ5	English	feedback	scene2	"NA"	"NA"	"NA"	"NA"	1	37	green fish	green fish		green_fish	1	TRUE	FALSE	TRUE	FALSE	FALSE	NA
CkeeDJQs3b24kcEJ5	English	feedback	scene4	"NA"	"NA"	"NA"	"NA"	1	38	purple calendar	purple calendar		purple_calendar	1	TRUE	FALSE	TRUE	FALSE	TRUE	NA
CkeeDJQs3b24kcEJ5	English	feedback	scene1	"NA"	"NA"	"NA"	"NA"	1	44	purple padlock	purple padlock		purple_lock	1	TRUE	FALSE	TRUE	FALSE	TRUE	NA
CkeeDJQs3b24kcEJ5	English	feedback	scene4	"NA"	"NA"	"NA"	"NA"	1	45	blue fence	blue fence		blue_fence	1	TRUE	FALSE	TRUE	FALSE	FALSE	NA
CkeeDJQs3b24kcEJ5	English	feedback	scene1	"NA"	"NA"	"NA"	"NA"	1	47	red belt	red belt		red_belt	1	TRUE	FALSE	TRUE	FALSE	FALSE	NA
CkeeDJQs3b24kcEJ5	English	feedback	scene4	"NA"	"NA"	"NA"	"NA"	1	48	purple sock	purple sock		purple_sock	1	TRUE	FALSE	TRUE	FALSE	FALSE	NA
CkeeDJQs3b24kcEJ5	English	feedback	scene1	"NA"	"NA"	"NA"	"NA"	1	49	green fork	green fork		green_fork	1	TRUE	FALSE	TRUE	FALSE	FALSE	NA
CkeeDJQs3b24kcEJ5	English	feedback	scene2	"NA"	"NA"	"NA"	"NA"	1	50	crown	crown		blue_crown	1	FALSE	FALSE	TRUE	FALSE	FALSE	NA
CkeeDJQs3b24kcEJ5	English	feedback	scene3	"NA"	"NA"	"NA"	"NA"	1	51	wallet	wallet		red_wallet	1	FALSE	FALSE	TRUE	FALSE	TRUE	NA
CkeeDJQs3b24kcEJ5	English	feedback	scene1	"NA"	"NA"	"NA"	"NA"	1	52	white candle	white candle		white_candle	1	TRUE	FALSE	TRUE	FALSE	TRUE	NA
CkeeDJQs3b24kcEJ5	English	feedback	scene3	"NA"	"NA"	"NA"	"NA"	1	54	necklace	necklace		green_necklace	1	FALSE	FALSE	TRUE	FALSE	TRUE	NA
CkeeDJQs3b24kcEJ5	English	feedback	scene4	"NA"	"NA"	"NA"	"NA"	1	55	blue butterfly	blue butterfly		blue_butterfly	1	TRUE	FALSE	TRUE	FALSE	FALSE	NA
CkeeDJQs3b24kcEJ5	English	feedback	scene3	"NA"	"NA"	"NA"	"NA"	1	56	microscope	microscope		green_microscope	1	FALSE	FALSE	TRUE	FALSE	FALSE	NA
CkeeDJQs3b24kcEJ5	English	feedback	scene4	"NA"	"NA"	"NA"	"NA"	1	57	white iron	white iron		white_iron	1	TRUE	FALSE	TRUE	FALSE	FALSE	NA
CkeeDJQs3b24kcEJ5	English	feedback	scene4	"NA"	"NA"	"NA"	"NA"	1	58	black bowl	black bowl		black_bowl	1	TRUE	FALSE	TRUE	FALSE	TRUE	NA
CkeeDJQs3b24kcEJ5	English	feedback	scene2	"NA"	"NA"	"NA"	"NA"	1	59	cushion	cushion		red_cushion	1	FALSE	FALSE	TRUE	FALSE	FALSE	NA
CkeeDJQs3b24kcEJ5	English	feedback	scene4	"NA"	"NA"	"NA"	"NA"	1	60	yellow balloon	yellow balloon		yellow_balloon	1	TRUE	FALSE	TRUE	FALSE	TRUE	NA
CkeeDJQs3b24kcEJ5	English	feedback	scene1	"NA"	"NA"	"NA"	"NA"	1	61	yellow book	yellow book		yellow_book	1	TRUE	FALSE	TRUE	FALSE	FALSE	NA
CkeeDJQs3b24kcEJ5	English	feedback	scene3	"NA"	"NA"	"NA"	"NA"	1	62	binoculars	binoculars		purple_binoculars	1	FALSE	FALSE	TRUE	FALSE	TRUE	NA
CkeeDJQs3b24kcEJ5	English	feedback	scene4	"NA"	"NA"	"NA"	"NA"	1	63	blue chair	blue chair		blue_chair	1	TRUE	FALSE	TRUE	FALSE	TRUE	NA
CkeeDJQs3b24kcEJ5	English	feedback	scene1	"NA"	"NA"	"NA"	"NA"	1	64	purple tie	purple tie		purple_tie	1	TRUE	FALSE	TRUE	FALSE	FALSE	NA
CkeeDJQs3b24kcEJ5	English	feedback	scene1	"NA"	"NA"	"NA"	"NA"	1	65	blue pencil	blue pencil		blue_pencil	1	TRUE	FALSE	TRUE	FALSE	FALSE	NA
CkeeDJQs3b24kcEJ5	English	feedback	scene3	"NA"	"NA"	"NA"	"NA"	1	66	mask	mask		yellow_mask	1	FALSE	FALSE	TRUE	FALSE	TRUE	NA
CkeeDJQs3b24kcEJ5	English	feedback	scene3	"NA"	"NA"	"NA"	"NA"	1	68	slipper	slipper		green_slipper	1	FALSE	FALSE	TRUE	FALSE	FALSE	NA
CkeeDJQs3b24kcEJ5	English	feedback	scene1	"NA"	"NA"	"NA"	"NA"	1	69	green glove	green glove		green_glove	1	TRUE	FALSE	TRUE	FALSE	FALSE	NA
CkeeDJQs3b24kcEJ5	English	feedback	scene3	"NA"	"NA"	"NA"	"NA"	1	70	bow	bow		black_ribbon	1	FALSE	FALSE	TRUE	FALSE	FALSE	NA
CkeeDJQs3b24kcEJ5	English	feedback	scene1	"NA"	"NA"	"NA"	"NA"	1	71	purple screwdriver	purple screwdriver		purple_screwdriver	1	TRUE	FALSE	TRUE	FALSE	FALSE	NA
4WNZ8SEiTnr6nRgtP	English	feedback	scene3	"NA"	"NA"	"NA"	"NA"	1	1	red with a string attached	red with a string attached		red_balloon	1	TRUE	FALSE	TRUE	FALSE	TRUE	NA
4WNZ8SEiTnr6nRgtP	English	feedback	scene2	"NA"	"NA"	"NA"	"NA"	1	2	has blades on top	has blades on top		orange_helicopter	1	FALSE	FALSE	FALSE	FALSE	TRUE	NA
4WNZ8SEiTnr6nRgtP	English	feedback	scene3	"NA"	"NA"	"NA"	"NA"	1	4	you can look through it	you can look through it		purple_binoculars	1	FALSE	FALSE	FALSE	FALSE	TRUE	NA
4WNZ8SEiTnr6nRgtP	English	feedback	scene1	"NA"	"NA"	"NA"	"NA"	1	5	sunshine colour in the garden	sunshine colour in the garden		yellow_fence	1	FALSE	FALSE	FALSE	FALSE	TRUE	NA
4WNZ8SEiTnr6nRgtP	English	feedback	scene3	"NA"	"NA"	"NA"	"NA"	1	6	it makes a loud noise if you bang it	it makes a loud noise if you bang it	i don't think you need to give me hints, you can just say what it is.	green_drum	1	FALSE	FALSE	FALSE	FALSE	TRUE	NA
4WNZ8SEiTnr6nRgtP	English	feedback	scene4	"NA"	"NA"	"NA"	"NA"	1	9	blue pencil	blue pencil		blue_pencil	1	TRUE	FALSE	TRUE	FALSE	FALSE	NA
4WNZ8SEiTnr6nRgtP	English	feedback	scene4	"NA"	"NA"	"NA"	"NA"	1	10	green necklace	green necklace		green_necklace	1	TRUE	FALSE	TRUE	FALSE	TRUE	NA
4WNZ8SEiTnr6nRgtP	English	feedback	scene4	"NA"	"NA"	"NA"	"NA"	1	11	black slipper	black slipper		black_slipper	1	TRUE	FALSE	TRUE	FALSE	TRUE	NA
4WNZ8SEiTnr6nRgtP	English	feedback	scene3	"NA"	"NA"	"NA"	"NA"	1	12	microscope	microscope		black_microscope	1	FALSE	FALSE	TRUE	FALSE	FALSE	NA
4WNZ8SEiTnr6nRgtP	English	feedback	scene1	"NA"	"NA"	"NA"	"NA"	1	14	red iron	red iron		red_iron	1	TRUE	FALSE	TRUE	FALSE	FALSE	NA
4WNZ8SEiTnr6nRgtP	English	feedback	scene1	"NA"	"NA"	"NA"	"NA"	1	16	orange basket	orange basket		orange_basket	1	TRUE	FALSE	TRUE	FALSE	TRUE	NA
4WNZ8SEiTnr6nRgtP	English	feedback	scene4	"NA"	"NA"	"NA"	"NA"	1	17	white book	white book		white_book	1	TRUE	FALSE	TRUE	FALSE	FALSE	NA
4WNZ8SEiTnr6nRgtP	English	feedback	scene2	"NA"	"NA"	"NA"	"NA"	1	18	electric guitar	electric guitar		red_guitar	1	FALSE	FALSE	TRUE	FALSE	TRUE	NA
4WNZ8SEiTnr6nRgtP	English	feedback	scene4	"NA"	"NA"	"NA"	"NA"	1	19	blue flower	blue flower		blue_flower	1	TRUE	FALSE	TRUE	FALSE	FALSE	NA
4WNZ8SEiTnr6nRgtP	English	feedback	scene1	"NA"	"NA"	"NA"	"NA"	1	20	black lock	black lock		black_lock	1	TRUE	FALSE	TRUE	FALSE	TRUE	NA
4WNZ8SEiTnr6nRgtP	English	feedback	scene4	"NA"	"NA"	"NA"	"NA"	1	22	green hammer	green hammer		green_hammer	1	TRUE	FALSE	TRUE	FALSE	TRUE	NA
4WNZ8SEiTnr6nRgtP	English	feedback	scene2	"NA"	"NA"	"NA"	"NA"	1	24	red mug	red mug		red_mug	1	TRUE	FALSE	TRUE	FALSE	FALSE	NA
4WNZ8SEiTnr6nRgtP	English	feedback	scene4	"NA"	"NA"	"NA"	"NA"	1	25	purple calender page	purple calender page		purple_calendar	1	TRUE	FALSE	TRUE	FALSE	TRUE	NA
4WNZ8SEiTnr6nRgtP	English	feedback	scene1	"NA"	"NA"	"NA"	"NA"	1	26	orange suitcase	orange suitcase		orange_luggage	1	TRUE	FALSE	TRUE	FALSE	TRUE	NA
4WNZ8SEiTnr6nRgtP	English	feedback	scene2	"NA"	"NA"	"NA"	"NA"	1	27	green fork	green fork		green_fork	1	TRUE	FALSE	TRUE	FALSE	FALSE	NA
4WNZ8SEiTnr6nRgtP	English	feedback	scene2	"NA"	"NA"	"NA"	"NA"	1	28	purple knife	purple knife		purple_knife	1	TRUE	FALSE	TRUE	FALSE	FALSE	NA
4WNZ8SEiTnr6nRgtP	English	feedback	scene1	"NA"	"NA"	"NA"	"NA"	1	29	brown screw driver	brown screw driver		orange_screwdriver	1	FALSE	FALSE	FALSE	FALSE	FALSE	NA
4WNZ8SEiTnr6nRgtP	English	feedback	scene4	"NA"	"NA"	"NA"	"NA"	1	30	white candle	white candle		white_candle	1	TRUE	FALSE	TRUE	FALSE	TRUE	NA
4WNZ8SEiTnr6nRgtP	English	feedback	scene2	"NA"	"NA"	"NA"	"NA"	1	31	robot	robot		green_robot	1	FALSE	FALSE	TRUE	FALSE	FALSE	NA
4WNZ8SEiTnr6nRgtP	English	feedback	scene1	"NA"	"NA"	"NA"	"NA"	1	32	black dice	black dice		black_die	1	TRUE	FALSE	FALSE	FALSE	TRUE	NA
4WNZ8SEiTnr6nRgtP	English	feedback	scene2	"NA"	"NA"	"NA"	"NA"	1	33	glove	glove		black_glove	1	FALSE	FALSE	TRUE	FALSE	FALSE	NA
4WNZ8SEiTnr6nRgtP	English	feedback	scene3	"NA"	"NA"	"NA"	"NA"	1	37	door	door		white_door	1	FALSE	FALSE	TRUE	FALSE	FALSE	NA
4WNZ8SEiTnr6nRgtP	English	feedback	scene1	"NA"	"NA"	"NA"	"NA"	1	38	red ring	red ring		red_ring	1	TRUE	FALSE	TRUE	FALSE	FALSE	NA
4WNZ8SEiTnr6nRgtP	English	feedback	scene3	"NA"	"NA"	"NA"	"NA"	1	40	butterfly	butterfly		white_butterfly	1	FALSE	FALSE	TRUE	FALSE	FALSE	NA
4WNZ8SEiTnr6nRgtP	English	feedback	scene4	"NA"	"NA"	"NA"	"NA"	1	41	white bed	white bed		white_bed	1	TRUE	FALSE	TRUE	FALSE	FALSE	NA
4WNZ8SEiTnr6nRgtP	English	feedback	scene3	"NA"	"NA"	"NA"	"NA"	1	43	phone	phone		red_phone	1	FALSE	FALSE	TRUE	TRUE	FALSE	NA
4WNZ8SEiTnr6nRgtP	English	feedback	scene3	"NA"	"NA"	"NA"	"NA"	1	44	shell	shell		green_shell	1	FALSE	FALSE	TRUE	FALSE	FALSE	NA
4WNZ8SEiTnr6nRgtP	English	feedback	scene2	"NA"	"NA"	"NA"	"NA"	1	45	belt	belt		yellow_belt	1	FALSE	FALSE	TRUE	FALSE	FALSE	NA
4WNZ8SEiTnr6nRgtP	English	feedback	scene3	"NA"	"NA"	"NA"	"NA"	1	48	crown	crown		white_crown	1	FALSE	FALSE	TRUE	FALSE	FALSE	NA
4WNZ8SEiTnr6nRgtP	English	feedback	scene4	"NA"	"NA"	"NA"	"NA"	1	51	green truck	green truck		green_truck	1	TRUE	FALSE	TRUE	FALSE	FALSE	NA
4WNZ8SEiTnr6nRgtP	English	feedback	scene1	"NA"	"NA"	"NA"	"NA"	1	53	white chair	white chair		white_chair	1	TRUE	FALSE	TRUE	FALSE	TRUE	NA
4WNZ8SEiTnr6nRgtP	English	feedback	scene1	"NA"	"NA"	"NA"	"NA"	1	54	red comb	red comb		red_comb	1	TRUE	FALSE	TRUE	FALSE	FALSE	NA
4WNZ8SEiTnr6nRgtP	English	feedback	scene1	"NA"	"NA"	"NA"	"NA"	1	55	yellow cushion	yellow cushion		yellow_cushion	1	TRUE	FALSE	TRUE	FALSE	FALSE	NA
4WNZ8SEiTnr6nRgtP	English	feedback	scene2	"NA"	"NA"	"NA"	"NA"	1	56	tie	tie		green_tie	1	FALSE	FALSE	TRUE	FALSE	FALSE	NA
4WNZ8SEiTnr6nRgtP	English	feedback	scene3	"NA"	"NA"	"NA"	"NA"	1	58	bowl	bowl		green_bowl	1	FALSE	FALSE	TRUE	FALSE	FALSE	NA
4WNZ8SEiTnr6nRgtP	English	feedback	scene3	"NA"	"NA"	"NA"	"NA"	1	61	sock	sock		purple_sock	1	FALSE	FALSE	TRUE	FALSE	FALSE	NA
4WNZ8SEiTnr6nRgtP	English	feedback	scene2	"NA"	"NA"	"NA"	"NA"	1	63	mask	mask		white_mask	1	FALSE	FALSE	TRUE	FALSE	TRUE	NA
4WNZ8SEiTnr6nRgtP	English	feedback	scene4	"NA"	"NA"	"NA"	"NA"	1	65	purple bow	purple bow		purple_ribbon	1	TRUE	FALSE	TRUE	FALSE	FALSE	NA
4WNZ8SEiTnr6nRgtP	English	feedback	scene1	"NA"	"NA"	"NA"	"NA"	1	67	purple fish	purple fish		purple_fish	1	TRUE	FALSE	TRUE	FALSE	FALSE	NA
4WNZ8SEiTnr6nRgtP	English	feedback	scene2	"NA"	"NA"	"NA"	"NA"	1	68	scarf	scarf		red_scarf	1	FALSE	FALSE	TRUE	FALSE	TRUE	NA
4WNZ8SEiTnr6nRgtP	English	feedback	scene3	"NA"	"NA"	"NA"	"NA"	1	69	dress	dress		red_dress	1	FALSE	FALSE	TRUE	FALSE	FALSE	NA
4WNZ8SEiTnr6nRgtP	English	feedback	scene4	"NA"	"NA"	"NA"	"NA"	1	70	blue wallet	blue wallet		blue_wallet	1	TRUE	FALSE	TRUE	FALSE	TRUE	NA
4WNZ8SEiTnr6nRgtP	English	feedback	scene2	"NA"	"NA"	"NA"	"NA"	1	71	calculator	calculator		yellow_calculator	1	FALSE	FALSE	TRUE	FALSE	TRUE	NA
mED7QQZxAY5vxevq5	English	feedback	scene2	"NA"	"NA"	"NA"	"NA"	1	1	red rectangle with numbers	red rectangle with numbers		red_calculator	1	TRUE	FALSE	FALSE	FALSE	TRUE	NA
mED7QQZxAY5vxevq5	English	feedback	scene2	"NA"	"NA"	"NA"	"NA"	1	2	orange with eyes	orange with eyes		orange_robot	1	TRUE	FALSE	FALSE	FALSE	TRUE	NA
mED7QQZxAY5vxevq5	English	feedback	scene2	"NA"	"NA"	"NA"	"NA"	1	4	green and very sharp	green and very sharp		green_knife	1	TRUE	FALSE	FALSE	FALSE	TRUE	NA
mED7QQZxAY5vxevq5	English	feedback	scene1	"NA"	"NA"	"NA"	"NA"	1	6	purple and warm, wear on feet	purple and warm, wear on feet		purple_sock	1	TRUE	FALSE	FALSE	FALSE	TRUE	NA
mED7QQZxAY5vxevq5	English	feedback	scene2	"NA"	"NA"	"NA"	"NA"	1	7	blue and long wear on waist	blue and long wear on waist		blue_belt	1	TRUE	FALSE	FALSE	FALSE	TRUE	NA
mED7QQZxAY5vxevq5	English	feedback	scene2	"NA"	"NA"	"NA"	"NA"	1	8	orange and can fly in the sky	orange and can fly in the sky		orange_helicopter	1	TRUE	FALSE	FALSE	FALSE	TRUE	NA
mED7QQZxAY5vxevq5	English	feedback	scene2	"NA"	"NA"	"NA"	"NA"	1	9	blue and can play music	blue and can play music		blue_guitar	1	TRUE	FALSE	FALSE	FALSE	TRUE	NA
mED7QQZxAY5vxevq5	English	feedback	scene4	"NA"	"NA"	"NA"	"NA"	1	11	red and can write with it	red and can write with it		red_pencil	1	TRUE	FALSE	FALSE	FALSE	TRUE	NA
mED7QQZxAY5vxevq5	English	feedback	scene4	"NA"	"NA"	"NA"	"NA"	1	12	white and can be used to light up a room	white and can be used to light up a room		white_candle	1	TRUE	FALSE	FALSE	FALSE	TRUE	NA
mED7QQZxAY5vxevq5	English	feedback	scene2	"NA"	"NA"	"NA"	"NA"	1	14	yellow and wear over mouth	yellow and wear over mouth		yellow_mask	1	TRUE	FALSE	FALSE	FALSE	TRUE	NA
mED7QQZxAY5vxevq5	English	feedback	scene1	"NA"	"NA"	"NA"	"NA"	1	15	white and squishy, used to sit down	white and squishy, used to sit down		white_cushion	1	TRUE	FALSE	FALSE	FALSE	TRUE	NA
mED7QQZxAY5vxevq5	English	feedback	scene1	"NA"	"NA"	"NA"	"NA"	1	16	green and used to lock things inside	green and used to lock things inside		green_lock	1	TRUE	FALSE	TRUE	FALSE	TRUE	NA
mED7QQZxAY5vxevq5	English	feedback	scene2	"NA"	"NA"	"NA"	"NA"	1	18	orange slipper	orange slipper		orange_slipper	1	TRUE	FALSE	TRUE	FALSE	TRUE	NA
mED7QQZxAY5vxevq5	English	feedback	scene3	"NA"	"NA"	"NA"	"NA"	1	20	butterfly	butterfly		blue_butterfly	1	FALSE	FALSE	TRUE	FALSE	FALSE	NA
mED7QQZxAY5vxevq5	English	feedback	scene1	"NA"	"NA"	"NA"	"NA"	1	25	red chair	red chair		red_chair	1	TRUE	FALSE	TRUE	FALSE	TRUE	NA
mED7QQZxAY5vxevq5	English	feedback	scene2	"NA"	"NA"	"NA"	"NA"	1	28	yellow cup	yellow cup		yellow_mug	1	TRUE	FALSE	FALSE	FALSE	FALSE	NA
mED7QQZxAY5vxevq5	English	feedback	scene3	"NA"	"NA"	"NA"	"NA"	1	29	green binoculars	green binoculars		green_binoculars	1	TRUE	FALSE	TRUE	FALSE	TRUE	NA
mED7QQZxAY5vxevq5	English	feedback	scene2	"NA"	"NA"	"NA"	"NA"	1	30	red scarf	red scarf		red_scarf	1	TRUE	FALSE	TRUE	FALSE	TRUE	NA
mED7QQZxAY5vxevq5	English	feedback	scene4	"NA"	"NA"	"NA"	"NA"	1	32	purple fork	purple fork		purple_fork	1	TRUE	FALSE	TRUE	FALSE	FALSE	NA
mED7QQZxAY5vxevq5	English	feedback	scene4	"NA"	"NA"	"NA"	"NA"	1	33	red bed	red bed		red_bed	1	TRUE	FALSE	TRUE	FALSE	FALSE	NA
mED7QQZxAY5vxevq5	English	feedback	scene1	"NA"	"NA"	"NA"	"NA"	1	35	orange screwdriver	orange screwdriver		orange_screwdriver	1	TRUE	FALSE	TRUE	FALSE	TRUE	NA
mED7QQZxAY5vxevq5	English	feedback	scene3	"NA"	"NA"	"NA"	"NA"	1	36	black fish	black fish		black_fish	1	TRUE	FALSE	TRUE	FALSE	TRUE	NA
mED7QQZxAY5vxevq5	English	feedback	scene2	"NA"	"NA"	"NA"	"NA"	1	37	black necklace	black necklace		black_necklace	1	TRUE	FALSE	TRUE	FALSE	TRUE	NA
mED7QQZxAY5vxevq5	English	feedback	scene4	"NA"	"NA"	"NA"	"NA"	1	38	orange lorry	orange lorry		orange_truck	1	TRUE	FALSE	FALSE	FALSE	TRUE	NA
mED7QQZxAY5vxevq5	English	feedback	scene4	"NA"	"NA"	"NA"	"NA"	1	40	red flower	red flower		red_flower	1	TRUE	FALSE	TRUE	FALSE	FALSE	NA
mED7QQZxAY5vxevq5	English	feedback	scene1	"NA"	"NA"	"NA"	"NA"	1	41	blue comb	blue comb		blue_comb	1	TRUE	FALSE	TRUE	FALSE	FALSE	NA
mED7QQZxAY5vxevq5	English	feedback	scene3	"NA"	"NA"	"NA"	"NA"	1	43	white crown	white crown		white_crown	1	TRUE	FALSE	TRUE	FALSE	FALSE	NA
mED7QQZxAY5vxevq5	English	feedback	scene3	"NA"	"NA"	"NA"	"NA"	1	44	blue telephone box	blue telephone box		blue_phone	1	TRUE	FALSE	TRUE	TRUE	FALSE	NA
mED7QQZxAY5vxevq5	English	feedback	scene4	"NA"	"NA"	"NA"	"NA"	1	45	green tie	green tie		green_tie	1	TRUE	FALSE	TRUE	FALSE	FALSE	NA
mED7QQZxAY5vxevq5	English	feedback	scene3	"NA"	"NA"	"NA"	"NA"	1	46	purple microscope	purple microscope		purple_microscope	1	TRUE	FALSE	TRUE	FALSE	FALSE	NA
mED7QQZxAY5vxevq5	English	feedback	scene3	"NA"	"NA"	"NA"	"NA"	1	47	purple drum	purple drum		purple_drum	1	TRUE	FALSE	TRUE	FALSE	FALSE	NA
mED7QQZxAY5vxevq5	English	feedback	scene1	"NA"	"NA"	"NA"	"NA"	1	50	purple shell	purple shell		purple_shell	1	TRUE	FALSE	TRUE	FALSE	FALSE	NA
mED7QQZxAY5vxevq5	English	feedback	scene3	"NA"	"NA"	"NA"	"NA"	1	51	yellow balloon	yellow balloon		yellow_balloon	1	TRUE	FALSE	TRUE	FALSE	TRUE	NA
mED7QQZxAY5vxevq5	English	feedback	scene1	"NA"	"NA"	"NA"	"NA"	1	52	black suitcase	black suitcase		black_luggage	1	TRUE	FALSE	TRUE	FALSE	TRUE	NA
mED7QQZxAY5vxevq5	English	feedback	scene3	"NA"	"NA"	"NA"	"NA"	1	53	red door	red door		red_door	1	TRUE	FALSE	TRUE	FALSE	FALSE	NA
mED7QQZxAY5vxevq5	English	feedback	scene3	"NA"	"NA"	"NA"	"NA"	1	55	black dice	black dice		black_die	1	TRUE	FALSE	FALSE	FALSE	TRUE	NA
mED7QQZxAY5vxevq5	English	feedback	scene1	"NA"	"NA"	"NA"	"NA"	1	57	blue ring	blue ring		blue_ring	1	TRUE	FALSE	TRUE	FALSE	FALSE	NA
mED7QQZxAY5vxevq5	English	feedback	scene3	"NA"	"NA"	"NA"	"NA"	1	58	purple basket	purple basket		purple_basket	1	TRUE	FALSE	TRUE	FALSE	TRUE	NA
mED7QQZxAY5vxevq5	English	feedback	scene1	"NA"	"NA"	"NA"	"NA"	1	59	blue iron	blue iron		blue_iron	1	TRUE	FALSE	TRUE	FALSE	FALSE	NA
mED7QQZxAY5vxevq5	English	feedback	scene3	"NA"	"NA"	"NA"	"NA"	1	60	yellow dress	yellow dress		yellow_dress	1	TRUE	FALSE	TRUE	FALSE	FALSE	NA
mED7QQZxAY5vxevq5	English	feedback	scene4	"NA"	"NA"	"NA"	"NA"	1	61	red wallet	red wallet		red_wallet	1	TRUE	FALSE	TRUE	FALSE	TRUE	NA
mED7QQZxAY5vxevq5	English	feedback	scene4	"NA"	"NA"	"NA"	"NA"	1	62	white book	white book		white_book	1	TRUE	FALSE	TRUE	FALSE	FALSE	NA
mED7QQZxAY5vxevq5	English	feedback	scene4	"NA"	"NA"	"NA"	"NA"	1	65	orange hammer	orange hammer		orange_hammer	1	TRUE	FALSE	TRUE	FALSE	TRUE	NA
