gameid	Trial	TargetItem	UtteranceType	redUtterance	SufficientProperty	RedundantProperty	NumDistractors	NumSameDistractors	SceneVariation	speakerMessages	listenerMessages	refExp	minimal	redundant	clickedType	clickedSize	clickedColor	colorMentioned	sizeMentioned	typeMentioned	oneMentioned	theMentioned
Dummy1	9	big_pink_teacup	color	minimal	color	size redundant	3	3	0	الفنجان الزهري	?	الفنجان الزهري	1	0	teacup	big	pink	TRUE	FALSE	FALSE	FALSE	TRUE
Dummy1	23	big_green_guitar	size and color	redundant	color	size redundant	2	1	0.5	الآلة الموسيقية الخضراء	?	الآلة الموسيقية الخضراء	0	1	guitar	big	green	TRUE	TRUE	FALSE	FALSE	TRUE
Dummy1	35	big_purple_bike	size and color	redundant	color	size redundant	2	1	0.5	الدراجة البنفسجية	?	الدراجة البنفسجية	0	1	bike	big	purple	TRUE	TRUE	FALSE	FALSE	TRUE
Dummy1	38	big_red_toothbrush	size and color	redundant	color	size redundant	4	1	0.75	الفرشاة الحمراء	NA	الفرشاة الحمراء	0	1	toothbrush	big	red	TRUE	TRUE	FALSE	FALSE	TRUE
Dummy1	43	small_orange_napkin	size and color	redundant	size	color redundant	4	2	0.5	الصغيرة	NA	الصغيرة	0	1	napkin	small	orange	TRUE	TRUE	FALSE	FALSE	TRUE
Dummy1	45	small_blue_book	size and color	redundant	color	size redundant	3	2	0.3333333333333333	الكتاب الأزرق	NA	الكتاب الأزرق	0	1	book	small	blue	TRUE	TRUE	FALSE	FALSE	TRUE
Dummy1	47	big_green_pepper	size and color	redundant	color	size redundant	4	4	0	الفلفل الأخضر	NA	الفلفل الأخضر	0	1	pepper	big	green	TRUE	TRUE	FALSE	FALSE	TRUE
Dummy1	48	small_red_yarn	size	minimal	size	color redundant	4	1	0.75	الخيط الأحمر الصغير	?	الخيط الأحمر الصغير	1	0	yarn	small	red	FALSE	TRUE	FALSE	FALSE	TRUE
Dummy1	58	small_orange_billiardball	size and color	redundant	size	color redundant	2	1	0.5	الكرة الصغيرة	NA	الكرة الصغيرة	0	1	billiardball	small	orange	TRUE	TRUE	FALSE	FALSE	TRUE
Dummy1	62	small_blue_candle	size and color	redundant	size	color redundant	3	2	0.3333333333333333	الشمعة الزرقاء الصغيرة	?	الشمعة الزرقاء الصغيرة	0	1	candle	small	blue	TRUE	TRUE	FALSE	FALSE	TRUE
Dummy1	65	small_black_turtle	color	minimal	color	size redundant	3	1	0.6666666666666666	السلحفاة السوداء	??	السلحفاة السوداء	1	0	turtle	small	black	TRUE	FALSE	FALSE	FALSE	TRUE
Dummy1	71	big_orange_cap	size and color	redundant	size	color redundant	4	2	0.5	القبعة الكبيرة	NA	القبعة الكبيرة	0	1	cap	big	orange	TRUE	TRUE	FALSE	FALSE	TRUE
Dummy1	72	small_brown_belt	size and color	redundant	size	color redundant	4	3	0.25	الصغيرة	NA	الصغيرة	0	1	belt	small	brown	TRUE	TRUE	FALSE	FALSE	TRUE
Dummy1	5	small_white_pingpongball	color	minimal	color	size redundant	4	3	0.25	tabe bayda	NA	tabe bayda	1	0	pingpongball	small	white	TRUE	FALSE	FALSE	FALSE	FALSE
Dummy1	9	small_blue_guitar	size and color	redundant	size	color redundant	4	4	0	guitar sgheer	NA	guitar sgheer	0	1	guitar	small	blue	TRUE	TRUE	FALSE	FALSE	FALSE
Dummy1	30	small_purple_yarn	color	minimal	color	size redundant	3	1	0.6666666666666666	khet mauve	NA	khet mauve	1	0	yarn	small	purple	TRUE	FALSE	FALSE	FALSE	FALSE
Dummy1	32	big_red_candle	size and color	redundant	color	size redundant	4	4	0	sham3a 7amra	NA	sham3a 7amra	0	1	candle	big	red	TRUE	TRUE	FALSE	FALSE	FALSE
Dummy1	33	small_red_bike	size	minimal	size	color redundant	2	2	0	biceclet zgheeri	NA	biceclet zgheeri	1	0	bike	small	red	FALSE	TRUE	FALSE	FALSE	FALSE
Dummy1	34	small_yellow_balloon	size and color	redundant	size	color redundant	4	3	0.25	balón asfar sgheer	NA	balón asfar sgheer	0	1	balloon	small	yellow	TRUE	TRUE	FALSE	FALSE	FALSE
Dummy1	35	small_white_shoe	size and color	redundant	color	size redundant	2	2	0	skarbeeni bayda	NA	skarbeeni bayda	0	1	shoe	small	white	TRUE	TRUE	FALSE	FALSE	FALSE
Dummy1	38	big_green_framee	size and color	redundant	color	size redundant	3	3	0	sa7on akhdar	NA	sa7on akhdar	0	1	framee	big	green	TRUE	TRUE	FALSE	FALSE	FALSE
Dummy1	41	big_orange_cushion	size and color	redundant	size	color redundant	4	3	0.25	m5ade kbeeri bortokali	NA	m5ade kbeeri bortokali	0	1	cushion	big	orange	TRUE	TRUE	FALSE	FALSE	FALSE
Dummy1	44	small_pink_phone	size and color	redundant	color	size redundant	4	2	0.5	hatef zahor	NA	hatef zahor	0	1	phone	small	pink	TRUE	TRUE	FALSE	FALSE	FALSE
Dummy1	48	small_purple_coathanger	size and color	redundant	color	size redundant	4	1	0.75	ta3lee2a mauve	NA	ta3lee2a mauve	0	1	coathanger	small	purple	TRUE	TRUE	FALSE	FALSE	FALSE
Dummy1	51	big_purple_rug	size and color	redundant	size	color redundant	3	1	0.6666666666666666	sejjada mauve__kbeeri	NA	sejjada mauve	0	1	rug	big	purple	TRUE	TRUE	FALSE	FALSE	FALSE
Dummy1	61	big_purple_billiardball	color	minimal	color	size redundant	3	2	0.3333333333333333	tabe__mauve	NA	tabe	1	0	billiardball	big	purple	TRUE	FALSE	FALSE	FALSE	FALSE
Dummy1	64	small_purple_flower	size	minimal	size	color redundant	3	3	0	asghar warde	NA	asghar warde	1	0	flower	small	purple	FALSE	TRUE	TRUE	FALSE	FALSE
Dummy1	65	big_pink_weddingcake	size and color	redundant	size	color redundant	4	1	0.75	kaleb 7elo__zaher__kbeer	NA	kaleb 7elo	0	1	weddingcake	big	pink	TRUE	TRUE	TRUE	FALSE	FALSE
Dummy1	68	big_green_bracelet	color	minimal	color	size redundant	2	2	0	2oswara khadra	NA	2oswara khadra	1	0	bracelet	big	green	TRUE	FALSE	FALSE	FALSE	FALSE
Dummy1	70	big_blue_butterfly	size	minimal	size	color redundant	2	1	0.5	farashe__zar2a__kbeeri	NA	farashe	1	0	butterfly	big	blue	FALSE	TRUE	FALSE	FALSE	FALSE
Dummy1	71	big_tan_rock	size and color	redundant	size	color redundant	3	3	0	7ajara__kbeeri	NA	7ajara	0	1	rock	big	tan	TRUE	TRUE	FALSE	FALSE	FALSE
Dummy1	6	small_purple_bracelet	size	minimal	size	color redundant	4	4	0	2as8ar shi	NA	2as8ar shi	1	0	bracelet	small	purple	FALSE	TRUE	FALSE	FALSE	FALSE
Dummy1	11	big_yellow_shoe	size and color	redundant	size	color redundant	3	3	0	akbar subat__skarbeeni	NA	akbar subat	0	1	shoe	big	yellow	TRUE	TRUE	FALSE	FALSE	FALSE
Dummy1	14	big_pink_phone	size and color	redundant	color	size redundant	4	3	0.25	mlawani	NA	mlawani	0	1	phone	big	pink	TRUE	TRUE	FALSE	FALSE	FALSE
Dummy1	16	big_blue_binder	size and color	redundant	size	color redundant	4	2	0.5	akbar wi7di zar2a	NA	akbar wi7di zar2a	0	1	binder	big	blue	TRUE	TRUE	FALSE	FALSE	FALSE
Dummy1	18	small_black_turtle	size and color	redundant	color	size redundant	4	3	0.25	il sawda	NA	il sawda	0	1	turtle	small	black	TRUE	TRUE	FALSE	FALSE	FALSE
Dummy1	19	big_red_scarf	color	minimal	color	size redundant	3	2	0.3333333333333333	a7mar	NA	a7mar	1	0	scarf	big	red	TRUE	FALSE	FALSE	FALSE	FALSE
Dummy1	26	small_white_weddingcake	size and color	redundant	color	size redundant	4	4	0	abyadh	NA	abyadh	0	1	weddingcake	small	white	TRUE	TRUE	FALSE	FALSE	FALSE
Dummy1	29	small_red_stapler	size and color	redundant	color	size redundant	4	1	0.75	il7amra	NA	il7amra	0	1	stapler	small	red	TRUE	TRUE	FALSE	FALSE	FALSE
Dummy1	33	big_blue_candle	size and color	redundant	color	size redundant	3	3	0	mov	NA	mov	0	1	candle	big	blue	TRUE	TRUE	FALSE	FALSE	FALSE
Dummy1	34	small_blue_butterfly	size and color	redundant	color	size redundant	4	2	0.5	azra2	NA	azra2	0	1	butterfly	small	blue	TRUE	TRUE	FALSE	FALSE	FALSE
Dummy1	37	small_black_book	color	minimal	color	size redundant	2	2	0	aswad	NA	aswad	1	0	book	small	black	TRUE	FALSE	FALSE	FALSE	FALSE
Dummy1	48	small_purple_bike	size and color	redundant	size	color redundant	4	1	0.75	)as8ar shi (mov	NA	)as8ar shi (mov	0	1	bike	small	purple	TRUE	TRUE	FALSE	FALSE	FALSE
Dummy1	51	big_blue_cap	size and color	redundant	color	size redundant	2	1	0.5	azra2	NA	azra2	0	1	cap	big	blue	TRUE	TRUE	FALSE	FALSE	FALSE
Dummy1	52	big_pink_bucket	size and color	redundant	color	size redundant	4	1	0.75	zahr	NA	zahr	0	1	bucket	big	pink	TRUE	TRUE	FALSE	FALSE	FALSE
Dummy1	56	small_orange_cushion	size and color	redundant	size	color redundant	4	2	0.5	as8ar shi	NA	as8ar shi	0	1	cushion	small	orange	TRUE	TRUE	FALSE	FALSE	FALSE
Dummy1	62	small_yellow_napkin	size	minimal	size	color redundant	2	1	0.5	as8ar shi	NA	as8ar shi	1	0	napkin	small	yellow	FALSE	TRUE	FALSE	FALSE	FALSE
Dummy1	65	big_blue_toothbrush	size and color	redundant	size	color redundant	2	2	0	akbar firsheyi	NA	akbar firsheyi	0	1	toothbrush	big	blue	TRUE	TRUE	FALSE	FALSE	FALSE
Dummy1	69	big_red_flower	size	minimal	size	color redundant	3	3	0	akbar shi	NA	akbar shi	1	0	flower	big	red	FALSE	TRUE	FALSE	FALSE	FALSE
Dummy1	70	small_pink_balloon	color	minimal	color	size redundant	3	3	0	ballon zahr	NA	ballon zahr	1	0	balloon	small	pink	TRUE	FALSE	FALSE	FALSE	FALSE
Dummy1	1	big_red_stapler	size	minimal	size	color redundant	4	4	0	كبير	NA	كبير	1	0	stapler	big	red	FALSE	TRUE	FALSE	FALSE	FALSE
Dummy1	3	big_red_toothbrush	size and color	redundant	size	color redundant	3	3	0	كبير	NA	كبير	0	1	toothbrush	big	red	TRUE	TRUE	FALSE	FALSE	FALSE
Dummy1	6	big_orange_napkin	size and color	redundant	color	size redundant	3	2	0.3333333333333333	مختلف اللون	NA	مختلف اللون	0	1	napkin	big	orange	TRUE	TRUE	FALSE	FALSE	TRUE
Dummy1	12	small_green_jacket	size and color	redundant	size	color redundant	4	2	0.5	صغير	NA	صغير	0	1	jacket	small	green	TRUE	TRUE	FALSE	FALSE	FALSE
Dummy1	27	small_green_binder	color	minimal	color	size redundant	4	2	0.5	مختلف اللون	NA	مختلف اللون	1	0	binder	small	green	TRUE	FALSE	FALSE	FALSE	TRUE
Dummy1	28	small_purple_bike	size	minimal	size	color redundant	3	2	0.3333333333333333	صغير	NA	صغير	1	0	bike	small	purple	FALSE	TRUE	FALSE	FALSE	FALSE
Dummy1	30	small_blue_candle	size and color	redundant	color	size redundant	3	2	0.3333333333333333	مختلف اللون	NA	مختلف اللون	0	1	candle	small	blue	TRUE	TRUE	FALSE	FALSE	TRUE
Dummy1	33	big_purple_bracelet	size	minimal	size	color redundant	4	4	0	كبير	NA	كبير	1	0	bracelet	big	purple	FALSE	TRUE	FALSE	FALSE	FALSE
Dummy1	38	big_red_scarf	size and color	redundant	color	size redundant	4	2	0.5	مختلف اللون	NA	مختلف اللون	0	1	scarf	big	red	TRUE	TRUE	FALSE	FALSE	TRUE
Dummy1	41	big_red_flower	size	minimal	size	color redundant	2	1	0.5	كبير	NA	كبير	1	0	flower	big	red	FALSE	TRUE	FALSE	FALSE	FALSE
Dummy1	42	big_black_belt	size and color	redundant	size	color redundant	4	3	0.25	كبير	NA	كبير	0	1	belt	big	black	TRUE	TRUE	FALSE	FALSE	FALSE
Dummy1	58	small_orange_coathanger	size and color	redundant	color	size redundant	3	1	0.6666666666666666	مختلف اللون	NA	مختلف اللون	0	1	coathanger	small	orange	TRUE	TRUE	FALSE	FALSE	TRUE
Dummy1	60	small_pink_phone	size and color	redundant	color	size redundant	4	3	0.25	مختلف اللون	NA	مختلف اللون	0	1	phone	small	pink	TRUE	TRUE	FALSE	FALSE	TRUE
Dummy1	61	big_purple_yarn	color	minimal	color	size redundant	4	1	0.75	مختلف اللون	NA	مختلف اللون	1	0	yarn	big	purple	TRUE	FALSE	FALSE	FALSE	TRUE
Dummy1	63	big_pink_hairdryer	size and color	redundant	color	size redundant	3	1	0.6666666666666666	مختلف اللون	NA	مختلف اللون	0	1	hairdryer	big	pink	TRUE	TRUE	FALSE	FALSE	TRUE
Dummy1	64	small_blue_rug	size	minimal	size	color redundant	4	2	0.5	صغير	NA	صغير	1	0	rug	small	blue	FALSE	TRUE	FALSE	FALSE	FALSE
Dummy1	68	big_white_teacup	size and color	redundant	color	size redundant	3	3	0	مختلف اللون	NA	مختلف اللون	0	1	teacup	big	white	TRUE	TRUE	FALSE	FALSE	TRUE
Dummy1	1	small_blue_cap	size	minimal	size	color redundant	2	1	0.5	صغيرة	NA	صغيرة	1	0	cap	small	blue	FALSE	TRUE	FALSE	FALSE	FALSE
Dummy1	5	big_yellow_shoe	color	minimal	color	size redundant	3	1	0.6666666666666666	اصفر	NA	اصفر	1	0	shoe	big	yellow	TRUE	FALSE	FALSE	FALSE	FALSE
Dummy1	9	big_yellow_balloon	size and color	redundant	color	size redundant	3	2	0.3333333333333333	الاصفر	NA	الاصفر	0	1	balloon	big	yellow	TRUE	TRUE	FALSE	FALSE	TRUE
Dummy1	12	big_red_chair	color	minimal	color	size redundant	4	1	0.75	kirse 7amra	NA	kirse 7amra	1	0	chair	big	red	TRUE	FALSE	FALSE	FALSE	FALSE
Dummy1	13	small_red_bucket	size and color	redundant	size	color redundant	4	1	0.75	satil 2a7mar z8ir	NA	satil 2a7mar z8ir	0	1	bucket	small	red	TRUE	TRUE	FALSE	FALSE	FALSE
Dummy1	14	small_brown_turtle	size and color	redundant	color	size redundant	4	1	0.75	sile7fe biniye	its usually obvious without a hint__but i have to wait for you to type something	sile7fe biniye	0	1	turtle	small	brown	TRUE	TRUE	FALSE	FALSE	FALSE
Dummy1	21	small_white_weddingcake	color	minimal	color	size redundant	3	3	0	2abyad	NA	2abyad	1	0	weddingcake	small	white	TRUE	FALSE	FALSE	FALSE	FALSE
Dummy1	22	big_white_pingpongball	size and color	redundant	size	color redundant	3	1	0.6666666666666666	tabi kbiri	NA	tabi kbiri	0	1	pingpongball	big	white	TRUE	TRUE	FALSE	FALSE	FALSE
Dummy1	24	big_blue_cushion	size and color	redundant	color	size redundant	2	2	0	zar2a	NA	zar2a	0	1	cushion	big	blue	TRUE	TRUE	FALSE	FALSE	FALSE
Dummy1	27	small_black_comb	color	minimal	color	size redundant	2	2	0	2awad	NA	2awad	1	0	comb	small	black	TRUE	FALSE	FALSE	FALSE	FALSE
Dummy1	28	big_blue_scarf	size and color	redundant	color	size redundant	3	3	0	2azra2	NA	2azra2	0	1	scarf	big	blue	TRUE	TRUE	FALSE	FALSE	FALSE
Dummy1	40	small_purple_stapler	size and color	redundant	size	color redundant	3	1	0.6666666666666666	s8iri	NA	s8iri	0	1	stapler	small	purple	TRUE	TRUE	FALSE	FALSE	FALSE
Dummy1	41	small_blue_toothbrush	size	minimal	size	color redundant	2	2	0	s8iri	NA	s8iri	1	0	toothbrush	small	blue	FALSE	TRUE	FALSE	FALSE	FALSE
Dummy1	47	big_purple_hairdryer	color	minimal	color	size redundant	2	1	0.5	banafsaji	NA	banafsaji	1	0	hairdryer	big	purple	TRUE	FALSE	FALSE	FALSE	FALSE
Dummy1	53	small_blue_binder	size	minimal	size	color redundant	3	3	0	s8ir	NA	s8ir	1	0	binder	small	blue	FALSE	TRUE	FALSE	FALSE	FALSE
Dummy1	54	small_green_pepper	color	minimal	color	size redundant	4	2	0.5	2a5dar	NA	2a5dar	1	0	pepper	small	green	TRUE	FALSE	FALSE	FALSE	FALSE
Dummy1	57	small_yellow_bellpepper	size and color	redundant	color	size redundant	4	4	0	2asfar	NA	2asfar	0	1	bellpepper	small	yellow	TRUE	TRUE	FALSE	FALSE	FALSE
Dummy1	61	big_purple_rug	size and color	redundant	color	size redundant	4	3	0.25	banafsaji	NA	banafsaji	0	1	rug	big	purple	TRUE	TRUE	FALSE	FALSE	FALSE
Dummy1	63	small_yellow_napkin	size and color	redundant	size	color redundant	4	4	0	s8iri	NA	s8iri	0	1	napkin	small	yellow	TRUE	TRUE	FALSE	FALSE	FALSE
Dummy1	65	small_purple_flower	size and color	redundant	color	size redundant	3	2	0.3333333333333333	s8iri mish 7amra	NA	s8iri mish 7amra	0	1	flower	small	purple	TRUE	TRUE	FALSE	FALSE	FALSE
Dummy1	67	small_red_tack	size	minimal	size	color redundant	3	2	0.3333333333333333	s8ir	NA	s8ir	1	0	tack	small	red	FALSE	TRUE	FALSE	FALSE	FALSE
Dummy1	10	big_purple_bracelet	size and color	redundant	color	size redundant	2	2	0	masbaha 2orjowani	NA	masbaha 2orjowani	0	1	bracelet	big	purple	TRUE	TRUE	FALSE	FALSE	FALSE
Dummy1	16	big_red_scarf	size and color	redundant	color	size redundant	4	3	0.25	shal hamra2	NA	shal hamra2	0	1	scarf	big	red	TRUE	TRUE	FALSE	FALSE	FALSE
Dummy1	18	big_red_chair	size and color	redundant	color	size redundant	4	1	0.75	kanaba bortokali	NA	kanaba bortokali	0	1	chair	big	red	TRUE	TRUE	FALSE	FALSE	FALSE
Dummy1	21	big_purple_bike	size and color	redundant	size	color redundant	2	1	0.5	daraja kabira 2orjowani	NA	daraja kabira 2orjowani	0	1	bike	big	purple	TRUE	TRUE	FALSE	FALSE	FALSE
Dummy1	22	big_brown_turtle	size and color	redundant	color	size redundant	4	2	0.5	solhafat boni fatih al lawni	NA	solhafat boni fatih al lawni	0	1	turtle	big	brown	TRUE	TRUE	FALSE	FALSE	FALSE
Dummy1	23	big_yellow_balloon	size	minimal	size	color redundant	4	1	0.75	baloon asfar al lawn kabir	NA	baloon asfar al lawn kabir	1	0	balloon	big	yellow	FALSE	TRUE	FALSE	FALSE	FALSE
Dummy1	24	small_red_stapler	color	minimal	color	size redundant	4	4	0	kabasa hamra2	NA	kabasa hamra2	1	0	stapler	small	red	TRUE	FALSE	FALSE	FALSE	FALSE
Dummy1	32	small_black_comb	color	minimal	color	size redundant	4	4	0	moshit sawda2	NA	moshit sawda2	1	0	comb	small	black	TRUE	FALSE	FALSE	FALSE	FALSE
Dummy1	41	big_red_tack	size	minimal	size	color redundant	4	2	0.5	dabous hamra2 kabira	NA	dabous hamra2 kabira	1	0	tack	big	red	FALSE	TRUE	FALSE	FALSE	FALSE
Dummy1	42	small_orange_billiardball	color	minimal	color	size redundant	2	1	0.5	kura bortokali	NA	kura bortokali	1	0	billiardball	small	orange	TRUE	FALSE	FALSE	FALSE	FALSE
Dummy1	57	small_orange_coathanger	color	minimal	color	size redundant	3	1	0.6666666666666666	3ala2a bortokali	NA	3ala2a bortokali	1	0	coathanger	small	orange	TRUE	FALSE	FALSE	FALSE	FALSE
Dummy1	59	small_black_book	size	minimal	size	color redundant	4	4	0	kitabon sawda2 saghir	NA	kitabon sawda2 saghir	1	0	book	small	black	FALSE	TRUE	FALSE	FALSE	FALSE
Dummy1	62	big_pink_phone	color	minimal	color	size redundant	3	1	0.6666666666666666	hatif wardi al lawn	NA	hatif wardi al lawn	1	0	phone	big	pink	TRUE	FALSE	FALSE	FALSE	FALSE
Dummy1	69	small_pink_hairdryer	size	minimal	size	color redundant	4	4	0	nashafat al sha3ir saghira__lol__forgot the name	NA	nashafat al sha3ir saghira	1	0	hairdryer	small	pink	FALSE	TRUE	FALSE	FALSE	FALSE
Dummy1	72	big_red_pepper	size and color	redundant	size	color redundant	3	2	0.3333333333333333	har hamra2 kabira	NA	har hamra2 kabira	0	1	pepper	big	red	TRUE	TRUE	FALSE	FALSE	FALSE
Dummy1	2	small_pink_phone	size	minimal	size	color redundant	4	4	0	small phone	NA	small phone	1	0	phone	small	pink	FALSE	TRUE	FALSE	FALSE	FALSE
Dummy1	3	small_black_book	color	minimal	color	size redundant	4	1	0.75	black	NA	black	1	0	book	small	black	TRUE	FALSE	FALSE	FALSE	FALSE
Dummy1	9	big_blue_rug	size and color	redundant	size	color redundant	2	1	0.5	big rug blue	NA	big rug blue	0	1	rug	big	blue	TRUE	TRUE	FALSE	FALSE	FALSE
Dummy1	11	small_yellow_napkin	size and color	redundant	size	color redundant	2	1	0.5	yellow mini	NA	yellow mini	0	1	napkin	small	yellow	TRUE	TRUE	FALSE	FALSE	FALSE
Dummy1	18	small_blue_tack	size	minimal	size	color redundant	4	2	0.5	the blue one__yes	is this one	the blue one	1	0	tack	small	blue	FALSE	TRUE	FALSE	FALSE	FALSE
Dummy1	28	big_purple_yarn	size and color	redundant	color	size redundant	3	1	0.6666666666666666	pink	NA	pink	0	1	yarn	big	purple	TRUE	TRUE	FALSE	FALSE	FALSE
Dummy1	29	small_brown_turtle	color	minimal	color	size redundant	4	4	0	brown	NA	brown	1	0	turtle	small	brown	TRUE	FALSE	FALSE	FALSE	FALSE
Dummy1	30	big_black_comb	color	minimal	color	size redundant	3	3	0	brown	NA	brown	1	0	comb	big	black	TRUE	FALSE	FALSE	FALSE	FALSE
Dummy1	33	big_purple_hairdryer	color	minimal	color	size redundant	3	2	0.3333333333333333	banafsaji	NA	banafsaji	1	0	hairdryer	big	purple	TRUE	FALSE	FALSE	FALSE	FALSE
Dummy1	36	big_green_chair	size and color	redundant	size	color redundant	3	2	0.3333333333333333	akhdar kbir	NA	akhdar kbir	0	1	chair	big	green	TRUE	TRUE	FALSE	FALSE	FALSE
Dummy1	37	small_blue_binder	color	minimal	color	size redundant	4	1	0.75	blue folder	NA	blue folder	1	0	binder	small	blue	TRUE	FALSE	FALSE	FALSE	FALSE
Dummy1	41	small_red_bucket	size and color	redundant	color	size redundant	4	2	0.5	red	NA	red	0	1	bucket	small	red	TRUE	TRUE	FALSE	FALSE	FALSE
Dummy1	42	big_blue_toothbrush	size	minimal	size	color redundant	3	3	0	big	NA	big	1	0	toothbrush	big	blue	FALSE	TRUE	FALSE	FALSE	FALSE
Dummy1	63	big_purple_stapler	color	minimal	color	size redundant	2	1	0.5	purple	NA	purple	1	0	stapler	big	purple	TRUE	FALSE	FALSE	FALSE	FALSE
Dummy1	65	big_white_pingpongball	size and color	redundant	size	color redundant	4	3	0.25	big whit ball	NA	big whit ball	0	1	pingpongball	big	white	TRUE	TRUE	FALSE	FALSE	FALSE
Dummy1	67	small_pink_teacup	size and color	redundant	size	color redundant	4	2	0.5	zaher zgir	NA	zaher zgir	0	1	teacup	small	pink	TRUE	TRUE	FALSE	FALSE	FALSE
Dummy1	68	small_green_framee	size and color	redundant	color	size redundant	2	1	0.5	akhdar	NA	akhdar	0	1	framee	small	green	TRUE	TRUE	FALSE	FALSE	FALSE
Dummy1	71	big_white_shoe	size and color	redundant	size	color redundant	2	2	0	kbire	NA	kbire	0	1	shoe	big	white	TRUE	TRUE	FALSE	FALSE	FALSE
Dummy1	72	small_orange_cushion	size and color	redundant	color	size redundant	2	2	0	orange	NA	orange	0	1	cushion	small	orange	TRUE	TRUE	TRUE	FALSE	FALSE
Dummy1	1	small_purple_coathanger	color	minimal	color	size redundant	3	1	0.6666666666666666	alsora almo5talifa	NA	alsora almo5talifa	1	0	coathanger	small	purple	TRUE	FALSE	FALSE	FALSE	FALSE
Dummy1	5	small_orange_pingpongball	size and color	redundant	size	color redundant	3	1	0.6666666666666666	lawn al laymon__wa 7ajm mo5talif	NA	lawn al laymon	0	1	pingpongball	small	orange	TRUE	TRUE	FALSE	FALSE	FALSE
Dummy1	7	small_blue_tack	color	minimal	color	size redundant	4	4	0	lawn mo5alif	NA	lawn mo5alif	1	0	tack	small	blue	TRUE	FALSE	FALSE	FALSE	FALSE
Dummy1	13	big_pink_balloon	color	minimal	color	size redundant	2	2	0	lawn mo5talif	NA	lawn mo5talif	1	0	balloon	big	pink	TRUE	FALSE	FALSE	FALSE	FALSE
Dummy1	25	small_purple_stapler	size and color	redundant	size	color redundant	3	1	0.6666666666666666	zoomed out	NA	zoomed out	0	1	stapler	small	purple	TRUE	TRUE	FALSE	FALSE	FALSE
Dummy1	26	small_blue_book	size	minimal	size	color redundant	4	4	0	zoomed out	NA	zoomed out	1	0	book	small	blue	FALSE	TRUE	FALSE	FALSE	FALSE
Dummy1	30	big_blue_comb	color	minimal	color	size redundant	4	1	0.75	lawn mo5talif	NA	lawn mo5talif	1	0	comb	big	blue	TRUE	FALSE	FALSE	FALSE	FALSE
Dummy1	32	big_orange_cushion	size and color	redundant	size	color redundant	2	2	0	akbar wi7di	NA	akbar wi7di	0	1	cushion	big	orange	TRUE	TRUE	FALSE	FALSE	FALSE
