postManualTypoCorrection
gameId	language	stage	condition	alt1BasicLevel	alt1SuperLevel	alt2BasicLevel	alt2SuperLevel	listenerSelection	imageType	roundNumber	directorAllMessages	directorFirstMessage	guesserAllMessages	nameClickedObj	correct	words	sep	gender
K6HsQtxkc3dnokJJY	BCS	feedback	basicSuffType1	firetruck	vehicle	ambulance	vehicle	1	degenetal_stimuli	28	vrum vrum bijeli	vrum vrum bijeli		minivan	1	OC		2
K6HsQtxkc3dnokJJY	BCS	feedback	basicSuffType2	dog	animal	candy	snack	1	degenetal_stimuli	29	kokooo i sivi	kokooo i sivi		eagle	1	OC		2
K6HsQtxkc3dnokJJY	BCS	feedback	scene3	NA	NA	NA	NA	1	pophristic_stimuli	30	a za provijeriti stanice	a za provijeriti stanice		orange_microscope	1	O		2
K6HsQtxkc3dnokJJY	BCS	feedback	scene4	NA	NA	NA	NA	1	pophristic_stimuli	31	narancasto i suplje	narancasto i suplje		orange_shell	1	CO		2
K6HsQtxkc3dnokJJY	BCS	feedback	scene2	NA	NA	NA	NA	1	pophristic_stimuli	32	otvara se	otvara se		yellow_door	1	O		0
K6HsQtxkc3dnokJJY	BCS	feedback	subNec	dog	animal	dog	animal	1	degenetal_stimuli	33	ovce ganja	ovce ganja		germanShepherd	1	O		0
K6HsQtxkc3dnokJJY	BCS	feedback	basicSuffType2	pottedPlant	plant	gloves	clothing	1	degenetal_stimuli	34	crveno	crveno		tulip	1	C		0
K6HsQtxkc3dnokJJY	BCS	feedback	scene1	NA	NA	NA	NA	1	pophristic_stimuli	35	plavo i__izgleda mi ko siba__mlao	plavo i	i?	blue_belt	1	C		0
K6HsQtxkc3dnokJJY	BCS	feedback	scene2	NA	NA	NA	NA	1	pophristic_stimuli	36	bijelo za crkvu	bijelo za crkvu		white_dress	1	CO		2
K6HsQtxkc3dnokJJY	BCS	feedback	scene3	NA	NA	NA	NA	1	pophristic_stimuli	37	lijepo mirise i dosta je plavp	lijepo mirise i dosta je plavp		blue_flower	1	OC		2
K6HsQtxkc3dnokJJY	BCS	feedback	scene1	NA	NA	NA	NA	1	pophristic_stimuli	38	svira__i bijelo	svira		white_guitar	1	O		0
K6HsQtxkc3dnokJJY	BCS	feedback	basicSuffType1	firetruck	vehicle	ambulance	vehicle	1	degenetal_stimuli	39	a koji je lijepsi__bijeli__roditelji bi vozili	a koji je lijepsi	auto?	suv	1	O		0
K6HsQtxkc3dnokJJY	BCS	feedback	scene1	NA	NA	NA	NA	1	pophristic_stimuli	40	zakljucam pare sa njim i zeleno	zakljucam pare sa njim i zeleno		green_lock	1	OC		2
K6HsQtxkc3dnokJJY	BCS	feedback	scene4	NA	NA	NA	NA	1	pophristic_stimuli	41	izgleda ko bijeli cesalj	izgleda ko bijeli cesalj		white_comb	1	CN		2
K6HsQtxkc3dnokJJY	BCS	feedback	scene1	NA	NA	NA	NA	1	pophristic_stimuli	42	matematika plava	matematika plava		blue_calculator	1	OC		2
K6HsQtxkc3dnokJJY	BCS	feedback	scene2	NA	NA	NA	NA	1	pophristic_stimuli	43	tuknem te sa time zelenim	tuknem te sa time zelenim		green_hammer	1	OC		2
K6HsQtxkc3dnokJJY	BCS	feedback	scene3	NA	NA	NA	NA	1	pophristic_stimuli	44	zelena ruka	zelena ruka		green_glove	1	CO		2
K6HsQtxkc3dnokJJY	BCS	feedback	scene2	NA	NA	NA	NA	1	pophristic_stimuli	45	zelena	zelena		green_truck	1	C		6
K6HsQtxkc3dnokJJY	BCS	feedback	scene2	NA	NA	NA	NA	1	pophristic_stimuli	46	elizabeth plava	elizabeth plava		blue_crown	1	OC		2
K6HsQtxkc3dnokJJY	BCS	feedback	scene1	NA	NA	NA	NA	1	pophristic_stimuli	47	putovanje zelena	putovanje zelena		green_luggage	1	OC		2
K6HsQtxkc3dnokJJY	BCS	feedback	supSuff	motorcycle	vehicle	pretzels	snack	1	degenetal_stimuli	48	profesionalno	profesionalno		dressShirt	1	O		0
K6HsQtxkc3dnokJJY	BCS	feedback	scene4	NA	NA	NA	NA	1	pophristic_stimuli	49	r2d2	r2d2		black_robot	1	O		0
K6HsQtxkc3dnokJJY	BCS	feedback	scene3	NA	NA	NA	NA	1	pophristic_stimuli	50	di mi je kartica?	di mi je kartica?		white_wallet	1	O		0
K6HsQtxkc3dnokJJY	BCS	feedback	basicSuffType2	lion	animal	pottedPlant	plant	1	degenetal_stimuli	51	med	med		grizzlyBear	1	N		0
K6HsQtxkc3dnokJJY	BCS	feedback	scene2	NA	NA	NA	NA	1	pophristic_stimuli	52	voda__crna__pa kj nije crna riba	voda	riba?	black_fish	1	O		0
K6HsQtxkc3dnokJJY	BCS	feedback	scene2	NA	NA	NA	NA	1	pophristic_stimuli	53	it 2 al zuti	it 2 al zuti		yellow_balloon	1	OC		2
K6HsQtxkc3dnokJJY	BCS	feedback	scene1	NA	NA	NA	NA	1	pophristic_stimuli	54	korona al ne zelena neg plava	korona al ne zelena neg plava		blue_mask	1	OC		2
K6HsQtxkc3dnokJJY	BCS	feedback	supSuff	sheep	animal	table	furniture	1	degenetal_stimuli	55	vrum vrum	vrum vrum		sportsCar	1	O		0
K6HsQtxkc3dnokJJY	BCS	feedback	scene4	NA	NA	NA	NA	1	pophristic_stimuli	56	spava mi se	spava mi se		yellow_cushion	1	O		0
K6HsQtxkc3dnokJJY	BCS	feedback	basicSuffType2	squirrel	animal	chips	snack	1	degenetal_stimuli	57	nemo	nemo		clownFish	1	O		0
K6HsQtxkc3dnokJJY	BCS	feedback	scene4	NA	NA	NA	NA	1	pophristic_stimuli	58	crna zdjela	crna zdjela		black_bowl	1	CN		1
K6HsQtxkc3dnokJJY	BCS	feedback	scene4	NA	NA	NA	NA	1	pophristic_stimuli	59	crveno drvo	crveno drvo		red_fence	1	CN		1
K6HsQtxkc3dnokJJY	BCS	feedback	basicSuffType2	rabbit	animal	ambulance	vehicle	1	degenetal_stimuli	60	wuf wuf	wuf wuf		dalmatian	1	O		0
K6HsQtxkc3dnokJJY	BCS	feedback	scene4	NA	NA	NA	NA	1	pophristic_stimuli	61	zeleno	zeleno		green_knife	1	C		5
K6HsQtxkc3dnokJJY	BCS	feedback	basicSuffType1	bison	animal	squirrel	animal	1	degenetal_stimuli	62	leti	leti		hummingBird	1	O		0
K6HsQtxkc3dnokJJY	BCS	feedback	basicSuffType2	wardrobe	furniture	socks	clothing	1	degenetal_stimuli	63	hamburger	hamburger	stol?	picnicTable	1	O		0
K6HsQtxkc3dnokJJY	BCS	feedback	scene3	NA	NA	NA	NA	1	pophristic_stimuli	64	nesto sto ne volim citat	nesto sto ne volim citat		blue_book	1	O		0
K6HsQtxkc3dnokJJY	BCS	feedback	scene1	NA	NA	NA	NA	1	pophristic_stimuli	65	pije mi se kava__zuta	pije mi se kava	plava ili zuta?	yellow_mug	1	O		0
K6HsQtxkc3dnokJJY	BCS	feedback	subNec	bear	animal	elephant	animal	1	degenetal_stimuli	66	ledeno	ledeno		polarBear	1	O		0
K6HsQtxkc3dnokJJY	BCS	feedback	scene1	NA	NA	NA	NA	1	pophristic_stimuli	67	naranca	naranca		orange_ribbon	1	C		1
K6HsQtxkc3dnokJJY	BCS	feedback	supSuff	dress	clothing	chips	snack	1	degenetal_stimuli	68	goldy	goldy		goldFish	1	O		0
K6HsQtxkc3dnokJJY	BCS	feedback	subNec	table	furniture	wardrobe	furniture	1	degenetal_stimuli	69	stol__za noge	stol		coffeeTable	1	N		0
K6HsQtxkc3dnokJJY	BCS	feedback	supSuff	motorcycle	vehicle	gloves	clothing	1	degenetal_stimuli	70	sarno	sarno		jellyBeans	1	O		0
K6HsQtxkc3dnokJJY	BCS	feedback	scene3	NA	NA	NA	NA	1	pophristic_stimuli	71	white__bijelo	white		white_pencil	1	C		0
K6HsQtxkc3dnokJJY	BCS	feedback	scene3	NA	NA	NA	NA	1	pophristic_stimuli	72	plavo	plavo		blue_bed	1	C		5
FBvH572Wau2JNFPAd	BCS	feedback	scene2	NA	NA	NA	NA	1	pophristic_stimuli	1	zlatna kruna	zlatna kruna		yellow_crown	1	CN		1
FBvH572Wau2JNFPAd	BCS	feedback	scene4	NA	NA	NA	NA	1	pophristic_stimuli	2	helikopter	helikopter		orange_helicopter	1	N		0
FBvH572Wau2JNFPAd	BCS	feedback	scene2	NA	NA	NA	NA	1	pophristic_stimuli	3	ljubicasti kamion	ljubicasti kamion		purple_truck	1	CN		1
FBvH572Wau2JNFPAd	BCS	feedback	scene4	NA	NA	NA	NA	1	pophristic_stimuli	4	ljubicasta zdjela	ljubicasta zdjela		purple_bowl	1	CN		1
FBvH572Wau2JNFPAd	BCS	feedback	scene3	NA	NA	NA	NA	1	pophristic_stimuli	5	crvena knjiga	crvena knjiga		red_book	1	CN		1
FBvH572Wau2JNFPAd	BCS	feedback	basicSuffType2	rabbit	animal	bathrobe	clothing	1	degenetal_stimuli	6	sarena papiga	sarena papiga		parrot	1	O		0
FBvH572Wau2JNFPAd	BCS	feedback	scene1	NA	NA	NA	NA	1	pophristic_stimuli	7	plavi kais	plavi kais		blue_belt	1	CN		1
FBvH572Wau2JNFPAd	BCS	feedback	subNec	table	furniture	lamp	furniture	1	degenetal_stimuli	8	bez stol sa klupama	bez stol sa klupama		picnicTable	1	CN		4
FBvH572Wau2JNFPAd	BCS	feedback	basicSuffType1	pig	animal	elephant	animal	1	degenetal_stimuli	9	som	som		catfish	1	O		0
FBvH572Wau2JNFPAd	BCS	feedback	scene4	NA	NA	NA	NA	1	pophristic_stimuli	10	bijeli jastuk	bijeli jastuk		white_cushion	1	CN		1
FBvH572Wau2JNFPAd	BCS	feedback	subNec	flower	plant	pottedPlant	plant	1	degenetal_stimuli	11	zuti suncokret	zuti suncokret		sunflower	1	CN		1
FBvH572Wau2JNFPAd	BCS	feedback	scene4	NA	NA	NA	NA	1	pophristic_stimuli	12	noz	noz		black_knife	1	N		0
FBvH572Wau2JNFPAd	BCS	feedback	basicSuffType1	rhino	animal	kitten	animal	1	degenetal_stimuli	13	klaun riba	klaun riba		clownFish	1	N		0
FBvH572Wau2JNFPAd	BCS	feedback	scene2	NA	NA	NA	NA	1	pophristic_stimuli	14	plava haljina	plava haljina		blue_dress	1	CN		1
FBvH572Wau2JNFPAd	BCS	feedback	subNec	candy	snack	chips	snack	1	degenetal_stimuli	15	gumene bombone	gumene bombone		gummyBears	1	N		0
FBvH572Wau2JNFPAd	BCS	feedback	scene1	NA	NA	NA	NA	1	pophristic_stimuli	16	bijela maska	bijela maska		white_mask	1	CN		1
FBvH572Wau2JNFPAd	BCS	feedback	basicSuffType2	bed	furniture	cookies	snack	1	degenetal_stimuli	17	komoda	komoda		bedsideTable	1	N		0
FBvH572Wau2JNFPAd	BCS	feedback	scene1	NA	NA	NA	NA	1	pophristic_stimuli	18	crni lancic	crni lancic		black_necklace	1	CN		1
FBvH572Wau2JNFPAd	BCS	feedback	scene3	NA	NA	NA	NA	1	pophristic_stimuli	19	ljubicasti dvogled	ljubicasti dvogled		purple_binoculars	1	CN		1
FBvH572Wau2JNFPAd	BCS	feedback	scene2	NA	NA	NA	NA	1	pophristic_stimuli	20	crni cekic	crni cekic		black_hammer	1	CN		1
FBvH572Wau2JNFPAd	BCS	feedback	basicSuffType2	horse	animal	ambulance	vehicle	1	degenetal_stimuli	21	njemacki ovcar	njemacki ovcar		germanShepherd	1	O		0
FBvH572Wau2JNFPAd	BCS	feedback	scene1	NA	NA	NA	NA	1	pophristic_stimuli	22	zelena papuca	zelena papuca		green_slipper	1	CN		1
FBvH572Wau2JNFPAd	BCS	feedback	scene2	NA	NA	NA	NA	1	pophristic_stimuli	23	crna riba	crna riba		black_fish	1	CN		1
FBvH572Wau2JNFPAd	BCS	feedback	subNec	candy	snack	cookies	snack	1	degenetal_stimuli	24	sarene bombone	sarene bombone		jellyBeans	1	N		0
FBvH572Wau2JNFPAd	BCS	feedback	scene2	NA	NA	NA	NA	1	pophristic_stimuli	25	ljubicasti kalendar	ljubicasti kalendar		purple_calendar	1	CN		1
FBvH572Wau2JNFPAd	BCS	feedback	basicSuffType2	crocodile	animal	bookcase	furniture	1	degenetal_stimuli	26	polarni medvjed	polarni medvjed		polarBear	1	O		0
FBvH572Wau2JNFPAd	BCS	feedback	basicSuffType2	bison	animal	wardrobe	furniture	1	degenetal_stimuli	27	orao	orao		eagle	1	O		0
FBvH572Wau2JNFPAd	BCS	feedback	scene3	NA	NA	NA	NA	1	pophristic_stimuli	28	ljubicasta rukavica	ljubicasta rukavica		purple_glove	1	CN		1
FBvH572Wau2JNFPAd	BCS	feedback	scene1	NA	NA	NA	NA	1	pophristic_stimuli	29	crna masna	crna masna		black_ribbon	1	CN		1
FBvH572Wau2JNFPAd	BCS	feedback	scene2	NA	NA	NA	NA	1	pophristic_stimuli	30	kosara__narancasta	kosara		orange_basket	1	N		0
FBvH572Wau2JNFPAd	BCS	feedback	subNec	bear	animal	iguana	animal	1	degenetal_stimuli	31	crni medvjed	crni medvjed		blackBear	1	CN		1
FBvH572Wau2JNFPAd	BCS	feedback	scene4	NA	NA	NA	NA	1	pophristic_stimuli	32	prsten	prsten		white_ring	1	N		0
FBvH572Wau2JNFPAd	BCS	feedback	scene2	NA	NA	NA	NA	1	pophristic_stimuli	33	plava vrata	plava vrata		blue_door	1	CN		1
FBvH572Wau2JNFPAd	BCS	feedback	scene4	NA	NA	NA	NA	1	pophristic_stimuli	34	ljubicasta carapa	ljubicasta carapa		purple_sock	1	CN		1
FBvH572Wau2JNFPAd	BCS	feedback	scene4	NA	NA	NA	NA	1	pophristic_stimuli	35	zuti cesalj	zuti cesalj		yellow_comb	1	CN		1
FBvH572Wau2JNFPAd	BCS	feedback	scene1	NA	NA	NA	NA	1	pophristic_stimuli	36	crni sarafciger	crni sarafciger		black_screwdriver	1	CN		1
FBvH572Wau2JNFPAd	BCS	feedback	scene1	NA	NA	NA	NA	1	pophristic_stimuli	37	zeleni kofer	zeleni kofer		green_luggage	1	CN		1
FBvH572Wau2JNFPAd	BCS	feedback	supSuff	pottedPlant	plant	bed	furniture	1	degenetal_stimuli	38	havajka__kosulja	havajka		hawaiiShirt	1	N		0
FBvH572Wau2JNFPAd	BCS	feedback	scene1	NA	NA	NA	NA	1	pophristic_stimuli	39	bijela gitara	bijela gitara		white_guitar	1	CN		1
FBvH572Wau2JNFPAd	BCS	feedback	basicSuffType1	ambulance	vehicle	motorcycle	vehicle	1	degenetal_stimuli	40	sivi audi	sivi audi		sportsCar	1	CN		1
FBvH572Wau2JNFPAd	BCS	feedback	scene3	NA	NA	NA	NA	1	pophristic_stimuli	41	crni banj__bubanj	crni banj		black_drum	1	CN		1
FBvH572Wau2JNFPAd	BCS	feedback	scene1	NA	NA	NA	NA	1	pophristic_stimuli	42	zuta solja	zuta solja		yellow_mug	1	CN		1
FBvH572Wau2JNFPAd	BCS	feedback	scene2	NA	NA	NA	NA	1	pophristic_stimuli	43	zuti leptir	zuti leptir		yellow_butterfly	1	CN		1
FBvH572Wau2JNFPAd	BCS	feedback	scene2	NA	NA	NA	NA	1	pophristic_stimuli	44	plavi balon	plavi balon		blue_balloon	1	CN		1
FBvH572Wau2JNFPAd	BCS	feedback	basicSuffType1	rhino	animal	elephant	animal	1	degenetal_stimuli	45	golub	golub		pigeon	1	N		0
FBvH572Wau2JNFPAd	BCS	feedback	scene3	NA	NA	NA	NA	1	pophristic_stimuli	46	plavi cvijet	plavi cvijet		blue_flower	1	CN		1
FBvH572Wau2JNFPAd	BCS	feedback	basicSuffType2	ivy	plant	firetruck	vehicle	1	degenetal_stimuli	47	ruza	ruza		rose	1	N		0
FBvH572Wau2JNFPAd	BCS	feedback	scene3	NA	NA	NA	NA	1	pophristic_stimuli	48	zeleni mikroskop	zeleni mikroskop		green_microscope	1	CN		1
FBvH572Wau2JNFPAd	BCS	feedback	scene3	NA	NA	NA	NA	1	pophristic_stimuli	49	crna kravata	crna kravata		black_tie	1	CN		1
FBvH572Wau2JNFPAd	BCS	feedback	basicSuffType2	elephant	animal	popcorn	snack	1	degenetal_stimuli	50	dalmatinac	dalmatinac		dalmatian	1	N		0
FBvH572Wau2JNFPAd	BCS	feedback	scene1	NA	NA	NA	NA	1	pophristic_stimuli	51	bijeli kalkulator	bijeli kalkulator		white_calculator	1	CN		1
FBvH572Wau2JNFPAd	BCS	feedback	basicSuffType2	sheep	animal	socks	clothing	1	degenetal_stimuli	52	haski	haski		husky	1	N		0
FBvH572Wau2JNFPAd	BCS	feedback	supSuff	bed	furniture	cookies	snack	1	degenetal_stimuli	53	plava majica	plava majica		tShirt	1	CN		1
FBvH572Wau2JNFPAd	BCS	feedback	scene1	NA	NA	NA	NA	1	pophristic_stimuli	54	crveni sal	crveni sal		red_scarf	1	CN		1
FBvH572Wau2JNFPAd	BCS	feedback	scene4	NA	NA	NA	NA	1	pophristic_stimuli	55	crvena stolica	crvena stolica		red_chair	1	CN		1
FBvH572Wau2JNFPAd	BCS	feedback	supSuff	bed	furniture	candy	snack	1	degenetal_stimuli	56	kolibric	kolibric		hummingBird	1	N		0
FBvH572Wau2JNFPAd	BCS	feedback	scene4	NA	NA	NA	NA	1	pophristic_stimuli	57	crna skoljka	crna skoljka		black_shell	1	CN		1
FBvH572Wau2JNFPAd	BCS	feedback	scene1	NA	NA	NA	NA	1	pophristic_stimuli	58	ljubicasti lokot	ljubicasti lokot		purple_lock	1	CN		1
FBvH572Wau2JNFPAd	BCS	feedback	scene3	NA	NA	NA	NA	1	pophristic_stimuli	59	bijeli novcanik	bijeli novcanik		white_wallet	1	CN		1
FBvH572Wau2JNFPAd	BCS	feedback	scene3	NA	NA	NA	NA	1	pophristic_stimuli	60	plava olovka	plava olovka		blue_pencil	1	CN		1
FBvH572Wau2JNFPAd	BCS	feedback	scene3	NA	NA	NA	NA	1	pophristic_stimuli	61	zelena vilica	zelena vilica		green_fork	1	CN		1
FBvH572Wau2JNFPAd	BCS	feedback	supSuff	chips	snack	iguana	animal	1	degenetal_stimuli	62	plava kosulja	plava kosulja		dressShirt	1	CN		1
FBvH572Wau2JNFPAd	BCS	feedback	scene2	NA	NA	NA	NA	1	pophristic_stimuli	63	zuti telefon	zuti telefon		yellow_phone	1	CN		1
FBvH572Wau2JNFPAd	BCS	feedback	scene3	NA	NA	NA	NA	1	pophristic_stimuli	64	zuta svijeca	zuta svijeca		yellow_candle	1	CN		1
FBvH572Wau2JNFPAd	BCS	feedback	basicSuffType2	pottedPlant	plant	popcorn	snack	1	degenetal_stimuli	65	crveni tulipan	crveni tulipan		tulip	1	CN		1
FBvH572Wau2JNFPAd	BCS	feedback	supSuff	dog	animal	lamp	furniture	1	degenetal_stimuli	66	plavi mercedes	plavi mercedes		convertible	1	CN		1
FBvH572Wau2JNFPAd	BCS	feedback	scene4	NA	NA	NA	NA	1	pophristic_stimuli	67	bijela pegla	bijela pegla		white_iron	1	CN		1
FBvH572Wau2JNFPAd	BCS	feedback	scene4	NA	NA	NA	NA	1	pophristic_stimuli	68	narancasti robot	narancasti robot		orange_robot	1	CN		1
FBvH572Wau2JNFPAd	BCS	feedback	scene4	NA	NA	NA	NA	1	pophristic_stimuli	69	zuta ograda	zuta ograda		yellow_fence	1	CN		1
FBvH572Wau2JNFPAd	BCS	feedback	basicSuffType1	chips	snack	pretzels	snack	1	degenetal_stimuli	70	m&ms	m&ms		mnMs	1	N		0
FBvH572Wau2JNFPAd	BCS	feedback	scene2	NA	NA	NA	NA	1	pophristic_stimuli	71	ljubicasta kockica	ljubicasta kockica		purple_die	1	CN		1
FBvH572Wau2JNFPAd	BCS	feedback	scene3	NA	NA	NA	NA	1	pophristic_stimuli	72	bijeli krevet	bijeli krevet		white_bed	1	CN		1
SDnSq39xk7syFcq9Z	BCS	feedback	scene4	NA	NA	NA	NA	1	pophristic_stimuli	1	cvet	cvet		blue_flower	1	N		0
SDnSq39xk7syFcq9Z	BCS	feedback	scene4	NA	NA	NA	NA	1	pophristic_stimuli	2	krevet	krevet		blue_bed	1	N		0
SDnSq39xk7syFcq9Z	BCS	feedback	supSuff	dress	clothing	ambulance	vehicle	1	degenetal_stimuli	3	riba	riba		swordFish	1	N		0
SDnSq39xk7syFcq9Z	BCS	feedback	scene3	NA	NA	NA	NA	1	pophristic_stimuli	4	kockica	kockica		black_die	1	N		0
SDnSq39xk7syFcq9Z	BCS	feedback	scene2	NA	NA	NA	NA	1	pophristic_stimuli	5	katanac__zeleni	katanac	moje boje	green_lock	1	N		0
SDnSq39xk7syFcq9Z	BCS	feedback	scene3	NA	NA	NA	NA	1	pophristic_stimuli	6	kruna	kruna		white_crown	1	N		0
SDnSq39xk7syFcq9Z	BCS	feedback	scene1	NA	NA	NA	NA	1	pophristic_stimuli	7	plava ograda	plava ograda		blue_fence	1	CN		1
SDnSq39xk7syFcq9Z	BCS	feedback	subNec	dog	animal	hamster	animal	1	degenetal_stimuli	8	buldog	buldog		pug	1	N		0
SDnSq39xk7syFcq9Z	BCS	feedback	basicSuffType1	lion	animal	kitten	animal	1	degenetal_stimuli	9	panda	panda		pandaBear	1	N		0
SDnSq39xk7syFcq9Z	BCS	feedback	scene4	NA	NA	NA	NA	1	pophristic_stimuli	10	kniga	kniga		white_book	1	N		0
SDnSq39xk7syFcq9Z	BCS	feedback	scene2	NA	NA	NA	NA	1	pophristic_stimuli	11	sal	sal		blue_scarf	1	N		0
SDnSq39xk7syFcq9Z	BCS	feedback	basicSuffType2	elephant	animal	bathrobe	clothing	1	degenetal_stimuli	12	meda	meda		blackBear	1	N		0
SDnSq39xk7syFcq9Z	BCS	feedback	basicSuffType1	pig	animal	cow	animal	1	degenetal_stimuli	13	meda	meda		grizzlyBear	1	N		0
SDnSq39xk7syFcq9Z	BCS	feedback	scene1	NA	NA	NA	NA	1	pophristic_stimuli	14	zeleni robot	zeleni robot		green_robot	1	CN		1
SDnSq39xk7syFcq9Z	BCS	feedback	scene4	NA	NA	NA	NA	1	pophristic_stimuli	15	bubanj	bubanj		black_drum	1	N		1
SDnSq39xk7syFcq9Z	BCS	feedback	scene2	NA	NA	NA	NA	1	pophristic_stimuli	16	zelena papuca	zelena papuca		green_slipper	1	CN		0
SDnSq39xk7syFcq9Z	BCS	feedback	supSuff	bookcase	furniture	popcorn	snack	1	degenetal_stimuli	17	pas	pas		germanShepherd	1	N		0
SDnSq39xk7syFcq9Z	BCS	feedback	scene3	NA	NA	NA	NA	1	pophristic_stimuli	18	vrata	vrata		red_door	1	N		0
SDnSq39xk7syFcq9Z	BCS	feedback	supSuff	ambulance	vehicle	shirt	clothing	1	degenetal_stimuli	19	pas	pas		husky	1	N		0
SDnSq39xk7syFcq9Z	BCS	feedback	scene1	NA	NA	NA	NA	1	pophristic_stimuli	20	narandzasta skoljka	narandzasta skoljka		orange_shell	1	CN		1
