gameId	language	stage	condition	imageType	listenerSelection	roundNumber	directorAllMessages	directorFirstMessage	guesserAllMessages	nameClickedObj	correct	words	sep	colorMentioned	sizeMentioned	typeMentioned	oneMentioned	theMentioned
3Xpzh3ocWAKZmtc7u	English_32	feedback	size_diff_same_m	NA	1	30	its the purple lipstick	the purple lipstick		big_purple_lipstick	1	"c(""A"", ""C"", ""N"")"		TRUE	FALSE	TRUE	TRUE	TRUE
3Xpzh3ocWAKZmtc7u	English_32	feedback	color_same_diff_m	NA	1	31	its the larger orange whistle	the larger orange whistle		big_orange_whistle	1	"c(""A"", ""S"", ""C"", ""N"")"		TRUE	TRUE	TRUE	TRUE	TRUE
3Xpzh3ocWAKZmtc7u	English_32	feedback	size_basic_target_m	NA	1	32	great job with the selections__its the yellow telephone	the yellow telephone	thanks bro	small_yellow_phone	1	"c(""A"", ""C"", ""N"")"		TRUE	FALSE	TRUE	TRUE	TRUE
9zoFmJghjKM5x9P6f	English_32	feedback	color_diff_same_f	NA	1	1	it's the small blue candle	the small blue candle		small_blue_candle	1	"c(""A"", ""S"", ""C"", ""N"")"		TRUE	TRUE	TRUE	TRUE	TRUE
9zoFmJghjKM5x9P6f	English_32	feedback	color_same_same_m	NA	1	2	it's the large purple dice	the large purple dice		big_purple_die	1	"c(""A"", ""S"", ""C"", ""N"")"		TRUE	TRUE	TRUE	TRUE	TRUE
9zoFmJghjKM5x9P6f	English_32	feedback	color_same_same_f	NA	1	3	it's the small, yellow christmas ornament	the small yellow ornament		small_yellow_ornament	1	"c(""A"", ""S"", ""C"", ""N"")"		TRUE	TRUE	TRUE	TRUE	TRUE
9zoFmJghjKM5x9P6f	English_32	feedback	size_basic_filler_1_m	NA	1	4	it's the large green piano	the large green piano		big_green_piano	1	"c(""A"", ""S"", ""C"", ""N"")"		TRUE	TRUE	TRUE	TRUE	TRUE
9zoFmJghjKM5x9P6f	English_32	feedback	size_basic_filler_3_f	NA	1	5	it's the small blue clock	the small blue clock		small_blue_clock	1	"c(""A"", ""S"", ""C"", ""N"")"		TRUE	TRUE	TRUE	TRUE	TRUE
9zoFmJghjKM5x9P6f	English_32	feedback	color_basic_filler_3_m	NA	1	6	it's the small red phone	the small red phone		small_red_phone	1	"c(""A"", ""S"", ""C"", ""N"")"		TRUE	TRUE	TRUE	TRUE	TRUE
9zoFmJghjKM5x9P6f	English_32	feedback	size_same_same_m	NA	1	7	it's the large yellow frame	the large yellow frame		big_yellow_frame	1	"c(""A"", ""S"", ""C"", ""N"")"		TRUE	TRUE	TRUE	TRUE	TRUE
9zoFmJghjKM5x9P6f	English_32	feedback	color_basic_filler_1_f	NA	1	8	it's the small white door	the small white door		small_white_door	1	"c(""A"", ""S"", ""C"", ""N"")"		TRUE	TRUE	TRUE	TRUE	TRUE
9zoFmJghjKM5x9P6f	English_32	feedback	color_basic_filler_3_f	NA	1	9	it's the small white ball	the small white ball		small_white_billiardball	1	"c(""A"", ""S"", ""C"", ""N"")"		TRUE	TRUE	TRUE	TRUE	TRUE
9zoFmJghjKM5x9P6f	English_32	feedback	size_basic_filler_1_f	NA	1	10	it's the large blue ruler	the large blue ruler		big_blue_ruler	1	"c(""A"", ""S"", ""C"", ""N"")"		TRUE	TRUE	TRUE	TRUE	TRUE
9zoFmJghjKM5x9P6f	English_32	feedback	size_diff_diff_f	NA	1	11	it's the small black spoon	the small black spoon		small_black_ladle	1	"c(""A"", ""S"", ""C"", ""N"")"		TRUE	TRUE	TRUE	TRUE	TRUE
9zoFmJghjKM5x9P6f	English_32	feedback	size_basic_filler_2_f	NA	1	12	it's the large blue mug	the large blue mug		big_blue_mug	1	"c(""A"", ""S"", ""C"", ""N"")"		TRUE	TRUE	TRUE	TRUE	TRUE
9zoFmJghjKM5x9P6f	English_32	feedback	color_basic_target_m	NA	1	13	it's the small purple truck	the small purple truck		small_purple_truck	1	"c(""A"", ""S"", ""C"", ""N"")"		TRUE	TRUE	TRUE	TRUE	TRUE
9zoFmJghjKM5x9P6f	English_32	feedback	color_diff_same_m	NA	1	14	it's the large white comb	the large white comb		big_white_comb	1	"c(""A"", ""S"", ""C"", ""N"")"		TRUE	TRUE	TRUE	TRUE	TRUE
9zoFmJghjKM5x9P6f	English_32	feedback	color_same_diff_m	NA	1	15	it's the medium sized orange knife__bigger	the medium orange knife	is the medium size orange knife bigger or smaller then the other?	big_orange_knife	1	"c(""A"", ""S"", ""C"", ""N"")"		TRUE	TRUE	TRUE	TRUE	TRUE
9zoFmJghjKM5x9P6f	English_32	feedback	color_basic_filler_1_m	NA	1	16	it's the small yellow bed	the small yellow bed		small_yellow_bed	1	"c(""A"", ""S"", ""C"", ""N"")"		TRUE	TRUE	TRUE	TRUE	TRUE
9zoFmJghjKM5x9P6f	English_32	feedback	color_basic_target_f	NA	1	17	it's the small purple spoon	the small purple spoon		small_purple_spoon	1	"c(""A"", ""S"", ""C"", ""N"")"		TRUE	TRUE	TRUE	TRUE	TRUE
9zoFmJghjKM5x9P6f	English_32	feedback	color_same_diff_f	NA	1	18	it's the small green tie	the small green tie		small_green_tie	1	"c(""A"", ""S"", ""C"", ""N"")"		TRUE	TRUE	TRUE	TRUE	TRUE
9zoFmJghjKM5x9P6f	English_32	feedback	color_diff_diff_f	NA	1	19	it's the small yellow belt	the small yellow belt		small_yellow_belt	1	"c(""A"", ""S"", ""C"", ""N"")"		TRUE	TRUE	TRUE	TRUE	TRUE
9zoFmJghjKM5x9P6f	English_32	feedback	color_basic_filler_2_f	NA	1	20	magnifying glass	magnifyingglass		small_white_magnifyingglass	1	N		FALSE	FALSE	TRUE	TRUE	TRUE
9zoFmJghjKM5x9P6f	English_32	feedback	color_diff_diff_m	NA	1	21	large yellow butterfly	large yellow butterfly		big_yellow_butterfly	1	"c(""S"", ""C"", ""N"")"		TRUE	TRUE	TRUE	TRUE	TRUE
9zoFmJghjKM5x9P6f	English_32	feedback	size_basic_target_m	NA	1	22	small green drum	small green drum		small_green_drum	1	"c(""S"", ""C"", ""N"")"		TRUE	TRUE	TRUE	TRUE	TRUE
9zoFmJghjKM5x9P6f	English_32	feedback	size_diff_same_m	NA	1	23	large red chair	large red chair		big_red_armchair	1	"c(""S"", ""C"", ""N"")"		TRUE	TRUE	TRUE	TRUE	TRUE
9zoFmJghjKM5x9P6f	English_32	feedback	size_basic_filler_2_m	NA	1	24	large purple whistle	large purple whistle		big_purple_whistle	1	"c(""S"", ""C"", ""N"")"		TRUE	TRUE	TRUE	TRUE	TRUE
9zoFmJghjKM5x9P6f	English_32	feedback	size_basic_target_f	NA	1	25	red crown	red crown		small_red_crown	1	"c(""C"", ""N"")"		TRUE	FALSE	TRUE	TRUE	FALSE
9zoFmJghjKM5x9P6f	English_32	feedback	size_same_diff_m	NA	1	26	pruple razor	purple razor		big_purple_razor	1	"c(""C"", ""N"")"		TRUE	FALSE	TRUE	TRUE	TRUE
