gameId	language	stage	condition	alt1BasicLevel	alt1SuperLevel	alt2BasicLevel	alt2SuperLevel	listenerSelection	imageType	roundNumber	directorAllMessages	directorFirstMessage	guesserAllMessages	nameClickedObj	correct	words	sep	colorMentioned	sizeMentioned	typeMentioned	oneMentioned	theMentioned	gender
puWMByDpinqtmv39h	English	feedback	scene3	NA	NA	NA	NA	1	pophristic_stimuli	28	asdf	asdf		red_phone	1	O		FALSE	FALSE	FALSE	FALSE	TRUE	NA
puWMByDpinqtmv39h	English	feedback	scene3	NA	NA	NA	NA	3	pophristic_stimuli	29	sdfg	sdfg		white_book	0	O		FALSE	FALSE	FALSE	FALSE	FALSE	NA
puWMByDpinqtmv39h	English	feedback	scene4	NA	NA	NA	NA	1	pophristic_stimuli	30	dfg	dfg		orange_microscope	1	O		FALSE	FALSE	FALSE	FALSE	FALSE	NA
puWMByDpinqtmv39h	English	feedback	scene1	NA	NA	NA	NA	3	pophristic_stimuli	31	fghjkl	fghjkl		orange_necklace	0	O		FALSE	FALSE	FALSE	FALSE	FALSE	NA
puWMByDpinqtmv39h	English	feedback	scene1	NA	NA	NA	NA	1	pophristic_stimuli	33	hkjl;l	hkjl;l		blue_fence	1	O		FALSE	FALSE	FALSE	FALSE	FALSE	NA
puWMByDpinqtmv39h	English	feedback	scene1	NA	NA	NA	NA	5	pophristic_stimuli	35	jkl;	jkl;		yellow_ring	0	O		FALSE	FALSE	FALSE	FALSE	FALSE	NA
puWMByDpinqtmv39h	English	feedback	scene1	NA	NA	NA	NA	4	pophristic_stimuli	36	jlk	jlk		blue_book	0	O		FALSE	FALSE	FALSE	FALSE	FALSE	NA
puWMByDpinqtmv39h	English	feedback	scene2	NA	NA	NA	NA	3	pophristic_stimuli	37	k;	k;		yellow_crown	0	O		FALSE	FALSE	FALSE	FALSE	FALSE	NA
puWMByDpinqtmv39h	English	feedback	scene1	NA	NA	NA	NA	1	pophristic_stimuli	39	lkkl	lkkl		yellow_cushion	1	O		FALSE	FALSE	FALSE	FALSE	FALSE	NA
puWMByDpinqtmv39h	English	feedback	scene3	NA	NA	NA	NA	2	pophristic_stimuli	41	jvgbhnjk	jvgbhnjk		red_bed	0	O		FALSE	FALSE	FALSE	FALSE	FALSE	NA
puWMByDpinqtmv39h	English	feedback	scene3	NA	NA	NA	NA	5	pophristic_stimuli	42	"jonmlk;,"	"jonmlk;,"		black_sock	0	O		FALSE	FALSE	FALSE	FALSE	FALSE	NA
puWMByDpinqtmv39h	English	feedback	scene3	NA	NA	NA	NA	4	pophristic_stimuli	43	asrgfdsdfgs	asrgfdsdfgs		white_guitar	0	O		FALSE	FALSE	FALSE	FALSE	TRUE	NA
puWMByDpinqtmv39h	English	feedback	scene2	NA	NA	NA	NA	4	pophristic_stimuli	44	asgdxfb	asgdxfb		red_cushion	0	O		FALSE	FALSE	FALSE	FALSE	TRUE	NA
puWMByDpinqtmv39h	English	feedback	scene2	NA	NA	NA	NA	6	pophristic_stimuli	45	sdfxvc	sdfxvc		black_screwdriver	0	O		FALSE	FALSE	FALSE	FALSE	FALSE	NA
puWMByDpinqtmv39h	English	feedback	scene3	NA	NA	NA	NA	6	pophristic_stimuli	46	arsfdx	arsfdx		purple_knife	0	O		FALSE	FALSE	FALSE	FALSE	TRUE	NA
puWMByDpinqtmv39h	English	feedback	scene3	NA	NA	NA	NA	5	pophristic_stimuli	47	arfsdxc	arfsdxc		green_robot	0	O		FALSE	FALSE	FALSE	FALSE	TRUE	NA
puWMByDpinqtmv39h	English	feedback	scene4	NA	NA	NA	NA	6	pophristic_stimuli	53	4ertsfgxvc	4ertsfgxvc		red_ring	0	O		FALSE	FALSE	FALSE	FALSE	FALSE	NA
puWMByDpinqtmv39h	English	feedback	scene3	NA	NA	NA	NA	1	pophristic_stimuli	55	dcgfvgbhknjlm	dcgfvgbhknjlm		purple_fish	1	O		FALSE	FALSE	FALSE	FALSE	FALSE	NA
puWMByDpinqtmv39h	English	feedback	scene1	NA	NA	NA	NA	4	pophristic_stimuli	56	fchgvjbhjnlkm	fchgvjbhjnlkm		yellow_bed	0	O		FALSE	FALSE	FALSE	FALSE	FALSE	NA
puWMByDpinqtmv39h	English	feedback	scene3	NA	NA	NA	NA	6	pophristic_stimuli	60	sdghf	sdghf		yellow_pencil	0	O		FALSE	FALSE	FALSE	FALSE	FALSE	NA
puWMByDpinqtmv39h	English	feedback	scene4	NA	NA	NA	NA	5	pophristic_stimuli	61	afdsvxc	afdsvxc		red_pencil	0	O		FALSE	FALSE	FALSE	FALSE	TRUE	NA
puWMByDpinqtmv39h	English	feedback	scene2	NA	NA	NA	NA	1	pophristic_stimuli	63	dfvc	dfvc		blue_calculator	1	O		FALSE	FALSE	FALSE	FALSE	FALSE	NA
puWMByDpinqtmv39h	English	feedback	scene4	NA	NA	NA	NA	5	pophristic_stimuli	64	sdfxcv	sdfxcv		black_luggage	0	O		FALSE	FALSE	FALSE	FALSE	FALSE	NA
puWMByDpinqtmv39h	English	feedback	scene4	NA	NA	NA	NA	4	pophristic_stimuli	65	sdfxvc	sdfxvc		orange_knife	0	O		FALSE	FALSE	FALSE	FALSE	FALSE	NA
puWMByDpinqtmv39h	English	feedback	scene3	NA	NA	NA	NA	1	pophristic_stimuli	67	gjbhknjlkm	gjbhknjlkm		blue_dress	1	O		FALSE	FALSE	FALSE	FALSE	FALSE	NA
puWMByDpinqtmv39h	English	feedback	scene2	NA	NA	NA	NA	6	pophristic_stimuli	68	vcgjhkl	vcgjhkl		green_ribbon	0	O		FALSE	FALSE	FALSE	FALSE	FALSE	NA
puWMByDpinqtmv39h	English	feedback	scene2	NA	NA	NA	NA	4	pophristic_stimuli	69	fchvgjbhkjnl	fchvgjbhkjnl		black_luggage	0	O		FALSE	FALSE	FALSE	FALSE	FALSE	NA
puWMByDpinqtmv39h	English	feedback	scene4	NA	NA	NA	NA	4	pophristic_stimuli	70	vghjbhkjnl	vghjbhkjnl		green_glove	0	O		FALSE	FALSE	FALSE	FALSE	FALSE	NA
puWMByDpinqtmv39h	English	feedback	scene1	NA	NA	NA	NA	5	pophristic_stimuli	71	gvjlkkl;	gvjlkkl;		orange_necklace	0	O		FALSE	FALSE	FALSE	FALSE	FALSE	NA
hdnGFPbSdMsmueHNY	English	feedback	scene2	NA	NA	NA	NA	1	pophristic_stimuli	1	it's the black fork	it's the black fork		black_fork	1	CN		TRUE	FALSE	TRUE	FALSE	TRUE	NA
hdnGFPbSdMsmueHNY	English	feedback	scene3	NA	NA	NA	NA	1	pophristic_stimuli	2	it's the knife	it's the knife		black_knife	1	N		FALSE	FALSE	TRUE	FALSE	TRUE	NA
hdnGFPbSdMsmueHNY	English	feedback	scene4	NA	NA	NA	NA	1	pophristic_stimuli	4	it's the ribbon / bow	it's the ribbon / bow		orange_ribbon	1	N		FALSE	FALSE	TRUE	FALSE	TRUE	NA
hdnGFPbSdMsmueHNY	English	feedback	scene3	NA	NA	NA	NA	1	pophristic_stimuli	6	it's the iron	it's the iron		red_iron	1	N		FALSE	FALSE	TRUE	FALSE	TRUE	NA
hdnGFPbSdMsmueHNY	English	feedback	scene4	NA	NA	NA	NA	1	pophristic_stimuli	7	it's the suitcase	it's the suitcase		green_luggage	1	N		FALSE	FALSE	TRUE	FALSE	TRUE	NA
hdnGFPbSdMsmueHNY	English	feedback	scene1	NA	NA	NA	NA	1	pophristic_stimuli	8	it's the blue dress	it's the blue dress		blue_dress	1	CN		TRUE	FALSE	TRUE	FALSE	TRUE	NA
hdnGFPbSdMsmueHNY	English	feedback	scene4	NA	NA	NA	NA	1	pophristic_stimuli	9	it's the guitar	it's the guitar		red_guitar	1	N		FALSE	FALSE	TRUE	FALSE	TRUE	NA
hdnGFPbSdMsmueHNY	English	feedback	scene1	NA	NA	NA	NA	1	pophristic_stimuli	11	the purple fish	the purple fish		purple_fish	1	CN		TRUE	FALSE	TRUE	FALSE	TRUE	NA
hdnGFPbSdMsmueHNY	English	feedback	scene3	NA	NA	NA	NA	1	pophristic_stimuli	12	the seashell	the seashell		green_shell	1	N		FALSE	FALSE	TRUE	FALSE	TRUE	NA
hdnGFPbSdMsmueHNY	English	feedback	scene3	NA	NA	NA	NA	1	pophristic_stimuli	13	the chair	the chair		red_chair	1	N		FALSE	FALSE	TRUE	FALSE	TRUE	NA
hdnGFPbSdMsmueHNY	English	feedback	scene4	NA	NA	NA	NA	1	pophristic_stimuli	14	the padlock	the padlock		black_lock	1	N		FALSE	FALSE	TRUE	FALSE	TRUE	NA
hdnGFPbSdMsmueHNY	English	feedback	scene4	NA	NA	NA	NA	1	pophristic_stimuli	15	the necklace	the necklace		green_necklace	1	N		FALSE	FALSE	TRUE	FALSE	TRUE	NA
hdnGFPbSdMsmueHNY	English	feedback	scene1	NA	NA	NA	NA	1	pophristic_stimuli	16	the yellow balloon	the yellow balloon		yellow_balloon	1	CN		TRUE	FALSE	TRUE	FALSE	TRUE	NA
hdnGFPbSdMsmueHNY	English	feedback	scene1	NA	NA	NA	NA	1	pophristic_stimuli	19	the white crown	the white crown		white_crown	1	CN		TRUE	FALSE	TRUE	FALSE	TRUE	NA
hdnGFPbSdMsmueHNY	English	feedback	scene1	NA	NA	NA	NA	1	pophristic_stimuli	20	the red door	the red door		red_door	1	CN		TRUE	FALSE	TRUE	FALSE	TRUE	NA
hdnGFPbSdMsmueHNY	English	feedback	scene2	NA	NA	NA	NA	1	pophristic_stimuli	21	the yellow bed	the yellow bed		yellow_bed	1	CN		TRUE	FALSE	TRUE	FALSE	TRUE	NA
hdnGFPbSdMsmueHNY	English	feedback	scene3	NA	NA	NA	NA	1	pophristic_stimuli	22	the ring	the ring		red_ring	1	N		FALSE	FALSE	TRUE	FALSE	TRUE	NA
hdnGFPbSdMsmueHNY	English	feedback	scene3	NA	NA	NA	NA	1	pophristic_stimuli	24	red fence	red fence		red_fence	1	CN		TRUE	FALSE	TRUE	FALSE	FALSE	NA
hdnGFPbSdMsmueHNY	English	feedback	scene4	NA	NA	NA	NA	1	pophristic_stimuli	27	shoe	shoe		black_slipper	1	N		FALSE	FALSE	FALSE	FALSE	FALSE	NA
hdnGFPbSdMsmueHNY	English	feedback	scene1	NA	NA	NA	NA	1	pophristic_stimuli	28	purple hammer	purple hammer		purple_hammer	1	CN		TRUE	FALSE	TRUE	FALSE	TRUE	NA
hdnGFPbSdMsmueHNY	English	feedback	scene3	NA	NA	NA	NA	1	pophristic_stimuli	29	comb	comb		white_comb	1	N		FALSE	FALSE	TRUE	FALSE	FALSE	NA
hdnGFPbSdMsmueHNY	English	feedback	scene2	NA	NA	NA	NA	1	pophristic_stimuli	30	orange microscope	orange microscope		orange_microscope	1	CN		TRUE	FALSE	TRUE	FALSE	TRUE	NA
hdnGFPbSdMsmueHNY	English	feedback	scene2	NA	NA	NA	NA	1	pophristic_stimuli	31	white bucket thing	white bucket thing		white_candle	1	CN		TRUE	FALSE	FALSE	FALSE	FALSE	NA
hdnGFPbSdMsmueHNY	English	feedback	scene1	NA	NA	NA	NA	1	pophristic_stimuli	33	purple basket	purple basket		purple_basket	1	CN		TRUE	FALSE	TRUE	FALSE	TRUE	NA
hdnGFPbSdMsmueHNY	English	feedback	scene3	NA	NA	NA	NA	1	pophristic_stimuli	36	red pillow	red pillow		red_cushion	1	CN		TRUE	FALSE	FALSE	FALSE	FALSE	NA
hdnGFPbSdMsmueHNY	English	feedback	scene1	NA	NA	NA	NA	1	pophristic_stimuli	37	yellow butterfly	yellow butterfly		yellow_butterfly	1	CN		TRUE	FALSE	TRUE	FALSE	FALSE	NA
hdnGFPbSdMsmueHNY	English	feedback	scene4	NA	NA	NA	NA	1	pophristic_stimuli	40	calculator	calculator		yellow_calculator	1	N		FALSE	FALSE	TRUE	FALSE	TRUE	NA
hdnGFPbSdMsmueHNY	English	feedback	scene2	NA	NA	NA	NA	1	pophristic_stimuli	41	orange glove	orange glove		orange_glove	1	CN		TRUE	FALSE	TRUE	FALSE	TRUE	NA
hdnGFPbSdMsmueHNY	English	feedback	scene4	NA	NA	NA	NA	1	pophristic_stimuli	42	screwdriver	screwdriver		green_screwdriver	1	N		FALSE	FALSE	TRUE	FALSE	FALSE	NA
hdnGFPbSdMsmueHNY	English	feedback	scene2	NA	NA	NA	NA	1	pophristic_stimuli	46	blue book	blue book		blue_book	1	CN		TRUE	FALSE	TRUE	FALSE	FALSE	NA
hdnGFPbSdMsmueHNY	English	feedback	scene3	NA	NA	NA	NA	1	pophristic_stimuli	48	helicopter	helicopter		purple_helicopter	1	N		FALSE	FALSE	TRUE	FALSE	FALSE	NA
hdnGFPbSdMsmueHNY	English	feedback	scene3	NA	NA	NA	NA	1	pophristic_stimuli	49	black bowl	black bowl		black_bowl	1	CN		TRUE	FALSE	TRUE	FALSE	TRUE	NA
hdnGFPbSdMsmueHNY	English	feedback	scene4	NA	NA	NA	NA	1	pophristic_stimuli	50	yellow mask	yellow mask		yellow_mask	1	CN		TRUE	FALSE	TRUE	FALSE	TRUE	NA
hdnGFPbSdMsmueHNY	English	feedback	scene2	NA	NA	NA	NA	1	pophristic_stimuli	51	orange binoculars	orange binoculars		orange_binoculars	1	CN		TRUE	FALSE	TRUE	FALSE	TRUE	NA
hdnGFPbSdMsmueHNY	English	feedback	scene4	NA	NA	NA	NA	1	pophristic_stimuli	52	mug	mug		yellow_mug	1	N		FALSE	FALSE	TRUE	FALSE	FALSE	NA
hdnGFPbSdMsmueHNY	English	feedback	scene4	NA	NA	NA	NA	1	pophristic_stimuli	53	scarf	scarf		white_scarf	1	N		FALSE	FALSE	TRUE	FALSE	TRUE	NA
hdnGFPbSdMsmueHNY	English	feedback	scene2	NA	NA	NA	NA	1	pophristic_stimuli	54	green tie	green tie		green_tie	1	CN		TRUE	FALSE	TRUE	FALSE	FALSE	NA
hdnGFPbSdMsmueHNY	English	feedback	scene1	NA	NA	NA	NA	1	pophristic_stimuli	55	white phone	white phone		white_phone	1	CN		TRUE	FALSE	TRUE	TRUE	FALSE	NA
hdnGFPbSdMsmueHNY	English	feedback	scene2	NA	NA	NA	NA	1	pophristic_stimuli	56	green drum	green drum		green_drum	1	CN		TRUE	FALSE	TRUE	FALSE	FALSE	NA
hdnGFPbSdMsmueHNY	English	feedback	scene1	NA	NA	NA	NA	1	pophristic_stimuli	57	orange calendar	orange calendar		orange_calendar	1	CN		TRUE	FALSE	TRUE	FALSE	TRUE	NA
hdnGFPbSdMsmueHNY	English	feedback	scene1	NA	NA	NA	NA	1	pophristic_stimuli	60	black truck	black truck		black_truck	1	CN		TRUE	FALSE	TRUE	FALSE	TRUE	NA
hdnGFPbSdMsmueHNY	English	feedback	scene2	NA	NA	NA	NA	1	pophristic_stimuli	63	blue pencil	blue pencil		blue_pencil	1	CN		TRUE	FALSE	TRUE	FALSE	FALSE	NA
hdnGFPbSdMsmueHNY	English	feedback	scene4	NA	NA	NA	NA	1	pophristic_stimuli	64	yellow belt	yellow belt		yellow_belt	1	CN		TRUE	FALSE	TRUE	FALSE	FALSE	NA
hdnGFPbSdMsmueHNY	English	feedback	scene2	NA	NA	NA	NA	1	pophristic_stimuli	65	blue flower	blue flower		blue_flower	1	CN		TRUE	FALSE	TRUE	FALSE	FALSE	NA
hdnGFPbSdMsmueHNY	English	feedback	scene3	NA	NA	NA	NA	1	pophristic_stimuli	67	orange sock	orange sock		orange_sock	1	CN		TRUE	FALSE	TRUE	FALSE	TRUE	NA
hdnGFPbSdMsmueHNY	English	feedback	scene1	NA	NA	NA	NA	1	pophristic_stimuli	68	purple dice	purple dice		purple_die	1	CN		TRUE	FALSE	FALSE	FALSE	FALSE	NA
hdnGFPbSdMsmueHNY	English	feedback	scene3	NA	NA	NA	NA	1	pophristic_stimuli	70	green robot	green robot		green_robot	1	CN		TRUE	FALSE	TRUE	FALSE	FALSE	NA
hdnGFPbSdMsmueHNY	English	feedback	scene2	NA	NA	NA	NA	1	pophristic_stimuli	71	blue wallet	blue wallet		blue_wallet	1	CN		TRUE	FALSE	TRUE	FALSE	TRUE	NA
KmvNQjDH8tZPYxpyA	English	feedback	scene4	NA	NA	NA	NA	1	pophristic_stimuli	1	its yellow	its yellow	i'm ready	yellow_mask	1	C		TRUE	FALSE	FALSE	FALSE	FALSE	NA
KmvNQjDH8tZPYxpyA	English	feedback	scene1	NA	NA	NA	NA	1	pophristic_stimuli	3	yellow	yellow		yellow_crown	1	C		TRUE	FALSE	FALSE	FALSE	FALSE	NA
KmvNQjDH8tZPYxpyA	English	feedback	scene1	NA	NA	NA	NA	1	pophristic_stimuli	4	white	white		white_phone	1	C		TRUE	FALSE	FALSE	FALSE	FALSE	NA
KmvNQjDH8tZPYxpyA	English	feedback	scene3	NA	NA	NA	NA	1	pophristic_stimuli	5	orange	orange		orange_knife	1	C		TRUE	FALSE	FALSE	FALSE	TRUE	NA
KmvNQjDH8tZPYxpyA	English	feedback	scene4	NA	NA	NA	NA	1	pophristic_stimuli	6	black	black		black_slipper	1	C		TRUE	FALSE	FALSE	FALSE	TRUE	NA
KmvNQjDH8tZPYxpyA	English	feedback	scene3	NA	NA	NA	NA	1	pophristic_stimuli	8	blue	blue		blue_ring	1	C		TRUE	FALSE	FALSE	FALSE	FALSE	NA
KmvNQjDH8tZPYxpyA	English	feedback	scene2	NA	NA	NA	NA	1	pophristic_stimuli	10	purple	purple		purple_fork	1	C		TRUE	FALSE	FALSE	FALSE	FALSE	NA
KmvNQjDH8tZPYxpyA	English	feedback	scene1	NA	NA	NA	NA	1	pophristic_stimuli	11	orange	orange		orange_hammer	1	C		TRUE	FALSE	FALSE	FALSE	TRUE	NA
KmvNQjDH8tZPYxpyA	English	feedback	scene3	NA	NA	NA	NA	1	pophristic_stimuli	12	red	red		red_cushion	1	C		TRUE	FALSE	FALSE	FALSE	FALSE	NA
KmvNQjDH8tZPYxpyA	English	feedback	scene3	NA	NA	NA	NA	1	pophristic_stimuli	13	black	black		black_robot	1	C		TRUE	FALSE	FALSE	FALSE	TRUE	NA
KmvNQjDH8tZPYxpyA	English	feedback	scene3	NA	NA	NA	NA	1	pophristic_stimuli	14	red	red		red_iron	1	C		TRUE	FALSE	FALSE	FALSE	FALSE	NA
KmvNQjDH8tZPYxpyA	English	feedback	scene4	NA	NA	NA	NA	1	pophristic_stimuli	15	purple	purple		purple_lock	1	C		TRUE	FALSE	FALSE	FALSE	FALSE	NA
KmvNQjDH8tZPYxpyA	English	feedback	scene2	NA	NA	NA	NA	1	pophristic_stimuli	16	red	red		red_candle	1	C		TRUE	FALSE	FALSE	FALSE	FALSE	NA
KmvNQjDH8tZPYxpyA	English	feedback	scene4	NA	NA	NA	NA	1	pophristic_stimuli	17	yelllow	yelllow		yellow_scarf	1	C		FALSE	FALSE	FALSE	FALSE	FALSE	NA
KmvNQjDH8tZPYxpyA	English	feedback	scene1	NA	NA	NA	NA	1	pophristic_stimuli	18	green	green		green_truck	1	C		TRUE	FALSE	FALSE	FALSE	FALSE	NA
KmvNQjDH8tZPYxpyA	English	feedback	scene3	NA	NA	NA	NA	1	pophristic_stimuli	19	white	white		white_comb	1	C		TRUE	FALSE	FALSE	FALSE	FALSE	NA
KmvNQjDH8tZPYxpyA	English	feedback	scene2	NA	NA	NA	NA	1	pophristic_stimuli	20	white]	white]		white_pencil	1	C		TRUE	FALSE	FALSE	FALSE	FALSE	NA
KmvNQjDH8tZPYxpyA	English	feedback	scene4	NA	NA	NA	NA	1	pophristic_stimuli	23	yellow	yellow		yellow_belt	1	C		TRUE	FALSE	FALSE	FALSE	FALSE	NA
KmvNQjDH8tZPYxpyA	English	feedback	scene4	NA	NA	NA	NA	1	pophristic_stimuli	25	orange	orange		orange_luggage	1	C		TRUE	FALSE	FALSE	FALSE	TRUE	NA
KmvNQjDH8tZPYxpyA	English	feedback	scene2	NA	NA	NA	NA	1	pophristic_stimuli	26	orangre	orangre		orange_tie	1	C		FALSE	FALSE	FALSE	FALSE	TRUE	NA
KmvNQjDH8tZPYxpyA	English	feedback	scene1	NA	NA	NA	NA	1	pophristic_stimuli	27	purple	purple		purple_basket	1	C		TRUE	FALSE	FALSE	FALSE	FALSE	NA
KmvNQjDH8tZPYxpyA	English	feedback	scene3	NA	NA	NA	NA	1	pophristic_stimuli	29	yellow	yellow		yellow_fence	1	C		TRUE	FALSE	FALSE	FALSE	FALSE	NA
KmvNQjDH8tZPYxpyA	English	feedback	scene1	NA	NA	NA	NA	1	pophristic_stimuli	31	yellow	yellow		yellow_dress	1	C		TRUE	FALSE	FALSE	FALSE	FALSE	NA
KmvNQjDH8tZPYxpyA	English	feedback	scene1	NA	NA	NA	NA	1	pophristic_stimuli	33	yellow	yellow		yellow_butterfly	1	C		TRUE	FALSE	FALSE	FALSE	FALSE	NA
KmvNQjDH8tZPYxpyA	English	feedback	scene2	NA	NA	NA	NA	1	pophristic_stimuli	34	black	black		black_glove	1	C		TRUE	FALSE	FALSE	FALSE	TRUE	NA
KmvNQjDH8tZPYxpyA	English	feedback	scene3	NA	NA	NA	NA	1	pophristic_stimuli	35	purple	purple		purple_helicopter	1	C		TRUE	FALSE	FALSE	FALSE	FALSE	NA
KmvNQjDH8tZPYxpyA	English	feedback	scene3	NA	NA	NA	NA	1	pophristic_stimuli	36	yellow	yellow		yellow_chair	1	C		TRUE	FALSE	FALSE	FALSE	FALSE	NA
KmvNQjDH8tZPYxpyA	English	feedback	scene4	NA	NA	NA	NA	1	pophristic_stimuli	37	white	white		white_calculator	1	C		TRUE	FALSE	FALSE	FALSE	FALSE	NA
KmvNQjDH8tZPYxpyA	English	feedback	scene4	NA	NA	NA	NA	1	pophristic_stimuli	39	white	white		white_guitar	1	C		TRUE	FALSE	FALSE	FALSE	FALSE	NA
KmvNQjDH8tZPYxpyA	English	feedback	scene1	NA	NA	NA	NA	1	pophristic_stimuli	40	green	green		green_fish	1	C		TRUE	FALSE	FALSE	FALSE	FALSE	NA
KmvNQjDH8tZPYxpyA	English	feedback	scene4	NA	NA	NA	NA	1	pophristic_stimuli	41	orange	orange		orange_screwdriver	1	C		TRUE	FALSE	FALSE	FALSE	TRUE	NA
KmvNQjDH8tZPYxpyA	English	feedback	scene3	NA	NA	NA	NA	1	pophristic_stimuli	42	black	black		black_sock	1	C		TRUE	FALSE	FALSE	FALSE	TRUE	NA
KmvNQjDH8tZPYxpyA	English	feedback	scene4	NA	NA	NA	NA	1	pophristic_stimuli	44	black	black		black_necklace	1	C		TRUE	FALSE	FALSE	FALSE	TRUE	NA
KmvNQjDH8tZPYxpyA	English	feedback	scene2	NA	NA	NA	NA	1	pophristic_stimuli	45	orange	orange		orange_microscope	1	C		TRUE	FALSE	FALSE	FALSE	TRUE	NA
KmvNQjDH8tZPYxpyA	English	feedback	scene3	NA	NA	NA	NA	1	pophristic_stimuli	47	black	black		black_bowl	1	C		TRUE	FALSE	FALSE	FALSE	TRUE	NA
KmvNQjDH8tZPYxpyA	English	feedback	scene1	NA	NA	NA	NA	1	pophristic_stimuli	49	black	black		black_calendar	1	C		TRUE	FALSE	FALSE	FALSE	TRUE	NA
KmvNQjDH8tZPYxpyA	English	feedback	scene1	NA	NA	NA	NA	1	pophristic_stimuli	50	blue	blue		blue_balloon	1	C		TRUE	FALSE	FALSE	FALSE	FALSE	NA
KmvNQjDH8tZPYxpyA	English	feedback	scene2	NA	NA	NA	NA	1	pophristic_stimuli	51	black	black		black_drum	1	C		TRUE	FALSE	FALSE	FALSE	TRUE	NA
KmvNQjDH8tZPYxpyA	English	feedback	scene2	NA	NA	NA	NA	1	pophristic_stimuli	54	red	red		red_flower	1	C		TRUE	FALSE	FALSE	FALSE	FALSE	NA
KmvNQjDH8tZPYxpyA	English	feedback	scene1	NA	NA	NA	NA	1	pophristic_stimuli	55	green	green		green_die	1	C		TRUE	FALSE	FALSE	FALSE	FALSE	NA
