gameId	language	condition	roundNumber	nameClickedObj	correct	words	target	colorMentioned	nounMentioned	clickedColor	clickedType	otherMethod	noun_mentioned	color_mentioned
JEkdTgN6tsALip8pB	English	scene1	69	white_wallet	1	CN	wallet	1	1	white		0	1	1
JEkdTgN6tsALip8pB	English	scene4	72	white_comb	1	CN	comb	1	1	white		0	1	1
Qcnh9G43wQiHnfRDA	English	scene3	1	white_cushion	1	N	cushion	0	1	white		0	1	0
Qcnh9G43wQiHnfRDA	English	scene1	2	yellow_balloon	1	CN	balloon	1	1	yellow		0	1	1
Qcnh9G43wQiHnfRDA	English	scene2	3	purple_calendar	1	N	calendar	0	1	purple		0	1	0
Qcnh9G43wQiHnfRDA	English	scene2	4	red_bed	1	N	bed	0	1	red		0	1	0
Qcnh9G43wQiHnfRDA	English	scene3	5	red_mask	1	N	mask	0	1	red		0	1	0
Qcnh9G43wQiHnfRDA	English	scene4	6	white_iron	1	CN	iron	1	1	white		0	1	1
Qcnh9G43wQiHnfRDA	English	scene4	7	orange_helicopter	1	CN	helicopter	1	1	orange		0	1	1
Qcnh9G43wQiHnfRDA	English	scene1	8	yellow_butterfly	1	CN	butterfly	1	1	yellow		0	1	1
Qcnh9G43wQiHnfRDA	English	scene1	10	green_binoculars	1	CN	binoculars	1	1	green		0	1	1
Qcnh9G43wQiHnfRDA	English	scene1	11	yellow_pencil	1	CN	pencil	1	1	yellow		0	1	1
Qcnh9G43wQiHnfRDA	English	scene1	13	purple_microscope	1	CN	microscope	1	1	purple		0	1	1
Qcnh9G43wQiHnfRDA	English	scene4	14	green_knife	1	CN	knife	1	1	green		0	1	1
Qcnh9G43wQiHnfRDA	English	scene4	15	purple_bowl	1	CN	bowl	1	1	purple		0	1	1
Qcnh9G43wQiHnfRDA	English	scene2	16	green_fish	1	CN	fish	1	1	green		0	1	1
Qcnh9G43wQiHnfRDA	English	scene3	18	green_luggage	1	N	luggage	0	1	green		0	1	0
Qcnh9G43wQiHnfRDA	English	scene1	20	yellow_candle	1	CN	candle	1	1	yellow		0	1	1
Qcnh9G43wQiHnfRDA	English	scene2	21	yellow_flower	1	N	flower	0	1	yellow		0	1	0
Qcnh9G43wQiHnfRDA	English	scene4	22	orange_sock	1	CN	sock	1	1	orange		0	1	1
Qcnh9G43wQiHnfRDA	English	scene4	23	yellow_belt	1	CN	belt	1	1	yellow		0	1	1
Qcnh9G43wQiHnfRDA	English	scene4	25	white_fence	1	CN	fence	1	1	white		0	1	1
Qcnh9G43wQiHnfRDA	English	scene1	27	green_tie	1	CN	tie	1	1	green		0	1	1
Qcnh9G43wQiHnfRDA	English	scene1	28	white_book	1	CN	book	1	1	white		0	1	1
Qcnh9G43wQiHnfRDA	English	scene4	36	yellow_scarf	1	CN	scarf	1	1	yellow		0	1	1
Qcnh9G43wQiHnfRDA	English	scene4	37	purple_shell	1	CN	shell	1	1	purple		0	1	1
Qcnh9G43wQiHnfRDA	English	scene2	38	blue_wallet	1	N	wallet	0	1	blue		0	1	0
Qcnh9G43wQiHnfRDA	English	scene2	41	blue_door	1	N	door	0	1	blue		0	1	0
Qcnh9G43wQiHnfRDA	English	scene1	42	black_drum	1	CN	drum	1	1	black		0	1	1
Qcnh9G43wQiHnfRDA	English	scene3	44	black_ribbon	1	CN	ribbon	1	1	black		0	1	1
Qcnh9G43wQiHnfRDA	English	scene2	46	green_truck	1	CN	truck	1	1	green		0	1	1
Qcnh9G43wQiHnfRDA	English	scene3	47	blue_guitar	1	CN	guitar	1	1	blue		0	1	1
Qcnh9G43wQiHnfRDA	English	scene3	48	purple_necklace	1	N	necklace	0	1	purple		0	1	0
Qcnh9G43wQiHnfRDA	English	scene4	51	red_chair	1	CN	chair	1	1	red		0	1	1
Qcnh9G43wQiHnfRDA	English	scene2	52	purple_die	1	N	die	0	1	purple		0	1	0
Qcnh9G43wQiHnfRDA	English	scene2	54	red_crown	1	N	crown	0	1	red		0	1	0
Qcnh9G43wQiHnfRDA	English	scene3	58	blue_ring	1	N	ring	0	1	blue		0	1	0
Qcnh9G43wQiHnfRDA	English	scene3	59	orange_screwdriver	1	CN	screwdriver	1	1	orange		0	1	1
Qcnh9G43wQiHnfRDA	English	scene3	60	white_mug	1	N	mug	0	1	white		0	1	0
Qcnh9G43wQiHnfRDA	English	scene3	61	yellow_comb	1	N	comb	0	1	yellow		0	1	0
Qcnh9G43wQiHnfRDA	English	scene1	62	black_glove	1	CN	glove	1	1	black		0	1	1
Qcnh9G43wQiHnfRDA	English	scene4	63	red_calculator	1	CN	calculator	1	1	red		0	1	1
Qcnh9G43wQiHnfRDA	English	scene3	64	orange_slipper	1	CN	slipper	1	1	orange		0	1	1
Qcnh9G43wQiHnfRDA	English	scene4	65	green_robot	1	CN	robot	1	1	green		0	1	1
Qcnh9G43wQiHnfRDA	English	scene2	66	black_basket	1	CN	basket	1	1	black		0	1	1
Qcnh9G43wQiHnfRDA	English	scene1	67	red_phone	1	CN	phone	1	1	red		0	1	1
Qcnh9G43wQiHnfRDA	English	scene2	68	purple_hammer	1	N	hammer	0	1	purple		0	1	0
Qcnh9G43wQiHnfRDA	English	scene2	71	blue_dress	1	N	dress	0	1	blue		0	1	0
Qcnh9G43wQiHnfRDA	English	scene1	72	green_fork	1	CN	fork	1	1	green		0	1	1
G8Dmw8Be7SWhAFCnB	English	scene4	5	red_bed	1	CN	bed	1	1	red		0	1	1
G8Dmw8Be7SWhAFCnB	English	scene1	6	black_luggage	1	CN	luggage	1	1	black		0	1	1
G8Dmw8Be7SWhAFCnB	English	scene4	7	white_chair	1	CN	chair	1	1	white		0	1	1
G8Dmw8Be7SWhAFCnB	English	scene3	11	white_phone	1	CN	phone	1	1	white		0	1	1
G8Dmw8Be7SWhAFCnB	English	scene3	12	green_fork	1	N	fork	0	1	green		0	1	0
G8Dmw8Be7SWhAFCnB	English	scene1	13	black_lock	1	CN	lock	1	1	black		0	1	1
G8Dmw8Be7SWhAFCnB	English	scene4	14	green_hammer	1	CN	hammer	1	1	green		0	1	1
G8Dmw8Be7SWhAFCnB	English	scene1	16	white_cushion	1	CN	cushion	1	1	white		0	1	1
G8Dmw8Be7SWhAFCnB	English	scene3	17	yellow_mask	1	CN	mask	1	1	yellow		0	1	1
G8Dmw8Be7SWhAFCnB	English	scene3	18	purple_microscope	1	CN	microscope	1	1	purple		0	1	1
G8Dmw8Be7SWhAFCnB	English	scene2	19	purple_bowl	1	CN	bowl	1	1	purple		0	1	1
G8Dmw8Be7SWhAFCnB	English	scene1	21	blue_ring	1	CN	ring	1	1	blue		0	1	1
G8Dmw8Be7SWhAFCnB	English	scene2	22	orange_helicopter	1	CN	helicopter	1	1	orange		0	1	1
G8Dmw8Be7SWhAFCnB	English	scene4	23	white_fence	1	CN	fence	1	1	white		0	1	1
G8Dmw8Be7SWhAFCnB	English	scene4	24	green_truck	1	CN	truck	1	1	green		0	1	1
G8Dmw8Be7SWhAFCnB	English	scene3	27	white_guitar	1	CN	guitar	1	1	white		0	1	1
G8Dmw8Be7SWhAFCnB	English	scene3	28	blue_balloon	1	CN	balloon	1	1	blue		0	1	1
G8Dmw8Be7SWhAFCnB	English	scene4	29	yellow_iron	1	CN	iron	1	1	yellow		0	1	1
G8Dmw8Be7SWhAFCnB	English	scene1	30	blue_pencil	1	CN	pencil	1	1	blue		0	1	1
G8Dmw8Be7SWhAFCnB	English	scene4	31	orange_basket	1	CN	basket	1	1	orange		0	1	1
G8Dmw8Be7SWhAFCnB	English	scene1	32	white_candle	1	CN	candle	1	1	white		0	1	1
G8Dmw8Be7SWhAFCnB	English	scene4	33	orange_fish	1	CN	fish	1	1	orange		0	1	1
G8Dmw8Be7SWhAFCnB	English	scene4	35	white_wallet	1	CN	wallet	1	1	white		0	1	1
G8Dmw8Be7SWhAFCnB	English	scene2	36	orange_robot	1	CN	robot	1	1	orange		0	1	1
G8Dmw8Be7SWhAFCnB	English	scene3	37	blue_butterfly	1	CN	butterfly	1	1	blue		0	1	1
G8Dmw8Be7SWhAFCnB	English	scene3	40	orange_glove	1	CN	glove	1	1	orange		0	1	1
G8Dmw8Be7SWhAFCnB	English	scene2	41	white_calculator	1	CN	calculator	1	1	white		0	1	1
G8Dmw8Be7SWhAFCnB	English	scene2	42	black_sock	1	CN	sock	1	1	black		0	1	1
G8Dmw8Be7SWhAFCnB	English	scene3	45	green_drum	1	CN	drum	1	1	green		0	1	1
G8Dmw8Be7SWhAFCnB	English	scene2	48	yellow_belt	1	CN	belt	1	1	yellow		0	1	1
G8Dmw8Be7SWhAFCnB	English	scene1	49	yellow_comb	1	CN	comb	1	1	yellow		0	1	1
G8Dmw8Be7SWhAFCnB	English	scene3	50	orange_tie	1	CN	tie	1	1	orange		0	1	1
G8Dmw8Be7SWhAFCnB	English	scene2	51	white_door	1	CN	door	1	1	white		0	1	1
G8Dmw8Be7SWhAFCnB	English	scene1	53	black_ribbon	1	CN	ribbon	1	1	black		0	1	1
G8Dmw8Be7SWhAFCnB	English	scene2	54	white_dress	1	CN	dress	1	1	white		0	1	1
G8Dmw8Be7SWhAFCnB	English	scene4	55	green_die	1	CN	die	1	1	green		0	1	1
G8Dmw8Be7SWhAFCnB	English	scene2	57	green_shell	1	CN	shell	1	1	green		0	1	1
G8Dmw8Be7SWhAFCnB	English	scene2	58	orange_knife	1	CN	knife	1	1	orange		0	1	1
G8Dmw8Be7SWhAFCnB	English	scene2	59	white_scarf	1	CN	scarf	1	1	white		0	1	1
G8Dmw8Be7SWhAFCnB	English	scene1	61	yellow_book	1	CN	book	1	1	yellow		0	1	1
G8Dmw8Be7SWhAFCnB	English	scene2	63	white_crown	1	CN	crown	1	1	white		0	1	1
G8Dmw8Be7SWhAFCnB	English	scene1	64	green_slipper	1	CN	slipper	1	1	green		0	1	1
G8Dmw8Be7SWhAFCnB	English	scene3	65	white_mug	1	CN	mug	1	1	white		0	1	1
G8Dmw8Be7SWhAFCnB	English	scene3	66	orange_binoculars	1	CN	binoculars	1	1	orange		0	1	1
G8Dmw8Be7SWhAFCnB	English	scene1	68	purple_screwdriver	1	CN	screwdriver	1	1	purple		0	1	1
G8Dmw8Be7SWhAFCnB	English	scene4	69	purple_calendar	1	CN	calendar	1	1	purple		0	1	1
G8Dmw8Be7SWhAFCnB	English	scene4	70	white_flower	1	CN	flower	1	1	white		0	1	1
B6tawByxpK8goQdQN	English	scene2	1	blue_guitar	1	N	guitar	0	1	blue		0	1	0
B6tawByxpK8goQdQN	English	scene1	2	green_glove	1	CN	glove	1	1	green		0	1	1
B6tawByxpK8goQdQN	English	scene4	4	purple_screwdriver	1	CN	screwdriver	1	1	purple		0	1	1
B6tawByxpK8goQdQN	English	scene3	5	yellow_belt	1	N	belt	0	1	yellow		0	1	0
B6tawByxpK8goQdQN	English	scene3	6	black_ribbon	1	N	ribbon	0	1	black		0	1	0
B6tawByxpK8goQdQN	English	scene3	8	black_robot	1	N	robot	0	1	black		0	1	0
B6tawByxpK8goQdQN	English	scene4	10	purple_lock	1	CN	lock	1	1	purple		0	1	1
B6tawByxpK8goQdQN	English	scene2	15	black_microscope	1	N	microscope	0	1	black		0	1	0
B6tawByxpK8goQdQN	English	scene2	16	black_fish	1	N	fish	0	1	black		0	1	0
B6tawByxpK8goQdQN	English	scene1	17	red_bed	1	CN	bed	1	1	red		0	1	1
B6tawByxpK8goQdQN	English	scene3	18	blue_dress	1	N	dress	0	1	blue		0	1	0
B6tawByxpK8goQdQN	English	scene4	19	white_pencil	1	CN	pencil	1	1	white		0	1	1
B6tawByxpK8goQdQN	English	scene4	20	purple_luggage	1	CN	luggage	1	1	purple		0	1	1
B6tawByxpK8goQdQN	English	scene1	21	red_fence	1	CN	fence	1	1	red		0	1	1
B6tawByxpK8goQdQN	English	scene2	22	black_basket	1	N	basket	0	1	black		0	1	0
B6tawByxpK8goQdQN	English	scene3	25	red_scarf	1	N	scarf	0	1	red		0	1	0
B6tawByxpK8goQdQN	English	scene2	27	yellow_balloon	1	N	balloon	0	1	yellow		0	1	0
B6tawByxpK8goQdQN	English	scene3	29	black_necklace	1	N	necklace	0	1	black		0	1	0
B6tawByxpK8goQdQN	English	scene4	30	yellow_cushion	1	CN	cushion	1	1	yellow		0	1	1
B6tawByxpK8goQdQN	English	scene1	31	white_chair	1	CN	chair	1	1	white		0	1	1
B6tawByxpK8goQdQN	English	scene2	33	red_mug	1	N	mug	0	1	red		0	1	0
B6tawByxpK8goQdQN	English	scene3	34	red_door	1	N	door	0	1	red		0	1	0
B6tawByxpK8goQdQN	English	scene3	35	yellow_calculator	1	N	calculator	0	1	yellow		0	1	0
B6tawByxpK8goQdQN	English	scene3	36	orange_slipper	1	N	slipper	0	1	orange		0	1	0
B6tawByxpK8goQdQN	English	scene1	39	yellow_flower	1	CN	flower	1	1	yellow		0	1	1
B6tawByxpK8goQdQN	English	scene4	40	blue_candle	1	CN	candle	1	1	blue		0	1	1
B6tawByxpK8goQdQN	English	scene2	41	purple_die	1	N	die	0	1	purple		0	1	0
B6tawByxpK8goQdQN	English	scene1	42	yellow_iron	1	CN	iron	1	1	yellow		0	1	1
B6tawByxpK8goQdQN	English	scene1	43	orange_truck	1	CN	truck	1	1	orange		0	1	1
B6tawByxpK8goQdQN	English	scene4	44	blue_ring	1	CN	ring	1	1	blue		0	1	1
B6tawByxpK8goQdQN	English	scene4	45	red_comb	1	CN	comb	1	1	red		0	1	1
B6tawByxpK8goQdQN	English	scene1	48	orange_tie	1	CN	tie	1	1	orange		0	1	1
B6tawByxpK8goQdQN	English	scene1	49	orange_hammer	1	CN	hammer	1	1	orange		0	1	1
B6tawByxpK8goQdQN	English	scene2	50	blue_phone	1	N	phone	0	1	blue		0	1	0
B6tawByxpK8goQdQN	English	scene4	52	black_bowl	1	CN	bowl	1	1	black		0	1	1
B6tawByxpK8goQdQN	English	scene2	53	green_binoculars	1	N	binoculars	0	1	green		0	1	0
B6tawByxpK8goQdQN	English	scene3	56	purple_knife	1	N	knife	0	1	purple		0	1	0
B6tawByxpK8goQdQN	English	scene4	57	yellow_book	1	CN	book	1	1	yellow		0	1	1
B6tawByxpK8goQdQN	English	scene2	58	red_mask	1	N	mask	0	1	red		0	1	0
B6tawByxpK8goQdQN	English	scene4	59	purple_sock	1	CN	sock	1	1	purple		0	1	1
B6tawByxpK8goQdQN	English	scene2	62	white_butterfly	1	N	butterfly	0	1	white		0	1	0
B6tawByxpK8goQdQN	English	scene2	63	orange_drum	1	N	drum	0	1	orange		0	1	0
B6tawByxpK8goQdQN	English	scene1	65	orange_calendar	1	CN	calendar	1	1	orange		0	1	1
B6tawByxpK8goQdQN	English	scene3	68	purple_helicopter	1	N	helicopter	0	1	purple		0	1	0
B6tawByxpK8goQdQN	English	scene3	69	red_crown	1	N	crown	0	1	red		0	1	0
B6tawByxpK8goQdQN	English	scene4	70	orange_shell	1	CN	shell	1	1	orange		0	1	1
B6tawByxpK8goQdQN	English	scene1	71	black_fork	1	CN	fork	1	1	black		0	1	1
B6tawByxpK8goQdQN	English	scene1	72	white_wallet	1	CN	wallet	1	1	white		0	1	1
XCYdEcfufAjZzNj2g	English	scene4	1	red_door	1	CN	door	1	1	red		0	1	1
XCYdEcfufAjZzNj2g	English	scene1	4	white_mask	1	CN	mask	1	1	white		0	1	1
XCYdEcfufAjZzNj2g	English	scene2	5	purple_truck	1	N	truck	0	1	purple		0	1	0
XCYdEcfufAjZzNj2g	English	scene3	8	red_belt	1	CN	belt	1	1	red		0	1	1
XCYdEcfufAjZzNj2g	English	scene2	9	blue_phone	1	N	phone	0	1	blue		0	1	0
XCYdEcfufAjZzNj2g	English	scene4	10	green_knife	1	CN	knife	1	1	green		0	1	1
XCYdEcfufAjZzNj2g	English	scene3	12	red_candle	1	N	candle	0	1	red		0	1	0
XCYdEcfufAjZzNj2g	English	scene4	14	green_helicopter	1	CN	helicopter	1	1	green		0	1	1
XCYdEcfufAjZzNj2g	English	scene3	15	orange_screwdriver	1	N	screwdriver	0	1	orange		0	1	0
XCYdEcfufAjZzNj2g	English	scene4	17	red_crown	1	CN	crown	1	1	red		0	1	1
XCYdEcfufAjZzNj2g	English	scene1	19	white_mug	1	CN	mug	1	1	white		0	1	1
XCYdEcfufAjZzNj2g	English	scene2	22	black_fork	1	N	fork	0	1	black		0	1	0
XCYdEcfufAjZzNj2g	English	scene4	23	blue_dress	1	CN	dress	1	1	blue		0	1	1
XCYdEcfufAjZzNj2g	English	scene4	24	green_ribbon	1	CN	ribbon	1	1	green		0	1	1
XCYdEcfufAjZzNj2g	English	scene2	25	orange_glove	1	N	glove	0	1	orange		0	1	0
XCYdEcfufAjZzNj2g	English	scene2	26	blue_balloon	1	N	balloon	0	1	blue		0	1	0
XCYdEcfufAjZzNj2g	English	scene2	28	white_butterfly	1	N	butterfly	0	1	white		0	1	0
XCYdEcfufAjZzNj2g	English	scene4	29	blue_ring	1	CN	ring	1	1	blue		0	1	1
XCYdEcfufAjZzNj2g	English	scene3	30	orange_shell	1	N	shell	0	1	orange		0	1	0
XCYdEcfufAjZzNj2g	English	scene3	31	white_scarf	1	N	scarf	0	1	white		0	1	0
XCYdEcfufAjZzNj2g	English	scene4	32	black_necklace	1	CN	necklace	1	1	black		0	1	1
XCYdEcfufAjZzNj2g	English	scene4	34	black_slipper	1	CN	slipper	1	1	black		0	1	1
XCYdEcfufAjZzNj2g	English	scene3	35	black_bowl	1	N	bowl	0	1	black		0	1	0
XCYdEcfufAjZzNj2g	English	scene3	36	green_sock	1	N	sock	0	1	green		0	1	0
XCYdEcfufAjZzNj2g	English	scene1	37	orange_basket	1	CN	basket	1	1	orange		0	1	1
XCYdEcfufAjZzNj2g	English	scene1	38	white_flower	1	CN	flower	1	1	white		0	1	1
XCYdEcfufAjZzNj2g	English	scene1	39	red_bed	1	CN	bed	1	1	red		0	1	1
XCYdEcfufAjZzNj2g	English	scene3	40	blue_book	1	N	book	0	1	blue		0	1	0
XCYdEcfufAjZzNj2g	English	scene2	41	green_tie	1	CN	tie	1	1	green		0	1	1
XCYdEcfufAjZzNj2g	English	scene2	44	yellow_fence	1	N	fence	0	1	yellow		0	1	0
XCYdEcfufAjZzNj2g	English	scene3	45	white_pencil	1	N	pencil	0	1	white		0	1	0
XCYdEcfufAjZzNj2g	English	scene2	47	purple_calendar	1	N	calendar	0	1	purple		0	1	0
XCYdEcfufAjZzNj2g	English	scene1	48	orange_fish	1	CN	fish	1	1	orange		0	1	1
XCYdEcfufAjZzNj2g	English	scene3	51	yellow_calculator	1	N	calculator	0	1	yellow		0	1	0
XCYdEcfufAjZzNj2g	English	scene4	52	red_cushion	1	CN	cushion	1	1	red		0	1	1
XCYdEcfufAjZzNj2g	English	scene1	53	orange_binoculars	1	CN	binoculars	1	1	orange		0	1	1
XCYdEcfufAjZzNj2g	English	scene4	56	yellow_comb	1	CN	comb	1	1	yellow		0	1	1
XCYdEcfufAjZzNj2g	English	scene2	57	blue_iron	1	N	iron	0	1	blue		0	1	0
XCYdEcfufAjZzNj2g	English	scene4	60	orange_robot	1	CN	robot	1	1	orange		0	1	1
XCYdEcfufAjZzNj2g	English	scene2	61	white_chair	1	N	chair	0	1	white		0	1	0
XCYdEcfufAjZzNj2g	English	scene1	63	yellow_guitar	1	CN	guitar	1	1	yellow		0	1	1
XCYdEcfufAjZzNj2g	English	scene1	64	white_wallet	1	CN	wallet	1	1	white		0	1	1
XCYdEcfufAjZzNj2g	English	scene2	65	green_hammer	1	N	hammer	0	1	green		0	1	0
XCYdEcfufAjZzNj2g	English	scene1	67	purple_drum	1	CN	drum	1	1	purple		0	1	1
XCYdEcfufAjZzNj2g	English	scene1	69	green_microscope	1	CN	microscope	1	1	green		0	1	1
XCYdEcfufAjZzNj2g	English	scene1	71	black_die	1	CN	die	1	1	black		0	1	1
XCYdEcfufAjZzNj2g	English	scene3	72	purple_luggage	1	N	luggage	0	1	purple		0	1	0
GnHj49yMMnNtTBPDT	English	scene3	1	purple_tie	1	CN	tie	1	1	purple		0	1	1
GnHj49yMMnNtTBPDT	English	scene3	2	blue_calculator	1	N	calculator	0	1	blue		0	1	0
GnHj49yMMnNtTBPDT	English	scene2	3	orange_hammer	1	N	hammer	0	1	orange		0	1	0
GnHj49yMMnNtTBPDT	English	scene2	5	orange_sock	1	N	sock	0	1	orange		0	1	0
GnHj49yMMnNtTBPDT	English	scene1	6	purple_binoculars	1	CN	binoculars	1	1	purple		0	1	1
GnHj49yMMnNtTBPDT	English	scene2	7	green_truck	1	N	truck	0	1	green		0	1	0
GnHj49yMMnNtTBPDT	English	scene2	9	black_bowl	1	N	bowl	0	1	black		0	1	0
GnHj49yMMnNtTBPDT	English	scene4	11	green_robot	1	CN	robot	1	1	green		0	1	1
GnHj49yMMnNtTBPDT	English	scene3	12	white_guitar	1	N	guitar	0	1	white		0	1	0
GnHj49yMMnNtTBPDT	English	scene3	15	orange_luggage	1	N	luggage	0	1	orange		0	1	0
GnHj49yMMnNtTBPDT	English	scene2	18	white_butterfly	1	N	butterfly	0	1	white		0	1	0
GnHj49yMMnNtTBPDT	English	scene1	21	purple_microscope	1	CN	microscope	1	1	purple		0	1	1
GnHj49yMMnNtTBPDT	English	scene4	23	red_iron	1	CN	iron	1	1	red		0	1	1
GnHj49yMMnNtTBPDT	English	scene4	27	black_basket	1	CN	basket	1	1	black		0	1	1
GnHj49yMMnNtTBPDT	English	scene3	28	green_glove	1	N	glove	0	1	green		0	1	0
GnHj49yMMnNtTBPDT	English	scene1	29	red_pencil	1	CN	pencil	1	1	red		0	1	1
GnHj49yMMnNtTBPDT	English	scene2	30	blue_phone	1	N	phone	0	1	blue		0	1	0
GnHj49yMMnNtTBPDT	English	scene2	31	white_balloon	1	N	balloon	0	1	white		0	1	0
GnHj49yMMnNtTBPDT	English	scene4	32	white_ring	1	CN	ring	1	1	white		0	1	1
GnHj49yMMnNtTBPDT	English	scene2	33	yellow_crown	1	N	crown	0	1	yellow		0	1	0
GnHj49yMMnNtTBPDT	English	scene4	34	red_comb	1	CN	comb	1	1	red		0	1	1
GnHj49yMMnNtTBPDT	English	scene4	36	purple_die	1	CN	die	1	1	purple		0	1	1
GnHj49yMMnNtTBPDT	English	scene4	39	black_knife	1	CN	knife	1	1	black		0	1	1
GnHj49yMMnNtTBPDT	English	scene2	40	green_calendar	1	N	calendar	0	1	green		0	1	0
GnHj49yMMnNtTBPDT	English	scene1	41	yellow_bed	1	CN	bed	1	1	yellow		0	1	1
GnHj49yMMnNtTBPDT	English	scene3	43	blue_scarf	1	N	scarf	0	1	blue		0	1	0
GnHj49yMMnNtTBPDT	English	scene4	44	green_fish	1	CN	fish	1	1	green		0	1	1
GnHj49yMMnNtTBPDT	English	scene1	46	blue_book	1	CN	book	1	1	blue		0	1	1
GnHj49yMMnNtTBPDT	English	scene2	48	red_door	1	N	door	0	1	red		0	1	0
GnHj49yMMnNtTBPDT	English	scene1	50	yellow_candle	1	CN	candle	1	1	yellow		0	1	1
