gameId	language	name	id	stage	condition	alt1BasicLevel	alt1SuperLevel	alt2BasicLevel	alt2SuperLevel	listenerSelection	imageType	roundNumber	directorAllMessages	directorFirstMessage	guesserAllMessages	nameClickedObj	correct	words	sep	colorMentioned	sizeMentioned	typeMentioned	oneMentioned	theMentioned	target
Xg4TYATBTCC5Qs2rL	English	purple_microscope	1	feedback	scene4	"NA"	"NA"	"NA"	"NA"	1	NA	26	purple item not ribbon	purple item not ribbon		purple_microscope	1	"c(""C"", """", """", ""N"")"		TRUE	FALSE	TRUE	FALSE	FALSE	microscope
Xg4TYATBTCC5Qs2rL	English	green_helicopter	1	feedback	scene1	"NA"	"NA"	"NA"	"NA"	1	NA	27	green not hammer	green not hammer		green_helicopter	1	"c(""C"", """", ""N"")"		TRUE	FALSE	TRUE	FALSE	TRUE	helicopter
Xg4TYATBTCC5Qs2rL	English	orange_calendar	1	feedback	scene3	"NA"	"NA"	"NA"	"NA"	1	NA	28	orange not shell	orange not shell		orange_calendar	1	"c(""C"", """", ""N"")"		TRUE	FALSE	TRUE	FALSE	TRUE	calendar
Xg4TYATBTCC5Qs2rL	English	white_balloon	1	feedback	scene2	"NA"	"NA"	"NA"	"NA"	1	NA	30	white not cushion	white not cushion		white_balloon	1	"c(""C"", """", ""N"")"		TRUE	FALSE	TRUE	FALSE	FALSE	balloon
Xg4TYATBTCC5Qs2rL	English	purple_luggage	1	feedback	scene2	"NA"	"NA"	"NA"	"NA"	1	NA	31	purple not microscope	purple not microscope		purple_luggage	1	"c(""C"", """", ""N"")"		TRUE	FALSE	TRUE	FALSE	FALSE	luggage
Xg4TYATBTCC5Qs2rL	English	purple_slipper	1	feedback	scene2	"NA"	"NA"	"NA"	"NA"	1	NA	32	purple not glove	purple not glove		purple_slipper	1	"c(""C"", """", ""N"")"		TRUE	FALSE	TRUE	FALSE	FALSE	slipper
Xg4TYATBTCC5Qs2rL	English	green_robot	1	feedback	scene1	"NA"	"NA"	"NA"	"NA"	1	NA	34	green not calendar	green not calendar		green_robot	1	"c(""C"", """", ""N"")"		TRUE	FALSE	TRUE	FALSE	TRUE	robot
Xg4TYATBTCC5Qs2rL	English	blue_fence	1	feedback	scene1	"NA"	"NA"	"NA"	"NA"	1	NA	35	blue not dress	blue not dress		blue_fence	1	"c(""C"", """", ""N"")"		TRUE	FALSE	TRUE	FALSE	FALSE	fence
Xg4TYATBTCC5Qs2rL	English	yellow_calculator	1	feedback	scene3	"NA"	"NA"	"NA"	"NA"	1	NA	38	yellow not pencil	yellow not pencil		yellow_calculator	1	"c(""C"", """", ""N"")"		TRUE	FALSE	TRUE	FALSE	FALSE	calculator
Xg4TYATBTCC5Qs2rL	English	orange_tie	1	feedback	scene4	"NA"	"NA"	"NA"	"NA"	1	NA	40	orange item not suitcase	orange item not suitcase		orange_tie	1	"c(""C"", """", """", ""N"")"		TRUE	FALSE	TRUE	FALSE	TRUE	tie
Xg4TYATBTCC5Qs2rL	English	yellow_flower	1	feedback	scene1	"NA"	"NA"	"NA"	"NA"	1	NA	41	yellow not belt	yellow not belt		yellow_flower	1	"c(""C"", """", ""N"")"		TRUE	FALSE	TRUE	FALSE	FALSE	flower
Xg4TYATBTCC5Qs2rL	English	green_necklace	1	feedback	scene2	"NA"	"NA"	"NA"	"NA"	1	NA	43	green not fork	green not fork		green_necklace	1	"c(""C"", """", ""N"")"		TRUE	FALSE	TRUE	FALSE	FALSE	necklace
Xg4TYATBTCC5Qs2rL	English	green_screwdriver	1	feedback	scene2	"NA"	"NA"	"NA"	"NA"	1	NA	46	green not drum	green not drum		green_screwdriver	1	"c(""C"", """", ""N"")"		TRUE	FALSE	TRUE	FALSE	FALSE	screwdriver
Xg4TYATBTCC5Qs2rL	English	orange_binoculars	1	feedback	scene4	"NA"	"NA"	"NA"	"NA"	1	NA	47	orange not necklace	orange not necklace		orange_binoculars	1	"c(""C"", """", ""N"")"		TRUE	FALSE	TRUE	FALSE	TRUE	binoculars
Xg4TYATBTCC5Qs2rL	English	red_ring	1	feedback	scene4	"NA"	"NA"	"NA"	"NA"	1	NA	48	red not door	red not door		red_ring	1	"c(""C"", """", ""N"")"		TRUE	FALSE	TRUE	FALSE	FALSE	ring
Xg4TYATBTCC5Qs2rL	English	red_crown	1	feedback	scene3	"NA"	"NA"	"NA"	"NA"	1	NA	49	red not cushion	red not cushion		red_crown	1	"c(""C"", """", ""N"")"		TRUE	FALSE	TRUE	FALSE	FALSE	crown
Xg4TYATBTCC5Qs2rL	English	white_pencil	1	feedback	scene4	"NA"	"NA"	"NA"	"NA"	1	NA	50	whitw not calculator	whitw not calculator		white_pencil	1	"c("""", """", ""N"")"		FALSE	FALSE	TRUE	FALSE	TRUE	pencil
Xg4TYATBTCC5Qs2rL	English	orange_fork	1	feedback	scene4	"NA"	"NA"	"NA"	"NA"	1	NA	51	orange not lock	orange not lock		orange_fork	1	"c(""C"", """", ""N"")"		TRUE	FALSE	TRUE	FALSE	TRUE	fork
Xg4TYATBTCC5Qs2rL	English	black_glove	1	feedback	scene4	"NA"	"NA"	"NA"	"NA"	1	NA	53	black item not screwdriver	black item not screwdriver		black_glove	1	"c(""C"", """", """", ""N"")"		TRUE	FALSE	TRUE	FALSE	TRUE	glove
Xg4TYATBTCC5Qs2rL	English	orange_hammer	1	feedback	scene3	"NA"	"NA"	"NA"	"NA"	1	NA	56	orange item not sock	orange item not sock		orange_hammer	1	"c(""C"", """", """", ""N"")"		TRUE	FALSE	TRUE	FALSE	TRUE	hammer
Xg4TYATBTCC5Qs2rL	English	blue_mask	1	feedback	scene2	"NA"	"NA"	"NA"	"NA"	1	NA	57	blue item not pencil	blue item not pencil		blue_mask	1	"c(""C"", """", """", ""N"")"		TRUE	FALSE	TRUE	FALSE	FALSE	mask
Xg4TYATBTCC5Qs2rL	English	red_bed	1	feedback	scene1	"NA"	"NA"	"NA"	"NA"	1	NA	58	red not calculater	red not calculater		red_bed	1	"c(""C"", """", """")"		TRUE	FALSE	FALSE	FALSE	TRUE	bed
Xg4TYATBTCC5Qs2rL	English	yellow_wallet	1	feedback	scene1	"NA"	"NA"	"NA"	"NA"	1	NA	59	yellow not scarf	yellow not scarf		yellow_wallet	1	"c(""C"", """", ""N"")"		TRUE	FALSE	TRUE	FALSE	TRUE	wallet
Xg4TYATBTCC5Qs2rL	English	red_guitar	1	feedback	scene2	"NA"	"NA"	"NA"	"NA"	1	NA	61	red not book	red not book		red_guitar	1	"c(""C"", """", ""N"")"		TRUE	FALSE	TRUE	FALSE	FALSE	guitar
Xg4TYATBTCC5Qs2rL	English	white_comb	1	feedback	scene4	"NA"	"NA"	"NA"	"NA"	1	NA	62	white not dress	white not dress		white_comb	1	"c(""C"", """", ""N"")"		TRUE	FALSE	TRUE	FALSE	FALSE	comb
Xg4TYATBTCC5Qs2rL	English	white_candle	1	feedback	scene4	"NA"	"NA"	"NA"	"NA"	1	NA	64	white not scarf	white not scarf		white_candle	1	"c(""C"", """", ""N"")"		TRUE	FALSE	TRUE	FALSE	TRUE	candle
Xg4TYATBTCC5Qs2rL	English	red_iron	1	feedback	scene1	"NA"	"NA"	"NA"	"NA"	1	NA	65	red not door	red not door		red_iron	1	"c(""C"", """", ""N"")"		TRUE	FALSE	TRUE	FALSE	FALSE	iron
Xg4TYATBTCC5Qs2rL	English	white_book	1	feedback	scene4	"NA"	"NA"	"NA"	"NA"	1	NA	66	white not belt	white not belt		white_book	1	"c(""C"", """", ""N"")"		TRUE	FALSE	TRUE	FALSE	FALSE	book
Xg4TYATBTCC5Qs2rL	English	red_dress	1	feedback	scene3	"NA"	"NA"	"NA"	"NA"	1	NA	67	red not comb	red not comb		red_dress	1	"c(""C"", """", ""N"")"		TRUE	FALSE	TRUE	FALSE	FALSE	dress
Xg4TYATBTCC5Qs2rL	English	blue_chair	1	feedback	scene1	"NA"	"NA"	"NA"	"NA"	1	NA	68	blue not crown	blue not crown		blue_chair	1	"c(""C"", """", ""N"")"		TRUE	FALSE	TRUE	FALSE	FALSE	chair
Xg4TYATBTCC5Qs2rL	English	purple_lock	1	feedback	scene2	"NA"	"NA"	"NA"	"NA"	1	NA	69	purple not binoculars	purple not binoculars		purple_lock	1	"c(""C"", """", ""N"")"		TRUE	FALSE	TRUE	FALSE	TRUE	lock
Xg4TYATBTCC5Qs2rL	English	orange_basket	1	feedback	scene3	"NA"	"NA"	"NA"	"NA"	1	NA	70	orange not knnife	orange not knnife		orange_basket	1	"c(""C"", """", """")"		TRUE	FALSE	FALSE	FALSE	TRUE	basket
Xg4TYATBTCC5Qs2rL	English	yellow_belt	1	feedback	scene3	"NA"	"NA"	"NA"	"NA"	1	NA	71	yellow not book	yellow not book		yellow_belt	1	"c(""C"", """", ""N"")"		TRUE	FALSE	TRUE	FALSE	FALSE	belt
Xg4TYATBTCC5Qs2rL	English	white_cushion	1	feedback	scene4	"NA"	"NA"	"NA"	"NA"	1	NA	72	white not crown	white not crown		white_cushion	1	"c(""C"", """", ""N"")"		TRUE	FALSE	TRUE	FALSE	FALSE	cushion
82aQfrqTW7x3Ej6En	English	blue_fence	1	feedback	scene3	"NA"	"NA"	"NA"	"NA"	1	NA	1	fence	fence		blue_fence	1	N		FALSE	FALSE	TRUE	FALSE	FALSE	fence
82aQfrqTW7x3Ej6En	English	black_shell	1	feedback	scene3	"NA"	"NA"	"NA"	"NA"	1	NA	2	not calendar	not calendar		black_shell	1	"c("""", ""N"")"		FALSE	FALSE	TRUE	FALSE	TRUE	shell
82aQfrqTW7x3Ej6En	English	orange_calendar	1	feedback	scene4	"NA"	"NA"	"NA"	"NA"	1	NA	3	orange calendar	orange calendar		orange_calendar	1	"c(""C"", ""N"")"		TRUE	FALSE	TRUE	FALSE	TRUE	calendar
82aQfrqTW7x3Ej6En	English	black_microscope	1	feedback	scene3	"NA"	"NA"	"NA"	"NA"	1	NA	4	not bow	not bow		black_microscope	1	"c("""", ""N"")"		FALSE	FALSE	TRUE	FALSE	FALSE	microscope
82aQfrqTW7x3Ej6En	English	yellow_belt	1	feedback	scene3	"NA"	"NA"	"NA"	"NA"	1	NA	6	belt	belt		yellow_belt	1	N		FALSE	FALSE	TRUE	FALSE	FALSE	belt
82aQfrqTW7x3Ej6En	English	red_calculator	1	feedback	scene3	"NA"	"NA"	"NA"	"NA"	1	NA	7	calculator	calculator		red_calculator	1	N		FALSE	FALSE	TRUE	FALSE	TRUE	calculator
82aQfrqTW7x3Ej6En	English	orange_sock	1	feedback	scene3	"NA"	"NA"	"NA"	"NA"	1	NA	8	sock	sock		orange_sock	1	N		FALSE	FALSE	TRUE	FALSE	FALSE	sock
82aQfrqTW7x3Ej6En	English	red_guitar	1	feedback	scene4	"NA"	"NA"	"NA"	"NA"	1	NA	9	red guitar	red guitar		red_guitar	1	"c(""C"", ""N"")"		TRUE	FALSE	TRUE	FALSE	TRUE	guitar
82aQfrqTW7x3Ej6En	English	yellow_cushion	1	feedback	scene4	"NA"	"NA"	"NA"	"NA"	1	NA	10	yellow cushion	yellow cushion		yellow_cushion	1	"c(""C"", ""N"")"		TRUE	FALSE	TRUE	FALSE	FALSE	cushion
82aQfrqTW7x3Ej6En	English	orange_fork	1	feedback	scene2	"NA"	"NA"	"NA"	"NA"	1	NA	14	fork	fork		orange_fork	1	N		FALSE	FALSE	TRUE	FALSE	FALSE	fork
82aQfrqTW7x3Ej6En	English	purple_robot	1	feedback	scene2	"NA"	"NA"	"NA"	"NA"	1	NA	15	robot	robot		purple_robot	1	N		FALSE	FALSE	TRUE	FALSE	FALSE	robot
82aQfrqTW7x3Ej6En	English	purple_fish	1	feedback	scene1	"NA"	"NA"	"NA"	"NA"	1	NA	16	purple fish	purple fish		purple_fish	1	"c(""C"", ""N"")"		TRUE	FALSE	TRUE	FALSE	FALSE	fish
82aQfrqTW7x3Ej6En	English	black_drum	1	feedback	scene3	"NA"	"NA"	"NA"	"NA"	1	NA	17	drum	drum		black_drum	1	N		FALSE	FALSE	TRUE	FALSE	FALSE	drum
82aQfrqTW7x3Ej6En	English	yellow_book	1	feedback	scene2	"NA"	"NA"	"NA"	"NA"	1	NA	19	yellow book	yellow book		yellow_book	1	"c(""C"", ""N"")"		TRUE	FALSE	TRUE	FALSE	FALSE	book
82aQfrqTW7x3Ej6En	English	yellow_scarf	1	feedback	scene3	"NA"	"NA"	"NA"	"NA"	1	NA	20	scarf	scarf		yellow_scarf	1	N		FALSE	FALSE	TRUE	FALSE	TRUE	scarf
82aQfrqTW7x3Ej6En	English	yellow_ring	1	feedback	scene4	"NA"	"NA"	"NA"	"NA"	1	NA	21	gold ring	gold ring		yellow_ring	1	"c("""", ""N"")"		FALSE	FALSE	TRUE	FALSE	FALSE	ring
82aQfrqTW7x3Ej6En	English	red_chair	1	feedback	scene3	"NA"	"NA"	"NA"	"NA"	1	NA	23	chair	chair		red_chair	1	N		FALSE	FALSE	TRUE	FALSE	TRUE	chair
82aQfrqTW7x3Ej6En	English	purple_ribbon	1	feedback	scene4	"NA"	"NA"	"NA"	"NA"	1	NA	24	purple bow	purple bow		purple_ribbon	1	"c(""C"", ""N"")"		TRUE	FALSE	TRUE	FALSE	FALSE	ribbon
82aQfrqTW7x3Ej6En	English	green_binoculars	1	feedback	scene3	"NA"	"NA"	"NA"	"NA"	1	NA	25	binoculars	binoculars		green_binoculars	1	N		FALSE	FALSE	TRUE	FALSE	TRUE	binoculars
82aQfrqTW7x3Ej6En	English	purple_screwdriver	1	feedback	scene1	"NA"	"NA"	"NA"	"NA"	1	NA	27	hi__purple screwdriver	hi	hi__:)	purple_screwdriver	1			FALSE	FALSE	FALSE	FALSE	FALSE	screwdriver
82aQfrqTW7x3Ej6En	English	purple_tie	1	feedback	scene2	"NA"	"NA"	"NA"	"NA"	1	NA	28	tie	tie		purple_tie	1	N		FALSE	FALSE	TRUE	FALSE	FALSE	tie
82aQfrqTW7x3Ej6En	English	purple_glove	1	feedback	scene2	"NA"	"NA"	"NA"	"NA"	1	NA	29	glove	glove		purple_glove	1	N		FALSE	FALSE	TRUE	FALSE	FALSE	glove
82aQfrqTW7x3Ej6En	English	green_basket	1	feedback	scene1	"NA"	"NA"	"NA"	"NA"	1	NA	30	green basket	green basket		green_basket	1	"c(""C"", ""N"")"		TRUE	FALSE	TRUE	FALSE	TRUE	basket
82aQfrqTW7x3Ej6En	English	green_knife	1	feedback	scene2	"NA"	"NA"	"NA"	"NA"	1	NA	33	knife	knife		green_knife	1	N		FALSE	FALSE	TRUE	FALSE	FALSE	knife
82aQfrqTW7x3Ej6En	English	green_necklace	1	feedback	scene4	"NA"	"NA"	"NA"	"NA"	1	NA	37	green beads	green beads		green_necklace	1	"c(""C"", """")"		TRUE	FALSE	FALSE	FALSE	TRUE	necklace
82aQfrqTW7x3Ej6En	English	black_die	1	feedback	scene1	"NA"	"NA"	"NA"	"NA"	1	NA	38	black die	black die		black_die	1	"c(""C"", ""N"")"		TRUE	FALSE	TRUE	FALSE	TRUE	die
82aQfrqTW7x3Ej6En	English	purple_helicopter	1	feedback	scene2	"NA"	"NA"	"NA"	"NA"	1	NA	40	helicopter	helicopter		purple_helicopter	1	N		FALSE	FALSE	TRUE	FALSE	FALSE	helicopter
82aQfrqTW7x3Ej6En	English	purple_lock	1	feedback	scene1	"NA"	"NA"	"NA"	"NA"	1	NA	41	nearly there__padlock__no - sorry!	nearly there	phew__? gold	purple_lock	1	"c("""", """")"		FALSE	FALSE	FALSE	FALSE	TRUE	lock
82aQfrqTW7x3Ej6En	English	red_mug	1	feedback	scene4	"NA"	"NA"	"NA"	"NA"	1	NA	42	red cup	red cup		red_mug	1	"c(""C"", """")"		TRUE	FALSE	FALSE	FALSE	FALSE	mug
82aQfrqTW7x3Ej6En	English	blue_crown	1	feedback	scene1	"NA"	"NA"	"NA"	"NA"	1	NA	44	blue crown	blue crown		blue_crown	1	"c(""C"", ""N"")"		TRUE	FALSE	TRUE	FALSE	FALSE	crown
82aQfrqTW7x3Ej6En	English	black_bowl	1	feedback	scene3	"NA"	"NA"	"NA"	"NA"	1	NA	45	bowl	bowl		black_bowl	1	N		FALSE	FALSE	TRUE	FALSE	FALSE	bowl
82aQfrqTW7x3Ej6En	English	orange_slipper	1	feedback	scene4	"NA"	"NA"	"NA"	"NA"	1	NA	49	orange slipper	orange slipper		orange_slipper	1	"c(""C"", ""N"")"		TRUE	FALSE	TRUE	FALSE	TRUE	slipper
82aQfrqTW7x3Ej6En	English	yellow_flower	1	feedback	scene1	"NA"	"NA"	"NA"	"NA"	1	NA	50	yellow flower	yellow flower		yellow_flower	1	"c(""C"", ""N"")"		TRUE	FALSE	TRUE	FALSE	FALSE	flower
82aQfrqTW7x3Ej6En	English	blue_candle	1	feedback	scene2	"NA"	"NA"	"NA"	"NA"	1	NA	52	candle	candle		blue_candle	1	N		FALSE	FALSE	TRUE	FALSE	TRUE	candle
82aQfrqTW7x3Ej6En	English	red_mask	1	feedback	scene4	"NA"	"NA"	"NA"	"NA"	1	NA	53	red  mask	red  mask		red_mask	1	"c(""C"", """", ""N"")"		TRUE	FALSE	TRUE	FALSE	TRUE	mask
82aQfrqTW7x3Ej6En	English	red_door	1	feedback	scene1	"NA"	"NA"	"NA"	"NA"	1	NA	56	red door	red door		red_door	1	"c(""C"", ""N"")"		TRUE	FALSE	TRUE	FALSE	FALSE	door
82aQfrqTW7x3Ej6En	English	red_pencil	1	feedback	scene2	"NA"	"NA"	"NA"	"NA"	1	NA	57	pencil	pencil		red_pencil	1	N		FALSE	FALSE	TRUE	FALSE	FALSE	pencil
82aQfrqTW7x3Ej6En	English	white_wallet	1	feedback	scene1	"NA"	"NA"	"NA"	"NA"	1	NA	59	white wallet	white wallet		white_wallet	1	"c(""C"", ""N"")"		TRUE	FALSE	TRUE	FALSE	TRUE	wallet
82aQfrqTW7x3Ej6En	English	yellow_butterfly	1	feedback	scene2	"NA"	"NA"	"NA"	"NA"	1	NA	60	butterfly	butterfly		yellow_butterfly	1	N		FALSE	FALSE	TRUE	FALSE	FALSE	butterfly
82aQfrqTW7x3Ej6En	English	white_bed	1	feedback	scene1	"NA"	"NA"	"NA"	"NA"	1	NA	61	white bed	white bed		white_bed	1	"c(""C"", ""N"")"		TRUE	FALSE	TRUE	FALSE	FALSE	bed
82aQfrqTW7x3Ej6En	English	white_balloon	1	feedback	scene2	"NA"	"NA"	"NA"	"NA"	1	NA	62	balloon	balloon		white_balloon	1	N		FALSE	FALSE	TRUE	FALSE	TRUE	balloon
82aQfrqTW7x3Ej6En	English	black_luggage	1	feedback	scene1	"NA"	"NA"	"NA"	"NA"	1	NA	63	black suitcase	black suitcase		black_luggage	1	"c(""C"", ""N"")"		TRUE	FALSE	TRUE	FALSE	TRUE	luggage
82aQfrqTW7x3Ej6En	English	yellow_dress	1	feedback	scene1	"NA"	"NA"	"NA"	"NA"	1	NA	65	yellow dress	yellow dress		yellow_dress	1	"c(""C"", ""N"")"		TRUE	FALSE	TRUE	FALSE	FALSE	dress
82aQfrqTW7x3Ej6En	English	white_iron	1	feedback	scene3	"NA"	"NA"	"NA"	"NA"	1	NA	67	iron	iron		white_iron	1	N		FALSE	FALSE	TRUE	FALSE	FALSE	iron
82aQfrqTW7x3Ej6En	English	blue_phone	1	feedback	scene2	"NA"	"NA"	"NA"	"NA"	1	NA	69	phone	phone		blue_phone	1	N		FALSE	FALSE	TRUE	TRUE	FALSE	phone
82aQfrqTW7x3Ej6En	English	purple_truck	1	feedback	scene4	"NA"	"NA"	"NA"	"NA"	1	NA	70	purple lorry	purple lorry		purple_truck	1	"c(""C"", """")"		TRUE	FALSE	FALSE	FALSE	FALSE	truck
82aQfrqTW7x3Ej6En	English	purple_hammer	1	feedback	scene4	"NA"	"NA"	"NA"	"NA"	1	NA	71	purple hammer	purple hammer		purple_hammer	1	"c(""C"", ""N"")"		TRUE	FALSE	TRUE	FALSE	TRUE	hammer
82aQfrqTW7x3Ej6En	English	yellow_comb	1	feedback	scene4	"NA"	"NA"	"NA"	"NA"	1	NA	72	yellow comb	yellow comb		yellow_comb	1	"c(""C"", ""N"")"		TRUE	FALSE	TRUE	FALSE	FALSE	comb
5KyXjukBwjkH48zC4	English	orange_bowl	1	feedback	scene1	"NA"	"NA"	"NA"	"NA"	1	NA	1	orange bowl	orange bowl		orange_bowl	1	"c(""C"", ""N"")"		TRUE	FALSE	TRUE	FALSE	TRUE	bowl
5KyXjukBwjkH48zC4	English	black_luggage	1	feedback	scene3	"NA"	"NA"	"NA"	"NA"	1	NA	2	luggage	luggage		black_luggage	1			FALSE	FALSE	FALSE	FALSE	TRUE	luggage
5KyXjukBwjkH48zC4	English	blue_wallet	1	feedback	scene1	"NA"	"NA"	"NA"	"NA"	1	NA	5	blue wallet	blue wallet		blue_wallet	1	"c(""C"", ""N"")"		TRUE	FALSE	TRUE	FALSE	TRUE	wallet
5KyXjukBwjkH48zC4	English	blue_book	1	feedback	scene4	"NA"	"NA"	"NA"	"NA"	1	NA	7	blue book	blue book		blue_book	1	"c(""C"", ""N"")"		TRUE	FALSE	TRUE	FALSE	FALSE	book
5KyXjukBwjkH48zC4	English	yellow_calculator	1	feedback	scene3	"NA"	"NA"	"NA"	"NA"	1	NA	9	calculator	calculator		yellow_calculator	1	N		FALSE	FALSE	TRUE	FALSE	TRUE	calculator
5KyXjukBwjkH48zC4	English	yellow_flower	1	feedback	scene1	"NA"	"NA"	"NA"	"NA"	1	NA	10	yellow flower	yellow flower		yellow_flower	1	"c(""C"", ""N"")"		TRUE	FALSE	TRUE	FALSE	FALSE	flower
5KyXjukBwjkH48zC4	English	orange_knife	1	feedback	scene4	"NA"	"NA"	"NA"	"NA"	1	NA	11	orange knife	orange knife		orange_knife	1	"c(""C"", ""N"")"		TRUE	FALSE	TRUE	FALSE	TRUE	knife
5KyXjukBwjkH48zC4	English	white_dress	1	feedback	scene3	"NA"	"NA"	"NA"	"NA"	1	NA	12	dress	dress		white_dress	1	N		FALSE	FALSE	TRUE	FALSE	FALSE	dress
5KyXjukBwjkH48zC4	English	black_drum	1	feedback	scene1	"NA"	"NA"	"NA"	"NA"	1	NA	13	black drum	black drum		black_drum	1	"c(""C"", ""N"")"		TRUE	FALSE	TRUE	FALSE	TRUE	drum
5KyXjukBwjkH48zC4	English	green_robot	1	feedback	scene4	"NA"	"NA"	"NA"	"NA"	1	NA	14	green robot	green robot		green_robot	1	"c(""C"", ""N"")"		TRUE	FALSE	TRUE	FALSE	FALSE	robot
5KyXjukBwjkH48zC4	English	black_slipper	1	feedback	scene2	"NA"	"NA"	"NA"	"NA"	1	NA	15	shoe	shoe		black_slipper	1			FALSE	FALSE	FALSE	FALSE	FALSE	slipper
5KyXjukBwjkH48zC4	English	orange_hammer	1	feedback	scene2	"NA"	"NA"	"NA"	"NA"	1	NA	16	hammer	hammer		orange_hammer	1	N		FALSE	FALSE	TRUE	FALSE	TRUE	hammer
5KyXjukBwjkH48zC4	English	red_balloon	1	feedback	scene2	"NA"	"NA"	"NA"	"NA"	1	NA	18	balloon	balloon		red_balloon	1	N		FALSE	FALSE	TRUE	FALSE	TRUE	balloon
5KyXjukBwjkH48zC4	English	yellow_bed	1	feedback	scene1	"NA"	"NA"	"NA"	"NA"	1	NA	19	yellow bed	yellow bed		yellow_bed	1	"c(""C"", ""N"")"		TRUE	FALSE	TRUE	FALSE	FALSE	bed
5KyXjukBwjkH48zC4	English	white_scarf	1	feedback	scene3	"NA"	"NA"	"NA"	"NA"	1	NA	20	scarf	scarf		white_scarf	1	N		FALSE	FALSE	TRUE	FALSE	TRUE	scarf
5KyXjukBwjkH48zC4	English	black_lock	1	feedback	scene3	"NA"	"NA"	"NA"	"NA"	1	NA	21	lock	lock		black_lock	1	N		FALSE	FALSE	TRUE	FALSE	FALSE	lock
