gameId	language	stage	condition	imageType	listenerSelection	roundNumber	itemID	directorAllMessages	directorFirstMessage	guesserAllMessages	nameClickedObj	distractorOne	distractorTwo	distractorThree	distractorFour	distractorFive	directorViewOrdered	guesserViewOrdered	correct	words	sep	colorMentioned	sizeMentioned	typeMentioned	oneMentioned	theMentioned
hKrHZbavxiMxqk73Z	English_32	feedback	size_basic_filler_3_m	NA	1	11	lipstick_bonbon	small purple candy	small purple candy		small_purple_bonbon	big_green_bonbon	big_purple_bonbon	small_green_lipstick	NA	NA	big_green_bonbon,small_green_lipstick,big_purple_bonbon,small_purple_bonbon	small_green_lipstick,big_purple_bonbon,big_green_bonbon,small_purple_bonbon	1	"c(""S"", ""C"", ""N"")"		TRUE	TRUE	TRUE	TRUE	TRUE
hKrHZbavxiMxqk73Z	English_32	feedback	color_basic_filler_3_m	NA	1	12	butterfly_comb	small blue comb	small blue comb		small_blue_comb	big_yellow_comb	small_yellow_comb	big_blue_butterfly	NA	NA	big_blue_butterfly,small_yellow_comb,big_yellow_comb,small_blue_comb	big_blue_butterfly,big_yellow_comb,small_yellow_comb,small_blue_comb	1	"c(""S"", ""C"", ""N"")"		TRUE	TRUE	TRUE	TRUE	TRUE
hKrHZbavxiMxqk73Z	English_32	feedback	size_same_diff_m	NA	1	13	present_bike	big yellow bike	big yellow bike		big_yellow_bike	big_red_bike	small_yellow_present	small_red_bike	small_red_bike	small_red_bike	big_red_bike,small_red_bike,small_red_bike,small_yellow_present,big_yellow_bike,small_red_bike	small_red_bike,small_red_bike,big_red_bike,big_yellow_bike,small_red_bike,small_yellow_present	1	"c(""S"", ""C"", ""N"")"		TRUE	TRUE	TRUE	TRUE	FALSE
hKrHZbavxiMxqk73Z	English_32	feedback	color_basic_filler_1_f	NA	1	14	tie_tent	small orange tent	small orange tent		small_orange_tent	big_orange_tent	big_black_tie	small_black_tent	NA	NA	big_orange_tent,small_black_tent,small_orange_tent,big_black_tie	big_black_tie,big_orange_tent,small_black_tent,small_orange_tent	1	"c(""S"", ""C"", ""N"")"		TRUE	TRUE	TRUE	TRUE	TRUE
hKrHZbavxiMxqk73Z	English_32	feedback	color_diff_same_m	NA	1	15	piano_robot	big black robot	big black robot		big_black_robot	small_black_robot	big_purple_piano	small_purple_robot	small_black_piano	small_black_piano	small_black_piano,small_black_piano,big_black_robot,small_purple_robot,big_purple_piano,small_black_robot	small_black_piano,small_black_piano,big_black_robot,small_black_robot,big_purple_piano,small_purple_robot	1	"c(""S"", ""C"", ""N"")"		TRUE	TRUE	TRUE	TRUE	TRUE
hKrHZbavxiMxqk73Z	English_32	feedback	color_basic_target_f	NA	1	16	mug_chair	small white chair	small white chair		small_white_chair	big_white_chair	small_red_mug	big_red_chair	NA	NA	small_white_chair,small_red_mug,big_white_chair,big_red_chair	small_red_mug,small_white_chair,big_white_chair,big_red_chair	1	"c(""S"", ""C"", ""N"")"		TRUE	TRUE	TRUE	TRUE	TRUE
hKrHZbavxiMxqk73Z	English_32	feedback	color_same_diff_m	NA	1	17	calendar_die	big black die	big black die		big_black_die	small_black_die	big_purple_calendar	small_purple_die	small_purple_die	small_purple_die	small_purple_die,small_black_die,small_purple_die,big_purple_calendar,small_purple_die,big_black_die	big_purple_calendar,small_purple_die,small_purple_die,big_black_die,small_purple_die,small_black_die	1	"c(""S"", ""C"", ""N"")"		TRUE	TRUE	TRUE	TRUE	TRUE
hKrHZbavxiMxqk73Z	English_32	feedback	size_diff_same_m	NA	1	18	shell_screwdriver	big black screwdriver	big black screwdriver		big_black_screwdriver	big_orange_screwdriver	small_black_shell	small_orange_screwdriver	big_orange_shell	big_orange_shell	small_black_shell,big_orange_screwdriver,big_black_screwdriver,small_orange_screwdriver,big_orange_shell,big_orange_shell	small_orange_screwdriver,big_black_screwdriver,big_orange_screwdriver,small_black_shell,big_orange_shell,big_orange_shell	1	"c(""S"", ""C"", ""N"")"		TRUE	TRUE	TRUE	TRUE	TRUE
hKrHZbavxiMxqk73Z	English_32	feedback	size_diff_diff_f	NA	1	19	ruler_lamp	small yeloow lamp	small yellow lamp		small_yellow_lamp	small_white_lamp	big_yellow_ruler	big_white_lamp	big_white_ruler	big_white_ruler	big_white_ruler,small_yellow_lamp,big_white_ruler,big_white_lamp,big_yellow_ruler,small_white_lamp	big_yellow_ruler,small_white_lamp,big_white_lamp,small_yellow_lamp,big_white_ruler,big_white_ruler	1	"c(""S"", ""C"", ""N"")"		TRUE	TRUE	TRUE	TRUE	TRUE
hKrHZbavxiMxqk73Z	English_32	feedback	size_diff_same_f	NA	1	20	belt_clock	small white clock	small white clock		small_white_clock	small_yellow_clock	big_white_belt	big_yellow_clock	small_yellow_belt	small_yellow_belt	small_yellow_clock,small_yellow_belt,small_yellow_belt,big_yellow_clock,small_white_clock,big_white_belt	small_yellow_belt,small_white_clock,small_yellow_belt,big_yellow_clock,big_white_belt,small_yellow_clock	1	"c(""S"", ""C"", ""N"")"		TRUE	TRUE	TRUE	TRUE	TRUE
hKrHZbavxiMxqk73Z	English_32	feedback	size_same_same_m	NA	1	21	phone_cushion	big yellow pillow	big yellow pillow		big_yellow_cushion	big_white_cushion	small_yellow_phone	small_white_cushion	big_white_cushion	big_white_cushion	big_white_cushion,small_white_cushion,big_white_cushion,small_yellow_phone,big_white_cushion,big_yellow_cushion	big_yellow_cushion,small_yellow_phone,big_white_cushion,big_white_cushion,big_white_cushion,small_white_cushion	1	"c(""S"", ""C"", ""N"")"		TRUE	TRUE	TRUE	TRUE	FALSE
hKrHZbavxiMxqk73Z	English_32	feedback	size_basic_filler_2_f	NA	1	22	candle_calculator	big blue calculator	big blue calculator		big_blue_calculator	small_blue_candle	small_white_candle	big_white_candle	NA	NA	small_white_candle,big_white_candle,big_blue_calculator,small_blue_candle	big_blue_calculator,small_blue_candle,big_white_candle,small_white_candle	1	"c(""S"", ""C"", ""N"")"		TRUE	TRUE	TRUE	TRUE	TRUE
hKrHZbavxiMxqk73Z	English_32	feedback	size_basic_filler_1_f	NA	1	23	cap_stapler	big yellow stapler	big yellow stapler		big_yellow_stapler	big_blue_stapler	small_blue_cap	small_yellow_stapler	NA	NA	big_blue_stapler,small_yellow_stapler,small_blue_cap,big_yellow_stapler	small_yellow_stapler,big_blue_stapler,big_yellow_stapler,small_blue_cap	1	"c(""S"", ""C"", ""N"")"		TRUE	TRUE	TRUE	TRUE	TRUE
hKrHZbavxiMxqk73Z	English_32	feedback	color_same_same_f	NA	1	24	crown_flower	small yellow flower	small yellow flower		small_yellow_flower	big_yellow_flower	small_white_crown	big_white_flower	big_yellow_flower	big_yellow_flower	big_white_flower,big_yellow_flower,small_yellow_flower,big_yellow_flower,big_yellow_flower,small_white_crown	small_yellow_flower,big_yellow_flower,big_yellow_flower,big_white_flower,small_white_crown,big_yellow_flower	1	"c(""S"", ""C"", ""N"")"		TRUE	TRUE	TRUE	TRUE	TRUE
hKrHZbavxiMxqk73Z	English_32	feedback	size_same_diff_f	NA	1	25	ladle_shovel	small black shovel	small black shovel		small_black_shovel	small_purple_shovel	big_black_ladle	big_purple_shovel	big_purple_shovel	big_purple_shovel	big_purple_shovel,big_purple_shovel,big_purple_shovel,small_black_shovel,big_black_ladle,small_purple_shovel	small_black_shovel,big_purple_shovel,big_black_ladle,big_purple_shovel,small_purple_shovel,big_purple_shovel	1	"c(""S"", ""C"", ""N"")"		TRUE	TRUE	TRUE	TRUE	TRUE
hKrHZbavxiMxqk73Z	English_32	feedback	color_same_same_m	NA	1	26	knife_razor	big ornge razor	big orange razor		big_orange_razor	small_orange_razor	big_green_knife	small_green_razor	small_orange_razor	small_orange_razor	big_orange_razor,big_green_knife,small_green_razor,small_orange_razor,small_orange_razor,small_orange_razor	small_orange_razor,big_orange_razor,small_orange_razor,big_green_knife,small_orange_razor,small_green_razor	1	"c(""S"", ""C"", ""N"")"		TRUE	TRUE	TRUE	TRUE	TRUE
hKrHZbavxiMxqk73Z	English_32	feedback	size_basic_filler_2_m	NA	1	27	airplane_truck	big orange truck	big orange truck		big_orange_truck	small_orange_airplane	small_black_airplane	big_black_airplane	NA	NA	big_orange_truck,small_black_airplane,small_orange_airplane,big_black_airplane	small_black_airplane,big_black_airplane,small_orange_airplane,big_orange_truck	1	"c(""S"", ""C"", ""N"")"		TRUE	TRUE	TRUE	TRUE	TRUE
hKrHZbavxiMxqk73Z	English_32	feedback	size_same_same_f	NA	1	28	door_ring	small blue ring	small blue ring		small_blue_ring	small_yellow_ring	big_blue_door	big_yellow_ring	small_yellow_ring	small_yellow_ring	small_yellow_ring,small_blue_ring,big_blue_door,big_yellow_ring,small_yellow_ring,small_yellow_ring	big_yellow_ring,small_yellow_ring,small_yellow_ring,big_blue_door,small_blue_ring,small_yellow_ring	1	"c(""S"", ""C"", ""N"")"		TRUE	TRUE	TRUE	TRUE	TRUE
hKrHZbavxiMxqk73Z	English_32	feedback	color_basic_target_m	NA	1	29	hammer_whistle	small black whistle	small black whistle		small_black_whistle	big_black_whistle	small_orange_hammer	big_orange_whistle	NA	NA	big_black_whistle,big_orange_whistle,small_orange_hammer,small_black_whistle	big_orange_whistle,big_black_whistle,small_black_whistle,small_orange_hammer	1	"c(""S"", ""C"", ""N"")"		TRUE	TRUE	TRUE	TRUE	TRUE
hKrHZbavxiMxqk73Z	English_32	feedback	color_basic_filler_1_m	NA	1	30	bucket_mask	small white mask	small white mask		small_white_mask	big_white_mask	big_red_bucket	small_red_mask	NA	NA	small_white_mask,big_red_bucket,big_white_mask,small_red_mask	big_white_mask,small_red_mask,big_red_bucket,small_white_mask	1	"c(""S"", ""C"", ""N"")"		TRUE	TRUE	TRUE	TRUE	TRUE
hKrHZbavxiMxqk73Z	English_32	feedback	color_basic_filler_2_f	NA	1	31	guitar_dress	small blue dress	small blue dress		small_blue_dress	small_yellow_guitar	big_yellow_guitar	big_blue_guitar	NA	NA	big_blue_guitar,small_yellow_guitar,big_yellow_guitar,small_blue_dress	big_yellow_guitar,small_blue_dress,big_blue_guitar,small_yellow_guitar	1	"c(""S"", ""C"", ""N"")"		TRUE	TRUE	TRUE	TRUE	TRUE
hKrHZbavxiMxqk73Z	English_32	feedback	color_basic_filler_3_f	NA	1	32	napkin_billiardball	you did great! small red ball	small red ball		small_red_billiardball	big_yellow_billiardball	small_yellow_billiardball	big_red_napkin	NA	NA	small_yellow_billiardball,small_red_billiardball,big_yellow_billiardball,big_red_napkin	big_red_napkin,big_yellow_billiardball,small_red_billiardball,small_yellow_billiardball	1	"c(""S"", ""C"", ""N"")"		TRUE	TRUE	TRUE	TRUE	TRUE
FDM5oyhMKCeSHTfZt	English_32	feedback	color_same_same_f	NA	1	1	pan_candle	it's the smallest white candle.	the smallest white candle		small_white_candle	big_white_candle	small_blue_pan	big_blue_candle	big_white_candle	big_white_candle	big_white_candle,big_blue_candle,big_white_candle,small_white_candle,small_blue_pan,big_white_candle	big_white_candle,small_blue_pan,big_blue_candle,big_white_candle,big_white_candle,small_white_candle	1	"c(""A"", ""S"", ""C"", ""N"")"		TRUE	TRUE	TRUE	TRUE	TRUE
FDM5oyhMKCeSHTfZt	English_32	feedback	size_diff_same_m	NA	1	2	balloon_switch	it's the blue light switch.	the blue switch		big_blue_switch	big_white_switch	small_blue_balloon	small_white_switch	big_white_balloon	big_white_balloon	big_white_switch,big_white_balloon,big_white_balloon,small_white_switch,big_blue_switch,small_blue_balloon	big_white_balloon,big_white_balloon,small_white_switch,big_blue_switch,big_white_switch,small_blue_balloon	1	"c(""A"", ""C"", ""N"")"		TRUE	FALSE	TRUE	TRUE	TRUE
FDM5oyhMKCeSHTfZt	English_32	feedback	color_same_diff_f	NA	1	3	clock_door	it's the smaller yellow door.	the smaller yellow door		small_yellow_door	big_yellow_door	small_white_clock	big_white_door	big_white_door	big_white_door	big_white_door,big_white_door,big_white_door,small_yellow_door,big_yellow_door,small_white_clock	big_white_door,big_white_door,big_white_door,big_yellow_door,small_white_clock,small_yellow_door	1	"c(""A"", ""S"", ""C"", ""N"")"		TRUE	TRUE	TRUE	TRUE	TRUE
FDM5oyhMKCeSHTfZt	English_32	feedback	size_diff_diff_f	NA	1	4	mug_scarf	it's the small red scarf.	the small red scarf		small_red_scarf	small_blue_scarf	big_red_mug	big_blue_scarf	big_blue_mug	big_blue_mug	big_red_mug,small_blue_scarf,big_blue_mug,big_blue_mug,big_blue_scarf,small_red_scarf	big_red_mug,big_blue_scarf,small_red_scarf,big_blue_mug,small_blue_scarf,big_blue_mug	1	"c(""A"", ""S"", ""C"", ""N"")"		TRUE	TRUE	TRUE	TRUE	TRUE
FDM5oyhMKCeSHTfZt	English_32	feedback	size_diff_diff_m	NA	1	5	armchair_bucket	it's the blue bucket.	the blue bucket		big_blue_bucket	big_red_bucket	small_blue_armchair	small_red_bucket	small_red_armchair	small_red_armchair	small_red_bucket,big_blue_bucket,big_red_bucket,small_red_armchair,small_red_armchair,small_blue_armchair	small_red_armchair,big_red_bucket,small_blue_armchair,small_red_armchair,big_blue_bucket,small_red_bucket	1	"c(""A"", ""C"", ""N"")"		TRUE	FALSE	TRUE	TRUE	TRUE
FDM5oyhMKCeSHTfZt	English_32	feedback	size_same_diff_m	NA	1	6	truck_lock	it's the black bag.	the black bag		big_black_lock	big_purple_lock	small_black_truck	small_purple_lock	small_purple_lock	small_purple_lock	small_black_truck,small_purple_lock,small_purple_lock,small_purple_lock,big_purple_lock,big_black_lock	big_purple_lock,small_purple_lock,small_black_truck,big_black_lock,small_purple_lock,small_purple_lock	1	"c(""A"", ""C"", ""N"")"		TRUE	FALSE	TRUE	TRUE	TRUE
FDM5oyhMKCeSHTfZt	English_32	feedback	color_basic_target_f	NA	1	7	crown_mouse	smaller white mouse	smaller white mouse		small_white_mouse	big_white_mouse	small_blue_crown	big_blue_mouse	NA	NA	small_white_mouse,big_white_mouse,big_blue_mouse,small_blue_crown	small_blue_crown,big_blue_mouse,big_white_mouse,small_white_mouse	1	"c(""S"", ""C"", ""N"")"		TRUE	TRUE	TRUE	TRUE	TRUE
FDM5oyhMKCeSHTfZt	English_32	feedback	color_basic_filler_2_m	NA	1	8	phone_coathanger	hanger	hanger		small_red_coathanger	small_white_phone	big_white_phone	big_red_phone	NA	NA	small_white_phone,small_red_coathanger,big_white_phone,big_red_phone	big_red_phone,small_white_phone,small_red_coathanger,big_white_phone	1	N		FALSE	FALSE	TRUE	TRUE	TRUE
FDM5oyhMKCeSHTfZt	English_32	feedback	color_diff_same_f	NA	1	9	sock_fork	smaller orange fork	smaller orange fork		small_orange_fork	big_orange_fork	small_green_sock	big_green_fork	big_orange_sock	big_orange_sock	big_green_fork,small_orange_fork,big_orange_fork,big_orange_sock,small_green_sock,big_orange_sock	big_orange_sock,big_green_fork,big_orange_fork,small_green_sock,big_orange_sock,small_orange_fork	1	"c(""S"", ""C"", ""N"")"		TRUE	TRUE	TRUE	TRUE	TRUE
FDM5oyhMKCeSHTfZt	English_32	feedback	size_same_same_m	NA	1	10	pencil_bike	red bike	red bike		big_red_bike	big_yellow_bike	small_red_pencil	small_yellow_bike	big_yellow_bike	big_yellow_bike	big_red_bike,small_red_pencil,small_yellow_bike,big_yellow_bike,big_yellow_bike,big_yellow_bike	big_red_bike,small_red_pencil,big_yellow_bike,small_yellow_bike,big_yellow_bike,big_yellow_bike	1	"c(""C"", ""N"")"		TRUE	FALSE	TRUE	TRUE	FALSE
FDM5oyhMKCeSHTfZt	English_32	feedback	color_basic_filler_3_f	NA	1	11	tie_shovel	orange shovel	orange shovel		small_orange_shovel	big_black_shovel	small_black_shovel	big_orange_tie	NA	NA	big_orange_tie,big_black_shovel,small_orange_shovel,small_black_shovel	big_black_shovel,small_black_shovel,small_orange_shovel,big_orange_tie	1	"c(""C"", ""N"")"		TRUE	FALSE	TRUE	TRUE	TRUE
FDM5oyhMKCeSHTfZt	English_32	feedback	color_diff_diff_m	NA	1	12	microscope_cake	bigger purple cake	bigger purple cake		big_purple_cake	small_purple_cake	big_black_microscope	small_black_cake	small_black_microscope	small_black_microscope	small_black_microscope,small_purple_cake,big_black_microscope,small_black_microscope,big_purple_cake,small_black_cake	small_purple_cake,small_black_microscope,big_black_microscope,big_purple_cake,small_black_microscope,small_black_cake	1	"c(""S"", ""C"", ""N"")"		TRUE	TRUE	TRUE	TRUE	TRUE
FDM5oyhMKCeSHTfZt	English_32	feedback	color_diff_diff_f	NA	1	13	ornament_belt	smaller white strap	smaller white strap		small_white_belt	big_white_belt	small_red_ornament	big_red_belt	big_red_ornament	big_red_ornament	big_red_ornament,big_red_belt,small_red_ornament,big_white_belt,small_white_belt,big_red_ornament	small_red_ornament,big_white_belt,big_red_ornament,big_red_belt,small_white_belt,big_red_ornament	1	"c(""S"", ""C"", ""N"")"		TRUE	TRUE	TRUE	TRUE	TRUE
FDM5oyhMKCeSHTfZt	English_32	feedback	size_basic_filler_1_f	NA	1	14	billiardball_ruler	bigger red ruler	bigger red ruler		big_red_ruler	big_blue_ruler	small_blue_billiardball	small_red_ruler	NA	NA	small_red_ruler,big_red_ruler,small_blue_billiardball,big_blue_ruler	small_blue_billiardball,small_red_ruler,big_red_ruler,big_blue_ruler	1	"c(""S"", ""C"", ""N"")"		TRUE	TRUE	TRUE	TRUE	FALSE
FDM5oyhMKCeSHTfZt	English_32	feedback	size_basic_target_f	NA	1	15	magnifyingglass_key	red key	red key		small_red_key	small_yellow_key	big_red_magnifyingglass	big_yellow_key	NA	NA	big_red_magnifyingglass,small_red_key,big_yellow_key,small_yellow_key	small_red_key,small_yellow_key,big_yellow_key,big_red_magnifyingglass	1	"c(""C"", ""N"")"		TRUE	FALSE	TRUE	TRUE	FALSE
FDM5oyhMKCeSHTfZt	English_32	feedback	color_basic_filler_1_f	NA	1	16	chair_napkin	small yellow towel	small yellow towel		small_yellow_napkin	big_yellow_napkin	big_blue_chair	small_blue_napkin	NA	NA	small_blue_napkin,big_yellow_napkin,small_yellow_napkin,big_blue_chair	small_blue_napkin,big_yellow_napkin,small_yellow_napkin,big_blue_chair	1	"c(""S"", ""C"", ""N"")"		TRUE	TRUE	TRUE	TRUE	TRUE
FDM5oyhMKCeSHTfZt	English_32	feedback	size_basic_filler_3_m	NA	1	17	airplane_calendar	smaller black calendar	smaller black calendar		small_black_calendar	big_purple_calendar	big_black_calendar	small_purple_airplane	NA	NA	big_black_calendar,small_purple_airplane,big_purple_calendar,small_black_calendar	small_purple_airplane,big_purple_calendar,big_black_calendar,small_black_calendar	1	"c(""S"", ""C"", ""N"")"		TRUE	TRUE	TRUE	TRUE	TRUE
FDM5oyhMKCeSHTfZt	English_32	feedback	size_basic_filler_2_m	NA	1	18	butterfly_rug	blue fabric	blue fabric		big_blue_rug	small_blue_butterfly	small_red_butterfly	big_red_butterfly	NA	NA	big_blue_rug,small_blue_butterfly,small_red_butterfly,big_red_butterfly	small_red_butterfly,big_blue_rug,big_red_butterfly,small_blue_butterfly	1	"c(""C"", ""N"")"		TRUE	FALSE	TRUE	TRUE	TRUE
FDM5oyhMKCeSHTfZt	English_32	feedback	color_basic_filler_2_f	NA	1	19	ladle_tent	purple tent	purple tent		small_purple_tent	small_green_ladle	big_green_ladle	big_purple_ladle	NA	NA	small_green_ladle,big_green_ladle,small_purple_tent,big_purple_ladle	big_green_ladle,small_green_ladle,big_purple_ladle,small_purple_tent	1	"c(""C"", ""N"")"		TRUE	FALSE	TRUE	TRUE	FALSE
FDM5oyhMKCeSHTfZt	English_32	feedback	size_basic_filler_1_m	NA	1	20	present_comb	bigger red comb	bigger red comb		big_red_comb	big_blue_comb	small_blue_present	small_red_comb	NA	NA	big_blue_comb,big_red_comb,small_blue_present,small_red_comb	small_blue_present,big_red_comb,small_red_comb,big_blue_comb	1	"c(""S"", ""C"", ""N"")"		TRUE	TRUE	TRUE	TRUE	FALSE
FDM5oyhMKCeSHTfZt	English_32	feedback	size_same_diff_f	NA	1	21	cap_lamp	small white lamp	small white lamp		small_white_lamp	small_yellow_lamp	big_white_cap	big_yellow_lamp	big_yellow_lamp	big_yellow_lamp	big_yellow_lamp,big_yellow_lamp,big_yellow_lamp,small_white_lamp,small_yellow_lamp,big_white_cap	small_yellow_lamp,big_yellow_lamp,big_white_cap,big_yellow_lamp,small_white_lamp,big_yellow_lamp	1	"c(""S"", ""C"", ""N"")"		TRUE	TRUE	TRUE	TRUE	TRUE
FDM5oyhMKCeSHTfZt	English_32	feedback	color_same_same_m	NA	1	22	razor_bonbon	biggest purple candy	biggest purple candy		big_purple_bonbon	small_purple_bonbon	big_black_razor	small_black_bonbon	small_purple_bonbon	small_purple_bonbon	big_purple_bonbon,small_black_bonbon,small_purple_bonbon,big_black_razor,small_purple_bonbon,small_purple_bonbon	small_purple_bonbon,small_purple_bonbon,small_black_bonbon,big_black_razor,small_purple_bonbon,big_purple_bonbon	1	"c(""S"", ""C"", ""N"")"		TRUE	TRUE	TRUE	TRUE	TRUE
FDM5oyhMKCeSHTfZt	English_32	feedback	color_basic_filler_3_m	NA	1	23	mask_bed	yellow bed	yellow bed		small_yellow_bed	big_red_bed	small_red_bed	big_yellow_mask	NA	NA	big_yellow_mask,small_red_bed,small_yellow_bed,big_red_bed	big_red_bed,big_yellow_mask,small_yellow_bed,small_red_bed	1	"c(""C"", ""N"")"		TRUE	FALSE	TRUE	TRUE	FALSE
FDM5oyhMKCeSHTfZt	English_32	feedback	size_diff_same_f	NA	1	24	dress_guitar	red guitar	red guitar		small_red_guitar	small_yellow_guitar	big_red_dress	big_yellow_guitar	small_yellow_dress	small_yellow_dress	small_yellow_dress,small_yellow_guitar,small_red_guitar,big_red_dress,big_yellow_guitar,small_yellow_dress	small_yellow_dress,small_red_guitar,big_red_dress,small_yellow_dress,small_yellow_guitar,big_yellow_guitar	1	"c(""C"", ""N"")"		TRUE	FALSE	TRUE	TRUE	TRUE
FDM5oyhMKCeSHTfZt	English_32	feedback	size_basic_filler_2_f	NA	1	25	flower_stapler	red stapler	red stapler		big_red_stapler	small_red_flower	small_white_flower	big_white_flower	NA	NA	big_red_stapler,small_red_flower,small_white_flower,big_white_flower	big_red_stapler,big_white_flower,small_red_flower,small_white_flower	1	"c(""C"", ""N"")"		TRUE	FALSE	TRUE	TRUE	TRUE
