gameId	language	stage	condition	alt1BasicLevel	alt1SuperLevel	alt2BasicLevel	alt2SuperLevel	listenerSelection	roundNumber	directorAllMessages	directorFirstMessage	guesserAllMessages	nameClickedObj	correct	words	sep	colorMentioned	sizeMentioned	typeMentioned	oneMentioned	theMentioned	gender	clickedType	clickedColor	target	noun_mentioned	color_mentioned
CkeeDJQs3b24kcEJ5	English	feedback	scene3	NA	NA	NA	NA	1	19	guitar	guitar	NA	yellow_guitar	1	N	NA	FALSE	FALSE	TRUE	FALSE	FALSE	NA	guitar	yellow	guitar	1	0
CkeeDJQs3b24kcEJ5	English	feedback	scene2	NA	NA	NA	NA	1	20	robot	robot	NA	green_robot	1	N	NA	FALSE	FALSE	TRUE	FALSE	FALSE	NA	robot	green	robot	1	0
CkeeDJQs3b24kcEJ5	English	feedback	scene4	NA	NA	NA	NA	1	21	orange shell	orange shell	NA	orange_shell	1	CN	NA	TRUE	FALSE	TRUE	FALSE	FALSE	NA	shell	orange	shell	1	1
CkeeDJQs3b24kcEJ5	English	feedback	scene1	NA	NA	NA	NA	1	23	black suitcase	black suitcase	NA	black_luggage	1	CN	NA	TRUE	FALSE	TRUE	FALSE	FALSE	NA	luggage	black	luggage	1	1
CkeeDJQs3b24kcEJ5	English	feedback	scene2	NA	NA	NA	NA	1	27	knife	knife	NA	orange_knife	1	N	NA	FALSE	FALSE	TRUE	FALSE	FALSE	NA	knife	orange	knife	1	0
CkeeDJQs3b24kcEJ5	English	feedback	scene1	NA	NA	NA	NA	1	28	blue calculator	blue calculator	NA	blue_calculator	1	CN	NA	TRUE	FALSE	TRUE	FALSE	FALSE	NA	calculator	blue	calculator	1	1
CkeeDJQs3b24kcEJ5	English	feedback	scene2	NA	NA	NA	NA	1	29	dice	dice	NA	orange_die	1	N	NA	FALSE	FALSE	TRUE	FALSE	FALSE	NA	die	orange	die	1	0
CkeeDJQs3b24kcEJ5	English	feedback	scene3	NA	NA	NA	NA	1	30	flower	flower	NA	red_flower	1	N	NA	FALSE	FALSE	TRUE	FALSE	FALSE	NA	flower	red	flower	1	0
CkeeDJQs3b24kcEJ5	English	feedback	scene1	NA	NA	NA	NA	1	31	white scarf	white scarf	NA	white_scarf	1	CN	NA	TRUE	FALSE	TRUE	FALSE	FALSE	NA	scarf	white	scarf	1	1
CkeeDJQs3b24kcEJ5	English	feedback	scene3	NA	NA	NA	NA	1	33	drum	drum	NA	orange_drum	1	N	NA	FALSE	FALSE	TRUE	FALSE	FALSE	NA	drum	orange	drum	1	0
CkeeDJQs3b24kcEJ5	English	feedback	scene4	NA	NA	NA	NA	1	36	black lorry	black lorry	NA	black_truck	1	CN	NA	TRUE	FALSE	TRUE	FALSE	FALSE	NA	truck	black	truck	1	1
CkeeDJQs3b24kcEJ5	English	feedback	scene2	NA	NA	NA	NA	1	37	green fish	green fish	NA	green_fish	1	CN	NA	TRUE	FALSE	TRUE	FALSE	FALSE	NA	fish	green	fish	1	1
CkeeDJQs3b24kcEJ5	English	feedback	scene4	NA	NA	NA	NA	1	38	purple calendar	purple calendar	NA	purple_calendar	1	CN	NA	TRUE	FALSE	TRUE	FALSE	FALSE	NA	calendar	purple	calendar	1	1
CkeeDJQs3b24kcEJ5	English	feedback	scene1	NA	NA	NA	NA	1	44	purple padlock	purple padlock	NA	purple_lock	1	CN	NA	TRUE	FALSE	TRUE	FALSE	FALSE	NA	lock	purple	lock	1	1
CkeeDJQs3b24kcEJ5	English	feedback	scene4	NA	NA	NA	NA	1	45	blue fence	blue fence	NA	blue_fence	1	CN	NA	TRUE	FALSE	TRUE	FALSE	FALSE	NA	fence	blue	fence	1	1
CkeeDJQs3b24kcEJ5	English	feedback	scene1	NA	NA	NA	NA	1	47	red belt	red belt	NA	red_belt	1	CN	NA	TRUE	FALSE	TRUE	FALSE	FALSE	NA	belt	red	belt	1	1
CkeeDJQs3b24kcEJ5	English	feedback	scene4	NA	NA	NA	NA	1	48	purple sock	purple sock	NA	purple_sock	1	CN	NA	TRUE	FALSE	TRUE	FALSE	FALSE	NA	sock	purple	sock	1	1
CkeeDJQs3b24kcEJ5	English	feedback	scene1	NA	NA	NA	NA	1	49	green fork	green fork	NA	green_fork	1	CN	NA	TRUE	FALSE	TRUE	FALSE	FALSE	NA	fork	green	fork	1	1
CkeeDJQs3b24kcEJ5	English	feedback	scene2	NA	NA	NA	NA	1	50	crown	crown	NA	blue_crown	1	N	NA	FALSE	FALSE	TRUE	FALSE	FALSE	NA	crown	blue	crown	1	0
CkeeDJQs3b24kcEJ5	English	feedback	scene3	NA	NA	NA	NA	1	51	wallet	wallet	NA	red_wallet	1	N	NA	FALSE	FALSE	TRUE	FALSE	FALSE	NA	wallet	red	wallet	1	0
CkeeDJQs3b24kcEJ5	English	feedback	scene1	NA	NA	NA	NA	1	52	white candle	white candle	NA	white_candle	1	CN	NA	TRUE	FALSE	TRUE	FALSE	FALSE	NA	candle	white	candle	1	1
CkeeDJQs3b24kcEJ5	English	feedback	scene3	NA	NA	NA	NA	1	54	necklace	necklace	NA	green_necklace	1	N	NA	FALSE	FALSE	TRUE	FALSE	FALSE	NA	necklace	green	necklace	1	0
CkeeDJQs3b24kcEJ5	English	feedback	scene4	NA	NA	NA	NA	1	55	blue butterfly	blue butterfly	NA	blue_butterfly	1	CN	NA	TRUE	FALSE	TRUE	FALSE	FALSE	NA	butterfly	blue	butterfly	1	1
CkeeDJQs3b24kcEJ5	English	feedback	scene3	NA	NA	NA	NA	1	56	microscope	microscope	NA	green_microscope	1	N	NA	FALSE	FALSE	TRUE	FALSE	FALSE	NA	microscope	green	microscope	1	0
CkeeDJQs3b24kcEJ5	English	feedback	scene4	NA	NA	NA	NA	1	57	white iron	white iron	NA	white_iron	1	CN	NA	TRUE	FALSE	TRUE	FALSE	FALSE	NA	iron	white	iron	1	1
CkeeDJQs3b24kcEJ5	English	feedback	scene4	NA	NA	NA	NA	1	58	black bowl	black bowl	NA	black_bowl	1	CN	NA	TRUE	FALSE	TRUE	FALSE	FALSE	NA	bowl	black	bowl	1	1
CkeeDJQs3b24kcEJ5	English	feedback	scene2	NA	NA	NA	NA	1	59	cushion	cushion	NA	red_cushion	1	N	NA	FALSE	FALSE	TRUE	FALSE	FALSE	NA	cushion	red	cushion	1	0
CkeeDJQs3b24kcEJ5	English	feedback	scene4	NA	NA	NA	NA	1	60	yellow balloon	yellow balloon	NA	yellow_balloon	1	CN	NA	TRUE	FALSE	TRUE	FALSE	FALSE	NA	balloon	yellow	balloon	1	1
CkeeDJQs3b24kcEJ5	English	feedback	scene1	NA	NA	NA	NA	1	61	yellow book	yellow book	NA	yellow_book	1	CN	NA	TRUE	FALSE	TRUE	FALSE	FALSE	NA	book	yellow	book	1	1
CkeeDJQs3b24kcEJ5	English	feedback	scene3	NA	NA	NA	NA	1	62	binoculars	binoculars	NA	purple_binoculars	1	N	NA	FALSE	FALSE	TRUE	FALSE	FALSE	NA	binoculars	purple	binoculars	1	0
CkeeDJQs3b24kcEJ5	English	feedback	scene4	NA	NA	NA	NA	1	63	blue chair	blue chair	NA	blue_chair	1	CN	NA	TRUE	FALSE	TRUE	FALSE	FALSE	NA	chair	blue	chair	1	1
CkeeDJQs3b24kcEJ5	English	feedback	scene1	NA	NA	NA	NA	1	64	purple tie	purple tie	NA	purple_tie	1	CN	NA	TRUE	FALSE	TRUE	FALSE	FALSE	NA	tie	purple	tie	1	1
CkeeDJQs3b24kcEJ5	English	feedback	scene1	NA	NA	NA	NA	1	65	blue pencil	blue pencil	NA	blue_pencil	1	CN	NA	TRUE	FALSE	TRUE	FALSE	FALSE	NA	pencil	blue	pencil	1	1
CkeeDJQs3b24kcEJ5	English	feedback	scene3	NA	NA	NA	NA	1	66	mask	mask	NA	yellow_mask	1	N	NA	FALSE	FALSE	TRUE	FALSE	FALSE	NA	mask	yellow	mask	1	0
CkeeDJQs3b24kcEJ5	English	feedback	scene3	NA	NA	NA	NA	1	68	slipper	slipper	NA	green_slipper	1	N	NA	FALSE	FALSE	TRUE	FALSE	FALSE	NA	slipper	green	slipper	1	0
CkeeDJQs3b24kcEJ5	English	feedback	scene1	NA	NA	NA	NA	1	69	green glove	green glove	NA	green_glove	1	CN	NA	TRUE	FALSE	TRUE	FALSE	FALSE	NA	glove	green	glove	1	1
CkeeDJQs3b24kcEJ5	English	feedback	scene3	NA	NA	NA	NA	1	70	bow	bow	NA	black_ribbon	1	N	NA	FALSE	FALSE	TRUE	FALSE	FALSE	NA	ribbon	black	ribbon	1	0
CkeeDJQs3b24kcEJ5	English	feedback	scene1	NA	NA	NA	NA	1	71	purple screwdriver	purple screwdriver	NA	purple_screwdriver	1	CN	NA	TRUE	FALSE	TRUE	FALSE	FALSE	NA	screwdriver	purple	screwdriver	1	1
4WNZ8SEiTnr6nRgtP	English	feedback	scene4	NA	NA	NA	NA	1	9	blue pencil	blue pencil	NA	blue_pencil	1	CN	NA	TRUE	FALSE	TRUE	FALSE	FALSE	NA	pencil	blue	pencil	1	1
4WNZ8SEiTnr6nRgtP	English	feedback	scene4	NA	NA	NA	NA	1	10	green necklace	green necklace	NA	green_necklace	1	CN	NA	TRUE	FALSE	TRUE	FALSE	FALSE	NA	necklace	green	necklace	1	1
4WNZ8SEiTnr6nRgtP	English	feedback	scene4	NA	NA	NA	NA	1	11	black slipper	black slipper	NA	black_slipper	1	CN	NA	TRUE	FALSE	TRUE	FALSE	FALSE	NA	slipper	black	slipper	1	1
4WNZ8SEiTnr6nRgtP	English	feedback	scene3	NA	NA	NA	NA	1	12	microscope	microscope	NA	black_microscope	1	N	NA	FALSE	FALSE	TRUE	FALSE	FALSE	NA	microscope	black	microscope	1	0
4WNZ8SEiTnr6nRgtP	English	feedback	scene1	NA	NA	NA	NA	1	14	red iron	red iron	NA	red_iron	1	CN	NA	TRUE	FALSE	TRUE	FALSE	FALSE	NA	iron	red	iron	1	1
4WNZ8SEiTnr6nRgtP	English	feedback	scene1	NA	NA	NA	NA	1	16	orange basket	orange basket	NA	orange_basket	1	CN	NA	TRUE	FALSE	TRUE	FALSE	FALSE	NA	basket	orange	basket	1	1
4WNZ8SEiTnr6nRgtP	English	feedback	scene4	NA	NA	NA	NA	1	17	white book	white book	NA	white_book	1	CN	NA	TRUE	FALSE	TRUE	FALSE	FALSE	NA	book	white	book	1	1
4WNZ8SEiTnr6nRgtP	English	feedback	scene2	NA	NA	NA	NA	1	18	electric guitar	electric guitar	NA	red_guitar	1	N	NA	FALSE	FALSE	TRUE	FALSE	FALSE	NA	guitar	red	guitar	1	0
4WNZ8SEiTnr6nRgtP	English	feedback	scene4	NA	NA	NA	NA	1	19	blue flower	blue flower	NA	blue_flower	1	CN	NA	TRUE	FALSE	TRUE	FALSE	FALSE	NA	flower	blue	flower	1	1
4WNZ8SEiTnr6nRgtP	English	feedback	scene1	NA	NA	NA	NA	1	20	black lock	black lock	NA	black_lock	1	CN	NA	TRUE	FALSE	TRUE	FALSE	FALSE	NA	lock	black	lock	1	1
4WNZ8SEiTnr6nRgtP	English	feedback	scene4	NA	NA	NA	NA	1	22	green hammer	green hammer	NA	green_hammer	1	CN	NA	TRUE	FALSE	TRUE	FALSE	FALSE	NA	hammer	green	hammer	1	1
4WNZ8SEiTnr6nRgtP	English	feedback	scene2	NA	NA	NA	NA	1	24	red mug	red mug	NA	red_mug	1	CN	NA	TRUE	FALSE	TRUE	FALSE	FALSE	NA	mug	red	mug	1	1
4WNZ8SEiTnr6nRgtP	English	feedback	scene4	NA	NA	NA	NA	1	25	purple calender page	purple calender page	NA	purple_calendar	1	CN	NA	TRUE	FALSE	TRUE	FALSE	FALSE	NA	calendar	purple	calendar	1	1
4WNZ8SEiTnr6nRgtP	English	feedback	scene1	NA	NA	NA	NA	1	26	orange suitcase	orange suitcase	NA	orange_luggage	1	CN	NA	TRUE	FALSE	TRUE	FALSE	FALSE	NA	luggage	orange	luggage	1	1
4WNZ8SEiTnr6nRgtP	English	feedback	scene2	NA	NA	NA	NA	1	27	green fork	green fork	NA	green_fork	1	CN	NA	TRUE	FALSE	TRUE	FALSE	FALSE	NA	fork	green	fork	1	1
4WNZ8SEiTnr6nRgtP	English	feedback	scene2	NA	NA	NA	NA	1	28	purple knife	purple knife	NA	purple_knife	1	CN	NA	TRUE	FALSE	TRUE	FALSE	FALSE	NA	knife	purple	knife	1	1
4WNZ8SEiTnr6nRgtP	English	feedback	scene1	NA	NA	NA	NA	1	29	brown screw driver	brown screw driver	NA	orange_screwdriver	1	CN	NA	TRUE	FALSE	TRUE	FALSE	FALSE	NA	screwdriver	orange	screwdriver	1	1
4WNZ8SEiTnr6nRgtP	English	feedback	scene4	NA	NA	NA	NA	1	30	white candle	white candle	NA	white_candle	1	CN	NA	TRUE	FALSE	TRUE	FALSE	FALSE	NA	candle	white	candle	1	1
4WNZ8SEiTnr6nRgtP	English	feedback	scene2	NA	NA	NA	NA	1	31	robot	robot	NA	green_robot	1	N	NA	FALSE	FALSE	TRUE	FALSE	FALSE	NA	robot	green	robot	1	0
4WNZ8SEiTnr6nRgtP	English	feedback	scene1	NA	NA	NA	NA	1	32	black dice	black dice	NA	black_die	1	CN	NA	TRUE	FALSE	TRUE	FALSE	FALSE	NA	die	black	die	1	1
4WNZ8SEiTnr6nRgtP	English	feedback	scene2	NA	NA	NA	NA	1	33	glove	glove	NA	black_glove	1	N	NA	FALSE	FALSE	TRUE	FALSE	FALSE	NA	glove	black	glove	1	0
4WNZ8SEiTnr6nRgtP	English	feedback	scene3	NA	NA	NA	NA	1	37	door	door	NA	white_door	1	N	NA	FALSE	FALSE	TRUE	FALSE	FALSE	NA	door	white	door	1	0
4WNZ8SEiTnr6nRgtP	English	feedback	scene1	NA	NA	NA	NA	1	38	red ring	red ring	NA	red_ring	1	CN	NA	TRUE	FALSE	TRUE	FALSE	FALSE	NA	ring	red	ring	1	1
4WNZ8SEiTnr6nRgtP	English	feedback	scene3	NA	NA	NA	NA	1	40	butterfly	butterfly	NA	white_butterfly	1	N	NA	FALSE	FALSE	TRUE	FALSE	FALSE	NA	butterfly	white	butterfly	1	0
4WNZ8SEiTnr6nRgtP	English	feedback	scene4	NA	NA	NA	NA	1	41	white bed	white bed	NA	white_bed	1	CN	NA	TRUE	FALSE	TRUE	FALSE	FALSE	NA	bed	white	bed	1	1
4WNZ8SEiTnr6nRgtP	English	feedback	scene3	NA	NA	NA	NA	1	43	phone	phone	NA	red_phone	1	N	NA	FALSE	FALSE	TRUE	FALSE	FALSE	NA	phone	red	phone	1	0
4WNZ8SEiTnr6nRgtP	English	feedback	scene3	NA	NA	NA	NA	1	44	shell	shell	NA	green_shell	1	N	NA	FALSE	FALSE	TRUE	FALSE	FALSE	NA	shell	green	shell	1	0
4WNZ8SEiTnr6nRgtP	English	feedback	scene2	NA	NA	NA	NA	1	45	belt	belt	NA	yellow_belt	1	N	NA	FALSE	FALSE	TRUE	FALSE	FALSE	NA	belt	yellow	belt	1	0
4WNZ8SEiTnr6nRgtP	English	feedback	scene3	NA	NA	NA	NA	1	48	crown	crown	NA	white_crown	1	N	NA	FALSE	FALSE	TRUE	FALSE	FALSE	NA	crown	white	crown	1	0
4WNZ8SEiTnr6nRgtP	English	feedback	scene4	NA	NA	NA	NA	1	51	green truck	green truck	NA	green_truck	1	CN	NA	TRUE	FALSE	TRUE	FALSE	FALSE	NA	truck	green	truck	1	1
4WNZ8SEiTnr6nRgtP	English	feedback	scene1	NA	NA	NA	NA	1	53	white chair	white chair	NA	white_chair	1	CN	NA	TRUE	FALSE	TRUE	FALSE	FALSE	NA	chair	white	chair	1	1
4WNZ8SEiTnr6nRgtP	English	feedback	scene1	NA	NA	NA	NA	1	54	red comb	red comb	NA	red_comb	1	CN	NA	TRUE	FALSE	TRUE	FALSE	FALSE	NA	comb	red	comb	1	1
4WNZ8SEiTnr6nRgtP	English	feedback	scene1	NA	NA	NA	NA	1	55	yellow cushion	yellow cushion	NA	yellow_cushion	1	CN	NA	TRUE	FALSE	TRUE	FALSE	FALSE	NA	cushion	yellow	cushion	1	1
4WNZ8SEiTnr6nRgtP	English	feedback	scene2	NA	NA	NA	NA	1	56	tie	tie	NA	green_tie	1	N	NA	FALSE	FALSE	TRUE	FALSE	FALSE	NA	tie	green	tie	1	0
4WNZ8SEiTnr6nRgtP	English	feedback	scene3	NA	NA	NA	NA	1	58	bowl	bowl	NA	green_bowl	1	N	NA	FALSE	FALSE	TRUE	FALSE	FALSE	NA	bowl	green	bowl	1	0
4WNZ8SEiTnr6nRgtP	English	feedback	scene3	NA	NA	NA	NA	1	61	sock	sock	NA	purple_sock	1	N	NA	FALSE	FALSE	TRUE	FALSE	FALSE	NA	sock	purple	sock	1	0
4WNZ8SEiTnr6nRgtP	English	feedback	scene2	NA	NA	NA	NA	1	63	mask	mask	NA	white_mask	1	N	NA	FALSE	FALSE	TRUE	FALSE	FALSE	NA	mask	white	mask	1	0
4WNZ8SEiTnr6nRgtP	English	feedback	scene4	NA	NA	NA	NA	1	65	purple bow	purple bow	NA	purple_ribbon	1	CN	NA	TRUE	FALSE	TRUE	FALSE	FALSE	NA	ribbon	purple	ribbon	1	1
4WNZ8SEiTnr6nRgtP	English	feedback	scene1	NA	NA	NA	NA	1	67	purple fish	purple fish	NA	purple_fish	1	CN	NA	TRUE	FALSE	TRUE	FALSE	FALSE	NA	fish	purple	fish	1	1
4WNZ8SEiTnr6nRgtP	English	feedback	scene2	NA	NA	NA	NA	1	68	scarf	scarf	NA	red_scarf	1	N	NA	FALSE	FALSE	TRUE	FALSE	FALSE	NA	scarf	red	scarf	1	0
4WNZ8SEiTnr6nRgtP	English	feedback	scene3	NA	NA	NA	NA	1	69	dress	dress	NA	red_dress	1	N	NA	FALSE	FALSE	TRUE	FALSE	FALSE	NA	dress	red	dress	1	0
4WNZ8SEiTnr6nRgtP	English	feedback	scene4	NA	NA	NA	NA	1	70	blue wallet	blue wallet	NA	blue_wallet	1	CN	NA	TRUE	FALSE	TRUE	FALSE	FALSE	NA	wallet	blue	wallet	1	1
4WNZ8SEiTnr6nRgtP	English	feedback	scene2	NA	NA	NA	NA	1	71	calculator	calculator	NA	yellow_calculator	1	N	NA	FALSE	FALSE	TRUE	FALSE	FALSE	NA	calculator	yellow	calculator	1	0
mED7QQZxAY5vxevq5	English	feedback	scene2	NA	NA	NA	NA	1	18	orange slipper	orange slipper	NA	orange_slipper	1	CN	NA	TRUE	FALSE	TRUE	FALSE	FALSE	NA	slipper	orange	slipper	1	1
mED7QQZxAY5vxevq5	English	feedback	scene3	NA	NA	NA	NA	1	20	butterfly	butterfly	NA	blue_butterfly	1	N	NA	FALSE	FALSE	TRUE	FALSE	FALSE	NA	butterfly	blue	butterfly	1	0
mED7QQZxAY5vxevq5	English	feedback	scene1	NA	NA	NA	NA	1	25	red chair	red chair	NA	red_chair	1	CN	NA	TRUE	FALSE	TRUE	FALSE	FALSE	NA	chair	red	chair	1	1
mED7QQZxAY5vxevq5	English	feedback	scene2	NA	NA	NA	NA	1	28	yellow cup	yellow cup	NA	yellow_mug	1	CN	NA	TRUE	FALSE	TRUE	FALSE	FALSE	NA	mug	yellow	mug	1	1
mED7QQZxAY5vxevq5	English	feedback	scene3	NA	NA	NA	NA	1	29	green binoculars	green binoculars	NA	green_binoculars	1	CN	NA	TRUE	FALSE	TRUE	FALSE	FALSE	NA	binoculars	green	binoculars	1	1
mED7QQZxAY5vxevq5	English	feedback	scene2	NA	NA	NA	NA	1	30	red scarf	red scarf	NA	red_scarf	1	CN	NA	TRUE	FALSE	TRUE	FALSE	FALSE	NA	scarf	red	scarf	1	1
mED7QQZxAY5vxevq5	English	feedback	scene4	NA	NA	NA	NA	1	32	purple fork	purple fork	NA	purple_fork	1	CN	NA	TRUE	FALSE	TRUE	FALSE	FALSE	NA	fork	purple	fork	1	1
mED7QQZxAY5vxevq5	English	feedback	scene4	NA	NA	NA	NA	1	33	red bed	red bed	NA	red_bed	1	CN	NA	TRUE	FALSE	TRUE	FALSE	FALSE	NA	bed	red	bed	1	1
mED7QQZxAY5vxevq5	English	feedback	scene1	NA	NA	NA	NA	1	35	orange screwdriver	orange screwdriver	NA	orange_screwdriver	1	CN	NA	TRUE	FALSE	TRUE	FALSE	FALSE	NA	screwdriver	orange	screwdriver	1	1
mED7QQZxAY5vxevq5	English	feedback	scene3	NA	NA	NA	NA	1	36	black fish	black fish	NA	black_fish	1	CN	NA	TRUE	FALSE	TRUE	FALSE	FALSE	NA	fish	black	fish	1	1
mED7QQZxAY5vxevq5	English	feedback	scene2	NA	NA	NA	NA	1	37	black necklace	black necklace	NA	black_necklace	1	CN	NA	TRUE	FALSE	TRUE	FALSE	FALSE	NA	necklace	black	necklace	1	1
mED7QQZxAY5vxevq5	English	feedback	scene4	NA	NA	NA	NA	1	38	orange lorry	orange lorry	NA	orange_truck	1	CN	NA	TRUE	FALSE	TRUE	FALSE	FALSE	NA	truck	orange	truck	1	1
mED7QQZxAY5vxevq5	English	feedback	scene4	NA	NA	NA	NA	1	40	red flower	red flower	NA	red_flower	1	CN	NA	TRUE	FALSE	TRUE	FALSE	FALSE	NA	flower	red	flower	1	1
mED7QQZxAY5vxevq5	English	feedback	scene1	NA	NA	NA	NA	1	41	blue comb	blue comb	NA	blue_comb	1	CN	NA	TRUE	FALSE	TRUE	FALSE	FALSE	NA	comb	blue	comb	1	1
mED7QQZxAY5vxevq5	English	feedback	scene3	NA	NA	NA	NA	1	43	white crown	white crown	NA	white_crown	1	CN	NA	TRUE	FALSE	TRUE	FALSE	FALSE	NA	crown	white	crown	1	1
mED7QQZxAY5vxevq5	English	feedback	scene3	NA	NA	NA	NA	1	44	blue telephone box	blue telephone box	NA	blue_phone	1	CN	NA	TRUE	FALSE	TRUE	FALSE	FALSE	NA	phone	blue	phone	1	1
mED7QQZxAY5vxevq5	English	feedback	scene4	NA	NA	NA	NA	1	45	green tie	green tie	NA	green_tie	1	CN	NA	TRUE	FALSE	TRUE	FALSE	FALSE	NA	tie	green	tie	1	1
mED7QQZxAY5vxevq5	English	feedback	scene3	NA	NA	NA	NA	1	46	purple microscope	purple microscope	NA	purple_microscope	1	CN	NA	TRUE	FALSE	TRUE	FALSE	FALSE	NA	microscope	purple	microscope	1	1
mED7QQZxAY5vxevq5	English	feedback	scene3	NA	NA	NA	NA	1	47	purple drum	purple drum	NA	purple_drum	1	CN	NA	TRUE	FALSE	TRUE	FALSE	FALSE	NA	drum	purple	drum	1	1
mED7QQZxAY5vxevq5	English	feedback	scene1	NA	NA	NA	NA	1	50	purple shell	purple shell	NA	purple_shell	1	CN	NA	TRUE	FALSE	TRUE	FALSE	FALSE	NA	shell	purple	shell	1	1
mED7QQZxAY5vxevq5	English	feedback	scene3	NA	NA	NA	NA	1	51	yellow balloon	yellow balloon	NA	yellow_balloon	1	CN	NA	TRUE	FALSE	TRUE	FALSE	FALSE	NA	balloon	yellow	balloon	1	1
mED7QQZxAY5vxevq5	English	feedback	scene1	NA	NA	NA	NA	1	52	black suitcase	black suitcase	NA	black_luggage	1	CN	NA	TRUE	FALSE	TRUE	FALSE	FALSE	NA	luggage	black	luggage	1	1
mED7QQZxAY5vxevq5	English	feedback	scene3	NA	NA	NA	NA	1	53	red door	red door	NA	red_door	1	CN	NA	TRUE	FALSE	TRUE	FALSE	FALSE	NA	door	red	door	1	1
mED7QQZxAY5vxevq5	English	feedback	scene3	NA	NA	NA	NA	1	55	black dice	black dice	NA	black_die	1	CN	NA	TRUE	FALSE	TRUE	FALSE	FALSE	NA	die	black	die	1	1
mED7QQZxAY5vxevq5	English	feedback	scene1	NA	NA	NA	NA	1	57	blue ring	blue ring	NA	blue_ring	1	CN	NA	TRUE	FALSE	TRUE	FALSE	FALSE	NA	ring	blue	ring	1	1
mED7QQZxAY5vxevq5	English	feedback	scene3	NA	NA	NA	NA	1	58	purple basket	purple basket	NA	purple_basket	1	CN	NA	TRUE	FALSE	TRUE	FALSE	FALSE	NA	basket	purple	basket	1	1
mED7QQZxAY5vxevq5	English	feedback	scene1	NA	NA	NA	NA	1	59	blue iron	blue iron	NA	blue_iron	1	CN	NA	TRUE	FALSE	TRUE	FALSE	FALSE	NA	iron	blue	iron	1	1
mED7QQZxAY5vxevq5	English	feedback	scene3	NA	NA	NA	NA	1	60	yellow dress	yellow dress	NA	yellow_dress	1	CN	NA	TRUE	FALSE	TRUE	FALSE	FALSE	NA	dress	yellow	dress	1	1
mED7QQZxAY5vxevq5	English	feedback	scene4	NA	NA	NA	NA	1	61	red wallet	red wallet	NA	red_wallet	1	CN	NA	TRUE	FALSE	TRUE	FALSE	FALSE	NA	wallet	red	wallet	1	1
mED7QQZxAY5vxevq5	English	feedback	scene4	NA	NA	NA	NA	1	62	white book	white book	NA	white_book	1	CN	NA	TRUE	FALSE	TRUE	FALSE	FALSE	NA	book	white	book	1	1
mED7QQZxAY5vxevq5	English	feedback	scene4	NA	NA	NA	NA	1	65	orange hammer	orange hammer	NA	orange_hammer	1	CN	NA	TRUE	FALSE	TRUE	FALSE	FALSE	NA	hammer	orange	hammer	1	1
mED7QQZxAY5vxevq5	English	feedback	scene2	NA	NA	NA	NA	1	66	orange bow	orange bow	NA	orange_ribbon	1	CN	NA	TRUE	FALSE	TRUE	FALSE	FALSE	NA	ribbon	orange	ribbon	1	1
