gameId	stage	condition	alt1BasicLevel	alt1SuperLevel	alt2BasicLevel	alt2SuperLevel	listenerSelection	roundNumber	directorAllMessages	directorFirstMessage	guesserAllMessages	nameClickedObj	correct	colorMentioned	sizeMentioned	typeMentioned	oneMentioned	theMentioned
5vGcBWWyN43R66SLD	feedback	supSuff	rosemary	plant	bed	furniture	1	44	الباندة	الباندة		pandaBear	1	FALSE	FALSE	FALSE	FALSE	TRUE
5vGcBWWyN43R66SLD	feedback	basicSuffType2	crocodile	animal	firetruck	vehicle	1	45	الكلب	الكلب		pug	1	FALSE	FALSE	FALSE	FALSE	TRUE
5vGcBWWyN43R66SLD	feedback	color31	"NA"	"NA"	"NA"	"NA"	1	46	الفراشة الزرقاء	الفراشة الزرقاء		big_blue_butterfly	1	TRUE	FALSE	FALSE	FALSE	TRUE
5vGcBWWyN43R66SLD	feedback	supSuff	bathrobe	clothing	hamster	animal	1	47	الحلوى	الحلوى		jellyBeans	1	FALSE	TRUE	FALSE	FALSE	TRUE
5vGcBWWyN43R66SLD	feedback	size41	"NA"	"NA"	"NA"	"NA"	1	48	التعليقة الكبيرة	التعليقة الكبيرة		big_orange_coathanger	1	FALSE	FALSE	FALSE	FALSE	TRUE
5vGcBWWyN43R66SLD	feedback	color41	"NA"	"NA"	"NA"	"NA"	1	49	الطابة البرتقالية	الطابة البرتقالية		big_orange_billiardball	1	TRUE	FALSE	FALSE	FALSE	TRUE
5vGcBWWyN43R66SLD	feedback	supSuff	wardrobe	furniture	lobster	animal	1	50	القميص	القميص		hawaiiShirt	1	FALSE	TRUE	FALSE	FALSE	TRUE
5vGcBWWyN43R66SLD	feedback	size21	"NA"	"NA"	"NA"	"NA"	1	51	الشال الصغير	الشال الصغير		small_blue_scarf	1	FALSE	FALSE	FALSE	FALSE	TRUE
5vGcBWWyN43R66SLD	feedback	color32	"NA"	"NA"	"NA"	"NA"	1	52	الحجرة الغامقة	الحجرة الغامقة		small_grey_rock	1	FALSE	FALSE	FALSE	FALSE	TRUE
5vGcBWWyN43R66SLD	feedback	basicSuffType2	bison	animal	grasses	plant	1	53	الكلب	الكلب		germanShepherd	1	FALSE	FALSE	FALSE	FALSE	TRUE
5vGcBWWyN43R66SLD	feedback	supSuff	shirt	clothing	wardrobe	furniture	1	54	الوردة	الوردة		sunflower	1	FALSE	TRUE	FALSE	FALSE	TRUE
5vGcBWWyN43R66SLD	feedback	size43	"NA"	"NA"	"NA"	"NA"	1	55	المكبس الكبير	المكبس الكبير		big_purple_stapler	1	FALSE	FALSE	FALSE	FALSE	TRUE
5vGcBWWyN43R66SLD	feedback	color42	"NA"	"NA"	"NA"	"NA"	1	56	البيضاء	البيضاء		small_white_pingpongball	1	TRUE	FALSE	FALSE	FALSE	TRUE
5vGcBWWyN43R66SLD	feedback	size31	"NA"	"NA"	"NA"	"NA"	1	57	الفليفلة الكبيرة	الفليفلة الكبيرة		big_red_bellpepper	1	FALSE	FALSE	FALSE	FALSE	TRUE
5vGcBWWyN43R66SLD	feedback	color43	"NA"	"NA"	"NA"	"NA"	1	58	الخضرا	الخضرا		small_green_bracelet	1	TRUE	FALSE	FALSE	FALSE	TRUE
5vGcBWWyN43R66SLD	feedback	basicSuffType1	bison	animal	lion	animal	1	59	الدب	الدب		polarBear	1	FALSE	TRUE	FALSE	FALSE	TRUE
5vGcBWWyN43R66SLD	feedback	color33	"NA"	"NA"	"NA"	"NA"	1	60	الشمعة الزرقاء	الشمعة الزرقاء		small_blue_candle	1	TRUE	FALSE	FALSE	FALSE	TRUE
5vGcBWWyN43R66SLD	feedback	color44	"NA"	"NA"	"NA"	"NA"	1	61	المحرمة البرتقالية	المحرمة البرتقالية		big_orange_napkin	1	TRUE	FALSE	FALSE	FALSE	TRUE
5vGcBWWyN43R66SLD	feedback	size33	"NA"	"NA"	"NA"	"NA"	1	62	البالون الصغير	البالون الصغير		small_pink_balloon	1	FALSE	FALSE	FALSE	FALSE	TRUE
5vGcBWWyN43R66SLD	feedback	basicSuffType1	popcorn	snack	cookies	snack	1	63	البون بون	البون بون		gummyBears	1	FALSE	TRUE	FALSE	FALSE	TRUE
5vGcBWWyN43R66SLD	feedback	supSuff	bed	furniture	cow	animal	1	64	السيارة	السيارة		sportsCar	1	FALSE	TRUE	FALSE	FALSE	TRUE
5vGcBWWyN43R66SLD	feedback	size22	"NA"	"NA"	"NA"	"NA"	1	65	السكربينة الصغيرة	السكربينة الصغيرة		small_white_shoe	1	FALSE	FALSE	FALSE	FALSE	TRUE
5vGcBWWyN43R66SLD	feedback	basicSuffType2	ivy	plant	shirt	clothing	1	66	الوردة	الوردة		tulip	1	FALSE	TRUE	FALSE	FALSE	TRUE
5vGcBWWyN43R66SLD	feedback	basicSuffType1	hamster	animal	pig	animal	1	67	السمكة	السمكة		goldFish	1	FALSE	TRUE	FALSE	FALSE	TRUE
5vGcBWWyN43R66SLD	feedback	basicSuffType2	dog	animal	motorcycle	vehicle	1	68	الحمامة	الحمامة		pigeon	1	FALSE	TRUE	FALSE	FALSE	TRUE
5vGcBWWyN43R66SLD	feedback	color41	"NA"	"NA"	"NA"	"NA"	1	69	القشاط البني	القشاط البني		small_brown_belt	1	TRUE	FALSE	FALSE	FALSE	TRUE
5vGcBWWyN43R66SLD	feedback	size42	"NA"	"NA"	"NA"	"NA"	1	70	الدبوس الكبير	الدبوس الكبير		big_red_tack	1	FALSE	TRUE	FALSE	FALSE	TRUE
5vGcBWWyN43R66SLD	feedback	basicSuffType1	bed	furniture	wardrobe	furniture	1	71	الطاولة	الطاولة		coffeeTable	1	FALSE	TRUE	FALSE	FALSE	TRUE
5vGcBWWyN43R66SLD	feedback	size31	"NA"	"NA"	"NA"	"NA"	1	72	الفرشاية الصغيرة	الفرشاية الصغيرة		small_red_toothbrush	1	FALSE	FALSE	FALSE	FALSE	TRUE
