gameId	language	stage	condition	imageType	listenerSelection	roundNumber	directorAllMessages	directorFirstMessage	directorSecondMessage	guesserAllMessages	nameClickedObj	ItemID	distractorOne	distractorTwo	distractorThree	distractorFour	distractorFive	correct	TakeFirst	words	sep	words2	colorMentioned	sizeMentioned	typeMentioned	oneMentioned	theMentioned
nXejqxLkiFbAPDZXp	French	feedback	color_same_same_m	NA	1	27	le plus grand cintre bleu	le plus grand cintre bleu	"NA"		big_blue_coathanger	pencil_coathanger	small_blue_coathanger	big_yellow_pencil	small_yellow_coathanger	small_blue_coathanger	small_blue_coathanger	1	TRUE	"c(""A"", """", ""S"", ""N"", ""C"")"			TRUE	TRUE	TRUE	FALSE	TRUE
nXejqxLkiFbAPDZXp	French	feedback	size_basic_filler_1_m	NA	1	28	le plus grand piano orange	le plus grand piano orange	"NA"	c'est pas du marron ?	big_orange_piano	die_piano	big_purple_piano	small_purple_die	small_orange_piano	NA	NA	1	TRUE	"c(""A"", """", ""S"", ""N"", ""C"")"			TRUE	TRUE	TRUE	FALSE	TRUE
nXejqxLkiFbAPDZXp	French	feedback	color_basic_filler_3_f	NA	1	29	hahaha je me dis ils aiment le violet et l'orange.. mais oui marron aussi__la guitare rouge	hahaha je me dis ils aiment le violet et l'orange.. mais oui marron aussi	la guitare rouge	pas faux pas faux x)	small_red_guitar	key_guitar	big_yellow_guitar	small_yellow_guitar	big_red_key	NA	NA	1	FALSE	"c("""", """", """", """", """", """", ""A"", ""C"", """", ""A"", ""C"", """", """", ""C"", """")"		"c(""A"", ""N"", ""C"")"	TRUE	FALSE	TRUE	FALSE	TRUE
nXejqxLkiFbAPDZXp	French	feedback	color_basic_filler_3_m	NA	1	30	"le couteau ""marron"""	"le couteau ""marron"""	"NA"		small_orange_knife	lock_knife	big_purple_knife	small_purple_knife	big_orange_lock	NA	NA	1	TRUE	"c(""A"", ""N"", ""C"")"			TRUE	FALSE	TRUE	FALSE	TRUE
nXejqxLkiFbAPDZXp	French	feedback	color_basic_filler_1_m	NA	1	31	comme le piano oui!__le microscope orange__petti__petit**	comme le piano oui!	le microscope orange	il est rouillé a ce niveau j'pense__exact !	small_orange_microscope	shell_microscope	big_orange_microscope	big_purple_shell	small_purple_microscope	NA	NA	1	FALSE	"c("""", ""A"", ""N"", """")"		"c(""A"", ""N"", ""C"")"	TRUE	FALSE	TRUE	FALSE	TRUE
nXejqxLkiFbAPDZXp	French	feedback	color_diff_diff_m	NA	1	32	le grand tambour vert__merci c'etait fun!__:d	le grand tambour vert	merci c'etait fun!	et bah__vu que c'est le dernier tour j'en profite__c'était court mais grave drôle :')__merci a toi aussi !	big_green_drum	robot_drum	small_green_drum	big_purple_robot	small_purple_drum	small_purple_robot	small_purple_robot	1	TRUE	"c(""A"", ""S"", ""N"", ""C"")"		"c("""", """", """", """")"	TRUE	TRUE	TRUE	FALSE	TRUE
HToNiSRqpqwtN7h9n	French	feedback	color_diff_diff_m	NA	1	1	c'est le tournevis__vert__grande image	c'est le tournevis	vert	de quelle couleur?__petit ou grand?	big_green_screwdriver	hammer_screwdriver	small_green_screwdriver	big_purple_hammer	small_purple_screwdriver	small_purple_hammer	small_purple_hammer	1	TRUE	"c("""", """", ""A"", ""N"")"		C	FALSE	FALSE	TRUE	FALSE	TRUE
HToNiSRqpqwtN7h9n	French	feedback	color_basic_filler_3_f	NA	1	2	c'est la chaise rouge	c'est la chaise rouge	"NA"		small_red_chair	billiardball_chair	big_blue_chair	small_blue_chair	big_red_billiardball	NA	NA	1	TRUE	"c("""", """", ""A"", ""N"", ""C"")"			TRUE	FALSE	TRUE	FALSE	TRUE
HToNiSRqpqwtN7h9n	French	feedback	color_basic_target_f	NA	1	3	c'est la petite règle rouge	c'est la petite règle rouge	"NA"		small_red_ruler	key_ruler	big_red_ruler	small_yellow_key	big_yellow_ruler	NA	NA	1	TRUE	"c("""", """", ""A"", ""S"", ""N"", ""C"")"			TRUE	TRUE	TRUE	FALSE	TRUE
HToNiSRqpqwtN7h9n	French	feedback	color_diff_same_m	NA	1	4	c'est le camion violet, grande image	c'est le camion violet, grande image	"NA"		big_purple_truck	cake_truck	small_purple_truck	big_black_cake	small_black_truck	small_purple_cake	small_purple_cake	1	TRUE	"c("""", """", ""A"", ""N"", ""C"", ""S"", """")"			TRUE	TRUE	TRUE	FALSE	TRUE
HToNiSRqpqwtN7h9n	French	feedback	color_basic_target_m	NA	1	5	c'est le cadre petit cadre blanc	c'est le cadre petit cadre blanc	"NA"		small_white_frame	bucket_frame	big_white_frame	small_yellow_bucket	big_yellow_frame	NA	NA	1	TRUE	"c("""", """", ""A"", ""N"", ""S"", ""N"", ""C"")"			TRUE	TRUE	TRUE	FALSE	TRUE
HToNiSRqpqwtN7h9n	French	feedback	size_diff_diff_f	NA	1	6	c'est l'écharpe bleu	c'est l'écharpe bleu	"NA"		small_blue_scarf	mug_scarf	small_red_scarf	big_blue_mug	big_red_scarf	big_red_mug	big_red_mug	1	TRUE	"c("""", """", ""A"", ""N"", ""C"")"			TRUE	FALSE	TRUE	FALSE	TRUE
HToNiSRqpqwtN7h9n	French	feedback	color_basic_filler_2_f	NA	1	7	c'est la lampe	c'est la lampe	"NA"		small_white_lamp	pan_lamp	small_red_pan	big_red_pan	big_white_pan	NA	NA	1	TRUE	"c("""", """", ""A"", ""N"")"			FALSE	FALSE	TRUE	FALSE	TRUE
HToNiSRqpqwtN7h9n	French	feedback	color_basic_filler_1_f	NA	1	8	c'est la petite souris jaune	c'est la petite souris jaune	"NA"		small_yellow_mouse	candle_mouse	big_yellow_mouse	big_white_candle	small_white_mouse	NA	NA	1	TRUE	"c("""", """", ""A"", ""S"", ""N"", ""C"")"			TRUE	TRUE	TRUE	FALSE	TRUE
HToNiSRqpqwtN7h9n	French	feedback	size_basic_target_f	NA	1	9	c'est la serviette jaune	c'est la serviette jaune	"NA"		small_yellow_napkin	magnifyingglass_napkin	small_blue_napkin	big_yellow_magnifyingglass	big_blue_napkin	NA	NA	1	TRUE	"c("""", """", ""A"", ""N"", ""C"")"			TRUE	FALSE	TRUE	FALSE	TRUE
HToNiSRqpqwtN7h9n	French	feedback	color_basic_filler_1_m	NA	1	10	c'est le petit poisson orange	c'est le petit poisson orange	"NA"		small_orange_fish	vase_fish	big_orange_fish	big_black_vase	small_black_fish	NA	NA	1	TRUE	"c("""", """", ""A"", ""S"", ""N"", ""C"")"			TRUE	TRUE	TRUE	FALSE	TRUE
HToNiSRqpqwtN7h9n	French	feedback	size_basic_filler_1_f	NA	1	11	la grande fourchette noire	la grande fourchette noire	"NA"		big_black_fork	spoon_fork	big_orange_fork	small_orange_spoon	small_black_fork	NA	NA	1	TRUE	"c(""A"", ""S"", ""N"", ""C"")"			TRUE	TRUE	TRUE	FALSE	TRUE
HToNiSRqpqwtN7h9n	French	feedback	color_diff_same_f	NA	1	12	la petite porte jaune	la petite porte jaune	"NA"		small_yellow_door	belt_door	big_yellow_door	small_white_belt	big_white_door	big_yellow_belt	big_yellow_belt	1	TRUE	"c(""A"", ""S"", ""N"", ""C"")"			TRUE	TRUE	TRUE	FALSE	TRUE
HToNiSRqpqwtN7h9n	French	feedback	color_basic_filler_2_m	NA	1	13	le coussin bleu	le coussin bleu	"NA"		small_blue_cushion	bed_cushion	small_red_bed	big_red_bed	big_blue_bed	NA	NA	1	TRUE	"c(""A"", ""N"", ""C"")"			TRUE	FALSE	TRUE	FALSE	TRUE
HToNiSRqpqwtN7h9n	French	feedback	color_same_same_f	NA	1	14	la petite boule rouge	la petite boule rouge	"NA"		small_red_ornament	stapler_ornament	big_red_ornament	small_white_stapler	big_white_ornament	big_red_ornament	big_red_ornament	1	TRUE	"c(""A"", ""S"", ""N"", ""C"")"			TRUE	TRUE	TRUE	FALSE	TRUE
HToNiSRqpqwtN7h9n	French	feedback	size_same_same_f	NA	1	15	la calculatrice rouge	la calculatrice rouge	"NA"		small_red_calculator	clock_calculator	small_yellow_calculator	big_red_clock	big_yellow_calculator	small_yellow_calculator	small_yellow_calculator	1	TRUE	"c(""A"", ""N"", ""C"")"			TRUE	FALSE	TRUE	FALSE	TRUE
HToNiSRqpqwtN7h9n	French	feedback	size_basic_filler_1_m	NA	1	16	le grand couteau orange	le grand couteau orange	"NA"		big_orange_knife	robot_knife	big_purple_knife	small_purple_robot	small_orange_knife	NA	NA	1	TRUE	"c(""A"", ""S"", ""N"", ""C"")"			TRUE	TRUE	TRUE	FALSE	TRUE
HToNiSRqpqwtN7h9n	French	feedback	color_same_same_m	NA	1	17	le plus grand des piano noir	le plus grand des piano noir	"NA"		big_black_piano	drum_piano	small_black_piano	big_orange_drum	small_orange_piano	small_black_piano	small_black_piano	1	TRUE	"c(""A"", """", ""S"", """", ""N"", ""C"")"			TRUE	TRUE	TRUE	FALSE	TRUE
HToNiSRqpqwtN7h9n	French	feedback	size_basic_filler_3_m	NA	1	18	le petit cadeau bleu	le petit cadeau bleu	"NA"		small_blue_present	pencil_present	big_yellow_present	big_blue_present	small_yellow_pencil	NA	NA	1	TRUE	"c(""A"", ""S"", ""N"", ""C"")"			TRUE	TRUE	TRUE	FALSE	TRUE
HToNiSRqpqwtN7h9n	French	feedback	size_same_same_m	NA	1	19	le cadenas vert	le cadenas vert	"NA"		big_green_lock	die_lock	big_orange_lock	small_green_die	small_orange_lock	big_orange_lock	big_orange_lock	1	TRUE	"c(""A"", ""N"", ""C"")"			TRUE	FALSE	TRUE	FALSE	TRUE
HToNiSRqpqwtN7h9n	French	feedback	size_diff_same_f	NA	1	20	la couronne blanche	la couronne blanche	"NA"		small_white_crown	ring_crown	small_blue_crown	big_white_ring	big_blue_crown	small_blue_ring	small_blue_ring	1	TRUE	"c(""A"", ""N"", ""C"")"			TRUE	FALSE	TRUE	FALSE	TRUE
HToNiSRqpqwtN7h9n	French	feedback	size_same_diff_m	NA	1	21	le calendrier noir	le calendrier noir	"NA"		big_black_calendar	shell_calendar	big_orange_calendar	small_black_shell	small_orange_calendar	small_orange_calendar	small_orange_calendar	1	TRUE	"c(""A"", ""N"", ""C"")"			TRUE	FALSE	TRUE	FALSE	TRUE
HToNiSRqpqwtN7h9n	French	feedback	color_basic_filler_3_m	NA	1	22	le bonbon violet	le bonbon violet	"NA"		small_purple_bonbon	microscope_bonbon	big_black_bonbon	small_black_bonbon	big_purple_microscope	NA	NA	1	TRUE	"c(""A"", ""N"", ""C"")"			TRUE	FALSE	TRUE	FALSE	TRUE
HToNiSRqpqwtN7h9n	French	feedback	size_basic_filler_2_m	NA	1	23	c'est le rasoir	c'est le rasoir	"NA"		big_black_razor	airplane_razor	small_black_airplane	small_orange_airplane	big_orange_airplane	NA	NA	1	TRUE	"c("""", """", ""A"", ""N"")"			FALSE	FALSE	TRUE	FALSE	TRUE
HToNiSRqpqwtN7h9n	French	feedback	size_same_diff_f	NA	1	24	la télécommande verte	la télécommande verte	"NA"		small_green_remote	shovel_remote	small_orange_remote	big_green_shovel	big_orange_remote	big_orange_remote	big_orange_remote	1	TRUE	"c(""A"", ""N"", ""C"")"			TRUE	FALSE	TRUE	FALSE	TRUE
HToNiSRqpqwtN7h9n	French	feedback	color_same_diff_m	NA	1	25	le grand papillon bleu	le grand papillon bleu	"NA"		big_blue_butterfly	balloon_butterfly	small_blue_butterfly	big_white_balloon	small_white_butterfly	small_white_butterfly	small_white_butterfly	1	TRUE	"c(""A"", ""S"", ""N"", ""C"")"			TRUE	TRUE	TRUE	FALSE	TRUE
HToNiSRqpqwtN7h9n	French	feedback	size_basic_filler_2_f	NA	1	26	c'est la cravate	c'est la cravate	"NA"		big_purple_tie	tent_tie	small_purple_tent	small_green_tent	big_green_tent	NA	NA	1	TRUE	"c("""", """", ""A"", ""N"")"			FALSE	FALSE	TRUE	FALSE	TRUE
HToNiSRqpqwtN7h9n	French	feedback	color_same_diff_f	NA	1	27	c'est la petite casquette bleu	c'est la petite casquette bleu	"NA"		small_blue_cap	dress_cap	big_blue_cap	small_white_dress	big_white_cap	big_white_cap	big_white_cap	1	TRUE	"c("""", """", ""A"", ""S"", ""N"", ""C"")"			TRUE	TRUE	TRUE	FALSE	TRUE
HToNiSRqpqwtN7h9n	French	feedback	size_diff_diff_m	NA	1	28	c'est le sifflet vert	c'est le sifflet vert	"NA"		big_green_whistle	lipstick_whistle	big_purple_whistle	small_green_lipstick	small_purple_whistle	small_purple_lipstick	small_purple_lipstick	1	TRUE	"c("""", """", ""A"", ""N"", ""C"")"			TRUE	FALSE	TRUE	FALSE	TRUE
HToNiSRqpqwtN7h9n	French	feedback	size_basic_target_m	NA	1	29	le tapis bleu	le tapis bleu	"NA"		small_blue_rug	comb_rug	small_white_rug	big_blue_comb	big_white_rug	NA	NA	1	TRUE	"c(""A"", ""N"", ""C"")"			TRUE	FALSE	TRUE	FALSE	TRUE
HToNiSRqpqwtN7h9n	French	feedback	color_diff_diff_f	NA	1	30	c'est la petite guitare jaune	c'est la petite guitare jaune	"NA"		small_yellow_guitar	flower_guitar	big_yellow_guitar	small_white_flower	big_white_guitar	big_white_flower	big_white_flower	1	TRUE	"c("""", """", ""A"", ""S"", ""N"", ""C"")"			TRUE	TRUE	TRUE	FALSE	TRUE
HToNiSRqpqwtN7h9n	French	feedback	size_basic_filler_3_f	NA	1	31	c'est la petite chaussette violette	c'est la petite chaussette violette	"NA"		small_purple_sock	ladle_sock	big_orange_sock	big_purple_sock	small_orange_ladle	NA	NA	1	TRUE	"c("""", """", ""A"", ""S"", ""N"", ""C"")"			TRUE	TRUE	TRUE	FALSE	TRUE
HToNiSRqpqwtN7h9n	French	feedback	size_diff_same_m	NA	1	32	c'est le cintre jaune	c'est le cintre jaune	"NA"		big_yellow_coathanger	switch_coathanger	big_white_coathanger	small_yellow_switch	small_white_coathanger	big_white_switch	big_white_switch	1	TRUE	"c("""", """", ""A"", ""N"", ""C"")"			TRUE	FALSE	TRUE	FALSE	TRUE
6nneyGMABxDWkaudm	French	feedback	size_basic_filler_3_m	NA	3	1	le couleur est jaune.__*la__correct	le couleur est jaune.	*la	est ce le grand interrupteur?	big_yellow_switch	present_switch	big_white_switch	big_yellow_switch	small_white_present	NA	NA	0	TRUE	"c(""A"", """", """", ""C"")"			TRUE	FALSE	FALSE	FALSE	TRUE
6nneyGMABxDWkaudm	French	feedback	color_same_diff_f	NA	1	2	la taille est petite__correct	la taille est petite	correct	est ce la petite pelle orange?	small_orange_shovel	fork_shovel	big_orange_shovel	small_black_fork	big_black_shovel	big_black_shovel	big_black_shovel	1	TRUE	"c(""A"", """", """", ""S"")"			FALSE	TRUE	FALSE	FALSE	TRUE
6nneyGMABxDWkaudm	French	feedback	color_basic_filler_2_f	NA	1	3	la taille est petite__correct	la taille est petite	correct	est ce la paire de chaussette	small_black_sock	tent_sock	small_orange_tent	big_orange_tent	big_black_tent	NA	NA	1	TRUE	"c(""A"", """", """", ""S"")"			FALSE	TRUE	FALSE	FALSE	TRUE
6nneyGMABxDWkaudm	French	feedback	size_same_diff_m	NA	1	4	la taille est grande__la couleur est différente__correct	la taille est grande	la couleur est différente	est ce le grand peigne bleu__le peigne jaune?	big_yellow_comb	phone_comb	big_blue_comb	small_yellow_phone	small_blue_comb	small_blue_comb	small_blue_comb	1	TRUE	"c(""A"", """", """", ""S"")"		"c(""A"", """", """", """")"	FALSE	TRUE	TRUE	FALSE	TRUE
6nneyGMABxDWkaudm	French	feedback	size_basic_filler_1_m	NA	1	5	la taille est grande__correct	la taille est grande	correct	est ce un lit blanc?	big_white_bed	bike_bed	big_blue_bed	small_blue_bike	small_white_bed	NA	NA	1	TRUE	"c(""A"", """", """", ""S"")"			FALSE	TRUE	TRUE	FALSE	TRUE
6nneyGMABxDWkaudm	French	feedback	color_basic_target_f	NA	1	6	la taille est petite__oui	la taille est petite	oui	est ce le réveil jaune	small_yellow_clock	cap_clock	big_yellow_clock	small_red_cap	big_red_clock	NA	NA	1	TRUE	"c(""A"", """", """", ""S"")"			FALSE	TRUE	FALSE	FALSE	TRUE
6nneyGMABxDWkaudm	French	feedback	size_diff_same_m	NA	1	7	la taille est grande__la couleur est différente	la taille est grande	la couleur est différente	est ce le tambour noir	big_orange_drum	shell_drum	big_black_drum	small_orange_shell	small_black_drum	big_black_shell	big_black_shell	1	TRUE	"c(""A"", """", """", ""S"")"		"c(""A"", """", """", """")"	FALSE	TRUE	TRUE	FALSE	TRUE
6nneyGMABxDWkaudm	French	feedback	color_basic_filler_1_m	NA	1	8	la taille est petite__oui	la taille est petite	oui	le petit cadenas violet?	small_purple_lock	vase_lock	big_purple_lock	big_orange_vase	small_orange_lock	NA	NA	1	TRUE	"c(""A"", """", """", ""S"")"			FALSE	TRUE	FALSE	FALSE	TRUE
6nneyGMABxDWkaudm	French	feedback	size_diff_diff_f	NA	1	9	la taille est petite__oui	la taille est petite	oui	la petite ceinture blanche?	small_white_belt	ornament_belt	small_yellow_belt	big_white_ornament	big_yellow_belt	big_yellow_ornament	big_yellow_ornament	1	TRUE	"c(""A"", """", """", ""S"")"			FALSE	TRUE	FALSE	FALSE	TRUE
6nneyGMABxDWkaudm	French	feedback	size_basic_target_f	NA	1	10	la taille est petite__oui	la taille est petite	oui	la telecommande noire?	small_black_remote	ladle_remote	small_orange_remote	big_black_ladle	big_orange_remote	NA	NA	1	TRUE	"c(""A"", """", """", ""S"")"			FALSE	TRUE	FALSE	FALSE	TRUE
