gameid	Trial	condition	TrialType	ControlType	ItemID	TargetItem	UtteranceType	redUtterance	SufficientProperty	RedundantProperty	NumDistractors	DistractorsNoun	DistractorsRedProp	NounGender	speakerMessages	listenerMessages	refExp_wrong	minimal	redundant	clickedType	clickedSize	clickedColor	colorMentioned	sizeMentioned	typeMentioned	theMentioned	distractorOne	distractorTwo	distractorThree	distractorFour	distractorFive
nXejqxLkiFbAPDZXp	25	color_same_diff_m	target	undefined	present_rug	big_blue_rug	size and color	redundant	size	color redundant	5	same	diff	M	le plus grand tapis bleu		le plus grand tapis bleu	0	1	rug	big	blue	TRUE	TRUE	TRUE	TRUE	small_blue_rug	big_white_present	small_white_rug	small_white_rug	small_white_rug
nXejqxLkiFbAPDZXp	26	size_basic_target_f	target	undefined	belt_mouse	small_yellow_mouse	color	minimal	color	size redundant	3	no_extras	no_extras	F	la souris jaune		la souris jaune	1	0	mouse	small	yellow	TRUE	FALSE	TRUE	TRUE	small_red_mouse	big_yellow_belt	big_red_mouse	NA	NA
nXejqxLkiFbAPDZXp	27	color_same_same_m	target	undefined	pencil_coathanger	big_blue_coathanger	size and color	redundant	size	color redundant	5	same	same	M	le plus grand cintre bleu		le plus grand cintre bleu	0	1	coathanger	big	blue	TRUE	TRUE	TRUE	TRUE	small_blue_coathanger	big_yellow_pencil	small_yellow_coathanger	small_blue_coathanger	small_blue_coathanger
nXejqxLkiFbAPDZXp	28	size_basic_filler_1_m	control	both_necessary	die_piano	big_orange_piano	size and color	redundant	color	size redundant	3	no_extras	no_extras	M	le plus grand piano orange	c'est pas du marron ?	le plus grand piano orange	0	1	piano	big	orange	TRUE	TRUE	TRUE	TRUE	big_purple_piano	small_purple_die	small_orange_piano	NA	NA
nXejqxLkiFbAPDZXp	32	color_diff_diff_m	target	undefined	robot_drum	big_green_drum	size and color	redundant	size	color redundant	5	diff	diff	M	le grand tambour vert__merci c'etait fun!__:d	et bah__vu que c'est le dernier tour j'en profite__c'était court mais grave drôle :')__merci a toi aussi !	le grand tambour vert	0	1	drum	big	green	TRUE	TRUE	TRUE	TRUE	small_green_drum	big_purple_robot	small_purple_drum	small_purple_robot	small_purple_robot
HToNiSRqpqwtN7h9n	3	color_basic_target_f	target	undefined	key_ruler	small_red_ruler	size and color	redundant	size	color redundant	3	no_extras	no_extras	F	c'est la petite règle rouge		c'est la petite règle rouge	0	1	ruler	small	red	TRUE	TRUE	TRUE	TRUE	big_red_ruler	small_yellow_key	big_yellow_ruler	NA	NA
HToNiSRqpqwtN7h9n	4	color_diff_same_m	target	undefined	cake_truck	big_purple_truck	size and color	redundant	size	color redundant	5	diff	same	M	c'est le camion violet, grande image		c'est le camion violet, grande image	0	1	truck	big	purple	TRUE	TRUE	TRUE	TRUE	small_purple_truck	big_black_cake	small_black_truck	small_purple_cake	small_purple_cake
HToNiSRqpqwtN7h9n	5	color_basic_target_m	target	undefined	bucket_frame	small_white_frame	size and color	redundant	size	color redundant	3	no_extras	no_extras	M	c'est le cadre petit cadre blanc		c'est le cadre petit cadre blanc	0	1	frame	small	white	TRUE	TRUE	TRUE	TRUE	big_white_frame	small_yellow_bucket	big_yellow_frame	NA	NA
HToNiSRqpqwtN7h9n	6	size_diff_diff_f	target	undefined	mug_scarf	small_blue_scarf	color	minimal	color	size redundant	5	diff	diff	F	c'est l'écharpe bleu		c'est l'écharpe bleu	1	0	scarf	small	blue	TRUE	FALSE	TRUE	TRUE	small_red_scarf	big_blue_mug	big_red_scarf	big_red_mug	big_red_mug
HToNiSRqpqwtN7h9n	8	color_basic_filler_1_f	control	both_necessary	candle_mouse	small_yellow_mouse	size and color	redundant	size	color redundant	3	no_extras	no_extras	F	c'est la petite souris jaune		c'est la petite souris jaune	0	1	mouse	small	yellow	TRUE	TRUE	TRUE	TRUE	big_yellow_mouse	big_white_candle	small_white_mouse	NA	NA
HToNiSRqpqwtN7h9n	9	size_basic_target_f	target	undefined	magnifyingglass_napkin	small_yellow_napkin	color	minimal	color	size redundant	3	no_extras	no_extras	F	c'est la serviette jaune		c'est la serviette jaune	1	0	napkin	small	yellow	TRUE	FALSE	TRUE	TRUE	small_blue_napkin	big_yellow_magnifyingglass	big_blue_napkin	NA	NA
HToNiSRqpqwtN7h9n	10	color_basic_filler_1_m	control	both_necessary	vase_fish	small_orange_fish	size and color	redundant	size	color redundant	3	no_extras	no_extras	M	c'est le petit poisson orange		c'est le petit poisson orange	0	1	fish	small	orange	TRUE	TRUE	TRUE	TRUE	big_orange_fish	big_black_vase	small_black_fish	NA	NA
HToNiSRqpqwtN7h9n	11	size_basic_filler_1_f	control	both_necessary	spoon_fork	big_black_fork	size and color	redundant	color	size redundant	3	no_extras	no_extras	F	la grande fourchette noire		la grande fourchette noire	0	1	fork	big	black	TRUE	TRUE	TRUE	TRUE	big_orange_fork	small_orange_spoon	small_black_fork	NA	NA
HToNiSRqpqwtN7h9n	12	color_diff_same_f	target	undefined	belt_door	small_yellow_door	size and color	redundant	size	color redundant	5	diff	same	F	la petite porte jaune		la petite porte jaune	0	1	door	small	yellow	TRUE	TRUE	TRUE	TRUE	big_yellow_door	small_white_belt	big_white_door	big_yellow_belt	big_yellow_belt
HToNiSRqpqwtN7h9n	14	color_same_same_f	target	undefined	stapler_ornament	small_red_ornament	size and color	redundant	size	color redundant	5	same	same	F	la petite boule rouge		la petite boule rouge	0	1	ornament	small	red	TRUE	TRUE	TRUE	TRUE	big_red_ornament	small_white_stapler	big_white_ornament	big_red_ornament	big_red_ornament
HToNiSRqpqwtN7h9n	15	size_same_same_f	target	undefined	clock_calculator	small_red_calculator	color	minimal	color	size redundant	5	same	same	F	la calculatrice rouge		la calculatrice rouge	1	0	calculator	small	red	TRUE	FALSE	TRUE	TRUE	small_yellow_calculator	big_red_clock	big_yellow_calculator	small_yellow_calculator	small_yellow_calculator
HToNiSRqpqwtN7h9n	16	size_basic_filler_1_m	control	both_necessary	robot_knife	big_orange_knife	size and color	redundant	color	size redundant	3	no_extras	no_extras	M	le grand couteau orange		le grand couteau orange	0	1	knife	big	orange	TRUE	TRUE	TRUE	TRUE	big_purple_knife	small_purple_robot	small_orange_knife	NA	NA
HToNiSRqpqwtN7h9n	17	color_same_same_m	target	undefined	drum_piano	big_black_piano	size and color	redundant	size	color redundant	5	same	same	M	le plus grand des piano noir		le plus grand des piano noir	0	1	piano	big	black	TRUE	TRUE	TRUE	TRUE	small_black_piano	big_orange_drum	small_orange_piano	small_black_piano	small_black_piano
HToNiSRqpqwtN7h9n	18	size_basic_filler_3_m	control	size_redundant	pencil_present	small_blue_present	size and color	redundant	color	size redundant	3	no_extras	no_extras	M	le petit cadeau bleu		le petit cadeau bleu	0	1	present	small	blue	TRUE	TRUE	TRUE	TRUE	big_yellow_present	big_blue_present	small_yellow_pencil	NA	NA
HToNiSRqpqwtN7h9n	19	size_same_same_m	target	undefined	die_lock	big_green_lock	color	minimal	color	size redundant	5	same	same	M	le cadenas vert		le cadenas vert	1	0	lock	big	green	TRUE	FALSE	TRUE	TRUE	big_orange_lock	small_green_die	small_orange_lock	big_orange_lock	big_orange_lock
HToNiSRqpqwtN7h9n	20	size_diff_same_f	target	undefined	ring_crown	small_white_crown	color	minimal	color	size redundant	5	diff	same	F	la couronne blanche		la couronne blanche	1	0	crown	small	white	TRUE	FALSE	TRUE	TRUE	small_blue_crown	big_white_ring	big_blue_crown	small_blue_ring	small_blue_ring
HToNiSRqpqwtN7h9n	21	size_same_diff_m	target	undefined	shell_calendar	big_black_calendar	color	minimal	color	size redundant	5	same	diff	M	le calendrier noir		le calendrier noir	1	0	calendar	big	black	TRUE	FALSE	TRUE	TRUE	big_orange_calendar	small_black_shell	small_orange_calendar	small_orange_calendar	small_orange_calendar
HToNiSRqpqwtN7h9n	24	size_same_diff_f	target	undefined	shovel_remote	small_green_remote	color	minimal	color	size redundant	5	same	diff	F	la télécommande verte		la télécommande verte	1	0	remote	small	green	TRUE	FALSE	TRUE	TRUE	small_orange_remote	big_green_shovel	big_orange_remote	big_orange_remote	big_orange_remote
HToNiSRqpqwtN7h9n	25	color_same_diff_m	target	undefined	balloon_butterfly	big_blue_butterfly	size and color	redundant	size	color redundant	5	same	diff	M	le grand papillon bleu		le grand papillon bleu	0	1	butterfly	big	blue	TRUE	TRUE	TRUE	TRUE	small_blue_butterfly	big_white_balloon	small_white_butterfly	small_white_butterfly	small_white_butterfly
HToNiSRqpqwtN7h9n	27	color_same_diff_f	target	undefined	dress_cap	small_blue_cap	size and color	redundant	size	color redundant	5	same	diff	F	c'est la petite casquette bleu		c'est la petite casquette bleu	0	1	cap	small	blue	TRUE	TRUE	TRUE	TRUE	big_blue_cap	small_white_dress	big_white_cap	big_white_cap	big_white_cap
HToNiSRqpqwtN7h9n	28	size_diff_diff_m	target	undefined	lipstick_whistle	big_green_whistle	color	minimal	color	size redundant	5	diff	diff	M	c'est le sifflet vert		c'est le sifflet vert	1	0	whistle	big	green	TRUE	FALSE	TRUE	TRUE	big_purple_whistle	small_green_lipstick	small_purple_whistle	small_purple_lipstick	small_purple_lipstick
HToNiSRqpqwtN7h9n	29	size_basic_target_m	target	undefined	comb_rug	small_blue_rug	color	minimal	color	size redundant	3	no_extras	no_extras	M	le tapis bleu		le tapis bleu	1	0	rug	small	blue	TRUE	FALSE	TRUE	TRUE	small_white_rug	big_blue_comb	big_white_rug	NA	NA
HToNiSRqpqwtN7h9n	30	color_diff_diff_f	target	undefined	flower_guitar	small_yellow_guitar	size and color	redundant	size	color redundant	5	diff	diff	F	c'est la petite guitare jaune		c'est la petite guitare jaune	0	1	guitar	small	yellow	TRUE	TRUE	TRUE	TRUE	big_yellow_guitar	small_white_flower	big_white_guitar	big_white_flower	big_white_flower
HToNiSRqpqwtN7h9n	31	size_basic_filler_3_f	control	size_redundant	ladle_sock	small_purple_sock	size and color	redundant	color	size redundant	3	no_extras	no_extras	F	c'est la petite chaussette violette		c'est la petite chaussette violette	0	1	sock	small	purple	TRUE	TRUE	TRUE	TRUE	big_orange_sock	big_purple_sock	small_orange_ladle	NA	NA
HToNiSRqpqwtN7h9n	32	size_diff_same_m	target	undefined	switch_coathanger	big_yellow_coathanger	color	minimal	color	size redundant	5	diff	same	M	c'est le cintre jaune		c'est le cintre jaune	1	0	coathanger	big	yellow	TRUE	FALSE	TRUE	TRUE	big_white_coathanger	small_yellow_switch	small_white_coathanger	big_white_switch	big_white_switch
6nneyGMABxDWkaudm	2	color_same_diff_f	target	undefined	fork_shovel	small_orange_shovel	size	minimal	size	color redundant	5	same	diff	F	la taille est petite__correct	est ce la petite pelle orange?	la taille est petite	1	0	shovel	small	orange	FALSE	TRUE	FALSE	TRUE	big_orange_shovel	small_black_fork	big_black_shovel	big_black_shovel	big_black_shovel
6nneyGMABxDWkaudm	3	color_basic_filler_2_f	control	noun_sufficient	tent_sock	small_black_sock	size	minimal	size	color redundant	3	no_extras	no_extras	F	la taille est petite__correct	est ce la paire de chaussette	la taille est petite	1	0	sock	small	black	FALSE	TRUE	FALSE	TRUE	small_orange_tent	big_orange_tent	big_black_tent	NA	NA
6nneyGMABxDWkaudm	6	color_basic_target_f	target	undefined	cap_clock	small_yellow_clock	size	minimal	size	color redundant	3	no_extras	no_extras	F	la taille est petite__oui	est ce le réveil jaune	la taille est petite	1	0	clock	small	yellow	FALSE	TRUE	FALSE	TRUE	big_yellow_clock	small_red_cap	big_red_clock	NA	NA
6nneyGMABxDWkaudm	8	color_basic_filler_1_m	control	both_necessary	vase_lock	small_purple_lock	size	minimal	size	color redundant	3	no_extras	no_extras	M	la taille est petite__oui	le petit cadenas violet?	la taille est petite	1	0	lock	small	purple	FALSE	TRUE	FALSE	TRUE	big_purple_lock	big_orange_vase	small_orange_lock	NA	NA
6nneyGMABxDWkaudm	12	color_diff_same_m	target	undefined	razor_cake	big_orange_cake	size	minimal	size	color redundant	5	diff	same	M	la taille est grande__un autre objet	le rasoir violet?	la taille est grande	1	0	cake	big	orange	FALSE	TRUE	TRUE	TRUE	small_orange_cake	big_purple_razor	small_purple_cake	small_orange_razor	small_orange_razor
6nneyGMABxDWkaudm	14	color_same_diff_m	target	undefined	fish_microscope	big_green_microscope	size	minimal	size	color redundant	5	same	diff	M	la taille est grande__autre objet	est ce le poisson?	la taille est grande	1	0	microscope	big	green	FALSE	TRUE	TRUE	TRUE	small_green_microscope	big_black_fish	small_black_microscope	small_black_microscope	small_black_microscope
6nneyGMABxDWkaudm	15	color_diff_diff_f	target	undefined	spoon_tie	small_black_tie	size	minimal	size	color redundant	5	diff	diff	F	la taille est petite__oui	est ce la cravate noire?	la taille est petite	1	0	tie	small	black	FALSE	TRUE	FALSE	TRUE	big_black_tie	small_purple_spoon	big_purple_tie	big_purple_spoon	big_purple_spoon
6nneyGMABxDWkaudm	18	color_basic_filler_1_f	control	both_necessary	dress_guitar	small_yellow_guitar	size	minimal	size	color redundant	3	no_extras	no_extras	F	la taille est petite__non	est ce une guitare rouge?	la taille est petite	1	0	guitar	small	yellow	FALSE	TRUE	FALSE	TRUE	big_yellow_guitar	big_red_dress	small_red_guitar	NA	NA
6nneyGMABxDWkaudm	19	color_basic_target_m	target	undefined	calendar_die	small_orange_die	size	minimal	size	color redundant	3	no_extras	no_extras	M	la taille est petite__oui	est ce un dé	la taille est petite	1	0	die	small	orange	FALSE	TRUE	FALSE	TRUE	big_orange_die	small_black_calendar	big_black_die	NA	NA
6nneyGMABxDWkaudm	20	color_same_same_m	target	undefined	knife_robot	big_purple_robot	size	minimal	size	color redundant	5	same	same	M	la taille est grande et se répète		la taille est grande et se répète	1	0	robot	big	purple	FALSE	TRUE	TRUE	TRUE	small_purple_robot	big_orange_knife	small_orange_robot	small_purple_robot	small_purple_robot
6nneyGMABxDWkaudm	22	color_basic_filler_3_f	control	color_redundant	flower_lamp	small_white_lamp	size	minimal	size	color redundant	3	no_extras	no_extras	F	la taille est petite__non	est ce une lampe jaune	la taille est petite	1	0	lamp	small	white	FALSE	TRUE	FALSE	TRUE	big_yellow_lamp	small_yellow_lamp	big_white_flower	NA	NA
6nneyGMABxDWkaudm	26	color_diff_same_f	target	undefined	chair_mouse	small_blue_mouse	size	minimal	size	color redundant	5	diff	same	F	la taille est petite__non	est ce une chaise	la taille est petite	1	0	mouse	small	blue	FALSE	TRUE	FALSE	TRUE	big_blue_mouse	small_yellow_chair	big_yellow_mouse	big_blue_chair	big_blue_chair
6nneyGMABxDWkaudm	29	color_diff_diff_m	target	undefined	balloon_frame	big_yellow_frame	size	minimal	size	color redundant	5	diff	diff	M	la taille est grande__oui	est ce un cadre	la taille est grande	1	0	frame	big	yellow	FALSE	TRUE	TRUE	TRUE	small_yellow_frame	big_red_balloon	small_red_frame	small_red_balloon	small_red_balloon
6nneyGMABxDWkaudm	31	color_basic_filler_3_m	control	color_redundant	armchair_butterfly	small_yellow_butterfly	size	minimal	size	color redundant	3	no_extras	no_extras	M	la taille est petite__couleur différente	est ce un papillon blanc	la taille est petite	1	0	butterfly	small	yellow	FALSE	TRUE	FALSE	TRUE	big_white_butterfly	small_white_butterfly	big_yellow_armchair	NA	NA
HoHtmnyTrHC6RkLvA	1	size_same_same_f	target	undefined	belt_lamp	small_red_lamp	size and color	redundant	color	size redundant	5	same	same	F	lampe petite et rouge	?	lampe petite et rouge	0	1	lamp	small	red	TRUE	TRUE	TRUE	TRUE	small_yellow_lamp	big_red_belt	big_yellow_lamp	small_yellow_lamp	small_yellow_lamp
HoHtmnyTrHC6RkLvA	2	color_same_diff_m	target	undefined	piano_truck	big_black_truck	size and color	redundant	size	color redundant	5	same	diff	M	grand et noir		grand et noir	0	1	truck	big	black	TRUE	TRUE	FALSE	FALSE	small_black_truck	big_orange_piano	small_orange_truck	small_orange_truck	small_orange_truck
HoHtmnyTrHC6RkLvA	3	size_diff_diff_f	target	undefined	mug_clock	small_yellow_clock	color	minimal	color	size redundant	5	diff	diff	F	alarm jaune		alarme jaune	1	0	clock	small	yellow	TRUE	FALSE	TRUE	TRUE	small_blue_clock	big_yellow_mug	big_blue_clock	big_blue_mug	big_blue_mug
HoHtmnyTrHC6RkLvA	4	size_basic_filler_1_f	control	both_necessary	crown_billiardball	big_yellow_billiardball	size and color	redundant	color	size redundant	3	no_extras	no_extras	F	grosse boule jaune		grosse boule jaune	0	1	billiardball	big	yellow	TRUE	TRUE	TRUE	TRUE	big_white_billiardball	small_white_crown	small_yellow_billiardball	NA	NA
HoHtmnyTrHC6RkLvA	6	size_basic_target_f	target	undefined	cap_chair	small_yellow_chair	color	minimal	color	size redundant	3	no_extras	no_extras	F	chaise jaune		chaise jaune	1	0	chair	small	yellow	TRUE	FALSE	TRUE	FALSE	small_red_chair	big_yellow_cap	big_red_chair	NA	NA
HoHtmnyTrHC6RkLvA	7	size_diff_same_m	target	undefined	butterfly_comb	big_red_comb	color	minimal	color	size redundant	5	diff	same	M	peigne rouge		peigne rouge	1	0	comb	big	red	TRUE	FALSE	TRUE	FALSE	big_blue_comb	small_red_butterfly	small_blue_comb	big_blue_butterfly	big_blue_butterfly
HoHtmnyTrHC6RkLvA	8	size_same_diff_f	target	undefined	flower_guitar	small_red_guitar	color	minimal	color	size redundant	5	same	diff	F	guitar rouge		guitare rouge	1	0	guitar	small	red	TRUE	FALSE	TRUE	FALSE	small_yellow_guitar	big_red_flower	big_yellow_guitar	big_yellow_guitar	big_yellow_guitar
HoHtmnyTrHC6RkLvA	9	color_basic_filler_1_f	control	both_necessary	pan_mouse	small_blue_mouse	size and color	redundant	size	color redundant	3	no_extras	no_extras	F	petite souri bleue		petite souris bleue	0	1	mouse	small	blue	TRUE	TRUE	TRUE	TRUE	big_blue_mouse	big_white_pan	small_white_mouse	NA	NA
HoHtmnyTrHC6RkLvA	10	color_diff_diff_m	target	undefined	armchair_phone	big_white_phone	size and color	redundant	size	color redundant	5	diff	diff	M	gros phone blanc		gros phone blanc	0	1	phone	big	white	TRUE	TRUE	TRUE	TRUE	small_white_phone	big_yellow_armchair	small_yellow_phone	small_yellow_armchair	small_yellow_armchair
HoHtmnyTrHC6RkLvA	12	size_basic_filler_3_m	control	size_redundant	lock_microscope	small_green_microscope	size and color	redundant	color	size redundant	3	no_extras	no_extras	M	petit vert		petit vert	0	1	microscope	small	green	TRUE	TRUE	FALSE	FALSE	big_black_microscope	big_green_microscope	small_black_lock	NA	NA
HoHtmnyTrHC6RkLvA	13	color_diff_same_m	target	undefined	rug_switch	big_yellow_switch	size and color	redundant	size	color redundant	5	diff	same	M	gros interupteur jaune		gros interrupteur jaune	0	1	switch	big	yellow	TRUE	TRUE	TRUE	FALSE	small_yellow_switch	big_red_rug	small_red_switch	small_yellow_rug	small_yellow_rug
HoHtmnyTrHC6RkLvA	14	size_basic_filler_3_f	control	size_redundant	ornament_candle	small_red_candle	size and color	redundant	color	size redundant	3	no_extras	no_extras	F	petite bougie rouge		petite bougie rouge	0	1	candle	small	red	TRUE	TRUE	TRUE	FALSE	big_yellow_candle	big_red_candle	small_yellow_ornament	NA	NA
HoHtmnyTrHC6RkLvA	16	color_same_same_f	target	undefined	ladle_tent	small_black_tent	size and color	redundant	size	color redundant	5	same	same	F	petite tante noire		petite tante noire	0	1	tent	small	black	TRUE	TRUE	FALSE	FALSE	big_black_tent	small_purple_ladle	big_purple_tent	big_black_tent	big_black_tent
HoHtmnyTrHC6RkLvA	17	size_basic_filler_1_m	control	both_necessary	screwdriver_lipstick	big_green_lipstick	size and color	redundant	color	size redundant	3	no_extras	no_extras	M	gros vert		gros vert	0	1	lipstick	big	green	TRUE	TRUE	FALSE	FALSE	big_black_lipstick	small_black_screwdriver	small_green_lipstick	NA	NA
HoHtmnyTrHC6RkLvA	18	size_basic_target_m	target	undefined	knife_bonbon	small_purple_bonbon	color	minimal	color	size redundant	3	no_extras	no_extras	M	bonbon violet		bonbon violet	1	0	bonbon	small	purple	TRUE	FALSE	TRUE	TRUE	small_orange_bonbon	big_purple_knife	big_orange_bonbon	NA	NA
HoHtmnyTrHC6RkLvA	21	size_same_same_m	target	undefined	die_hammer	big_purple_hammer	color	minimal	color	size redundant	5	same	same	M	marteau violet		marteau violet	1	0	hammer	big	purple	TRUE	FALSE	TRUE	TRUE	big_black_hammer	small_purple_die	small_black_hammer	big_black_hammer	big_black_hammer
HoHtmnyTrHC6RkLvA	22	color_same_same_m	target	undefined	bed_coathanger	big_red_coathanger	size and color	redundant	size	color redundant	5	same	same	M	gros rouge		gros rouge	0	1	coathanger	big	red	TRUE	TRUE	FALSE	FALSE	small_red_coathanger	big_yellow_bed	small_yellow_coathanger	small_red_coathanger	small_red_coathanger
HoHtmnyTrHC6RkLvA	23	color_basic_filler_1_m	control	both_necessary	calendar_cake	small_purple_cake	size and color	redundant	size	color redundant	3	no_extras	no_extras	M	petit violet		petit violet	0	1	cake	small	purple	TRUE	TRUE	FALSE	TRUE	big_purple_cake	big_green_calendar	small_green_cake	NA	NA
