gameId	language	stage	condition	alt1BasicLevel	alt1SuperLevel	alt2BasicLevel	alt2SuperLevel	listenerSelection	imageType	roundNumber	directorAllMessages	directorFirstMessage	guesserAllMessages	nameClickedObj	correct	words	sep	colorMentioned	sizeMentioned	typeMentioned	oneMentioned	theMentioned	gender	target
JEkdTgN6tsALip8pB	English	feedback	scene2	"NA"	"NA"	"NA"	"NA"	1	NA	55	fish	fish		black_fish	1	N		FALSE	FALSE	TRUE	FALSE	FALSE	NA	fish
JEkdTgN6tsALip8pB	English	feedback	scene4	"NA"	"NA"	"NA"	"NA"	1	NA	56	purple drum	purple drum		purple_drum	1	"c(""C"", ""N"")"		TRUE	FALSE	TRUE	FALSE	FALSE	NA	drum
JEkdTgN6tsALip8pB	English	feedback	scene4	"NA"	"NA"	"NA"	"NA"	1	NA	57	red book	red book		red_book	1	"c(""C"", ""N"")"		TRUE	FALSE	TRUE	FALSE	FALSE	NA	book
JEkdTgN6tsALip8pB	English	feedback	scene2	"NA"	"NA"	"NA"	"NA"	1	NA	60	screwdriver	screwdriver		orange_screwdriver	1	N		FALSE	FALSE	TRUE	FALSE	FALSE	NA	screwdriver
JEkdTgN6tsALip8pB	English	feedback	scene3	"NA"	"NA"	"NA"	"NA"	1	NA	62	belt	belt		blue_belt	1	N		FALSE	FALSE	TRUE	FALSE	FALSE	NA	belt
JEkdTgN6tsALip8pB	English	feedback	scene2	"NA"	"NA"	"NA"	"NA"	1	NA	64	telephone	telephone		white_phone	1			FALSE	FALSE	TRUE	TRUE	FALSE	NA	phone
JEkdTgN6tsALip8pB	English	feedback	scene2	"NA"	"NA"	"NA"	"NA"	1	NA	65	basket	basket		orange_basket	1	N		FALSE	FALSE	TRUE	FALSE	TRUE	NA	basket
JEkdTgN6tsALip8pB	English	feedback	scene4	"NA"	"NA"	"NA"	"NA"	1	NA	66	green shell	green shell		green_shell	1	"c(""C"", ""N"")"		TRUE	FALSE	TRUE	FALSE	FALSE	NA	shell
JEkdTgN6tsALip8pB	English	feedback	scene3	"NA"	"NA"	"NA"	"NA"	1	NA	67	crown	crown		blue_crown	1	N		FALSE	FALSE	TRUE	FALSE	FALSE	NA	crown
JEkdTgN6tsALip8pB	English	feedback	scene2	"NA"	"NA"	"NA"	"NA"	1	NA	68	face mask	face mask		red_mask	1	"c("""", ""N"")"		FALSE	FALSE	TRUE	FALSE	TRUE	NA	mask
JEkdTgN6tsALip8pB	English	feedback	scene1	"NA"	"NA"	"NA"	"NA"	1	NA	69	white wallet/purse	white wallet/purse		white_wallet	1	"c(""C"", """")"		TRUE	FALSE	TRUE	FALSE	TRUE	NA	wallet
JEkdTgN6tsALip8pB	English	feedback	scene4	"NA"	"NA"	"NA"	"NA"	1	NA	72	white comb	white comb		white_comb	1	"c(""C"", ""N"")"		TRUE	FALSE	TRUE	FALSE	FALSE	NA	comb
Qcnh9G43wQiHnfRDA	English	feedback	scene3	"NA"	"NA"	"NA"	"NA"	1	NA	1	the pillow	the pillow		white_cushion	1	"c(""A"", """")"		FALSE	FALSE	FALSE	FALSE	TRUE	NA	cushion
Qcnh9G43wQiHnfRDA	English	feedback	scene1	"NA"	"NA"	"NA"	"NA"	1	NA	2	yellow balloon	yellow balloon		yellow_balloon	1	"c(""C"", ""N"")"		TRUE	FALSE	TRUE	FALSE	TRUE	NA	balloon
Qcnh9G43wQiHnfRDA	English	feedback	scene2	"NA"	"NA"	"NA"	"NA"	1	NA	3	the calendar	the calendar		purple_calendar	1	"c(""A"", ""N"")"		FALSE	FALSE	TRUE	FALSE	TRUE	NA	calendar
Qcnh9G43wQiHnfRDA	English	feedback	scene2	"NA"	"NA"	"NA"	"NA"	1	NA	4	the bed	the bed		red_bed	1	"c(""A"", ""N"")"		FALSE	FALSE	TRUE	FALSE	TRUE	NA	bed
Qcnh9G43wQiHnfRDA	English	feedback	scene3	"NA"	"NA"	"NA"	"NA"	1	NA	5	face mask	face mask		red_mask	1	"c("""", ""N"")"		FALSE	FALSE	TRUE	FALSE	TRUE	NA	mask
Qcnh9G43wQiHnfRDA	English	feedback	scene4	"NA"	"NA"	"NA"	"NA"	1	NA	6	white iron	white iron		white_iron	1	"c(""C"", ""N"")"		TRUE	FALSE	TRUE	FALSE	FALSE	NA	iron
Qcnh9G43wQiHnfRDA	English	feedback	scene4	"NA"	"NA"	"NA"	"NA"	1	NA	7	oragne helicopter	oragne helicopter		orange_helicopter	1	"c("""", ""N"")"		FALSE	FALSE	TRUE	FALSE	TRUE	NA	helicopter
Qcnh9G43wQiHnfRDA	English	feedback	scene1	"NA"	"NA"	"NA"	"NA"	1	NA	8	yellow butterfly	yellow butterfly		yellow_butterfly	1	"c(""C"", ""N"")"		TRUE	FALSE	TRUE	FALSE	FALSE	NA	butterfly
Qcnh9G43wQiHnfRDA	English	feedback	scene1	"NA"	"NA"	"NA"	"NA"	1	NA	10	green binoculars	green binoculars		green_binoculars	1	"c(""C"", ""N"")"		TRUE	FALSE	TRUE	FALSE	TRUE	NA	binoculars
Qcnh9G43wQiHnfRDA	English	feedback	scene1	"NA"	"NA"	"NA"	"NA"	1	NA	11	yellow pencil	yellow pencil		yellow_pencil	1	"c(""C"", ""N"")"		TRUE	FALSE	TRUE	FALSE	FALSE	NA	pencil
Qcnh9G43wQiHnfRDA	English	feedback	scene1	"NA"	"NA"	"NA"	"NA"	1	NA	13	purple microscope	purple microscope		purple_microscope	1	"c(""C"", ""N"")"		TRUE	FALSE	TRUE	FALSE	FALSE	NA	microscope
Qcnh9G43wQiHnfRDA	English	feedback	scene4	"NA"	"NA"	"NA"	"NA"	1	NA	14	green knife	green knife		green_knife	1	"c(""C"", ""N"")"		TRUE	FALSE	TRUE	FALSE	FALSE	NA	knife
Qcnh9G43wQiHnfRDA	English	feedback	scene4	"NA"	"NA"	"NA"	"NA"	1	NA	15	purple bowl	purple bowl		purple_bowl	1	"c(""C"", ""N"")"		TRUE	FALSE	TRUE	FALSE	FALSE	NA	bowl
Qcnh9G43wQiHnfRDA	English	feedback	scene2	"NA"	"NA"	"NA"	"NA"	1	NA	16	green fish	green fish		green_fish	1	"c(""C"", ""N"")"		TRUE	FALSE	TRUE	FALSE	FALSE	NA	fish
Qcnh9G43wQiHnfRDA	English	feedback	scene3	"NA"	"NA"	"NA"	"NA"	1	NA	18	suitcase	suitcase		green_luggage	1	N		FALSE	FALSE	TRUE	FALSE	TRUE	NA	luggage
Qcnh9G43wQiHnfRDA	English	feedback	scene1	"NA"	"NA"	"NA"	"NA"	1	NA	20	yellow humidifier	yellow humidifier		yellow_candle	1	"c(""C"", """")"		TRUE	FALSE	FALSE	FALSE	FALSE	NA	candle
Qcnh9G43wQiHnfRDA	English	feedback	scene2	"NA"	"NA"	"NA"	"NA"	1	NA	21	flower	flower		yellow_flower	1	N		FALSE	FALSE	TRUE	FALSE	FALSE	NA	flower
Qcnh9G43wQiHnfRDA	English	feedback	scene4	"NA"	"NA"	"NA"	"NA"	1	NA	22	orange sock	orange sock		orange_sock	1	"c(""C"", ""N"")"		TRUE	FALSE	TRUE	FALSE	TRUE	NA	sock
Qcnh9G43wQiHnfRDA	English	feedback	scene4	"NA"	"NA"	"NA"	"NA"	1	NA	23	yellow belt	yellow belt		yellow_belt	1	"c(""C"", ""N"")"		TRUE	FALSE	TRUE	FALSE	FALSE	NA	belt
Qcnh9G43wQiHnfRDA	English	feedback	scene4	"NA"	"NA"	"NA"	"NA"	1	NA	25	white fence	white fence		white_fence	1	"c(""C"", ""N"")"		TRUE	FALSE	TRUE	FALSE	FALSE	NA	fence
Qcnh9G43wQiHnfRDA	English	feedback	scene1	"NA"	"NA"	"NA"	"NA"	1	NA	27	green tie	green tie		green_tie	1	"c(""C"", ""N"")"		TRUE	FALSE	TRUE	FALSE	FALSE	NA	tie
Qcnh9G43wQiHnfRDA	English	feedback	scene1	"NA"	"NA"	"NA"	"NA"	1	NA	28	white book	white book		white_book	1	"c(""C"", ""N"")"		TRUE	FALSE	TRUE	FALSE	FALSE	NA	book
Qcnh9G43wQiHnfRDA	English	feedback	scene4	"NA"	"NA"	"NA"	"NA"	1	NA	36	yellow scarf	yellow scarf		yellow_scarf	1	"c(""C"", ""N"")"		TRUE	FALSE	TRUE	FALSE	TRUE	NA	scarf
Qcnh9G43wQiHnfRDA	English	feedback	scene4	"NA"	"NA"	"NA"	"NA"	1	NA	37	purple shell	purple shell		purple_shell	1	"c(""C"", ""N"")"		TRUE	FALSE	TRUE	FALSE	FALSE	NA	shell
Qcnh9G43wQiHnfRDA	English	feedback	scene2	"NA"	"NA"	"NA"	"NA"	1	NA	38	wallet	wallet		blue_wallet	1	N		FALSE	FALSE	TRUE	FALSE	TRUE	NA	wallet
Qcnh9G43wQiHnfRDA	English	feedback	scene2	"NA"	"NA"	"NA"	"NA"	1	NA	41	the door	the door		blue_door	1	"c(""A"", ""N"")"		FALSE	FALSE	TRUE	FALSE	TRUE	NA	door
Qcnh9G43wQiHnfRDA	English	feedback	scene1	"NA"	"NA"	"NA"	"NA"	1	NA	42	black drum	black drum		black_drum	1	"c(""C"", ""N"")"		TRUE	FALSE	TRUE	FALSE	TRUE	NA	drum
Qcnh9G43wQiHnfRDA	English	feedback	scene3	"NA"	"NA"	"NA"	"NA"	1	NA	44	balck bow	balck bow		black_ribbon	1	"c("""", ""N"")"		FALSE	FALSE	TRUE	FALSE	TRUE	NA	ribbon
Qcnh9G43wQiHnfRDA	English	feedback	scene2	"NA"	"NA"	"NA"	"NA"	1	NA	46	green truck	green truck		green_truck	1	"c(""C"", ""N"")"		TRUE	FALSE	TRUE	FALSE	FALSE	NA	truck
Qcnh9G43wQiHnfRDA	English	feedback	scene3	"NA"	"NA"	"NA"	"NA"	1	NA	47	blue hguitar	blue hguitar		blue_guitar	1	"c(""C"", """")"		TRUE	FALSE	TRUE	FALSE	TRUE	NA	guitar
Qcnh9G43wQiHnfRDA	English	feedback	scene3	"NA"	"NA"	"NA"	"NA"	1	NA	48	necklace	necklace		purple_necklace	1	N		FALSE	FALSE	TRUE	FALSE	TRUE	NA	necklace
Qcnh9G43wQiHnfRDA	English	feedback	scene4	"NA"	"NA"	"NA"	"NA"	1	NA	51	red chair	red chair		red_chair	1	"c(""C"", ""N"")"		TRUE	FALSE	TRUE	FALSE	TRUE	NA	chair
Qcnh9G43wQiHnfRDA	English	feedback	scene2	"NA"	"NA"	"NA"	"NA"	1	NA	52	dice	dice		purple_die	1			FALSE	FALSE	FALSE	FALSE	FALSE	NA	die
Qcnh9G43wQiHnfRDA	English	feedback	scene2	"NA"	"NA"	"NA"	"NA"	1	NA	54	cornw__crown	cornw		red_crown	1			FALSE	FALSE	FALSE	FALSE	FALSE	NA	crown
Qcnh9G43wQiHnfRDA	English	feedback	scene3	"NA"	"NA"	"NA"	"NA"	1	NA	58	ring	ring		blue_ring	1	N		FALSE	FALSE	TRUE	FALSE	FALSE	NA	ring
Qcnh9G43wQiHnfRDA	English	feedback	scene3	"NA"	"NA"	"NA"	"NA"	1	NA	59	oragne screwdriver	oragne screwdriver		orange_screwdriver	1	"c("""", ""N"")"		FALSE	FALSE	TRUE	FALSE	TRUE	NA	screwdriver
Qcnh9G43wQiHnfRDA	English	feedback	scene3	"NA"	"NA"	"NA"	"NA"	1	NA	60	mug	mug		white_mug	1	N		FALSE	FALSE	TRUE	FALSE	FALSE	NA	mug
Qcnh9G43wQiHnfRDA	English	feedback	scene3	"NA"	"NA"	"NA"	"NA"	1	NA	61	comb	comb		yellow_comb	1	N		FALSE	FALSE	TRUE	FALSE	FALSE	NA	comb
Qcnh9G43wQiHnfRDA	English	feedback	scene1	"NA"	"NA"	"NA"	"NA"	1	NA	62	black glove	black glove		black_glove	1	"c(""C"", ""N"")"		TRUE	FALSE	TRUE	FALSE	TRUE	NA	glove
Qcnh9G43wQiHnfRDA	English	feedback	scene4	"NA"	"NA"	"NA"	"NA"	1	NA	63	red calculator	red calculator		red_calculator	1	"c(""C"", ""N"")"		TRUE	FALSE	TRUE	FALSE	TRUE	NA	calculator
Qcnh9G43wQiHnfRDA	English	feedback	scene3	"NA"	"NA"	"NA"	"NA"	1	NA	64	oragne slipper	oragne slipper		orange_slipper	1	"c("""", ""N"")"		FALSE	FALSE	TRUE	FALSE	TRUE	NA	slipper
Qcnh9G43wQiHnfRDA	English	feedback	scene4	"NA"	"NA"	"NA"	"NA"	1	NA	65	green robot	green robot		green_robot	1	"c(""C"", ""N"")"		TRUE	FALSE	TRUE	FALSE	FALSE	NA	robot
Qcnh9G43wQiHnfRDA	English	feedback	scene2	"NA"	"NA"	"NA"	"NA"	1	NA	66	woven basket	woven basket		black_basket	1	"c("""", ""N"")"		FALSE	FALSE	TRUE	FALSE	TRUE	NA	basket
Qcnh9G43wQiHnfRDA	English	feedback	scene1	"NA"	"NA"	"NA"	"NA"	1	NA	67	red phone	red phone		red_phone	1	"c(""C"", ""N"")"		TRUE	FALSE	TRUE	TRUE	FALSE	NA	phone
Qcnh9G43wQiHnfRDA	English	feedback	scene2	"NA"	"NA"	"NA"	"NA"	1	NA	68	hammer	hammer		purple_hammer	1	N		FALSE	FALSE	TRUE	FALSE	TRUE	NA	hammer
Qcnh9G43wQiHnfRDA	English	feedback	scene3	"NA"	"NA"	"NA"	"NA"	1	NA	70	lock	lock		orange_lock	1	N		FALSE	FALSE	TRUE	FALSE	FALSE	NA	lock
Qcnh9G43wQiHnfRDA	English	feedback	scene2	"NA"	"NA"	"NA"	"NA"	1	NA	71	dress	dress		blue_dress	1	N		FALSE	FALSE	TRUE	FALSE	FALSE	NA	dress
Qcnh9G43wQiHnfRDA	English	feedback	scene1	"NA"	"NA"	"NA"	"NA"	1	NA	72	green fork	green fork		green_fork	1	"c(""C"", ""N"")"		TRUE	FALSE	TRUE	FALSE	FALSE	NA	fork
G8Dmw8Be7SWhAFCnB	English	feedback	scene4	"NA"	"NA"	"NA"	"NA"	1	NA	5	red bed	red bed		red_bed	1	"c(""C"", ""N"")"		TRUE	FALSE	TRUE	FALSE	FALSE	NA	bed
G8Dmw8Be7SWhAFCnB	English	feedback	scene1	"NA"	"NA"	"NA"	"NA"	1	NA	6	black suitcase	black suitcase		black_luggage	1	"c(""C"", ""N"")"		TRUE	FALSE	TRUE	FALSE	TRUE	NA	luggage
G8Dmw8Be7SWhAFCnB	English	feedback	scene4	"NA"	"NA"	"NA"	"NA"	1	NA	7	white chair	white chair		white_chair	1	"c(""C"", ""N"")"		TRUE	FALSE	TRUE	FALSE	TRUE	NA	chair
G8Dmw8Be7SWhAFCnB	English	feedback	scene3	"NA"	"NA"	"NA"	"NA"	1	NA	11	white phone	white phone		white_phone	1	"c(""C"", ""N"")"		TRUE	FALSE	TRUE	TRUE	FALSE	NA	phone
G8Dmw8Be7SWhAFCnB	English	feedback	scene3	"NA"	"NA"	"NA"	"NA"	1	NA	12	fork	fork		green_fork	1	N		FALSE	FALSE	TRUE	FALSE	FALSE	NA	fork
G8Dmw8Be7SWhAFCnB	English	feedback	scene1	"NA"	"NA"	"NA"	"NA"	1	NA	13	black padlock	black padlock		black_lock	1	"c(""C"", """")"		TRUE	FALSE	TRUE	FALSE	TRUE	NA	lock
G8Dmw8Be7SWhAFCnB	English	feedback	scene4	"NA"	"NA"	"NA"	"NA"	1	NA	14	green hammer	green hammer		green_hammer	1	"c(""C"", ""N"")"		TRUE	FALSE	TRUE	FALSE	TRUE	NA	hammer
G8Dmw8Be7SWhAFCnB	English	feedback	scene1	"NA"	"NA"	"NA"	"NA"	1	NA	16	white pillow	white pillow		white_cushion	1	"c(""C"", """")"		TRUE	FALSE	FALSE	FALSE	FALSE	NA	cushion
G8Dmw8Be7SWhAFCnB	English	feedback	scene3	"NA"	"NA"	"NA"	"NA"	1	NA	17	yellow mask	yellow mask		yellow_mask	1	"c(""C"", ""N"")"		TRUE	FALSE	TRUE	FALSE	TRUE	NA	mask
G8Dmw8Be7SWhAFCnB	English	feedback	scene3	"NA"	"NA"	"NA"	"NA"	1	NA	18	purple microscope	purple microscope		purple_microscope	1	"c(""C"", ""N"")"		TRUE	FALSE	TRUE	FALSE	FALSE	NA	microscope
G8Dmw8Be7SWhAFCnB	English	feedback	scene2	"NA"	"NA"	"NA"	"NA"	1	NA	19	purple bowl	purple bowl		purple_bowl	1	"c(""C"", ""N"")"		TRUE	FALSE	TRUE	FALSE	FALSE	NA	bowl
G8Dmw8Be7SWhAFCnB	English	feedback	scene1	"NA"	"NA"	"NA"	"NA"	1	NA	21	blue ring	blue ring		blue_ring	1	"c(""C"", ""N"")"		TRUE	FALSE	TRUE	FALSE	FALSE	NA	ring
G8Dmw8Be7SWhAFCnB	English	feedback	scene2	"NA"	"NA"	"NA"	"NA"	1	NA	22	orange helicopter	orange helicopter		orange_helicopter	1	"c(""C"", ""N"")"		TRUE	FALSE	TRUE	FALSE	TRUE	NA	helicopter
G8Dmw8Be7SWhAFCnB	English	feedback	scene4	"NA"	"NA"	"NA"	"NA"	1	NA	23	white fence	white fence		white_fence	1	"c(""C"", ""N"")"		TRUE	FALSE	TRUE	FALSE	FALSE	NA	fence
G8Dmw8Be7SWhAFCnB	English	feedback	scene4	"NA"	"NA"	"NA"	"NA"	1	NA	24	green truck	green truck		green_truck	1	"c(""C"", ""N"")"		TRUE	FALSE	TRUE	FALSE	FALSE	NA	truck
G8Dmw8Be7SWhAFCnB	English	feedback	scene3	"NA"	"NA"	"NA"	"NA"	1	NA	27	white guitar	white guitar		white_guitar	1	"c(""C"", ""N"")"		TRUE	FALSE	TRUE	FALSE	TRUE	NA	guitar
G8Dmw8Be7SWhAFCnB	English	feedback	scene3	"NA"	"NA"	"NA"	"NA"	1	NA	28	purple balloon__blue?	purple balloon	there is no purple balloon__the blue one?	blue_balloon	1	"c(""C"", ""N"")"		TRUE	FALSE	TRUE	FALSE	TRUE	NA	balloon
G8Dmw8Be7SWhAFCnB	English	feedback	scene4	"NA"	"NA"	"NA"	"NA"	1	NA	29	yellow iron	yellow iron		yellow_iron	1	"c(""C"", ""N"")"		TRUE	FALSE	TRUE	FALSE	FALSE	NA	iron
G8Dmw8Be7SWhAFCnB	English	feedback	scene1	"NA"	"NA"	"NA"	"NA"	1	NA	30	blue pencil	blue pencil		blue_pencil	1	"c(""C"", ""N"")"		TRUE	FALSE	TRUE	FALSE	FALSE	NA	pencil
G8Dmw8Be7SWhAFCnB	English	feedback	scene4	"NA"	"NA"	"NA"	"NA"	1	NA	31	orange basket	orange basket		orange_basket	1	"c(""C"", ""N"")"		TRUE	FALSE	TRUE	FALSE	TRUE	NA	basket
G8Dmw8Be7SWhAFCnB	English	feedback	scene1	"NA"	"NA"	"NA"	"NA"	1	NA	32	white candle	white candle		white_candle	1	"c(""C"", ""N"")"		TRUE	FALSE	TRUE	FALSE	TRUE	NA	candle
G8Dmw8Be7SWhAFCnB	English	feedback	scene4	"NA"	"NA"	"NA"	"NA"	1	NA	33	orange fish	orange fish		orange_fish	1	"c(""C"", ""N"")"		TRUE	FALSE	TRUE	FALSE	TRUE	NA	fish
