gameId	X_id	listenerSelection	stage	condition	alt1BasicLevel	alt1SuperLevel	alt2BasicLevel	alt2SuperLevel	roundNumber	directorAllMessages	directorFirstMessage	guesserAllMessages	nameClickedObj	correct	colorMentioned	sizeMentioned	typeMentioned	oneMentioned	theMentioned
mPqh89q4SWXjgYhPf	PAqKuavA5dwy87uhW	1	feedback	color43	"NA"	"NA"	"NA"	"NA"	22	the smallest lightest purple one	the smallest lightest purple one		small_purple_hairdryer	1	TRUE	TRUE	FALSE	TRUE	TRUE
mPqh89q4SWXjgYhPf	gM8MEDP6Z6wm9tXac	1	feedback	size41	"NA"	"NA"	"NA"	"NA"	23	the biggest darkest belt	the biggest darkest belt		big_black_belt	1	FALSE	TRUE	TRUE	FALSE	TRUE
mPqh89q4SWXjgYhPf	jHBKKzPaXyNGeYCRo	1	feedback	color41	"NA"	"NA"	"NA"	"NA"	24	the pink one	the pink one		small_purple_butterfly	1	TRUE	FALSE	FALSE	TRUE	TRUE
mPqh89q4SWXjgYhPf	eY4GR3DsifxfGSuhr	1	feedback	size42	"NA"	"NA"	"NA"	"NA"	25	the smallest blue guitar	the smallest blue guitar		small_blue_guitar	1	TRUE	TRUE	TRUE	FALSE	TRUE
mPqh89q4SWXjgYhPf	DSL4gbE9jtsK68HaR	1	feedback	subNec	shirt	clothing	bathrobe	clothing	26	the long sleeve button up shirt	the long sleeve button up shirt		dressShirt	1	FALSE	FALSE	FALSE	FALSE	TRUE
mPqh89q4SWXjgYhPf	4YxZLhh9WX87zGqp2	1	feedback	supSuff	gloves	clothing	flower	plant	27	the bird	the bird		parrot	1	FALSE	FALSE	FALSE	FALSE	TRUE
mPqh89q4SWXjgYhPf	eEvveLsNsBoh3Bpqh	1	feedback	subNec	dog	animal	bison	animal	28	the pug	the pug		pug	1	FALSE	FALSE	FALSE	FALSE	TRUE
mPqh89q4SWXjgYhPf	JAkFj5M2vhhyHcfik	1	feedback	color21	"NA"	"NA"	"NA"	"NA"	29	the small brown shirt	the small brown shirt		small_brown_jacket	1	TRUE	TRUE	FALSE	FALSE	TRUE
mPqh89q4SWXjgYhPf	TQSyYdtqqrNR6Kpwu	1	feedback	basicSuffType2	rabbit	animal	lamp	furniture	30	the dog	the dog		husky	1	FALSE	FALSE	FALSE	FALSE	TRUE
mPqh89q4SWXjgYhPf	X4Yh8xczASNvzQ9yb	1	feedback	size43	"NA"	"NA"	"NA"	"NA"	31	the biggest white shoe	the biggest white shoe		big_white_shoe	1	TRUE	TRUE	TRUE	FALSE	TRUE
mPqh89q4SWXjgYhPf	dkgZZAL4xaZ2LHFkC	1	feedback	supSuff	shirt	clothing	pretzels	snack	32	the flower	the flower		daisy	1	FALSE	FALSE	TRUE	FALSE	TRUE
mPqh89q4SWXjgYhPf	tpiAAsrjJYS4DDtYQ	1	feedback	color41	"NA"	"NA"	"NA"	"NA"	33	the red pepper	the red pepper		small_red_bellpepper	1	TRUE	FALSE	TRUE	FALSE	TRUE
mPqh89q4SWXjgYhPf	KydEfMcReWeveHuHq	1	feedback	basicSuffType1	wardrobe	furniture	bookcase	furniture	34	the flat table	the flat table		diningTable	1	FALSE	FALSE	FALSE	FALSE	TRUE
mPqh89q4SWXjgYhPf	esLEAbMmdkht9SujK	1	feedback	size31	"NA"	"NA"	"NA"	"NA"	35	the smallest purple rug	the smallest purple rug		small_purple_rug	1	TRUE	TRUE	TRUE	FALSE	TRUE
mPqh89q4SWXjgYhPf	2Buzagx6cAXeyoSQp	1	feedback	size21	"NA"	"NA"	"NA"	"NA"	36	the smallest green pepper	the smallest green pepper		small_green_pepper	1	TRUE	TRUE	TRUE	FALSE	TRUE
mPqh89q4SWXjgYhPf	pcvMHG7fD2mRjHrgH	1	feedback	size22	"NA"	"NA"	"NA"	"NA"	37	the biggest cake	the biggest cake		big_pink_weddingcake	1	FALSE	TRUE	FALSE	FALSE	TRUE
mPqh89q4SWXjgYhPf	jxHTKjTPyzXxbuDQu	1	feedback	subNec	table	furniture	table	furniture	38	the flat table	the flat table		coffeeTable	1	FALSE	FALSE	FALSE	FALSE	TRUE
mPqh89q4SWXjgYhPf	55iZ4WFe5PMawNhwW	1	feedback	basicSuffType1	cookies	snack	popcorn	snack	39	the jellybeans	the jellybeans		jellyBeans	1	FALSE	FALSE	FALSE	FALSE	TRUE
mPqh89q4SWXjgYhPf	t4ozDtyMbEmCwQeoK	1	feedback	color44	"NA"	"NA"	"NA"	"NA"	40	the one thats really gray	the one thats really gray		small_grey_rock	1	TRUE	FALSE	FALSE	TRUE	TRUE
mPqh89q4SWXjgYhPf	8g7PrWfnDJYxPeSr8	1	feedback	size22	"NA"	"NA"	"NA"	"NA"	41	the biggest one	the biggest one		big_green_chair	1	FALSE	TRUE	FALSE	TRUE	TRUE
mPqh89q4SWXjgYhPf	4ntp8uXZrvvZnvrzK	1	feedback	basicSuffType2	horse	animal	lamp	furniture	42	the eagle	the eagle		eagle	1	FALSE	FALSE	FALSE	FALSE	TRUE
mPqh89q4SWXjgYhPf	wzyXtYxDDYb5nYG7q	1	feedback	subNec	flower	plant	ivy	plant	43	the yellow flower	the yellow flower		sunflower	1	TRUE	FALSE	TRUE	FALSE	TRUE
mPqh89q4SWXjgYhPf	yCz8TzWANoWsYTLG5	1	feedback	supSuff	firetruck	vehicle	shirt	clothing	44	the goldfish	the goldfish		goldFish	1	TRUE	FALSE	FALSE	FALSE	TRUE
mPqh89q4SWXjgYhPf	PbzrBkHx6bDKo9vDC	1	feedback	size31	"NA"	"NA"	"NA"	"NA"	45	the small yellow balloon	the small yellow balloon		small_yellow_balloon	1	TRUE	TRUE	TRUE	FALSE	TRUE
mPqh89q4SWXjgYhPf	FeKLDnF4nE6Mp3xoa	1	feedback	size44	"NA"	"NA"	"NA"	"NA"	46	the smallest one	the smallest one		small_green_binder	1	FALSE	TRUE	FALSE	TRUE	TRUE
mPqh89q4SWXjgYhPf	vkTJL5cLr8bw322JR	1	feedback	subNec	shirt	clothing	dress	clothing	47	the plain blue tshirt	the plain blue tshirt		tShirt	1	TRUE	FALSE	FALSE	FALSE	TRUE
mPqh89q4SWXjgYhPf	2hKD2DcYZdezGSfh6	1	feedback	size32	"NA"	"NA"	"NA"	"NA"	48	smallest red bucket	smallest red bucket		small_red_bucket	1	TRUE	TRUE	TRUE	FALSE	FALSE
mPqh89q4SWXjgYhPf	j7Mr6qNhCPmyvNc6C	1	feedback	basicSuffType1	rabbit	animal	iguana	animal	49	the hummingbird	the hummingbird		hummingBird	1	FALSE	FALSE	FALSE	FALSE	TRUE
mPqh89q4SWXjgYhPf	N7W52qEsY7mZLdruZ	1	feedback	subNec	car	vehicle	car	vehicle	50	the white SUV	the white SUV		suv	1	TRUE	FALSE	FALSE	FALSE	TRUE
mPqh89q4SWXjgYhPf	gcCgCCreoXPyM34j2	1	feedback	supSuff	lamp	furniture	popcorn	snack	51	the shirt	the shirt		hawaiiShirt	1	FALSE	FALSE	FALSE	FALSE	TRUE
mPqh89q4SWXjgYhPf	i8aea42kx39CC4Lyw	1	feedback	basicSuffType2	bathrobe	clothing	bed	furniture	52	the plain blue polo shirt	the plain blue polo shirt		poloShirt	1	TRUE	FALSE	FALSE	FALSE	TRUE
mPqh89q4SWXjgYhPf	LSB2HHRxbF3nGnLs7	1	feedback	basicSuffType2	cookies	snack	bathrobe	clothing	53	the m&ms	the m&ms		mnMs	1	FALSE	FALSE	FALSE	FALSE	TRUE
mPqh89q4SWXjgYhPf	RALaAMBMpoRTxkoY4	1	feedback	subNec	fish	animal	kitten	animal	54	the pointy nose fish	the pointy nose fish		swordFish	1	FALSE	FALSE	FALSE	FALSE	TRUE
mPqh89q4SWXjgYhPf	z4xB3mu3jistY4n6C	1	feedback	basicSuffType2	cow	animal	lamp	furniture	55	the fish	the fish		clownFish	1	FALSE	FALSE	FALSE	FALSE	TRUE
mPqh89q4SWXjgYhPf	66jn5uYdKnfF2EpWA	1	feedback	basicSuffType2	popcorn	snack	bed	furniture	56	gummy bears	gummy bears		gummyBears	1	FALSE	FALSE	FALSE	FALSE	FALSE
mPqh89q4SWXjgYhPf	ydscnndwCjHzkJ4bP	1	feedback	subNec	table	furniture	table	furniture	57	picnic table	picnic table		picnicTable	1	FALSE	FALSE	FALSE	FALSE	FALSE
mPqh89q4SWXjgYhPf	ggXMCDEbvyqTjhiq5	1	feedback	supSuff	hamster	animal	flower	plant	58	the skittles	the skittles		skittles	1	FALSE	FALSE	FALSE	FALSE	TRUE
mPqh89q4SWXjgYhPf	SDkEdeEz6KoSRitcf	1	feedback	color32	"NA"	"NA"	"NA"	"NA"	59	the blue one	the blue one		small_blue_toothbrush	1	TRUE	FALSE	FALSE	TRUE	TRUE
mPqh89q4SWXjgYhPf	9kG6ydEzv5xSLgtLr	1	feedback	basicSuffType2	fish	animal	ivy	plant	60	the bear	the bear		blackBear	1	FALSE	FALSE	FALSE	FALSE	TRUE
mPqh89q4SWXjgYhPf	QCcFrmYnt9cQssBHE	1	feedback	color22	"NA"	"NA"	"NA"	"NA"	61	the pink one	the pink one		big_pink_teacup	1	TRUE	FALSE	FALSE	TRUE	TRUE
mPqh89q4SWXjgYhPf	ytDt9vb8GmAHr9zwm	1	feedback	color44	"NA"	"NA"	"NA"	"NA"	62	the purple one	the purple one		small_purple_flower	1	TRUE	FALSE	FALSE	TRUE	TRUE
mPqh89q4SWXjgYhPf	23EBNug9zmJrh4s9z	1	feedback	subNec	flower	plant	flower	plant	63	the red rose	the red rose		rose	1	TRUE	FALSE	FALSE	FALSE	TRUE
mPqh89q4SWXjgYhPf	GkNA78uDkEJEG5brf	1	feedback	supSuff	pretzels	snack	ambulance	vehicle	64	panda bear	panda bear		pandaBear	1	FALSE	FALSE	FALSE	FALSE	TRUE
mPqh89q4SWXjgYhPf	QrNcL3D9urjxaW3m5	1	feedback	supSuff	chips	snack	ivy	plant	65	car	car		sportsCar	1	FALSE	FALSE	FALSE	FALSE	FALSE
mPqh89q4SWXjgYhPf	dBMpvBu7fj7Jz7k3q	1	feedback	size33	"NA"	"NA"	"NA"	"NA"	66	the smallest one	the smallest one		small_purple_coathanger	1	FALSE	TRUE	FALSE	TRUE	TRUE
mPqh89q4SWXjgYhPf	e9sLngs6gGsZvksJd	1	feedback	color32	"NA"	"NA"	"NA"	"NA"	67	the red bike	the red bike		big_red_bike	1	TRUE	FALSE	TRUE	FALSE	TRUE
mPqh89q4SWXjgYhPf	nSHLqLiMpv6m8sbvi	1	feedback	color31	"NA"	"NA"	"NA"	"NA"	68	the smallest black comb	the smallest black comb		small_black_comb	1	TRUE	TRUE	TRUE	FALSE	TRUE
mPqh89q4SWXjgYhPf	v2iiGCWiEffdQwihJ	1	feedback	color33	"NA"	"NA"	"NA"	"NA"	69	the red one	the red one		big_red_tack	1	TRUE	FALSE	FALSE	TRUE	TRUE
mPqh89q4SWXjgYhPf	9sSLc6quRffWa7kjm	1	feedback	color33	"NA"	"NA"	"NA"	"NA"	70	the black one	the black one		small_black_book	1	TRUE	FALSE	FALSE	TRUE	TRUE
mPqh89q4SWXjgYhPf	ydzCXS7XedBeokejY	1	feedback	size32	"NA"	"NA"	"NA"	"NA"	71	the smallest one	the smallest one		small_orange_napkin	1	FALSE	TRUE	FALSE	TRUE	TRUE
mPqh89q4SWXjgYhPf	ywukFhY4fKrxX8qfF	1	feedback	size41	"NA"	"NA"	"NA"	"NA"	72	the biggest purple stapler	the biggest purple stapler	great directing, thank you!	big_purple_stapler	1	TRUE	TRUE	TRUE	FALSE	TRUE
gAvRGA9kq5HLuXscm	PNG8CuQTWmvaJt3wL	1	feedback	supSuff	grasses	plant	sheep	animal	2	It's the candy__Hi__I think you click to begin the next round.__I think you click to begin the next round.__:( Not sure how to move on then.	It's the candy	Hi__Let's proceed__It isn't going through	skittles	1	FALSE	FALSE	FALSE	FALSE	TRUE
gAvRGA9kq5HLuXscm	Mw6EN4zLBJTYfJgpH	NONE	feedback	size33	"NA"	"NA"	"NA"	"NA"	3	It's the largest hanger__Are you able to move on?__:(	It's the largest hanger	Great__No__What should we do?	NONE	0	FALSE	TRUE	FALSE	FALSE	TRUE
gAvRGA9kq5HLuXscm	CoiMZWGqwfdpWetHs	NONE	feedback	supSuff	car	vehicle	pretzels	snack	4	It's the bear__This is frustrating. Maybe we should contact the researcher on the home page	It's the bear	Very frustrating!	NONE	0	FALSE	FALSE	FALSE	FALSE	TRUE
gAvRGA9kq5HLuXscm	KTKDyLgbdo2xmM9Co	NONE	feedback	color43	"NA"	"NA"	"NA"	"NA"	5	It's the pink balloon__Same for me. I did send a message letting them know so hopefully they can fix it.__yeah. I understand if you do.	It's the pink balloon	It's loading but taking time__Cool.__5/72....__I already felt like quiting__What do you suggest?	NONE	0	TRUE	FALSE	TRUE	FALSE	TRUE
gAvRGA9kq5HLuXscm	eKxFsnT5zzuF5pxRB	1	feedback	subNec	flower	plant	rosemary	plant	6	It's the sunflower__I understand it you quit. It's going to take way longer than the advertised 20 minutes.__I'll stay just to see what happens. If it pairs me with someone else, it may fix it or it might default to the end where I can leave additional feedback.	It's the sunflower	Yeah__Are you staying or quitting too?__Sound great	sunflower	1	FALSE	FALSE	TRUE	FALSE	TRUE
gAvRGA9kq5HLuXscm	Kj6HQkSW9bRAhYy8i	NONE	feedback	color44	"NA"	"NA"	"NA"	"NA"	7	It's the yellow ball__This has got to be part of the experiment, or it's just bad luck. lol	It's the yellow ball	Cool__Lol... Either of the two must be right	NONE	0	TRUE	FALSE	FALSE	FALSE	TRUE
gAvRGA9kq5HLuXscm	ZKQjuPx8qF7vGjBz7	NONE	feedback	basicSuffType2	ambulance	vehicle	rosemary	plant	8	It's the minivan	It's the minivan	Great__Keep refreshing from your end	NONE	0	FALSE	FALSE	FALSE	FALSE	TRUE
gAvRGA9kq5HLuXscm	7BcysuMToE6gWMrMP	NONE	feedback	color31	"NA"	"NA"	"NA"	"NA"	9	It's the brightest large book__I am__Refreshing doesn't appear to be helping on my side	It's the brightest large book	Great__Keep refreshing	NONE	0	FALSE	TRUE	TRUE	FALSE	TRUE
gAvRGA9kq5HLuXscm	zS95D44Cmi6tCfiYE	NONE	feedback	color41	"NA"	"NA"	"NA"	"NA"	10	It's the small blue rug__I understand. Have a good day	It's the small blue rug	Great__I need to say goodbye	NONE	0	TRUE	TRUE	TRUE	FALSE	TRUE
gAvRGA9kq5HLuXscm	nuhLMRqiYakGBWdq5	NONE	selection	basicSuffType2	socks	clothing	cookies	snack	11	It's the blue shirt if you are still there. :)	It's the blue shirt if you are still there. :)		NONE	0	TRUE	FALSE	FALSE	FALSE	TRUE
gAvRGA9kq5HLuXscm	PGWwGkXPwJgvxCq23	NA	selection	basicSuffType1	grasses	plant	rosemary	plant	12	It's the daisy flower	It's the daisy flower		NA	NA	FALSE	FALSE	TRUE	FALSE	TRUE
gAvRGA9kq5HLuXscm	jFXwnwwtRY2xhP83M	NA	selection	basicSuffType2	bookcase	furniture	cookies	snack	13	It's the small dresser with two drawers.	It's the small dresser with two drawers.		NA	NA	FALSE	TRUE	FALSE	FALSE	TRUE
LhezHLLzMBjSPJrwD	jSTyj4eyNBQ4GreuL	1	feedback	color32	"NA"	"NA"	"NA"	"NA"	1	Black belt	Black belt	Hi	small_black_belt	1	TRUE	FALSE	TRUE	FALSE	FALSE
LhezHLLzMBjSPJrwD	mbxJfE3DsdCwARBaB	1	feedback	color41	"NA"	"NA"	"NA"	"NA"	2	yellow shoe	yellow shoe	hi	small_yellow_shoe	1	TRUE	FALSE	TRUE	FALSE	FALSE
LhezHLLzMBjSPJrwD	zTeKt847fWb6Pixb7	1	feedback	subNec	bear	animal	sheep	animal	3	Brown bear	Brown bear	hi	grizzlyBear	1	TRUE	FALSE	FALSE	FALSE	FALSE
LhezHLLzMBjSPJrwD	sD8XG96aDZwRQiAQ6	1	feedback	supSuff	cookies	snack	pottedPlant	plant	4	eagle	eagle	direct me	eagle	1	FALSE	FALSE	FALSE	FALSE	FALSE
LhezHLLzMBjSPJrwD	paez56RcheNNihG5m	1	feedback	basicSuffType2	socks	clothing	car	vehicle	5	blue shirt	blue shirt		hawaiiShirt	1	TRUE	FALSE	FALSE	FALSE	FALSE
LhezHLLzMBjSPJrwD	TGFNXtGAp4ZWrW5gL	1	feedback	size32	"NA"	"NA"	"NA"	"NA"	6	smallest ball	smallest ball		small_white_pingpongball	1	FALSE	TRUE	FALSE	FALSE	FALSE
LhezHLLzMBjSPJrwD	rCeMMsaNadxSJf8fb	1	feedback	subNec	dog	animal	lobster	animal	7	huskie dog	huskie dog		husky	1	FALSE	FALSE	FALSE	FALSE	FALSE
LhezHLLzMBjSPJrwD	QZfaiJQtKrTDPh7gk	1	feedback	color31	"NA"	"NA"	"NA"	"NA"	8	purple ballon	purple ballon		small_pink_balloon	1	TRUE	FALSE	FALSE	FALSE	FALSE
LhezHLLzMBjSPJrwD	n5EL4Q9tvL5CCyjqF	1	feedback	size43	"NA"	"NA"	"NA"	"NA"	9	smallest pin	smallest pin		small_blue_tack	1	FALSE	TRUE	FALSE	FALSE	FALSE
LhezHLLzMBjSPJrwD	aN2Tkc6BFJ99MSvPZ	1	feedback	color42	"NA"	"NA"	"NA"	"NA"	10	red stapler	red stapler		big_red_stapler	1	TRUE	FALSE	TRUE	FALSE	FALSE
LhezHLLzMBjSPJrwD	s9PByZhNby9A5NoFL	1	feedback	basicSuffType2	chips	snack	dress	clothing	11	jelly beans	jelly beans		jellyBeans	1	FALSE	FALSE	FALSE	FALSE	FALSE
LhezHLLzMBjSPJrwD	YqucaZjTLFQs4PuHh	1	feedback	color32	"NA"	"NA"	"NA"	"NA"	12	blue guitar	blue guitar		big_blue_guitar	1	TRUE	FALSE	TRUE	FALSE	FALSE
LhezHLLzMBjSPJrwD	DAcyybKtm6gKsuxKW	1	feedback	size33	"NA"	"NA"	"NA"	"NA"	13	largest hanger	largest hanger		big_purple_coathanger	1	FALSE	TRUE	FALSE	FALSE	FALSE
LhezHLLzMBjSPJrwD	aoLiNJSj8q6Wgo27x	1	feedback	color43	"NA"	"NA"	"NA"	"NA"	14	red candle	red candle		big_red_candle	1	TRUE	FALSE	TRUE	FALSE	FALSE
LhezHLLzMBjSPJrwD	xpQ2JKuirhoBHmPQm	1	feedback	basicSuffType2	bison	animal	pottedPlant	plant	15	fish	fish		clownFish	1	FALSE	FALSE	FALSE	FALSE	FALSE
LhezHLLzMBjSPJrwD	4fPmjHSxN9wEW6qa6	1	feedback	color21	"NA"	"NA"	"NA"	"NA"	16	orange ball	orange ball		big_orange_billiardball	1	TRUE	FALSE	FALSE	FALSE	FALSE
LhezHLLzMBjSPJrwD	7y9J5qRBaMnGuKJTj	1	feedback	basicSuffType1	iguana	animal	kitten	animal	17	pigeon	pigeon		pigeon	1	FALSE	FALSE	FALSE	FALSE	FALSE
LhezHLLzMBjSPJrwD	Lkpe3kFFCbyHBhidv	1	feedback	size44	"NA"	"NA"	"NA"	"NA"	18	largest	largest		big_yellow_napkin	1	FALSE	TRUE	FALSE	FALSE	FALSE
LhezHLLzMBjSPJrwD	tFSqEkHtdBPAA2wdE	1	feedback	color22	"NA"	"NA"	"NA"	"NA"	19	blue dryer	blue dryer		big_purple_hairdryer	1	TRUE	FALSE	FALSE	FALSE	FALSE
LhezHLLzMBjSPJrwD	Bwr9DdSytFHvzaXj8	1	feedback	size21	"NA"	"NA"	"NA"	"NA"	20	largest	largest		big_red_bucket	1	FALSE	TRUE	FALSE	FALSE	FALSE
LhezHLLzMBjSPJrwD	2riEZj7qWAD52Zszo	1	feedback	color44	"NA"	"NA"	"NA"	"NA"	21	blue one	blue one		big_blue_toothbrush	1	TRUE	FALSE	FALSE	TRUE	FALSE
LhezHLLzMBjSPJrwD	CKqgT9bozjEhSDyty	1	feedback	basicSuffType1	wardrobe	furniture	bookcase	furniture	22	picnic table	picnic table		picnicTable	1	FALSE	FALSE	FALSE	FALSE	FALSE
LhezHLLzMBjSPJrwD	o8BiHCpGPos2nbmmb	1	feedback	supSuff	chips	snack	table	furniture	23	bear	bear		blackBear	1	FALSE	FALSE	FALSE	FALSE	FALSE
LhezHLLzMBjSPJrwD	2pqtvN6JxadwSmceo	1	feedback	subNec	bear	animal	kitten	animal	24	polar bear	polar bear		polarBear	1	FALSE	FALSE	FALSE	FALSE	FALSE
LhezHLLzMBjSPJrwD	bhHtR733macEJbPHA	1	feedback	color44	"NA"	"NA"	"NA"	"NA"	25	red	red		big_red_yarn	1	TRUE	FALSE	FALSE	FALSE	FALSE
LhezHLLzMBjSPJrwD	KoJLhKHrBYtenXNFi	1	feedback	color41	"NA"	"NA"	"NA"	"NA"	26	white	white		small_white_phone	1	TRUE	FALSE	FALSE	FALSE	FALSE
LhezHLLzMBjSPJrwD	aqGAKgWNpPWP9L8PZ	1	feedback	subNec	fish	animal	lobster	animal	27	sword fish	sword fish		swordFish	1	FALSE	FALSE	FALSE	FALSE	FALSE
LhezHLLzMBjSPJrwD	rPfuTGD8uAJBPpCiM	1	feedback	subNec	flower	plant	flower	plant	28	red	red		rose	1	TRUE	FALSE	FALSE	FALSE	FALSE
LhezHLLzMBjSPJrwD	gh27zdSnp2exnkmRx	1	feedback	size42	"NA"	"NA"	"NA"	"NA"	29	largest	largest		big_blue_comb	1	FALSE	TRUE	FALSE	FALSE	FALSE
LhezHLLzMBjSPJrwD	hXszMStoR35N9bKwm	1	feedback	subNec	candy	snack	pretzels	snack	30	m&m's	m&m's		skittles	1	FALSE	FALSE	FALSE	FALSE	FALSE
LhezHLLzMBjSPJrwD	SGiJB8zeDWdMa8iNj	1	feedback	color22	"NA"	"NA"	"NA"	"NA"	31	red	red		big_red_bike	1	TRUE	FALSE	FALSE	FALSE	FALSE
LhezHLLzMBjSPJrwD	eXqfsXhSq7At9zcEX	1	feedback	basicSuffType1	fish	animal	rhino	animal	32	panda	panda		pandaBear	1	FALSE	FALSE	FALSE	FALSE	FALSE
LhezHLLzMBjSPJrwD	3fZfMq3LXbYEQ3MRo	1	feedback	basicSuffType1	iguana	animal	bear	animal	33	fish	fish		goldFish	1	FALSE	FALSE	FALSE	FALSE	FALSE
LhezHLLzMBjSPJrwD	EJXvi9rskhHsGxRbs	1	feedback	subNec	car	vehicle	firetruck	vehicle	34	white van	white van		minivan	1	TRUE	FALSE	FALSE	FALSE	FALSE
LhezHLLzMBjSPJrwD	8Rsof4F6eExBL34Mu	1	feedback	color42	"NA"	"NA"	"NA"	"NA"	35	pink	pink		big_purple_butterfly	1	TRUE	FALSE	FALSE	FALSE	FALSE
LhezHLLzMBjSPJrwD	6sNYpBqypQQhFGTPz	1	feedback	size33	"NA"	"NA"	"NA"	"NA"	36	smallest	smallest		small_black_book	1	FALSE	TRUE	FALSE	FALSE	FALSE
