gameId	language	stage	condition	alt1BasicLevel	alt1SuperLevel	alt2BasicLevel	alt2SuperLevel	listenerSelection	roundNumber	directorAllMessages	directorFirstMessage	guesserAllMessages	nameClickedObj	correct	words	sep	colorMentioned	sizeMentioned	typeMentioned	oneMentioned	theMentioned
i9kH9EnohLzqAaboq	Spanish	feedback	supSuff	popcorn	snack	grasses	plant	1	58	es un vehiculo	es un vehiculo		suv	1	"c("""", """", """")"		FALSE	FALSE	FALSE	TRUE	FALSE
i9kH9EnohLzqAaboq	Spanish	feedback	color43	"NA"	"NA"	"NA"	"NA"	1	59	es de diferente color.	es de diferente color.		big_brown_jacket	1	"c("""", """", """", """")"		FALSE	FALSE	FALSE	TRUE	FALSE
i9kH9EnohLzqAaboq	Spanish	feedback	size33	"NA"	"NA"	"NA"	"NA"	1	60	es el más pequeño.	es el más pequeño.		small_blue_binder	1	"c("""", ""A"", """", """")"		FALSE	TRUE	FALSE	TRUE	TRUE
i9kH9EnohLzqAaboq	Spanish	feedback	color41	"NA"	"NA"	"NA"	"NA"	1	61	es de otro color,	es de otro color,		big_green_framee	1	"c("""", """", """", """")"		FALSE	FALSE	FALSE	TRUE	FALSE
i9kH9EnohLzqAaboq	Spanish	feedback	supSuff	firetruck	vehicle	dress	clothing	1	62	tiene cuatro patas.	tiene cuatro patas.		diningTable	1	"c("""", """", """")"		FALSE	FALSE	FALSE	TRUE	FALSE
i9kH9EnohLzqAaboq	Spanish	feedback	supSuff	socks	clothing	car	vehicle	1	63	es de madera.	es de madera.		bedsideTable	1	"c("""", """", """")"		FALSE	FALSE	FALSE	TRUE	FALSE
i9kH9EnohLzqAaboq	Spanish	feedback	size21	"NA"	"NA"	"NA"	"NA"	1	64	es el más pequeño.	es el más pequeño.		small_red_bike	1	"c("""", ""A"", """", """")"		FALSE	TRUE	FALSE	TRUE	TRUE
i9kH9EnohLzqAaboq	Spanish	feedback	color41	"NA"	"NA"	"NA"	"NA"	1	65	es de diferente color,	es de diferente color,		small_pink_teacup	1	"c("""", """", """", """")"		FALSE	FALSE	FALSE	TRUE	FALSE
i9kH9EnohLzqAaboq	Spanish	feedback	basicSuffType1	grasses	plant	pottedPlant	plant	1	66	es amarillo.	es amarillo.		sunflower	1	"c("""", """")"		TRUE	FALSE	FALSE	TRUE	FALSE
i9kH9EnohLzqAaboq	Spanish	feedback	size43	"NA"	"NA"	"NA"	"NA"	1	67	es el más pequeño.	es el más pequeño.		small_blue_cushion	1	"c("""", ""A"", """", """")"		FALSE	TRUE	FALSE	TRUE	TRUE
i9kH9EnohLzqAaboq	Spanish	feedback	basicSuffType1	gloves	clothing	dress	clothing	1	68	tiene mangas.	tiene mangas.		tShirt	1	"c("""", """")"		FALSE	FALSE	FALSE	TRUE	FALSE
i9kH9EnohLzqAaboq	Spanish	feedback	subNec	bird	animal	crocodile	animal	1	69	tiene alas y un pico largo.	tiene alas y un pico largo.		hummingBird	1	"c("""", """", """", """", """", """")"		FALSE	FALSE	FALSE	TRUE	TRUE
i9kH9EnohLzqAaboq	Spanish	feedback	size41	"NA"	"NA"	"NA"	"NA"	1	70	es el más pequeño.	es el más pequeño.		small_purple_hairdryer	1	"c("""", ""A"", """", """")"		FALSE	TRUE	FALSE	TRUE	TRUE
i9kH9EnohLzqAaboq	Spanish	feedback	size31	"NA"	"NA"	"NA"	"NA"	1	71	es el más grande.	es el más grande.		big_green_chair	1	"c("""", ""A"", """", """")"		FALSE	TRUE	FALSE	TRUE	TRUE
i9kH9EnohLzqAaboq	Spanish	feedback	size43	"NA"	"NA"	"NA"	"NA"	1	72	es el más grande.	es el más grande.		big_green_guitar	1	"c("""", ""A"", """", """")"		FALSE	TRUE	FALSE	TRUE	TRUE
XZtfg4k35HZQbAaKS	Spanish	feedback	subNec	bird	animal	hamster	animal	1	1	fly__no	fly	tiene plumas?__acolourful?	pigeon	1			FALSE	FALSE	FALSE	TRUE	FALSE
XZtfg4k35HZQbAaKS	Spanish	feedback	basicSuffType2	pig	animal	popcorn	snack	1	2	maritimo	maritimo		clownFish	1			FALSE	FALSE	FALSE	TRUE	FALSE
XZtfg4k35HZQbAaKS	Spanish	feedback	size43	"NA"	"NA"	"NA"	"NA"	1	3	rosa__grnade	rosa	pequeño?	big_pink_phone	1	C		TRUE	FALSE	FALSE	TRUE	FALSE
XZtfg4k35HZQbAaKS	Spanish	feedback	subNec	table	furniture	wardrobe	furniture	1	4	patas cortas	patas cortas		diningTable	1	"c("""", """")"		FALSE	FALSE	FALSE	TRUE	FALSE
XZtfg4k35HZQbAaKS	Spanish	feedback	basicSuffType1	popcorn	snack	pretzels	snack	1	5	colores	colores		mnMs	1			FALSE	FALSE	FALSE	TRUE	FALSE
XZtfg4k35HZQbAaKS	Spanish	feedback	supSuff	gloves	clothing	rosemary	plant	1	6	coche	coche		sportsCar	1			FALSE	FALSE	FALSE	TRUE	FALSE
XZtfg4k35HZQbAaKS	Spanish	feedback	size44	"NA"	"NA"	"NA"	"NA"	1	7	grande	grande		big_blue_candle	1	S		FALSE	TRUE	FALSE	TRUE	FALSE
XZtfg4k35HZQbAaKS	Spanish	feedback	size43	"NA"	"NA"	"NA"	"NA"	1	8	grand	grand		big_brown_jacket	1			FALSE	FALSE	FALSE	TRUE	FALSE
XZtfg4k35HZQbAaKS	Spanish	feedback	basicSuffType2	cow	animal	rosemary	plant	1	9	oso	oso		blackBear	1			FALSE	FALSE	FALSE	TRUE	FALSE
XZtfg4k35HZQbAaKS	Spanish	feedback	basicSuffType2	chips	snack	table	furniture	1	10	colores	colores		jellyBeans	1			FALSE	FALSE	FALSE	TRUE	FALSE
XZtfg4k35HZQbAaKS	Spanish	feedback	color43	"NA"	"NA"	"NA"	"NA"	1	11	rosa__morado	rosa	pequeño?	big_purple_flower	1	C		TRUE	FALSE	FALSE	TRUE	FALSE
XZtfg4k35HZQbAaKS	Spanish	feedback	supSuff	rosemary	plant	popcorn	snack	1	12	pajaro	pajaro		hummingBird	1			FALSE	FALSE	FALSE	TRUE	FALSE
XZtfg4k35HZQbAaKS	Spanish	feedback	subNec	shirt	clothing	dress	clothing	1	13	camisa__si	camisa	cn estampado?	hawaiiShirt	1			FALSE	FALSE	FALSE	TRUE	FALSE
XZtfg4k35HZQbAaKS	Spanish	feedback	size22	"NA"	"NA"	"NA"	"NA"	1	14	pequeño	pequeño		small_blue_cap	1	S		FALSE	TRUE	FALSE	TRUE	FALSE
XZtfg4k35HZQbAaKS	Spanish	feedback	subNec	flower	plant	rosemary	plant	1	15	tulipan	tulipan		tulip	1			FALSE	FALSE	FALSE	TRUE	FALSE
XZtfg4k35HZQbAaKS	Spanish	feedback	size42	"NA"	"NA"	"NA"	"NA"	1	16	rosa grande	rosa grande		big_pink_bucket	1	"c(""C"", ""S"")"		TRUE	TRUE	FALSE	TRUE	FALSE
XZtfg4k35HZQbAaKS	Spanish	feedback	color21	"NA"	"NA"	"NA"	"NA"	1	17	azul	azul		big_blue_butterfly	1	C		TRUE	FALSE	FALSE	TRUE	FALSE
XZtfg4k35HZQbAaKS	Spanish	feedback	size44	"NA"	"NA"	"NA"	"NA"	1	18	pequeño	pequeño		small_blue_toothbrush	1	S		FALSE	TRUE	FALSE	TRUE	FALSE
XZtfg4k35HZQbAaKS	Spanish	feedback	size32	"NA"	"NA"	"NA"	"NA"	1	19	pequeño	pequeño		small_white_weddingcake	1	S		FALSE	TRUE	FALSE	TRUE	FALSE
XZtfg4k35HZQbAaKS	Spanish	feedback	subNec	fish	animal	elephant	animal	1	20	pez naranja	pez naranja		goldFish	1	"c("""", ""C"")"		TRUE	FALSE	FALSE	TRUE	FALSE
XZtfg4k35HZQbAaKS	Spanish	feedback	color41	"NA"	"NA"	"NA"	"NA"	1	21	naanja	naanja		small_orange_coathanger	1			FALSE	FALSE	FALSE	TRUE	FALSE
XZtfg4k35HZQbAaKS	Spanish	feedback	size31	"NA"	"NA"	"NA"	"NA"	1	22	pequeña	pequeña		small_orange_pingpongball	1	S		FALSE	TRUE	FALSE	TRUE	FALSE
XZtfg4k35HZQbAaKS	Spanish	feedback	size33	"NA"	"NA"	"NA"	"NA"	1	23	peuqñeo	peuqñeo		small_green_chair	1			FALSE	FALSE	FALSE	TRUE	FALSE
XZtfg4k35HZQbAaKS	Spanish	feedback	supSuff	flower	plant	bathrobe	clothing	1	24	mesa	mesa		coffeeTable	1			FALSE	FALSE	FALSE	TRUE	FALSE
XZtfg4k35HZQbAaKS	Spanish	feedback	size21	"NA"	"NA"	"NA"	"NA"	1	25	pequeño	pequeño		small_black_book	1	S		FALSE	TRUE	FALSE	TRUE	FALSE
XZtfg4k35HZQbAaKS	Spanish	feedback	supSuff	lamp	furniture	firetruck	vehicle	1	26	oso	oso		grizzlyBear	1			FALSE	FALSE	FALSE	TRUE	FALSE
XZtfg4k35HZQbAaKS	Spanish	feedback	basicSuffType1	grasses	plant	pottedPlant	plant	1	27	rosa	rosa		rose	1	C		TRUE	FALSE	FALSE	TRUE	FALSE
XZtfg4k35HZQbAaKS	Spanish	feedback	supSuff	grasses	plant	pretzels	snack	1	28	mesilla	mesilla		bedsideTable	1			FALSE	FALSE	TRUE	TRUE	TRUE
XZtfg4k35HZQbAaKS	Spanish	feedback	subNec	fish	animal	rhino	animal	1	29	pez espada	pez espada		swordFish	1	"c("""", """")"		FALSE	FALSE	FALSE	TRUE	FALSE
XZtfg4k35HZQbAaKS	Spanish	feedback	color33	"NA"	"NA"	"NA"	"NA"	1	30	naranja	naranja		big_orange_billiardball	1	C		TRUE	FALSE	FALSE	TRUE	FALSE
XZtfg4k35HZQbAaKS	Spanish	feedback	color44	"NA"	"NA"	"NA"	"NA"	1	31	nrgra	nrgra		small_black_turtle	1			FALSE	FALSE	FALSE	TRUE	FALSE
XZtfg4k35HZQbAaKS	Spanish	feedback	supSuff	shirt	clothing	wardrobe	furniture	1	32	aguila	aguila		eagle	1			FALSE	FALSE	FALSE	TRUE	TRUE
XZtfg4k35HZQbAaKS	Spanish	feedback	basicSuffType1	bathrobe	clothing	dress	clothing	1	33	polo	polo		poloShirt	1			FALSE	FALSE	FALSE	TRUE	FALSE
XZtfg4k35HZQbAaKS	Spanish	feedback	color22	"NA"	"NA"	"NA"	"NA"	1	34	amarillo	amarillo		big_yellow_bellpepper	1	C		TRUE	FALSE	FALSE	TRUE	FALSE
XZtfg4k35HZQbAaKS	Spanish	feedback	color44	"NA"	"NA"	"NA"	"NA"	1	35	azul	azul		small_blue_rug	1	C		TRUE	FALSE	FALSE	TRUE	FALSE
XZtfg4k35HZQbAaKS	Spanish	feedback	color22	"NA"	"NA"	"NA"	"NA"	1	36	rosa	rosa		big_pink_hairdryer	1	C		TRUE	FALSE	FALSE	TRUE	FALSE
XZtfg4k35HZQbAaKS	Spanish	feedback	size22	"NA"	"NA"	"NA"	"NA"	1	37	pequeño	pequeño		small_green_pepper	1	S		FALSE	TRUE	FALSE	TRUE	FALSE
XZtfg4k35HZQbAaKS	Spanish	feedback	color32	"NA"	"NA"	"NA"	"NA"	1	38	naranja	naranja		big_orange_cushion	1	C		TRUE	FALSE	FALSE	TRUE	FALSE
XZtfg4k35HZQbAaKS	Spanish	feedback	color43	"NA"	"NA"	"NA"	"NA"	1	39	gris	gris		small_white_shoe	1	C		TRUE	FALSE	FALSE	TRUE	FALSE
XZtfg4k35HZQbAaKS	Spanish	feedback	subNec	car	vehicle	car	vehicle	3	40	familiar__dodge	familiar		suv	0			FALSE	FALSE	FALSE	TRUE	FALSE
XZtfg4k35HZQbAaKS	Spanish	feedback	basicSuffType2	bathrobe	clothing	table	furniture	1	41	camisa	camisa		dressShirt	1			FALSE	FALSE	FALSE	TRUE	FALSE
XZtfg4k35HZQbAaKS	Spanish	feedback	size32	"NA"	"NA"	"NA"	"NA"	1	42	grande	grande		big_blue_scarf	1	S		FALSE	TRUE	FALSE	TRUE	FALSE
XZtfg4k35HZQbAaKS	Spanish	feedback	basicSuffType1	sheep	animal	rabbit	animal	1	43	pez	pez		catfish	1			FALSE	FALSE	FALSE	TRUE	FALSE
XZtfg4k35HZQbAaKS	Spanish	feedback	color31	"NA"	"NA"	"NA"	"NA"	1	44	amarillo	amarillo		big_yellow_napkin	1	C		TRUE	FALSE	FALSE	TRUE	FALSE
XZtfg4k35HZQbAaKS	Spanish	feedback	size31	"NA"	"NA"	"NA"	"NA"	1	45	grande	grande		big_green_bracelet	1	S		FALSE	TRUE	FALSE	TRUE	FALSE
XZtfg4k35HZQbAaKS	Spanish	feedback	color21	"NA"	"NA"	"NA"	"NA"	1	46	rojo	rojo		small_red_tack	1	C		TRUE	FALSE	FALSE	TRUE	FALSE
XZtfg4k35HZQbAaKS	Spanish	feedback	subNec	flower	plant	grasses	plant	1	47	blanca	blanca		daisy	1	C		TRUE	FALSE	FALSE	TRUE	TRUE
XZtfg4k35HZQbAaKS	Spanish	feedback	size21	"NA"	"NA"	"NA"	"NA"	1	48	pequeño	pequeño		small_red_yarn	1	S		FALSE	TRUE	FALSE	TRUE	FALSE
XZtfg4k35HZQbAaKS	Spanish	feedback	basicSuffType1	hamster	animal	bison	animal	1	49	perro	perro		germanShepherd	1			FALSE	FALSE	FALSE	TRUE	FALSE
XZtfg4k35HZQbAaKS	Spanish	feedback	size42	"NA"	"NA"	"NA"	"NA"	1	50	grande	grande		big_grey_rock	1	S		FALSE	TRUE	FALSE	TRUE	FALSE
XZtfg4k35HZQbAaKS	Spanish	feedback	color33	"NA"	"NA"	"NA"	"NA"	1	51	azul	azul		small_blue_guitar	1	C		TRUE	FALSE	FALSE	TRUE	FALSE
XZtfg4k35HZQbAaKS	Spanish	feedback	size41	"NA"	"NA"	"NA"	"NA"	1	52	rosa pequeña	rosa pequeña		small_purple_bike	1	"c(""C"", ""S"")"		TRUE	TRUE	FALSE	TRUE	FALSE
XZtfg4k35HZQbAaKS	Spanish	feedback	subNec	table	furniture	lamp	furniture	1	53	picnic	picnic		picnicTable	1			FALSE	FALSE	FALSE	TRUE	FALSE
XZtfg4k35HZQbAaKS	Spanish	feedback	color32	"NA"	"NA"	"NA"	"NA"	1	54	rosa	rosa		small_pink_teacup	1	C		TRUE	FALSE	FALSE	TRUE	FALSE
XZtfg4k35HZQbAaKS	Spanish	feedback	color41	"NA"	"NA"	"NA"	"NA"	1	55	amarillo	amarillo		big_yellow_balloon	1	C		TRUE	FALSE	FALSE	TRUE	FALSE
