gameId	language	stage	condition	alt1BasicLevel	alt1SuperLevel	alt2BasicLevel	alt2SuperLevel	listenerSelection	roundNumber	directorAllMessages	directorFirstMessage	guesserAllMessages	nameClickedObj	correct	words	comments	sep	colorMentioned	sizeMentioned	typeMentioned	oneMentioned	theMentioned
bDqu8DtgmaBkuLzTC	Spanish	feedback	color22	NA	NA	NA	NA	1	66	es diferente	es diferente		small_orange_cap	1		bleached contrast		FALSE	FALSE	FALSE	TRUE	FALSE
6NunwfhDpBsQMdZXp	Spanish	feedback	color22	NA	NA	NA	NA	1	5	la mas clara	la mas clara		big_pink_hairdryer	1	AC	superlative		TRUE	FALSE	FALSE	TRUE	TRUE
6NunwfhDpBsQMdZXp	Spanish	feedback	color22	NA	NA	NA	NA	1	8	azul	azul		small_blue_butterfly	1	C			TRUE	FALSE	FALSE	TRUE	FALSE
S4kr4v62hXL4LYC7D	Spanish	feedback	color22	NA	NA	NA	NA	1	5	black turtle	black turtle		big_black_turtle	1				FALSE	FALSE	FALSE	TRUE	TRUE
S4kr4v62hXL4LYC7D	Spanish	feedback	color22	NA	NA	NA	NA	1	37	purple	purple		small_purple_flower	1				FALSE	FALSE	FALSE	TRUE	FALSE
bYnFuaH8d9Dkp54C5	Spanish	feedback	color22	NA	NA	NA	NA	1	51	sí	sí	es morado ?	small_purple_yarn	1		GUESSER-RESPONSE		FALSE	FALSE	FALSE	TRUE	FALSE
bYnFuaH8d9Dkp54C5	Spanish	feedback	color22	NA	NA	NA	NA	1	57	si	si	es azul ?	small_blue_candle	1		GUESSER-RESPONSE		FALSE	FALSE	FALSE	TRUE	FALSE
jbp9GcgfoE26diyWb	Spanish	feedback	color22	NA	NA	NA	NA	1	38	globo amarillo	globo amarillo		big_yellow_balloon	1	NC			TRUE	FALSE	TRUE	TRUE	FALSE
jbp9GcgfoE26diyWb	Spanish	feedback	color22	NA	NA	NA	NA	1	56	la verde	la verde		big_green_jacket	1	AC			TRUE	FALSE	FALSE	TRUE	TRUE
2PA2eTW2JBioGPq2S	Spanish	feedback	color22	NA	NA	NA	NA	1	33	rojo	rojo		small_red_yarn	1	C			TRUE	FALSE	FALSE	TRUE	FALSE
2PA2eTW2JBioGPq2S	Spanish	feedback	color22	NA	NA	NA	NA	1	64	azul	azul		big_blue_rug	1	C			TRUE	FALSE	FALSE	TRUE	FALSE
QC9QPrwjj6RsY6hks	Spanish	feedback	color22	NA	NA	NA	NA	1	35	la roja	la roja		big_red_candle	1	AC			TRUE	FALSE	FALSE	TRUE	TRUE
QC9QPrwjj6RsY6hks	Spanish	feedback	color22	NA	NA	NA	NA	1	45	naranja	naranja		big_orange_pingpongball	1	C			TRUE	FALSE	FALSE	TRUE	FALSE
aSJ3S2g3n7c5XYeuq	Spanish	feedback	color22	NA	NA	NA	NA	1	18	different color/color diferente	different color/color diferente		big_green_guitar	1		bleached color		FALSE	FALSE	FALSE	TRUE	FALSE
aSJ3S2g3n7c5XYeuq	Spanish	feedback	color22	NA	NA	NA	NA	1	52	different color/color diferente	different color/color diferente		big_red_pepper	1		bleached color		FALSE	FALSE	FALSE	TRUE	FALSE
SZ8Bs9kQ4wkYwTsFm	Spanish	feedback	color22	NA	NA	NA	NA	1	4	es del mismo color que la sangre	es del mismo color que la sangre	es la diferente	big_red_yarn	1	A	bleached color		FALSE	FALSE	FALSE	TRUE	TRUE
SZ8Bs9kQ4wkYwTsFm	Spanish	feedback	color22	NA	NA	NA	NA	1	14	azul__si	azul	azul?	small_blue_butterfly	1	C			TRUE	FALSE	FALSE	TRUE	FALSE
ZeAdhLHahHwqnn9MG	Spanish	feedback	color22	NA	NA	NA	NA	1	1	estambre rojo	estambre rojo		big_red_yarn	1	NC			TRUE	FALSE	FALSE	TRUE	FALSE
ZeAdhLHahHwqnn9MG	Spanish	feedback	color22	NA	NA	NA	NA	1	39	verde	verde		big_green_guitar	1	C			TRUE	FALSE	FALSE	TRUE	FALSE
3j4nmgjGw5svrxehe	Spanish	feedback	color22	NA	NA	NA	NA	1	24	la blanca	la blanca		big_white_teacup	1	AC			TRUE	FALSE	FALSE	TRUE	TRUE
3j4nmgjGw5svrxehe	Spanish	feedback	color22	NA	NA	NA	NA	1	34	roja	roja		big_red_bucket	1	C			TRUE	FALSE	FALSE	TRUE	FALSE
yzi4tHBHqvsoo3nn5	Spanish	feedback	color22	NA	NA	NA	NA	1	16	bola purpura	bola purpura		big_purple_billiardball	1	NC			FALSE	FALSE	TRUE	TRUE	TRUE
yzi4tHBHqvsoo3nn5	Spanish	feedback	color22	NA	NA	NA	NA	1	45	marco rosa	marco rosa		small_pink_framee	1	NC			TRUE	FALSE	TRUE	TRUE	FALSE
g7vxxhW2jevjbHBv8	Spanish	feedback	color22	NA	NA	NA	NA	1	14	es verde	es verde		small_green_framee	1	C			TRUE	FALSE	FALSE	TRUE	FALSE
g7vxxhW2jevjbHBv8	Spanish	feedback	color22	NA	NA	NA	NA	1	72	es la de color más obscuro	es la de color más obscuro		small_black_turtle	1	A	bleached color/superlative		FALSE	FALSE	FALSE	TRUE	TRUE
woScH39WSn3r8vT9s	Spanish	feedback	color22	NA	NA	NA	NA	1	16	la de color naranja	la de color naranja		small_orange_cap	1	AC			TRUE	FALSE	FALSE	TRUE	TRUE
woScH39WSn3r8vT9s	Spanish	feedback	color22	NA	NA	NA	NA	1	21	la rosa	la rosa		small_pink_hairdryer	1	AC			TRUE	FALSE	FALSE	TRUE	TRUE
6ghf7bahMwk2Gum9F	Spanish	feedback	color22	NA	NA	NA	NA	1	24	morado	morado		small_purple_rug	1	C			TRUE	FALSE	FALSE	TRUE	FALSE
6ghf7bahMwk2Gum9F	Spanish	feedback	color22	NA	NA	NA	NA	1	41	color morado	color morado		big_pink_bucket	1	C			TRUE	FALSE	FALSE	TRUE	FALSE
7byBpzzTrLBTrRaSW	Spanish	feedback	color22	NA	NA	NA	NA	1	33	diferente	diferente		big_pink_bucket	1		bleached contrast		FALSE	FALSE	FALSE	TRUE	FALSE
7byBpzzTrLBTrRaSW	Spanish	feedback	color22	NA	NA	NA	NA	1	65	distinto	distinto		small_green_chair	1		bleached contrast		FALSE	FALSE	FALSE	TRUE	FALSE
Ndey5riTwZPPn8eqi	Spanish	feedback	color22	NA	NA	NA	NA	1	24	sí	sí	amarillo?	small_yellow_balloon	1		GUESSER-RESPONSE		FALSE	FALSE	FALSE	TRUE	FALSE
Ndey5riTwZPPn8eqi	Spanish	feedback	color22	NA	NA	NA	NA	1	26	sí	sí	blanco?	small_white_shoe	1		GUESSER-RESPONSE		FALSE	FALSE	FALSE	TRUE	FALSE
e85bNvHjAANCEpjwF	Spanish	feedback	color22	NA	NA	NA	NA	1	5	color verde	color verde		small_green_pepper	1	C			TRUE	FALSE	FALSE	TRUE	FALSE
e85bNvHjAANCEpjwF	Spanish	feedback	color22	NA	NA	NA	NA	1	62	diferente	diferente		small_purple_hairdryer	1		bleached contrast		FALSE	FALSE	FALSE	TRUE	FALSE
BnA3FeomaYQsW7WNG	Spanish	feedback	color22	NA	NA	NA	NA	1	2	blanco	blanco		big_white_phone	1	C			TRUE	FALSE	FALSE	TRUE	TRUE
BnA3FeomaYQsW7WNG	Spanish	feedback	color22	NA	NA	NA	NA	1	9	blanco	blanco		big_white_weddingcake	1	C			TRUE	FALSE	FALSE	TRUE	TRUE
GZ4Bi32LYs5JLP3dn	Spanish	feedback	color22	NA	NA	NA	NA	1	9	morado/violeta	morado/violeta		big_purple_flower	1	C			TRUE	FALSE	FALSE	TRUE	FALSE
GZ4Bi32LYs5JLP3dn	Spanish	feedback	color22	NA	NA	NA	NA	1	69	amarillo	amarillo		small_orange_pingpongball	1	C			TRUE	FALSE	FALSE	TRUE	FALSE
GetM4rtofxHS3ga5m	Spanish	feedback	color22	NA	NA	NA	NA	1	23	bicicleta roja	bicicleta roja		small_red_bike	1	NC			TRUE	FALSE	TRUE	TRUE	FALSE
GetM4rtofxHS3ga5m	Spanish	feedback	color22	NA	NA	NA	NA	1	36	cinturon negro	cinturon negro		big_black_belt	1	NC			TRUE	FALSE	TRUE	TRUE	FALSE
z7BQy72TNHyrXNdby	Spanish	feedback	color22	NA	NA	NA	NA	1	31	el rosa	el rosa		small_pink_framee	1	AC			TRUE	FALSE	FALSE	TRUE	TRUE
z7BQy72TNHyrXNdby	Spanish	feedback	color22	NA	NA	NA	NA	1	62	el azul	el azul		small_blue_cushion	1	AC			TRUE	FALSE	FALSE	TRUE	TRUE
5iXGA8yrtbLNsFb8x	Spanish	feedback	color22	NA	NA	NA	NA	1	7	es el que es diferente	es el que es diferente		big_pink_phone	1	A	bleached contrast		FALSE	FALSE	FALSE	TRUE	TRUE
5iXGA8yrtbLNsFb8x	Spanish	feedback	color22	NA	NA	NA	NA	1	58	diferente	diferente		small_brown_turtle	1		bleached contrast		FALSE	FALSE	FALSE	TRUE	FALSE
i9kH9EnohLzqAaboq	Spanish	feedback	color31	NA	NA	NA	NA	1	28	es de otro color.	es de otro color.		small_blue_tack	1		bleached color		FALSE	FALSE	FALSE	TRUE	FALSE
i9kH9EnohLzqAaboq	Spanish	feedback	color31	NA	NA	NA	NA	1	34	es de otro color.	es de otro color.		small_red_scarf	1		bleached color		FALSE	FALSE	FALSE	TRUE	FALSE
XZtfg4k35HZQbAaKS	Spanish	feedback	color31	NA	NA	NA	NA	1	44	amarillo	amarillo		big_yellow_napkin	1	C			TRUE	FALSE	FALSE	TRUE	FALSE
XZtfg4k35HZQbAaKS	Spanish	feedback	color31	NA	NA	NA	NA	1	69	azul	azul		big_blue_binder	1	C			TRUE	FALSE	FALSE	TRUE	FALSE
5uPb46X29k7aKpKos	Spanish	feedback	color31	NA	NA	NA	NA	1	55	más pequeño__blanco	más pequeño	color?	small_white_teacup	1	S	superlative		FALSE	TRUE	FALSE	TRUE	FALSE
5uPb46X29k7aKpKos	Spanish	feedback	color31	NA	NA	NA	NA	1	60	diferente color	diferente color		small_red_candle	1		bleached color		FALSE	FALSE	FALSE	TRUE	FALSE
6548bWiJoGcuX59Zp	Spanish	feedback	color31	NA	NA	NA	NA	1	2	color diferente	color diferente		big_orange_pingpongball	1		bleached color		FALSE	FALSE	FALSE	TRUE	FALSE
6548bWiJoGcuX59Zp	Spanish	feedback	color31	NA	NA	NA	NA	1	15	azul	azul		big_blue_rug	1	C			TRUE	FALSE	FALSE	TRUE	FALSE
MvesSZxmNwRWxpMDF	Spanish	feedback	color31	NA	NA	NA	NA	1	10	azul	azul		big_blue_binder	1	C			TRUE	FALSE	FALSE	TRUE	FALSE
MvesSZxmNwRWxpMDF	Spanish	feedback	color31	NA	NA	NA	NA	1	44	rojo	rojo		small_red_bike	1	C			TRUE	FALSE	FALSE	TRUE	FALSE
RcCbHw4ML3ei95SZP	Spanish	feedback	color31	NA	NA	NA	NA	1	54	grande, rojo (hay otro igual amarillo)	grande, rojo (hay otro igual amarillo)		big_red_bellpepper	1	SC			TRUE	TRUE	FALSE	TRUE	FALSE
RcCbHw4ML3ei95SZP	Spanish	feedback	color31	NA	NA	NA	NA	1	60	grande, azul (otra igual marron y 2 mas pequeñas)	grande, azul (otra igual marron y 2 mas pequeñas)		big_blue_cushion	1	CC			TRUE	TRUE	FALSE	TRUE	FALSE
Cisj4o5sAv9g8rbmS	Spanish	feedback	color31	NA	NA	NA	NA	1	69	rojo	rojo		small_red_chair	1	C			TRUE	FALSE	FALSE	TRUE	FALSE
