gameId	language	stage	condition	alt1BasicLevel	alt1SuperLevel	alt2BasicLevel	alt2SuperLevel	listenerSelection	roundNumber	directorAllMessages	directorFirstMessage	words	comments	guesserAllMessages	nameClickedObj	correct	colorMentioned	sizeMentioned	typeMentioned	oneMentioned	theMentioned	sep
D5sTSEMaXM7y3Q7AW	Spanish	feedback	basicSuffType1	iguana	animal	fish	animal	1	36	mejor amigo del hombre	mejor amigo del hombre				pug	1	FALSE	FALSE	FALSE	TRUE	TRUE	
D5sTSEMaXM7y3Q7AW	Spanish	feedback	basicSuffType1	lobster	animal	kitten	animal	1	37	vuela	vuela				hummingBird	1	FALSE	FALSE	FALSE	TRUE	TRUE	
D5sTSEMaXM7y3Q7AW	Spanish	feedback	basicSuffType1	gloves	clothing	bathrobe	clothing	1	44	azul rey	azul rey	C			tShirt	1	TRUE	FALSE	FALSE	TRUE	FALSE	
D5sTSEMaXM7y3Q7AW	Spanish	feedback	basicSuffType1	motorcycle	vehicle	ambulance	vehicle	1	49	4 ruedas deportiva	4 ruedas deportiva				suv	1	FALSE	FALSE	FALSE	TRUE	FALSE	
D5sTSEMaXM7y3Q7AW	Spanish	feedback	basicSuffType1	popcorn	snack	pretzels	snack	1	51	colores	colores				mnMs	1	FALSE	FALSE	FALSE	TRUE	FALSE	
D5sTSEMaXM7y3Q7AW	Spanish	feedback	basicSuffType1	pretzels	snack	chips	snack	1	58	osos	osos				gummyBears	1	FALSE	FALSE	FALSE	TRUE	FALSE	
D5sTSEMaXM7y3Q7AW	Spanish	feedback	basicSuffType1	cookies	snack	popcorn	snack	1	62	colores	colores				jellyBeans	1	FALSE	FALSE	FALSE	TRUE	FALSE	
D5sTSEMaXM7y3Q7AW	Spanish	feedback	basicSuffType1	bear	animal	horse	animal	1	70	agua	agua				goldFish	1	FALSE	FALSE	FALSE	TRUE	FALSE	
g8tXfbQJ5w3Yo5kXq	Spanish	feedback	basicSuffType1	bed	furniture	wardrobe	furniture	1	9	mesa	mesa			cama?	diningTable	1	FALSE	FALSE	FALSE	TRUE	FALSE	
g8tXfbQJ5w3Yo5kXq	Spanish	feedback	basicSuffType1	rosemary	plant	grasses	plant	1	10	flor	flor	N		flor?	daisy	1	FALSE	FALSE	TRUE	TRUE	FALSE	
g8tXfbQJ5w3Yo5kXq	Spanish	feedback	basicSuffType1	lobster	animal	iguana	animal	1	13	perro	perro			perro?	germanShepherd	1	FALSE	FALSE	FALSE	TRUE	FALSE	
g8tXfbQJ5w3Yo5kXq	Spanish	feedback	basicSuffType1	kitten	animal	rhino	animal	1	23	oro negro__oso	oro negro	C		gato?	grizzlyBear	1	TRUE	FALSE	FALSE	TRUE	FALSE	
g8tXfbQJ5w3Yo5kXq	Spanish	feedback	basicSuffType1	dress	clothing	socks	clothing	1	42	camiseta azul	camiseta azul	C		vestido?	tShirt	1	TRUE	FALSE	FALSE	TRUE	FALSE	
g8tXfbQJ5w3Yo5kXq	Spanish	feedback	basicSuffType1	bed	furniture	lamp	furniture	1	45	mesita	mesita				bedsideTable	1	FALSE	FALSE	FALSE	TRUE	FALSE	
g8tXfbQJ5w3Yo5kXq	Spanish	feedback	basicSuffType1	lion	animal	bear	animal	1	59	pajaro	pajaro			leon?	parrot	1	FALSE	FALSE	FALSE	TRUE	FALSE	
Drac2QY2EJGirNSty	Spanish	feedback	basicSuffType1	horse	animal	cow	animal	1	8	pug__o carlino__perro	pug				pug	1	FALSE	FALSE	FALSE	TRUE	FALSE	
Drac2QY2EJGirNSty	Spanish	feedback	basicSuffType1	bookcase	furniture	lamp	furniture	1	14	cajonera marron	cajonera marron				bedsideTable	1	FALSE	FALSE	FALSE	TRUE	FALSE	
Drac2QY2EJGirNSty	Spanish	feedback	basicSuffType1	rhino	animal	dog	animal	1	17	paloma	paloma				pigeon	1	FALSE	FALSE	FALSE	TRUE	FALSE	
Drac2QY2EJGirNSty	Spanish	feedback	basicSuffType1	cookies	snack	chips	snack	1	28	pildoras de colores	pildoras de colores				jellyBeans	1	FALSE	FALSE	FALSE	TRUE	FALSE	
Drac2QY2EJGirNSty	Spanish	feedback	basicSuffType1	bathrobe	clothing	socks	clothing	1	29	camisa azul	camisa azul	C			dressShirt	1	TRUE	FALSE	FALSE	TRUE	FALSE	
Drac2QY2EJGirNSty	Spanish	feedback	basicSuffType1	lobster	animal	cow	animal	1	39	perro	perro				dalmatian	1	FALSE	FALSE	FALSE	TRUE	FALSE	
Drac2QY2EJGirNSty	Spanish	feedback	basicSuffType1	iguana	animal	snake	animal	1	44	oso pardo	oso pardo				grizzlyBear	1	FALSE	FALSE	FALSE	TRUE	FALSE	
Drac2QY2EJGirNSty	Spanish	feedback	basicSuffType1	crocodile	animal	dog	animal	1	49	aguila__aguila calva	aguila				eagle	1	FALSE	FALSE	FALSE	TRUE	TRUE	
Drac2QY2EJGirNSty	Spanish	feedback	basicSuffType1	rosemary	plant	grasses	plant	1	50	tilipan rojo__tulipan	tilipan rojo	C			tulip	1	TRUE	FALSE	FALSE	TRUE	FALSE	
Drac2QY2EJGirNSty	Spanish	feedback	basicSuffType1	rosemary	plant	pottedPlant	plant	1	51	margarita	margarita				daisy	1	FALSE	FALSE	FALSE	TRUE	FALSE	
Drac2QY2EJGirNSty	Spanish	feedback	basicSuffType1	ambulance	vehicle	train	vehicle	1	56	coche__suv	coche				suv	1	FALSE	FALSE	FALSE	TRUE	FALSE	
Drac2QY2EJGirNSty	Spanish	feedback	basicSuffType1	firetruck	vehicle	motorcycle	vehicle	1	59	coche deportivo	coche deportivo				convertible	1	FALSE	FALSE	FALSE	TRUE	FALSE	
Drac2QY2EJGirNSty	Spanish	feedback	basicSuffType1	iguana	animal	lion	animal	1	64	pez__o lo que sea	pez				catfish	1	FALSE	FALSE	FALSE	TRUE	FALSE	
Drac2QY2EJGirNSty	Spanish	feedback	basicSuffType1	ivy	plant	grasses	plant	1	68	girasol	girasol				sunflower	1	FALSE	FALSE	FALSE	TRUE	FALSE	
ncA5wQm2wMWx6Qw4m	Spanish	feedback	basicSuffType1	firetruck	vehicle	train	vehicle	1	2	es deportivo	es deportivo				sportsCar	1	FALSE	FALSE	FALSE	TRUE	FALSE	
ncA5wQm2wMWx6Qw4m	Spanish	feedback	basicSuffType1	bathrobe	clothing	dress	clothing	1	5	camisa a botones	camisa a botones				hawaiiShirt	1	FALSE	FALSE	FALSE	TRUE	FALSE	
ncA5wQm2wMWx6Qw4m	Spanish	feedback	basicSuffType1	grasses	plant	pottedPlant	plant	1	18	la rosa	la rosa	AC			rose	1	TRUE	FALSE	FALSE	TRUE	TRUE	
ncA5wQm2wMWx6Qw4m	Spanish	feedback	basicSuffType1	lion	animal	horse	animal	1	31	pastor alemán	pastor alemán				germanShepherd	1	FALSE	FALSE	FALSE	TRUE	FALSE	
ncA5wQm2wMWx6Qw4m	Spanish	feedback	basicSuffType1	crocodile	animal	bison	animal	1	34	husky siberiano	husky siberiano				husky	1	FALSE	FALSE	FALSE	TRUE	FALSE	
ncA5wQm2wMWx6Qw4m	Spanish	feedback	basicSuffType1	chips	snack	popcorn	snack	1	50	skittles	skittles				skittles	1	FALSE	FALSE	FALSE	TRUE	FALSE	
ncA5wQm2wMWx6Qw4m	Spanish	feedback	basicSuffType1	motorcycle	vehicle	train	vehicle	1	57	camioneta	camioneta				minivan	1	FALSE	FALSE	FALSE	TRUE	FALSE	
ncA5wQm2wMWx6Qw4m	Spanish	feedback	basicSuffType1	bookcase	furniture	lamp	furniture	2	63	banca	banca				bookcase	0	FALSE	FALSE	FALSE	TRUE	FALSE	
RdyH6CPjXhDjFiBn6	Spanish	feedback	basicSuffType1	iguana	animal	crocodile	animal	1	9	perro	perro				husky	1	FALSE	FALSE	FALSE	TRUE	FALSE	
RdyH6CPjXhDjFiBn6	Spanish	feedback	basicSuffType1	dress	clothing	socks	clothing	1	23	playera	playera				poloShirt	1	FALSE	FALSE	FALSE	TRUE	TRUE	
RdyH6CPjXhDjFiBn6	Spanish	feedback	basicSuffType1	rhino	animal	bison	animal	1	24	pez	pez				catfish	1	FALSE	FALSE	FALSE	TRUE	FALSE	
RdyH6CPjXhDjFiBn6	Spanish	feedback	basicSuffType1	dog	animal	horse	animal	1	30	colibrí	colibrí				hummingBird	1	FALSE	FALSE	FALSE	TRUE	FALSE	
RdyH6CPjXhDjFiBn6	Spanish	feedback	basicSuffType1	gloves	clothing	bathrobe	clothing	1	37	playera	playera				tShirt	1	FALSE	FALSE	FALSE	TRUE	TRUE	
RdyH6CPjXhDjFiBn6	Spanish	feedback	basicSuffType1	cow	animal	horse	animal	1	40	oso	oso				blackBear	1	FALSE	FALSE	FALSE	TRUE	FALSE	
RdyH6CPjXhDjFiBn6	Spanish	feedback	basicSuffType1	hamster	animal	pig	animal	1	45	ave	ave				pigeon	1	FALSE	FALSE	FALSE	TRUE	FALSE	
RdyH6CPjXhDjFiBn6	Spanish	feedback	basicSuffType1	bookcase	furniture	lamp	furniture	1	51	mesa	mesa				diningTable	1	FALSE	FALSE	FALSE	TRUE	FALSE	
RdyH6CPjXhDjFiBn6	Spanish	feedback	basicSuffType1	chips	snack	cookies	snack	1	57	chocolates	chocolates				mnMs	1	FALSE	FALSE	FALSE	TRUE	TRUE	
ri9WkdRrTvaRgjAbd	Spanish	feedback	basicSuffType1	train	vehicle	ambulance	vehicle	1	3	van familiar	van familiar				minivan	1	FALSE	FALSE	FALSE	TRUE	FALSE	
ri9WkdRrTvaRgjAbd	Spanish	feedback	basicSuffType1	cookies	snack	popcorn	snack	1	6	mms	mms				mnMs	1	FALSE	FALSE	FALSE	TRUE	FALSE	
ri9WkdRrTvaRgjAbd	Spanish	feedback	basicSuffType1	train	vehicle	motorcycle	vehicle	1	13	carro plateado	carro plateado				suv	1	FALSE	FALSE	FALSE	TRUE	TRUE	
ri9WkdRrTvaRgjAbd	Spanish	feedback	basicSuffType1	socks	clothing	bathrobe	clothing	1	14	camiseta	camiseta				tShirt	1	FALSE	FALSE	FALSE	TRUE	FALSE	
ri9WkdRrTvaRgjAbd	Spanish	feedback	basicSuffType1	crocodile	animal	bear	animal	1	15	nemo	nemo				clownFish	1	FALSE	FALSE	FALSE	TRUE	FALSE	
ri9WkdRrTvaRgjAbd	Spanish	feedback	basicSuffType1	horse	animal	bison	animal	1	16	pajaro	pajaro				hummingBird	1	FALSE	FALSE	FALSE	TRUE	FALSE	
ri9WkdRrTvaRgjAbd	Spanish	feedback	basicSuffType1	kitten	animal	rabbit	animal	1	33	aguila	aguila				eagle	1	FALSE	FALSE	FALSE	TRUE	TRUE	
ri9WkdRrTvaRgjAbd	Spanish	feedback	basicSuffType1	bathrobe	clothing	gloves	clothing	1	34	camisa de hombre	camisa de hombre				dressShirt	1	FALSE	FALSE	FALSE	TRUE	FALSE	
ri9WkdRrTvaRgjAbd	Spanish	feedback	basicSuffType1	pottedPlant	plant	ivy	plant	1	37	rosa	rosa	C			rose	1	TRUE	FALSE	FALSE	TRUE	FALSE	
ri9WkdRrTvaRgjAbd	Spanish	feedback	basicSuffType1	hamster	animal	fish	animal	1	41	dalmata	dalmata				dalmatian	1	FALSE	FALSE	FALSE	TRUE	FALSE	
ri9WkdRrTvaRgjAbd	Spanish	feedback	basicSuffType1	cow	animal	sheep	animal	1	47	panda	panda				pandaBear	1	FALSE	FALSE	FALSE	TRUE	FALSE	
ri9WkdRrTvaRgjAbd	Spanish	feedback	basicSuffType1	ivy	plant	rosemary	plant	1	58	girasol	girasol				sunflower	1	FALSE	FALSE	FALSE	TRUE	FALSE	
ri9WkdRrTvaRgjAbd	Spanish	feedback	basicSuffType1	sheep	animal	fish	animal	1	65	oso	oso				polarBear	1	FALSE	FALSE	FALSE	TRUE	FALSE	
xiA5WJQ9BBwufErLv	Spanish	feedback	basicSuffType1	grasses	plant	pottedPlant	plant	1	21	tulipan	tulipan				tulip	1	FALSE	FALSE	FALSE	TRUE	FALSE	
xiA5WJQ9BBwufErLv	Spanish	feedback	basicSuffType1	squirrel	animal	crocodile	animal	1	30	pez	pez				goldFish	1	FALSE	FALSE	FALSE	TRUE	FALSE	
xiA5WJQ9BBwufErLv	Spanish	feedback	basicSuffType1	snake	animal	horse	animal	1	33	colibri	colibri				hummingBird	1	FALSE	FALSE	FALSE	TRUE	FALSE	
xiA5WJQ9BBwufErLv	Spanish	feedback	basicSuffType1	dress	clothing	gloves	clothing	1	41	camisa	camisa				poloShirt	1	FALSE	FALSE	FALSE	TRUE	FALSE	
xiA5WJQ9BBwufErLv	Spanish	feedback	basicSuffType1	crocodile	animal	snake	animal	1	47	pajaro	pajaro				pigeon	1	FALSE	FALSE	FALSE	TRUE	FALSE	
xiA5WJQ9BBwufErLv	Spanish	feedback	basicSuffType1	train	vehicle	firetruck	vehicle	1	49	gris	gris	C			sportsCar	1	TRUE	FALSE	FALSE	TRUE	FALSE	
xiA5WJQ9BBwufErLv	Spanish	feedback	basicSuffType1	pottedPlant	plant	grasses	plant	1	59	flor	flor	N			daisy	1	FALSE	FALSE	TRUE	TRUE	FALSE	
xiA5WJQ9BBwufErLv	Spanish	feedback	basicSuffType1	dog	animal	rhino	animal	1	64	pajaro	pajaro				parrot	1	FALSE	FALSE	FALSE	TRUE	FALSE	
8mztCuTtp44PNj9aR	Spanish	feedback	basicSuffType1	squirrel	animal	hamster	animal	1	7	la paloma	la paloma	A			pigeon	1	FALSE	FALSE	FALSE	TRUE	TRUE	
8mztCuTtp44PNj9aR	Spanish	feedback	basicSuffType1	rosemary	plant	ivy	plant	1	12	la flor	la flor	AN			sunflower	1	FALSE	FALSE	TRUE	TRUE	TRUE	
8mztCuTtp44PNj9aR	Spanish	feedback	basicSuffType1	wardrobe	furniture	bookcase	furniture	1	25	mesa	mesa				picnicTable	1	FALSE	FALSE	FALSE	TRUE	FALSE	
8mztCuTtp44PNj9aR	Spanish	feedback	basicSuffType1	sheep	animal	fish	animal	1	57	alemán	alemán				germanShepherd	1	FALSE	FALSE	FALSE	TRUE	FALSE	
8mztCuTtp44PNj9aR	Spanish	feedback	basicSuffType1	bison	animal	elephant	animal	1	60	manchas	manchas				dalmatian	1	FALSE	FALSE	FALSE	TRUE	FALSE	
8mztCuTtp44PNj9aR	Spanish	feedback	basicSuffType1	motorcycle	vehicle	ambulance	vehicle	1	70	suv__camioneta	suv				suv	1	FALSE	FALSE	FALSE	TRUE	FALSE	
C9425wL5d2jqqrfnt	Spanish	feedback	basicSuffType1	train	vehicle	ambulance	vehicle	1	14	una camioneta	una camioneta				suv	1	FALSE	FALSE	FALSE	TRUE	FALSE	
C9425wL5d2jqqrfnt	Spanish	feedback	basicSuffType1	dress	clothing	bathrobe	clothing	1	22	blusa	blusa				tShirt	1	FALSE	FALSE	FALSE	TRUE	FALSE	
C9425wL5d2jqqrfnt	Spanish	feedback	basicSuffType1	gloves	clothing	dress	clothing	1	29	camisa	camisa				hawaiiShirt	1	FALSE	FALSE	FALSE	TRUE	FALSE	
C9425wL5d2jqqrfnt	Spanish	feedback	basicSuffType1	iguana	animal	elephant	animal	1	34	puede volar	puede volar				hummingBird	1	FALSE	FALSE	FALSE	TRUE	TRUE	
C9425wL5d2jqqrfnt	Spanish	feedback	basicSuffType1	bookcase	furniture	lamp	furniture	1	39	es de madera para trabajar	es de madera para trabajar				diningTable	1	FALSE	FALSE	FALSE	TRUE	FALSE	
C9425wL5d2jqqrfnt	Spanish	feedback	basicSuffType1	chips	snack	pretzels	snack	1	47	tienen letras	tienen letras				skittles	1	FALSE	FALSE	FALSE	TRUE	FALSE	
C9425wL5d2jqqrfnt	Spanish	feedback	basicSuffType1	lamp	furniture	wardrobe	furniture	1	68	sirve de aciento	sirve de aciento				picnicTable	1	FALSE	FALSE	FALSE	TRUE	FALSE	
PLenL62JMPMEiyEZd	Spanish	feedback	basicSuffType1	snake	animal	horse	animal	1	7	vuela	vuela				pigeon	1	FALSE	FALSE	FALSE	TRUE	TRUE	
PLenL62JMPMEiyEZd	Spanish	feedback	basicSuffType1	kitten	animal	iguana	animal	1	14	nada	nada				goldFish	1	FALSE	FALSE	FALSE	TRUE	FALSE	
PLenL62JMPMEiyEZd	Spanish	feedback	basicSuffType1	motorcycle	vehicle	firetruck	vehicle	1	22	gris	gris	C			sportsCar	1	TRUE	FALSE	FALSE	TRUE	FALSE	
PLenL62JMPMEiyEZd	Spanish	feedback	basicSuffType1	bear	animal	rabbit	animal	1	28	ladra	ladra				husky	1	FALSE	FALSE	FALSE	TRUE	TRUE	
PLenL62JMPMEiyEZd	Spanish	feedback	basicSuffType1	kitten	animal	horse	animal	1	30	manchas	manchas				dalmatian	1	FALSE	FALSE	FALSE	TRUE	FALSE	
PLenL62JMPMEiyEZd	Spanish	feedback	basicSuffType1	cow	animal	elephant	animal	1	35	vuela	vuela				hummingBird	1	FALSE	FALSE	FALSE	TRUE	TRUE	
PLenL62JMPMEiyEZd	Spanish	feedback	basicSuffType1	firetruck	vehicle	train	vehicle	1	66	blanco	blanco	C			suv	1	TRUE	FALSE	FALSE	TRUE	TRUE	
MjtKysa8uTdkgCZhY	Spanish	feedback	basicSuffType1	train	vehicle	motorcycle	vehicle	1	2	si , metalizado	si , metalizado			es gris?	convertible	1	FALSE	FALSE	FALSE	TRUE	FALSE	
MjtKysa8uTdkgCZhY	Spanish	feedback	basicSuffType1	bear	animal	sheep	animal	1	23	ladra	ladra			blanco y negro?	germanShepherd	1	FALSE	FALSE	FALSE	TRUE	TRUE	
MjtKysa8uTdkgCZhY	Spanish	feedback	basicSuffType1	bed	furniture	bookcase	furniture	1	33	para escribir	para escribir			sirve para dormir?	coffeeTable	1	FALSE	FALSE	FALSE	TRUE	FALSE	
MjtKysa8uTdkgCZhY	Spanish	feedback	basicSuffType1	bison	animal	squirrel	animal	1	47	colorido	colorido				parrot	1	FALSE	FALSE	FALSE	TRUE	FALSE	
MjtKysa8uTdkgCZhY	Spanish	feedback	basicSuffType1	pretzels	snack	chips	snack	1	49	si	si			forma de animal?	gummyBears	1	FALSE	FALSE	FALSE	TRUE	FALSE	
MjtKysa8uTdkgCZhY	Spanish	feedback	basicSuffType1	bison	animal	crocodile	animal	1	52	negro	negro	C			blackBear	1	TRUE	FALSE	FALSE	TRUE	FALSE	
MjtKysa8uTdkgCZhY	Spanish	feedback	basicSuffType1	pig	animal	squirrel	animal	1	54	ladra	ladra			rosa?	pug	1	FALSE	FALSE	FALSE	TRUE	TRUE	
MjtKysa8uTdkgCZhY	Spanish	feedback	basicSuffType1	horse	animal	hamster	animal	1	55	nada	nada			nada?	catfish	1	FALSE	FALSE	FALSE	TRUE	FALSE	
MjtKysa8uTdkgCZhY	Spanish	feedback	basicSuffType1	crocodile	animal	bird	animal	1	69	pecera	pecera				clownFish	1	FALSE	FALSE	FALSE	TRUE	FALSE	
5FBHB2gcEAxFrnBTj	Spanish	feedback	basicSuffType1	train	vehicle	ambulance	vehicle	1	8	camioneta familiar	camioneta familiar			objeto?	minivan	1	FALSE	FALSE	FALSE	TRUE	FALSE	
5FBHB2gcEAxFrnBTj	Spanish	feedback	basicSuffType1	firetruck	vehicle	train	vehicle	1	9	camioneta	camioneta			vehículo?	suv	1	FALSE	FALSE	FALSE	TRUE	FALSE	
5FBHB2gcEAxFrnBTj	Spanish	feedback	basicSuffType1	chips	snack	cookies	snack	1	12	m&m	m&m			alimento?	mnMs	1	FALSE	FALSE	FALSE	TRUE	FALSE	
5FBHB2gcEAxFrnBTj	Spanish	feedback	basicSuffType1	elephant	animal	bison	animal	1	19	oso	oso			animal?	polarBear	1	FALSE	FALSE	FALSE	TRUE	FALSE	
5FBHB2gcEAxFrnBTj	Spanish	feedback	basicSuffType1	hamster	animal	cow	animal	1	22	perro	perro			animal?	pug	1	FALSE	FALSE	FALSE	TRUE	FALSE	
5FBHB2gcEAxFrnBTj	Spanish	feedback	basicSuffType1	wardrobe	furniture	bookcase	furniture	1	28	mesa	mesa			objeto?	coffeeTable	1	FALSE	FALSE	FALSE	TRUE	FALSE	
5FBHB2gcEAxFrnBTj	Spanish	feedback	basicSuffType1	grasses	plant	rosemary	plant	1	32	pétalos blancos	pétalos blancos			cuál?	daisy	1	TRUE	FALSE	FALSE	TRUE	TRUE	
5FBHB2gcEAxFrnBTj	Spanish	feedback	basicSuffType1	hamster	animal	horse	animal	1	37	marino	marino			animal?	swordFish	1	FALSE	FALSE	FALSE	TRUE	FALSE	
5FBHB2gcEAxFrnBTj	Spanish	feedback	basicSuffType1	dress	clothing	socks	clothing	1	42	camisa masculina	camisa masculina			cuál es?	hawaiiShirt	1	FALSE	FALSE	FALSE	TRUE	FALSE	
5FBHB2gcEAxFrnBTj	Spanish	feedback	basicSuffType1	bathrobe	clothing	socks	clothing	1	48	camisa	camisa			cuál?	dressShirt	1	FALSE	FALSE	FALSE	TRUE	FALSE	
5FBHB2gcEAxFrnBTj	Spanish	feedback	basicSuffType1	bison	animal	bird	animal	1	57	blanco con manchas negras	blanco con manchas negras	C		cuál	dalmatian	1	TRUE	FALSE	FALSE	TRUE	TRUE	
5FBHB2gcEAxFrnBTj	Spanish	feedback	basicSuffType1	pig	animal	kitten	animal	1	62	ave	ave			cuál	eagle	1	FALSE	FALSE	FALSE	TRUE	FALSE	
krPu8jL2ifeQiJtiz	Spanish	feedback	basicSuffType1	ivy	plant	rosemary	plant	1	2	rojo	rojo	C			tulip	1	TRUE	FALSE	FALSE	TRUE	FALSE	
krPu8jL2ifeQiJtiz	Spanish	feedback	basicSuffType1	squirrel	animal	horse	animal	1	43	mar	mar				clownFish	1	FALSE	FALSE	FALSE	TRUE	FALSE	
krPu8jL2ifeQiJtiz	Spanish	feedback	basicSuffType1	bathrobe	clothing	dress	clothing	1	55	botones	botones				poloShirt	1	FALSE	FALSE	FALSE	TRUE	FALSE	
