gameId	language	stage	condition	imageType	listenerSelection	roundNumber	ItemID	directorAllMessages	directorFirstMessage	guesserAllMessages	nameClickedObj	distractorOne	distractorTwo	distractorThree	distractorFour	distractorFive	directorViewOrdered	guesserViewOrdered	correct	words	sep	colorMentioned	sizeMentioned	typeMentioned	oneMentioned	theMentioned
djHqEEgoKbR5rJxgT	English_32	feedback	size_same_same_f	NA	1	11	key_billiardball	white ball	white ball		small_white_billiardball	small_red_billiardball	big_white_key	big_red_billiardball	small_red_billiardball	small_red_billiardball	small_red_billiardball,small_red_billiardball,big_red_billiardball,big_white_key,small_white_billiardball,small_red_billiardball,small_red_billiardball	small_red_billiardball,small_red_billiardball,small_red_billiardball,big_white_key,small_red_billiardball,big_red_billiardball,small_white_billiardball	1	"c(""C"", ""N"")"		TRUE	FALSE	TRUE	TRUE	TRUE
djHqEEgoKbR5rJxgT	English_32	feedback	color_basic_target_m	NA	1	12	knife_vase	smallest vase	smallest vase		small_green_vase	big_green_vase	small_purple_knife	big_purple_vase	NA	NA	small_purple_knife,small_purple_knife,small_green_vase,big_purple_vase,big_green_vase	small_green_vase,small_green_vase,small_purple_knife,big_green_vase,big_purple_vase	1	"c(""S"", ""N"")"		FALSE	TRUE	TRUE	TRUE	TRUE
djHqEEgoKbR5rJxgT	English_32	feedback	color_same_same_f	NA	1	13	clock_candle	small blue candle	small blue candle		small_blue_candle	big_blue_candle	small_white_clock	big_white_candle	big_blue_candle	big_blue_candle	small_blue_candle,small_blue_candle,big_blue_candle,big_white_candle,big_blue_candle,big_blue_candle,small_white_clock	big_blue_candle,big_blue_candle,big_white_candle,small_blue_candle,small_white_clock,big_blue_candle,big_blue_candle	1	"c(""S"", ""C"", ""N"")"		TRUE	TRUE	TRUE	TRUE	TRUE
djHqEEgoKbR5rJxgT	English_32	feedback	size_basic_filler_2_f	NA	1	14	ruler_magnifyingglass	magnifying glass	magnifyingglass		big_blue_magnifyingglass	small_blue_ruler	small_yellow_ruler	big_yellow_ruler	NA	NA	big_blue_magnifyingglass,big_blue_magnifyingglass,small_blue_ruler,big_yellow_ruler,small_yellow_ruler	small_yellow_ruler,small_yellow_ruler,big_yellow_ruler,big_blue_magnifyingglass,small_blue_ruler	1	N		FALSE	FALSE	TRUE	TRUE	TRUE
djHqEEgoKbR5rJxgT	English_32	feedback	color_same_diff_m	NA	1	15	cake_shell	large purple shell	large purple shell		big_purple_shell	small_purple_shell	big_black_cake	small_black_shell	small_black_shell	small_black_shell	small_black_shell,small_black_shell,small_black_shell,small_black_shell,big_purple_shell,big_black_cake,small_purple_shell	small_black_shell,small_black_shell,small_purple_shell,big_black_cake,big_purple_shell,small_black_shell,small_black_shell	1	"c(""S"", ""C"", ""N"")"		TRUE	TRUE	TRUE	TRUE	TRUE
djHqEEgoKbR5rJxgT	English_32	feedback	size_same_diff_m	NA	1	16	screwdriver_razor	black razor	black razor		big_black_razor	big_green_razor	small_black_screwdriver	small_green_razor	small_green_razor	small_green_razor	small_green_razor,small_green_razor,big_black_razor,big_green_razor,small_black_screwdriver,small_green_razor,small_green_razor	big_black_razor,big_black_razor,big_green_razor,small_green_razor,small_green_razor,small_black_screwdriver,small_green_razor	1	"c(""C"", ""N"")"		TRUE	FALSE	TRUE	TRUE	TRUE
djHqEEgoKbR5rJxgT	English_32	feedback	size_basic_filler_1_f	NA	1	17	shovel_tie	large black tie	large black tie		big_black_tie	big_green_tie	small_green_shovel	small_black_tie	NA	NA	small_black_tie,small_black_tie,small_green_shovel,big_green_tie,big_black_tie	big_black_tie,big_black_tie,small_green_shovel,big_green_tie,small_black_tie	1	"c(""S"", ""C"", ""N"")"		TRUE	TRUE	TRUE	TRUE	TRUE
djHqEEgoKbR5rJxgT	English_32	feedback	size_diff_same_f	NA	1	18	ladle_fork	purple fork	purple fork		small_purple_fork	small_orange_fork	big_purple_ladle	big_orange_fork	small_orange_ladle	small_orange_ladle	small_orange_fork,small_orange_fork,big_orange_fork,small_orange_ladle,small_purple_fork,small_orange_ladle,big_purple_ladle	big_purple_ladle,big_purple_ladle,small_purple_fork,big_orange_fork,small_orange_ladle,small_orange_ladle,small_orange_fork	1	"c(""C"", ""N"")"		TRUE	FALSE	TRUE	TRUE	FALSE
djHqEEgoKbR5rJxgT	English_32	feedback	color_same_same_m	NA	1	19	fish_hammer	large green hammer	large green hammer		big_green_hammer	small_green_hammer	big_purple_fish	small_purple_hammer	small_green_hammer	small_green_hammer	small_purple_hammer,small_purple_hammer,big_purple_fish,small_green_hammer,small_green_hammer,small_green_hammer,big_green_hammer	small_purple_hammer,small_purple_hammer,big_green_hammer,small_green_hammer,big_purple_fish,small_green_hammer,small_green_hammer	1	"c(""S"", ""C"", ""N"")"		TRUE	TRUE	TRUE	TRUE	TRUE
djHqEEgoKbR5rJxgT	English_32	feedback	size_same_diff_f	NA	1	20	stapler_crown	grey crown	grey crown		small_white_crown	small_blue_crown	big_white_stapler	big_blue_crown	big_blue_crown	big_blue_crown	big_blue_crown,big_blue_crown,big_blue_crown,big_white_stapler,big_blue_crown,small_blue_crown,small_white_crown	big_blue_crown,big_blue_crown,small_white_crown,small_blue_crown,big_white_stapler,big_blue_crown,big_blue_crown	1	"c(""C"", ""N"")"		TRUE	FALSE	TRUE	TRUE	FALSE
djHqEEgoKbR5rJxgT	English_32	feedback	color_diff_same_m	NA	1	21	phone_bucket	big red bucket	big red bucket		big_red_bucket	small_red_bucket	big_white_phone	small_white_bucket	small_red_phone	small_red_phone	small_white_bucket,small_white_bucket,big_red_bucket,big_white_phone,small_red_phone,small_red_bucket,small_red_phone	big_white_phone,big_white_phone,small_red_bucket,small_red_phone,small_red_phone,big_red_bucket,small_white_bucket	1	"c(""S"", ""C"", ""N"")"		TRUE	TRUE	TRUE	TRUE	FALSE
djHqEEgoKbR5rJxgT	English_32	feedback	color_basic_filler_3_m	NA	1	22	butterfly_frame	red square	red square		small_red_frame	big_yellow_frame	small_yellow_frame	big_red_butterfly	NA	NA	big_red_butterfly,big_red_butterfly,small_yellow_frame,small_red_frame,big_yellow_frame	small_red_frame,small_red_frame,small_yellow_frame,big_yellow_frame,big_red_butterfly	1	"c(""C"", ""N"")"		TRUE	FALSE	TRUE	TRUE	TRUE
djHqEEgoKbR5rJxgT	English_32	feedback	color_diff_same_f	NA	1	23	cap_door	small yellow door	small yellow door		small_yellow_door	big_yellow_door	small_red_cap	big_red_door	big_yellow_cap	big_yellow_cap	small_red_cap,small_red_cap,big_yellow_door,small_yellow_door,big_yellow_cap,big_yellow_cap,big_red_door	small_red_cap,small_red_cap,small_yellow_door,big_yellow_cap,big_yellow_door,big_yellow_cap,big_red_door	1	"c(""S"", ""C"", ""N"")"		TRUE	TRUE	TRUE	TRUE	TRUE
djHqEEgoKbR5rJxgT	English_32	feedback	size_diff_diff_f	NA	1	24	ring_mouse	red mouse	red mouse		small_red_mouse	small_blue_mouse	big_red_ring	big_blue_mouse	big_blue_ring	big_blue_ring	small_blue_mouse,small_blue_mouse,big_blue_mouse,big_blue_ring,big_red_ring,big_blue_ring,small_red_mouse	big_blue_mouse,big_blue_mouse,small_red_mouse,big_red_ring,big_blue_ring,big_blue_ring,small_blue_mouse	1	"c(""C"", ""N"")"		TRUE	FALSE	TRUE	TRUE	FALSE
djHqEEgoKbR5rJxgT	English_32	feedback	size_diff_same_m	NA	1	25	switch_bed	blue bed	blue bed		big_blue_bed	big_yellow_bed	small_blue_switch	small_yellow_bed	big_yellow_switch	big_yellow_switch	big_yellow_switch,big_yellow_switch,big_yellow_switch,small_blue_switch,big_yellow_bed,small_yellow_bed,big_blue_bed	small_yellow_bed,small_yellow_bed,big_blue_bed,small_blue_switch,big_yellow_switch,big_yellow_bed,big_yellow_switch	1	"c(""C"", ""N"")"		TRUE	FALSE	TRUE	TRUE	FALSE
djHqEEgoKbR5rJxgT	English_32	feedback	color_same_diff_f	NA	1	26	napkin_chair	small blue chair	small blue chair		small_blue_chair	big_blue_chair	small_white_napkin	big_white_chair	big_white_chair	big_white_chair	big_white_chair,big_white_chair,big_white_chair,small_blue_chair,big_blue_chair,small_white_napkin,big_white_chair	small_blue_chair,small_blue_chair,big_white_chair,big_blue_chair,small_white_napkin,big_white_chair,big_white_chair	1	"c(""S"", ""C"", ""N"")"		TRUE	TRUE	TRUE	TRUE	TRUE
djHqEEgoKbR5rJxgT	English_32	feedback	color_basic_filler_2_f	NA	1	27	ornament_calculator	calculator	calculator		small_yellow_calculator	small_blue_ornament	big_blue_ornament	big_yellow_ornament	NA	NA	small_blue_ornament,small_blue_ornament,big_blue_ornament,big_yellow_ornament,small_yellow_calculator	big_blue_ornament,big_blue_ornament,big_yellow_ornament,small_yellow_calculator,small_blue_ornament	1	N		FALSE	FALSE	TRUE	TRUE	TRUE
djHqEEgoKbR5rJxgT	English_32	feedback	color_basic_target_f	NA	1	28	lamp_guitar	small red guitar	small red guitar		small_red_guitar	big_red_guitar	small_blue_lamp	big_blue_guitar	NA	NA	big_blue_guitar,big_blue_guitar,small_red_guitar,big_red_guitar,small_blue_lamp	small_red_guitar,small_red_guitar,small_blue_lamp,big_blue_guitar,big_red_guitar	1	"c(""S"", ""C"", ""N"")"		TRUE	TRUE	TRUE	TRUE	TRUE
djHqEEgoKbR5rJxgT	English_32	feedback	size_diff_diff_m	NA	1	29	cushion_present	blue box	blue box		big_blue_present	big_red_present	small_blue_cushion	small_red_present	small_red_cushion	small_red_cushion	small_red_cushion,small_red_cushion,small_red_cushion,big_blue_present,small_red_present,big_red_present,small_blue_cushion	small_blue_cushion,small_blue_cushion,small_red_cushion,small_red_present,small_red_cushion,big_red_present,big_blue_present	1	"c(""C"", ""N"")"		TRUE	FALSE	TRUE	TRUE	FALSE
djHqEEgoKbR5rJxgT	English_32	feedback	size_basic_filler_2_m	NA	1	30	drum_whistle	whistle	whistle		big_orange_whistle	small_orange_drum	small_green_drum	big_green_drum	NA	NA	big_orange_whistle,big_orange_whistle,small_orange_drum,small_green_drum,big_green_drum	small_orange_drum,small_orange_drum,small_green_drum,big_orange_whistle,big_green_drum	1	N		FALSE	FALSE	TRUE	TRUE	FALSE
djHqEEgoKbR5rJxgT	English_32	feedback	color_basic_filler_1_f	NA	1	31	mug_belt	small yellow belt	small yellow belt		small_yellow_belt	big_yellow_belt	big_white_mug	small_white_belt	NA	NA	small_white_belt,small_white_belt,small_yellow_belt,big_yellow_belt,big_white_mug	big_yellow_belt,big_yellow_belt,small_white_belt,big_white_mug,small_yellow_belt	1	"c(""S"", ""C"", ""N"")"		TRUE	TRUE	TRUE	TRUE	TRUE
djHqEEgoKbR5rJxgT	English_32	feedback	size_basic_filler_1_m	NA	1	32	lipstick_airplane	large purple plane	large purple plane		big_purple_airplane	big_black_airplane	small_black_lipstick	small_purple_airplane	NA	NA	big_black_airplane,big_black_airplane,small_black_lipstick,big_purple_airplane,small_purple_airplane	small_black_lipstick,small_black_lipstick,small_purple_airplane,big_purple_airplane,big_black_airplane	1	"c(""S"", ""C"", ""N"")"		TRUE	TRUE	TRUE	TRUE	TRUE
oobA5wy6PdpvjG2zc	English_32	feedback	color_diff_same_m	NA	1	1	calendar_razor	it’s big and purple used for shaving	it’s big and purple used for shaving		big_purple_razor	small_purple_razor	big_orange_calendar	small_orange_razor	small_purple_calendar	small_purple_calendar	small_purple_calendar,small_purple_calendar,small_purple_razor,small_purple_calendar,small_orange_razor,big_orange_calendar,big_purple_razor	small_orange_razor,small_orange_razor,big_purple_razor,small_purple_calendar,small_purple_calendar,big_orange_calendar,small_purple_razor	1	"c("""", ""S"", """", ""C"", """", """", """")"		TRUE	TRUE	FALSE	TRUE	TRUE
oobA5wy6PdpvjG2zc	English_32	feedback	color_basic_filler_3_f	NA	1	2	sock_fork	it’s black and used for eating	it’s black and used for eating		small_black_fork	big_purple_fork	small_purple_fork	big_black_sock	NA	NA	small_purple_fork,small_purple_fork,big_black_sock,big_purple_fork,small_black_fork	small_black_fork,small_black_fork,big_purple_fork,small_purple_fork,big_black_sock	1	"c("""", ""C"", """", """", """", """")"		TRUE	FALSE	FALSE	TRUE	TRUE
oobA5wy6PdpvjG2zc	English_32	feedback	size_basic_filler_1_f	NA	1	3	clock_napkin	it’s big and yellow	it’s big and yellow		big_yellow_napkin	big_white_napkin	small_white_clock	small_yellow_napkin	NA	NA	big_yellow_napkin,big_yellow_napkin,big_white_napkin,small_yellow_napkin,small_white_clock	small_yellow_napkin,small_yellow_napkin,big_white_napkin,big_yellow_napkin,small_white_clock	1	"c("""", ""S"", """", ""C"")"		TRUE	TRUE	FALSE	TRUE	TRUE
oobA5wy6PdpvjG2zc	English_32	feedback	size_basic_filler_2_m	NA	1	4	coathanger_frame	it’s big red and a square	it’s big red and a square		big_red_frame	small_red_coathanger	small_blue_coathanger	big_blue_coathanger	NA	NA	big_red_frame,big_red_frame,small_blue_coathanger,big_blue_coathanger,small_red_coathanger	small_blue_coathanger,small_blue_coathanger,small_red_coathanger,big_blue_coathanger,big_red_frame	1	"c("""", ""S"", ""C"", """", ""A"", ""N"")"		TRUE	TRUE	TRUE	TRUE	TRUE
oobA5wy6PdpvjG2zc	English_32	feedback	size_same_diff_m	NA	1	5	vase_robot	it’s big and orange with eyes	it’s big and orange with eyes		big_orange_robot	big_black_robot	small_orange_vase	small_black_robot	small_black_robot	small_black_robot	small_black_robot,small_black_robot,small_orange_vase,big_black_robot,big_orange_robot,small_black_robot,small_black_robot	small_black_robot,small_black_robot,small_black_robot,big_orange_robot,big_black_robot,small_black_robot,small_orange_vase	1	"c("""", ""S"", """", ""C"", """", """")"		TRUE	TRUE	FALSE	TRUE	TRUE
oobA5wy6PdpvjG2zc	English_32	feedback	size_diff_diff_m	NA	1	6	present_butterfly	big yellow bug	big yellow bug		big_yellow_butterfly	big_white_butterfly	small_yellow_present	small_white_butterfly	small_white_present	small_white_present	big_white_butterfly,big_white_butterfly,small_yellow_present,big_yellow_butterfly,small_white_present,small_white_butterfly,small_white_present	small_white_present,small_white_present,small_white_present,big_white_butterfly,big_yellow_butterfly,small_white_butterfly,small_yellow_present	1	"c(""S"", ""C"", ""N"")"		TRUE	TRUE	TRUE	TRUE	FALSE
oobA5wy6PdpvjG2zc	English_32	feedback	color_same_diff_m	NA	1	7	armchair_mask	big blue covid	big blue covid		big_blue_mask	small_blue_mask	big_red_armchair	small_red_mask	small_red_mask	small_red_mask	small_blue_mask,small_blue_mask,big_blue_mask,small_red_mask,small_red_mask,big_red_armchair,small_red_mask	small_red_mask,small_red_mask,big_red_armchair,small_red_mask,small_blue_mask,small_red_mask,big_blue_mask	1	"c(""S"", ""C"", """")"		TRUE	TRUE	FALSE	TRUE	FALSE
oobA5wy6PdpvjG2zc	English_32	feedback	size_same_same_f	NA	1	8	ruler_calculator	small red	small red		small_red_calculator	small_yellow_calculator	big_red_ruler	big_yellow_calculator	small_yellow_calculator	small_yellow_calculator	small_yellow_calculator,small_yellow_calculator,small_red_calculator,small_yellow_calculator,small_yellow_calculator,big_yellow_calculator,big_red_ruler	small_yellow_calculator,small_yellow_calculator,small_red_calculator,big_yellow_calculator,small_yellow_calculator,big_red_ruler,small_yellow_calculator	1	"c(""S"", ""C"")"		TRUE	TRUE	FALSE	TRUE	TRUE
oobA5wy6PdpvjG2zc	English_32	feedback	color_basic_filler_3_m	NA	1	9	knife_die	it’s green and a square	it’s green and a square		small_green_die	big_purple_die	small_purple_die	big_green_knife	NA	NA	big_green_knife,big_green_knife,small_green_die,big_purple_die,small_purple_die	small_green_die,small_green_die,small_purple_die,big_green_knife,big_purple_die	1	"c("""", ""C"", """", ""A"", ""N"")"		TRUE	FALSE	TRUE	TRUE	TRUE
oobA5wy6PdpvjG2zc	English_32	feedback	color_basic_filler_2_f	NA	1	10	tie_spoon	purple used for eating	purple used for eating		small_purple_spoon	small_orange_tie	big_orange_tie	big_purple_tie	NA	NA	big_purple_tie,big_purple_tie,small_purple_spoon,big_orange_tie,small_orange_tie	small_purple_spoon,small_purple_spoon,big_orange_tie,big_purple_tie,small_orange_tie	1	"c(""C"", """", """", """")"		TRUE	FALSE	FALSE	TRUE	TRUE
oobA5wy6PdpvjG2zc	English_32	feedback	color_basic_filler_1_m	NA	1	11	truck_hammer	small and purple	small and purple		small_purple_hammer	big_purple_hammer	big_green_truck	small_green_hammer	NA	NA	big_purple_hammer,big_purple_hammer,big_green_truck,small_purple_hammer,small_green_hammer	small_purple_hammer,small_purple_hammer,big_purple_hammer,big_green_truck,small_green_hammer	1	"c(""S"", """", ""C"")"		TRUE	TRUE	FALSE	TRUE	TRUE
oobA5wy6PdpvjG2zc	English_32	feedback	size_same_same_m	NA	1	12	switch_pencil	white and used for writing	white and used for writing		big_white_pencil	big_blue_pencil	small_white_switch	small_blue_pencil	big_blue_pencil	big_blue_pencil	big_white_pencil,big_white_pencil,big_blue_pencil,big_blue_pencil,big_blue_pencil,small_white_switch,small_blue_pencil	big_blue_pencil,big_blue_pencil,big_blue_pencil,big_blue_pencil,small_blue_pencil,big_white_pencil,small_white_switch	1	"c(""C"", """", """", """", """")"		TRUE	FALSE	FALSE	TRUE	TRUE
oobA5wy6PdpvjG2zc	English_32	feedback	color_basic_target_f	NA	1	13	billiardball_flower	small and yellow	small and yellow		small_yellow_flower	big_yellow_flower	small_blue_billiardball	big_blue_flower	NA	NA	small_blue_billiardball,small_blue_billiardball,big_blue_flower,big_yellow_flower,small_yellow_flower	small_yellow_flower,small_yellow_flower,big_blue_flower,small_blue_billiardball,big_yellow_flower	1	"c(""S"", """", ""C"")"		TRUE	TRUE	FALSE	TRUE	TRUE
oobA5wy6PdpvjG2zc	English_32	feedback	size_basic_filler_2_f	NA	1	14	cap_candle	big and yellow	big and yellow		big_yellow_candle	small_yellow_cap	small_white_cap	big_white_cap	NA	NA	big_white_cap,big_white_cap,small_yellow_cap,big_yellow_candle,small_white_cap	small_yellow_cap,small_yellow_cap,big_yellow_candle,small_white_cap,big_white_cap	1	"c(""S"", """", ""C"")"		TRUE	TRUE	FALSE	TRUE	TRUE
oobA5wy6PdpvjG2zc	English_32	feedback	size_basic_filler_3_m	NA	1	15	bonbon_shell	small green	small green		small_green_shell	big_black_shell	big_green_shell	small_black_bonbon	NA	NA	big_black_shell,big_black_shell,small_black_bonbon,big_green_shell,small_green_shell	small_black_bonbon,small_black_bonbon,big_green_shell,big_black_shell,small_green_shell	1	"c(""S"", ""C"")"		TRUE	TRUE	FALSE	TRUE	TRUE
oobA5wy6PdpvjG2zc	English_32	feedback	color_same_same_f	NA	1	16	ring_stapler	small white	small white		small_white_stapler	big_white_stapler	small_red_ring	big_red_stapler	big_white_stapler	big_white_stapler	big_white_stapler,big_white_stapler,big_white_stapler,small_white_stapler,big_white_stapler,small_red_ring,big_red_stapler	big_red_stapler,big_red_stapler,big_white_stapler,small_white_stapler,small_red_ring,big_white_stapler,big_white_stapler	1	"c(""S"", ""C"")"		TRUE	TRUE	FALSE	TRUE	TRUE
oobA5wy6PdpvjG2zc	English_32	feedback	color_basic_filler_2_m	NA	1	17	balloon_bed	small blue	small blue		small_blue_bed	small_red_balloon	big_red_balloon	big_blue_balloon	NA	NA	small_blue_bed,small_blue_bed,big_red_balloon,small_red_balloon,big_blue_balloon	big_blue_balloon,big_blue_balloon,small_red_balloon,big_red_balloon,small_blue_bed	1	"c(""S"", ""C"")"		TRUE	TRUE	FALSE	TRUE	TRUE
oobA5wy6PdpvjG2zc	English_32	feedback	size_same_diff_f	NA	1	18	pan_lamp	small white used for a light	small white used for a light		small_white_lamp	small_blue_lamp	big_white_pan	big_blue_lamp	big_blue_lamp	big_blue_lamp	small_blue_lamp,small_blue_lamp,big_blue_lamp,big_blue_lamp,small_white_lamp,big_blue_lamp,big_white_pan	big_blue_lamp,big_blue_lamp,big_white_pan,small_blue_lamp,big_blue_lamp,small_white_lamp,big_blue_lamp	1	"c(""S"", ""C"", """", """", ""A"", ""N"")"		TRUE	TRUE	TRUE	TRUE	TRUE
oobA5wy6PdpvjG2zc	English_32	feedback	color_basic_target_m	NA	1	19	piano_fish	small purple	small purple		small_purple_fish	big_purple_fish	small_black_piano	big_black_fish	NA	NA	big_purple_fish,big_purple_fish,big_black_fish,small_purple_fish,small_black_piano	small_purple_fish,small_purple_fish,small_black_piano,big_purple_fish,big_black_fish	1	"c(""S"", ""C"")"		TRUE	TRUE	FALSE	TRUE	TRUE
oobA5wy6PdpvjG2zc	English_32	feedback	size_basic_filler_1_m	NA	1	20	whistle_airplane	big green fly	big green fly		big_green_airplane	big_black_airplane	small_black_whistle	small_green_airplane	NA	NA	small_green_airplane,small_green_airplane,small_black_whistle,big_black_airplane,big_green_airplane	small_black_whistle,small_black_whistle,big_green_airplane,big_black_airplane,small_green_airplane	1	"c(""S"", ""C"", """")"		TRUE	TRUE	FALSE	TRUE	FALSE
oobA5wy6PdpvjG2zc	English_32	feedback	color_diff_diff_f	NA	1	21	key_crown	small blue	small blue	thank you, you've been ace. sorry you had to do all they typing!	small_blue_crown	big_blue_crown	small_yellow_key	big_yellow_crown	big_yellow_key	big_yellow_key	small_blue_crown,small_blue_crown,big_yellow_key,big_yellow_crown,small_yellow_key,big_yellow_key,big_blue_crown	small_yellow_key,small_yellow_key,big_blue_crown,big_yellow_key,small_blue_crown,big_yellow_key,big_yellow_crown	1	"c(""S"", ""C"")"		TRUE	TRUE	FALSE	TRUE	TRUE
oobA5wy6PdpvjG2zc	English_32	feedback	size_diff_diff_f	NA	1	22	ladle_tent	small green used for camping	small green used for camping		small_green_tent	small_purple_tent	big_green_ladle	big_purple_tent	big_purple_ladle	big_purple_ladle	big_purple_tent,big_purple_tent,big_purple_ladle,big_green_ladle,small_purple_tent,small_green_tent,big_purple_ladle	big_purple_ladle,big_purple_ladle,big_green_ladle,big_purple_tent,small_green_tent,small_purple_tent,big_purple_ladle	1	"c(""S"", ""C"", """", """", """")"		TRUE	TRUE	FALSE	TRUE	TRUE
oobA5wy6PdpvjG2zc	English_32	feedback	color_diff_diff_m	NA	1	23	bike_rug	big and red	big and red		big_red_rug	small_red_rug	big_yellow_bike	small_yellow_rug	small_yellow_bike	small_yellow_bike	small_yellow_rug,small_yellow_rug,small_red_rug,big_yellow_bike,small_yellow_bike,small_yellow_bike,big_red_rug	small_yellow_rug,small_yellow_rug,small_yellow_bike,small_red_rug,small_yellow_bike,big_yellow_bike,big_red_rug	1	"c(""S"", """", ""C"")"		TRUE	TRUE	FALSE	TRUE	TRUE
