gameId	language	name	stage	condition	alt1BasicLevel	alt1SuperLevel	alt2BasicLevel	alt2SuperLevel	listenerSelection	imageType	roundNumber	directorAllMessages	directorFirstMessage	guesserAllMessages	nameClickedObj	correct	words	sep	colorMentioned	sizeMentioned	typeMentioned	oneMentioned	theMentioned	gender	target
K6HsQtxkc3dnokJJY	BCS	catfish	feedback	supSuff	socks	clothing	firetruck	vehicle	1	degenetal_stimuli	11	hrana	hrana		catfish	1			FALSE	FALSE	FALSE	TRUE	FALSE	NA	catfish
K6HsQtxkc3dnokJJY	BCS	white_chair	feedback	scene4	"NA"	"NA"	"NA"	"NA"	1	pophristic_stimuli	12	volim sjediti na tom	volim sjediti na tom		white_chair	1	"c("""", """", """", """")"		FALSE	FALSE	FALSE	TRUE	TRUE	NA	chair
K6HsQtxkc3dnokJJY	BCS	red_candle	feedback	scene3	"NA"	"NA"	"NA"	"NA"	1	pophristic_stimuli	13	lijepo miriše	lijepo miriše		red_candle	1	"c("""", """")"		FALSE	FALSE	FALSE	TRUE	FALSE	NA	candle
K6HsQtxkc3dnokJJY	BCS	black_calendar	feedback	scene2	"NA"	"NA"	"NA"	"NA"	1	pophristic_stimuli	14	crno i ima brojeve opet	crno i ima brojeve opet		black_calendar	1	"c(""C"", """", """", """", """")"		TRUE	FALSE	FALSE	TRUE	FALSE	NA	calendar
K6HsQtxkc3dnokJJY	BCS	red_butterfly	feedback	scene2	"NA"	"NA"	"NA"	"NA"	1	pophristic_stimuli	15	lijepo i crveno	lijepo i crveno		red_butterfly	1	"c("""", """", ""C"")"		TRUE	FALSE	FALSE	TRUE	FALSE	NA	butterfly
K6HsQtxkc3dnokJJY	BCS	orange_binoculars	feedback	scene3	"NA"	"NA"	"NA"	"NA"	1	pophristic_stimuli	16	moju špijunirat kroz njih	moju špijunirat kroz njih		orange_binoculars	1	"c("""", """", """", """")"		FALSE	FALSE	FALSE	TRUE	FALSE	NA	binoculars
K6HsQtxkc3dnokJJY	BCS	orange_slipper	feedback	scene1	"NA"	"NA"	"NA"	"NA"	1	pophristic_stimuli	17	nosim ih trenutno i narančasto je	nosim ih trenutno i narančasto je		orange_slipper	1	"c("""", """", """", """", ""C"", """")"		TRUE	FALSE	FALSE	TRUE	TRUE	NA	slipper
K6HsQtxkc3dnokJJY	BCS	skittles	feedback	subNec	candy	snack	chips	snack	1	degenetal_stimuli	18	šareno i okruglo	šareno i okruglo		skittles	1	"c("""", """", """")"		FALSE	FALSE	FALSE	TRUE	FALSE	NA	skittles
K6HsQtxkc3dnokJJY	BCS	black_die	feedback	scene2	"NA"	"NA"	"NA"	"NA"	1	pophristic_stimuli	19	crno i ima točke	crno i ima točke		black_die	1	"c(""C"", """", """", """")"		TRUE	FALSE	FALSE	TRUE	TRUE	NA	die
K6HsQtxkc3dnokJJY	BCS	daisy	feedback	subNec	flower	plant	ivy	plant	1	degenetal_stimuli	20	bijelo	bijelo		daisy	1	C		TRUE	FALSE	FALSE	TRUE	FALSE	NA	daisy
K6HsQtxkc3dnokJJY	BCS	red_scarf	feedback	scene1	"NA"	"NA"	"NA"	"NA"	1	pophristic_stimuli	21	crveno i mekano	crveno i mekano		red_scarf	1	"c(""C"", """", """")"		TRUE	FALSE	FALSE	TRUE	FALSE	NA	scarf
K6HsQtxkc3dnokJJY	BCS	purple_helicopter	feedback	scene4	"NA"	"NA"	"NA"	"NA"	1	pophristic_stimuli	22	helikopter helikopeeeeer	helikopter helikopeeeeer		purple_helicopter	1	"c(""N"", """")"		FALSE	FALSE	TRUE	TRUE	TRUE	NA	helicopter
K6HsQtxkc3dnokJJY	BCS	blue_ring	feedback	scene4	"NA"	"NA"	"NA"	"NA"	1	pophristic_stimuli	23	plavo	plavo		blue_ring	1	C		TRUE	FALSE	FALSE	TRUE	FALSE	NA	ring
K6HsQtxkc3dnokJJY	BCS	pandaBear	feedback	basicSuffType1	rabbit	animal	cow	animal	1	degenetal_stimuli	24	crno bijeli fluffy svijet	crno bijeli fluffy svijet		pandaBear	1	"c(""C"", ""C"", """", """")"		TRUE	FALSE	FALSE	TRUE	FALSE	NA	pandaBear
K6HsQtxkc3dnokJJY	BCS	swordFish	feedback	basicSuffType2	bear	animal	flower	plant	1	degenetal_stimuli	25	spiky	spiky		swordFish	1			FALSE	FALSE	FALSE	TRUE	FALSE	NA	swordFish
K6HsQtxkc3dnokJJY	BCS	blue_iron	feedback	scene4	"NA"	"NA"	"NA"	"NA"	1	pophristic_stimuli	26	opeći ću se ako ga dotaknem	opeći ću se ako ga dotaknem		blue_iron	1	"c("""", """", """", """", """", """")"		FALSE	FALSE	FALSE	TRUE	TRUE	NA	iron
K6HsQtxkc3dnokJJY	BCS	green_necklace	feedback	scene1	"NA"	"NA"	"NA"	"NA"	1	pophristic_stimuli	27	zeleno i mora da je lijepo	zeleno i mora da je lijepo		green_necklace	1	"c(""C"", """", """", """", """", """")"		TRUE	FALSE	FALSE	TRUE	FALSE	NA	necklace
K6HsQtxkc3dnokJJY	BCS	minivan	feedback	basicSuffType1	firetruck	vehicle	ambulance	vehicle	1	degenetal_stimuli	28	vrum vrum bijeli	vrum vrum bijeli		minivan	1	"c("""", """", ""C"")"		TRUE	FALSE	FALSE	TRUE	FALSE	NA	minivan
K6HsQtxkc3dnokJJY	BCS	eagle	feedback	basicSuffType2	dog	animal	candy	snack	1	degenetal_stimuli	29	kokooo i sivi	kokooo i sivi		eagle	1	"c("""", """", """")"		FALSE	FALSE	FALSE	TRUE	FALSE	NA	eagle
K6HsQtxkc3dnokJJY	BCS	orange_microscope	feedback	scene3	"NA"	"NA"	"NA"	"NA"	1	pophristic_stimuli	30	a za provijeriti stanice	a za provijeriti stanice		orange_microscope	1	"c("""", """", """", """")"		FALSE	FALSE	FALSE	TRUE	TRUE	NA	microscope
K6HsQtxkc3dnokJJY	BCS	orange_shell	feedback	scene4	"NA"	"NA"	"NA"	"NA"	1	pophristic_stimuli	31	narančasto i šuplje	narančasto i šuplje		orange_shell	1	"c(""C"", """", """")"		TRUE	FALSE	FALSE	TRUE	TRUE	NA	shell
K6HsQtxkc3dnokJJY	BCS	yellow_door	feedback	scene2	"NA"	"NA"	"NA"	"NA"	1	pophristic_stimuli	32	otvara se	otvara se		yellow_door	1	"c("""", """")"		FALSE	FALSE	FALSE	TRUE	FALSE	NA	door
K6HsQtxkc3dnokJJY	BCS	germanShepherd	feedback	subNec	dog	animal	dog	animal	1	degenetal_stimuli	33	ovce ganja	ovce ganja		germanShepherd	1	"c("""", """")"		FALSE	FALSE	FALSE	TRUE	FALSE	NA	germanShepherd
K6HsQtxkc3dnokJJY	BCS	tulip	feedback	basicSuffType2	pottedPlant	plant	gloves	clothing	1	degenetal_stimuli	34	crveno	crveno		tulip	1	C		TRUE	FALSE	FALSE	TRUE	FALSE	NA	tulip
K6HsQtxkc3dnokJJY	BCS	blue_belt	feedback	scene1	"NA"	"NA"	"NA"	"NA"	1	pophristic_stimuli	35	plavo i__izgleda mi ko šiba__mlao	plavo i	i?	blue_belt	1	"c(""C"", """")"		TRUE	FALSE	FALSE	TRUE	FALSE	NA	belt
K6HsQtxkc3dnokJJY	BCS	white_dress	feedback	scene2	"NA"	"NA"	"NA"	"NA"	1	pophristic_stimuli	36	bijelo za crkvu	bijelo za crkvu		white_dress	1	"c(""C"", """", """")"		TRUE	FALSE	FALSE	TRUE	FALSE	NA	dress
K6HsQtxkc3dnokJJY	BCS	blue_flower	feedback	scene3	"NA"	"NA"	"NA"	"NA"	1	pophristic_stimuli	37	lijepo miriše i dosta je plavp	lijepo miriše i dosta je plavp		blue_flower	1	"c("""", """", """", """", """", """")"		TRUE	FALSE	FALSE	TRUE	TRUE	NA	flower
K6HsQtxkc3dnokJJY	BCS	white_guitar	feedback	scene1	"NA"	"NA"	"NA"	"NA"	1	pophristic_stimuli	38	svira__i bijelo	svira		white_guitar	1			FALSE	FALSE	FALSE	TRUE	FALSE	NA	guitar
K6HsQtxkc3dnokJJY	BCS	suv	feedback	basicSuffType1	firetruck	vehicle	ambulance	vehicle	1	degenetal_stimuli	39	a koji je lijepši__bijeli__roditelji bi vozili	a koji je lijepši	auto?	suv	1	"c("""", """", """", """")"		FALSE	FALSE	FALSE	TRUE	FALSE	NA	suv
K6HsQtxkc3dnokJJY	BCS	green_lock	feedback	scene1	"NA"	"NA"	"NA"	"NA"	1	pophristic_stimuli	40	zakljucam pare sa njim i zeleno	zakljucam pare sa njim i zeleno		green_lock	1	"c("""", """", """", """", """", ""C"")"		TRUE	FALSE	FALSE	TRUE	FALSE	NA	lock
K6HsQtxkc3dnokJJY	BCS	white_comb	feedback	scene4	"NA"	"NA"	"NA"	"NA"	1	pophristic_stimuli	41	izgleda ko bijeli češalj	izgleda ko bijeli češalj		white_comb	1	"c("""", """", ""C"", ""N"")"		TRUE	FALSE	TRUE	TRUE	FALSE	NA	comb
K6HsQtxkc3dnokJJY	BCS	blue_calculator	feedback	scene1	"NA"	"NA"	"NA"	"NA"	1	pophristic_stimuli	42	matematika plava	matematika plava		blue_calculator	1	"c("""", ""C"")"		TRUE	FALSE	FALSE	TRUE	TRUE	NA	calculator
K6HsQtxkc3dnokJJY	BCS	green_hammer	feedback	scene2	"NA"	"NA"	"NA"	"NA"	1	pophristic_stimuli	43	tuknem te sa time zelenim	tuknem te sa time zelenim		green_hammer	1	"c("""", ""A"", """", """", """")"		TRUE	FALSE	FALSE	TRUE	TRUE	NA	hammer
K6HsQtxkc3dnokJJY	BCS	green_glove	feedback	scene3	"NA"	"NA"	"NA"	"NA"	1	pophristic_stimuli	44	zelena ruka	zelena ruka		green_glove	1	"c(""C"", """")"		TRUE	FALSE	FALSE	TRUE	FALSE	NA	glove
K6HsQtxkc3dnokJJY	BCS	green_truck	feedback	scene2	"NA"	"NA"	"NA"	"NA"	1	pophristic_stimuli	45	zelena	zelena		green_truck	1	C		TRUE	FALSE	FALSE	TRUE	FALSE	NA	truck
K6HsQtxkc3dnokJJY	BCS	blue_crown	feedback	scene2	"NA"	"NA"	"NA"	"NA"	1	pophristic_stimuli	46	elizabeth plava	elizabeth plava		blue_crown	1	"c("""", ""C"")"		TRUE	FALSE	FALSE	TRUE	FALSE	NA	crown
K6HsQtxkc3dnokJJY	BCS	green_luggage	feedback	scene1	"NA"	"NA"	"NA"	"NA"	1	pophristic_stimuli	47	putovanje zelena	putovanje zelena		green_luggage	1	"c("""", ""C"")"		TRUE	FALSE	FALSE	TRUE	TRUE	NA	luggage
K6HsQtxkc3dnokJJY	BCS	dressShirt	feedback	supSuff	motorcycle	vehicle	pretzels	snack	1	degenetal_stimuli	48	profesionalno	profesionalno		dressShirt	1			FALSE	FALSE	FALSE	TRUE	TRUE	NA	dressShirt
K6HsQtxkc3dnokJJY	BCS	black_robot	feedback	scene4	"NA"	"NA"	"NA"	"NA"	1	pophristic_stimuli	49	r2d2	r2d2		black_robot	1			FALSE	FALSE	FALSE	TRUE	FALSE	NA	robot
K6HsQtxkc3dnokJJY	BCS	white_wallet	feedback	scene3	"NA"	"NA"	"NA"	"NA"	1	pophristic_stimuli	50	di mi je kartica?	di mi je kartica?		white_wallet	1	"c("""", """", """", """")"		FALSE	FALSE	FALSE	TRUE	FALSE	NA	wallet
K6HsQtxkc3dnokJJY	BCS	grizzlyBear	feedback	basicSuffType2	lion	animal	pottedPlant	plant	1	degenetal_stimuli	51	med	med		grizzlyBear	1			FALSE	FALSE	FALSE	TRUE	FALSE	NA	grizzlyBear
K6HsQtxkc3dnokJJY	BCS	black_fish	feedback	scene2	"NA"	"NA"	"NA"	"NA"	1	pophristic_stimuli	52	voda__crna__pa kj nije crna riba	voda	riba?	black_fish	1			FALSE	FALSE	FALSE	TRUE	FALSE	NA	fish
K6HsQtxkc3dnokJJY	BCS	yellow_balloon	feedback	scene2	"NA"	"NA"	"NA"	"NA"	1	pophristic_stimuli	53	it 2 al žuti	it 2 al žuti		yellow_balloon	1	"c("""", """", """", ""C"")"		TRUE	FALSE	FALSE	TRUE	FALSE	NA	balloon
K6HsQtxkc3dnokJJY	BCS	blue_mask	feedback	scene1	"NA"	"NA"	"NA"	"NA"	1	pophristic_stimuli	54	korona al ne zelena neg plava	korona al ne zelena neg plava		blue_mask	1	"c("""", """", """", ""C"", """", ""C"")"		TRUE	FALSE	FALSE	TRUE	TRUE	NA	mask
K6HsQtxkc3dnokJJY	BCS	sportsCar	feedback	supSuff	sheep	animal	table	furniture	1	degenetal_stimuli	55	vrum vrum	vrum vrum		sportsCar	1	"c("""", """")"		FALSE	FALSE	FALSE	TRUE	FALSE	NA	sportsCar
K6HsQtxkc3dnokJJY	BCS	yellow_cushion	feedback	scene4	"NA"	"NA"	"NA"	"NA"	1	pophristic_stimuli	56	spava mi se	spava mi se		yellow_cushion	1	"c("""", """", """")"		FALSE	FALSE	FALSE	TRUE	FALSE	NA	cushion
K6HsQtxkc3dnokJJY	BCS	clownFish	feedback	basicSuffType2	squirrel	animal	chips	snack	1	degenetal_stimuli	57	nemo	nemo		clownFish	1			FALSE	FALSE	FALSE	TRUE	FALSE	NA	clownFish
K6HsQtxkc3dnokJJY	BCS	black_bowl	feedback	scene4	"NA"	"NA"	"NA"	"NA"	1	pophristic_stimuli	58	crna zdjela	crna zdjela		black_bowl	1	"c(""C"", ""N"")"		TRUE	FALSE	TRUE	TRUE	FALSE	NA	bowl
K6HsQtxkc3dnokJJY	BCS	red_fence	feedback	scene4	"NA"	"NA"	"NA"	"NA"	1	pophristic_stimuli	59	crveno drvo	crveno drvo		red_fence	1	"c(""C"", """")"		TRUE	FALSE	FALSE	TRUE	FALSE	NA	fence
K6HsQtxkc3dnokJJY	BCS	dalmatian	feedback	basicSuffType2	rabbit	animal	ambulance	vehicle	1	degenetal_stimuli	60	wuf wuf	wuf wuf		dalmatian	1	"c("""", """")"		FALSE	FALSE	FALSE	TRUE	FALSE	NA	dalmatian
K6HsQtxkc3dnokJJY	BCS	green_knife	feedback	scene4	"NA"	"NA"	"NA"	"NA"	1	pophristic_stimuli	61	zeleno	zeleno		green_knife	1	C		TRUE	FALSE	FALSE	TRUE	FALSE	NA	knife
K6HsQtxkc3dnokJJY	BCS	hummingBird	feedback	basicSuffType1	bison	animal	squirrel	animal	1	degenetal_stimuli	62	leti	leti		hummingBird	1			FALSE	FALSE	FALSE	TRUE	FALSE	NA	hummingBird
K6HsQtxkc3dnokJJY	BCS	picnicTable	feedback	basicSuffType2	wardrobe	furniture	socks	clothing	1	degenetal_stimuli	63	hamburger	hamburger	stol?	picnicTable	1			FALSE	FALSE	FALSE	TRUE	FALSE	NA	picnicTable
K6HsQtxkc3dnokJJY	BCS	blue_book	feedback	scene3	"NA"	"NA"	"NA"	"NA"	1	pophristic_stimuli	64	nešto što ne volim čitat	nešto što ne volim čitat		blue_book	1	"c("""", """", """", """", """")"		FALSE	FALSE	FALSE	TRUE	TRUE	NA	book
K6HsQtxkc3dnokJJY	BCS	yellow_mug	feedback	scene1	"NA"	"NA"	"NA"	"NA"	1	pophristic_stimuli	65	pije mi se kava__žuta	pije mi se kava	plava ili zuta?	yellow_mug	1	"c("""", """", """", """")"		FALSE	FALSE	FALSE	TRUE	FALSE	NA	mug
K6HsQtxkc3dnokJJY	BCS	polarBear	feedback	subNec	bear	animal	elephant	animal	1	degenetal_stimuli	66	ledeno	ledeno		polarBear	1			FALSE	FALSE	FALSE	TRUE	FALSE	NA	polarBear
K6HsQtxkc3dnokJJY	BCS	orange_ribbon	feedback	scene1	"NA"	"NA"	"NA"	"NA"	1	pophristic_stimuli	67	naranča	naranča		orange_ribbon	1			FALSE	FALSE	FALSE	TRUE	FALSE	NA	ribbon
K6HsQtxkc3dnokJJY	BCS	goldFish	feedback	supSuff	dress	clothing	chips	snack	1	degenetal_stimuli	68	goldy	goldy		goldFish	1			FALSE	FALSE	FALSE	TRUE	FALSE	NA	goldFish
K6HsQtxkc3dnokJJY	BCS	coffeeTable	feedback	subNec	table	furniture	wardrobe	furniture	1	degenetal_stimuli	69	stol__za noge	stol		coffeeTable	1			FALSE	FALSE	FALSE	TRUE	TRUE	NA	coffeeTable
K6HsQtxkc3dnokJJY	BCS	jellyBeans	feedback	supSuff	motorcycle	vehicle	gloves	clothing	1	degenetal_stimuli	70	šarno	šarno		jellyBeans	1			FALSE	FALSE	FALSE	TRUE	FALSE	NA	jellyBeans
K6HsQtxkc3dnokJJY	BCS	white_pencil	feedback	scene3	"NA"	"NA"	"NA"	"NA"	1	pophristic_stimuli	71	white__bijelo	white		white_pencil	1			FALSE	FALSE	FALSE	TRUE	TRUE	NA	pencil
K6HsQtxkc3dnokJJY	BCS	blue_bed	feedback	scene3	"NA"	"NA"	"NA"	"NA"	1	pophristic_stimuli	72	plavo	plavo		blue_bed	1	C		TRUE	FALSE	FALSE	TRUE	FALSE	NA	bed
FBvH572Wau2JNFPAd	BCS	yellow_crown	feedback	scene2	"NA"	"NA"	"NA"	"NA"	1	pophristic_stimuli	1	zlatna kruna	zlatna kruna		yellow_crown	1	"c("""", ""N"")"		FALSE	FALSE	TRUE	TRUE	FALSE	NA	crown
FBvH572Wau2JNFPAd	BCS	orange_helicopter	feedback	scene4	"NA"	"NA"	"NA"	"NA"	1	pophristic_stimuli	2	helikopter	helikopter		orange_helicopter	1	N		FALSE	FALSE	TRUE	TRUE	TRUE	NA	helicopter
FBvH572Wau2JNFPAd	BCS	purple_truck	feedback	scene2	"NA"	"NA"	"NA"	"NA"	1	pophristic_stimuli	3	ljubicasti kamion	ljubicasti kamion		purple_truck	1	"c(""C"", ""N"")"		TRUE	FALSE	TRUE	TRUE	FALSE	NA	truck
FBvH572Wau2JNFPAd	BCS	purple_bowl	feedback	scene4	"NA"	"NA"	"NA"	"NA"	1	pophristic_stimuli	4	ljubicasta zdjela	ljubicasta zdjela		purple_bowl	1	"c(""C"", ""N"")"		TRUE	FALSE	TRUE	TRUE	TRUE	NA	bowl
FBvH572Wau2JNFPAd	BCS	red_book	feedback	scene3	"NA"	"NA"	"NA"	"NA"	1	pophristic_stimuli	5	crvena knjiga	crvena knjiga		red_book	1	"c(""C"", ""N"")"		TRUE	FALSE	TRUE	TRUE	FALSE	NA	book
FBvH572Wau2JNFPAd	BCS	parrot	feedback	basicSuffType2	rabbit	animal	bathrobe	clothing	1	degenetal_stimuli	6	šarena papiga	šarena papiga		parrot	1	"c("""", """")"		FALSE	FALSE	FALSE	TRUE	FALSE	NA	parrot
FBvH572Wau2JNFPAd	BCS	blue_belt	feedback	scene1	"NA"	"NA"	"NA"	"NA"	1	pophristic_stimuli	7	plavi kaiš	plavi kaiš		blue_belt	1	"c(""C"", ""N"")"		TRUE	FALSE	TRUE	TRUE	FALSE	NA	belt
FBvH572Wau2JNFPAd	BCS	picnicTable	feedback	subNec	table	furniture	lamp	furniture	1	degenetal_stimuli	8	bež stol sa klupama	bež stol sa klupama		picnicTable	1	"c("""", """", """", """")"		FALSE	FALSE	FALSE	TRUE	TRUE	NA	picnicTable
FBvH572Wau2JNFPAd	BCS	catfish	feedback	basicSuffType1	pig	animal	elephant	animal	1	degenetal_stimuli	9	som	som		catfish	1			FALSE	FALSE	FALSE	TRUE	FALSE	NA	catfish
FBvH572Wau2JNFPAd	BCS	white_cushion	feedback	scene4	"NA"	"NA"	"NA"	"NA"	1	pophristic_stimuli	10	bijeli jastuk	bijeli jastuk		white_cushion	1	"c(""C"", ""N"")"		TRUE	FALSE	TRUE	TRUE	TRUE	NA	cushion
FBvH572Wau2JNFPAd	BCS	sunflower	feedback	subNec	flower	plant	pottedPlant	plant	1	degenetal_stimuli	11	žuti suncokret	žuti suncokret		sunflower	1	"c(""C"", """")"		TRUE	FALSE	FALSE	TRUE	FALSE	NA	sunflower
FBvH572Wau2JNFPAd	BCS	black_knife	feedback	scene4	"NA"	"NA"	"NA"	"NA"	1	pophristic_stimuli	12	nož	nož		black_knife	1	N		FALSE	FALSE	TRUE	TRUE	FALSE	NA	knife
FBvH572Wau2JNFPAd	BCS	clownFish	feedback	basicSuffType1	rhino	animal	kitten	animal	1	degenetal_stimuli	13	klaun riba	klaun riba		clownFish	1	"c("""", ""N"")"		FALSE	FALSE	TRUE	TRUE	FALSE	NA	clownFish
FBvH572Wau2JNFPAd	BCS	blue_dress	feedback	scene2	"NA"	"NA"	"NA"	"NA"	1	pophristic_stimuli	14	plava haljina	plava haljina		blue_dress	1	"c(""C"", ""N"")"		TRUE	FALSE	TRUE	TRUE	FALSE	NA	dress
FBvH572Wau2JNFPAd	BCS	gummyBears	feedback	subNec	candy	snack	chips	snack	1	degenetal_stimuli	15	gumene bombone	gumene bombone		gummyBears	1	"c("""", """")"		FALSE	FALSE	FALSE	TRUE	TRUE	NA	gummyBears
FBvH572Wau2JNFPAd	BCS	white_mask	feedback	scene1	"NA"	"NA"	"NA"	"NA"	1	pophristic_stimuli	16	bijela maska	bijela maska		white_mask	1	"c(""C"", ""N"")"		TRUE	FALSE	TRUE	TRUE	FALSE	NA	mask
FBvH572Wau2JNFPAd	BCS	bedsideTable	feedback	basicSuffType2	bed	furniture	cookies	snack	1	degenetal_stimuli	17	komoda	komoda		bedsideTable	1			FALSE	FALSE	FALSE	TRUE	FALSE	NA	bedsideTable
FBvH572Wau2JNFPAd	BCS	black_necklace	feedback	scene1	"NA"	"NA"	"NA"	"NA"	1	pophristic_stimuli	18	crni lančić	crni lančić		black_necklace	1	"c(""C"", """")"		TRUE	FALSE	FALSE	TRUE	FALSE	NA	necklace
FBvH572Wau2JNFPAd	BCS	purple_binoculars	feedback	scene3	"NA"	"NA"	"NA"	"NA"	1	pophristic_stimuli	19	ljubičasti dvogled	ljubičasti dvogled		purple_binoculars	1	"c(""C"", ""N"")"		TRUE	FALSE	TRUE	TRUE	FALSE	NA	binoculars
FBvH572Wau2JNFPAd	BCS	black_hammer	feedback	scene2	"NA"	"NA"	"NA"	"NA"	1	pophristic_stimuli	20	crni čekić	crni čekić		black_hammer	1	"c(""C"", ""N"")"		TRUE	FALSE	TRUE	TRUE	FALSE	NA	hammer
FBvH572Wau2JNFPAd	BCS	germanShepherd	feedback	basicSuffType2	horse	animal	ambulance	vehicle	1	degenetal_stimuli	21	njemački ovčar	njemački ovčar		germanShepherd	1	"c("""", """")"		FALSE	FALSE	FALSE	TRUE	FALSE	NA	germanShepherd
FBvH572Wau2JNFPAd	BCS	green_slipper	feedback	scene1	"NA"	"NA"	"NA"	"NA"	1	pophristic_stimuli	22	zelena papuča	zelena papuča		green_slipper	1	"c(""C"", ""N"")"		TRUE	FALSE	TRUE	TRUE	FALSE	NA	slipper
FBvH572Wau2JNFPAd	BCS	black_fish	feedback	scene2	"NA"	"NA"	"NA"	"NA"	1	pophristic_stimuli	23	crna riba	crna riba		black_fish	1	"c(""C"", ""N"")"		TRUE	FALSE	TRUE	TRUE	FALSE	NA	fish
FBvH572Wau2JNFPAd	BCS	jellyBeans	feedback	subNec	candy	snack	cookies	snack	1	degenetal_stimuli	24	šarene bombone	šarene bombone		jellyBeans	1	"c("""", """")"		FALSE	FALSE	FALSE	TRUE	TRUE	NA	jellyBeans
FBvH572Wau2JNFPAd	BCS	purple_calendar	feedback	scene2	"NA"	"NA"	"NA"	"NA"	1	pophristic_stimuli	25	ljubičasti kalendar	ljubičasti kalendar		purple_calendar	1	"c(""C"", ""N"")"		TRUE	FALSE	TRUE	TRUE	FALSE	NA	calendar
FBvH572Wau2JNFPAd	BCS	polarBear	feedback	basicSuffType2	crocodile	animal	bookcase	furniture	1	degenetal_stimuli	26	polarni medvjed	polarni medvjed		polarBear	1	"c("""", """")"		FALSE	FALSE	FALSE	TRUE	FALSE	NA	polarBear
FBvH572Wau2JNFPAd	BCS	eagle	feedback	basicSuffType2	bison	animal	wardrobe	furniture	1	degenetal_stimuli	27	orao	orao		eagle	1			FALSE	FALSE	FALSE	TRUE	FALSE	NA	eagle
FBvH572Wau2JNFPAd	BCS	purple_glove	feedback	scene3	"NA"	"NA"	"NA"	"NA"	1	pophristic_stimuli	28	ljubičasta rukavica	ljubičasta rukavica		purple_glove	1	"c(""C"", ""N"")"		TRUE	FALSE	TRUE	TRUE	TRUE	NA	glove
FBvH572Wau2JNFPAd	BCS	black_ribbon	feedback	scene1	"NA"	"NA"	"NA"	"NA"	1	pophristic_stimuli	29	crna mašna	crna mašna		black_ribbon	1	"c(""C"", ""N"")"		TRUE	FALSE	TRUE	TRUE	FALSE	NA	ribbon
FBvH572Wau2JNFPAd	BCS	orange_basket	feedback	scene2	"NA"	"NA"	"NA"	"NA"	1	pophristic_stimuli	30	košara__narančasta	košara		orange_basket	1	N		FALSE	FALSE	TRUE	TRUE	FALSE	NA	basket
