gameId	language	stage	condition	alt1BasicLevel	alt1SuperLevel	alt2BasicLevel	alt2SuperLevel	listenerSelection	imageType	roundNumber	directorAllMessages	directorFirstMessage	guesserAllMessages	nameClickedObj	correct	words	sep	gender	d_preManualTypoCorrection.target
FBvH572Wau2JNFPAd	BCS	feedback	basicSuffType1	pig	animal	elephant	animal	1	degenetal_stimuli	9	som	som	NA	catfish	1	O	NA	0	catfish
FBvH572Wau2JNFPAd	BCS	feedback	scene4	NA	NA	NA	NA	1	pophristic_stimuli	10	bijeli jastuk	bijeli jastuk	NA	white_cushion	1	CN	NA	1	cushion
FBvH572Wau2JNFPAd	BCS	feedback	subNec	flower	plant	pottedPlant	plant	1	degenetal_stimuli	11	zuti suncokret	zuti suncokret	NA	sunflower	1	CN	NA	1	sunflower
FBvH572Wau2JNFPAd	BCS	feedback	scene4	NA	NA	NA	NA	1	pophristic_stimuli	12	noz	noz	NA	black_knife	1	N	NA	0	knife
FBvH572Wau2JNFPAd	BCS	feedback	basicSuffType1	rhino	animal	kitten	animal	1	degenetal_stimuli	13	klaun riba	klaun riba	NA	clownFish	1	N	NA	0	clownFish
FBvH572Wau2JNFPAd	BCS	feedback	scene2	NA	NA	NA	NA	1	pophristic_stimuli	14	plava haljina	plava haljina	NA	blue_dress	1	CN	NA	1	dress
FBvH572Wau2JNFPAd	BCS	feedback	subNec	candy	snack	chips	snack	1	degenetal_stimuli	15	gumene bombone	gumene bombone	NA	gummyBears	1	N	NA	0	gummyBears
FBvH572Wau2JNFPAd	BCS	feedback	scene1	NA	NA	NA	NA	1	pophristic_stimuli	16	bijela maska	bijela maska	NA	white_mask	1	CN	NA	1	mask
FBvH572Wau2JNFPAd	BCS	feedback	basicSuffType2	bed	furniture	cookies	snack	1	degenetal_stimuli	17	komoda	komoda	NA	bedsideTable	1	N	NA	0	bedsideTable
FBvH572Wau2JNFPAd	BCS	feedback	scene1	NA	NA	NA	NA	1	pophristic_stimuli	18	crni lancic	crni lancic	NA	black_necklace	1	CN	NA	1	necklace
FBvH572Wau2JNFPAd	BCS	feedback	scene3	NA	NA	NA	NA	1	pophristic_stimuli	19	ljubicasti dvogled	ljubicasti dvogled	NA	purple_binoculars	1	CN	NA	1	binoculars
FBvH572Wau2JNFPAd	BCS	feedback	scene2	NA	NA	NA	NA	1	pophristic_stimuli	20	crni cekic	crni cekic	NA	black_hammer	1	CN	NA	1	hammer
FBvH572Wau2JNFPAd	BCS	feedback	basicSuffType2	horse	animal	ambulance	vehicle	1	degenetal_stimuli	21	njemacki ovcar	njemacki ovcar	NA	germanShepherd	1	O	NA	0	germanShepherd
FBvH572Wau2JNFPAd	BCS	feedback	scene1	NA	NA	NA	NA	1	pophristic_stimuli	22	zelena papuca	zelena papuca	NA	green_slipper	1	CN	NA	1	slipper
FBvH572Wau2JNFPAd	BCS	feedback	scene2	NA	NA	NA	NA	1	pophristic_stimuli	23	crna riba	crna riba	NA	black_fish	1	CN	NA	1	fish
FBvH572Wau2JNFPAd	BCS	feedback	subNec	candy	snack	cookies	snack	1	degenetal_stimuli	24	sarene bombone	sarene bombone	NA	jellyBeans	1	N	NA	0	jellyBeans
FBvH572Wau2JNFPAd	BCS	feedback	scene2	NA	NA	NA	NA	1	pophristic_stimuli	25	ljubicasti kalendar	ljubicasti kalendar	NA	purple_calendar	1	CN	NA	1	calendar
FBvH572Wau2JNFPAd	BCS	feedback	basicSuffType2	crocodile	animal	bookcase	furniture	1	degenetal_stimuli	26	polarni medvjed	polarni medvjed	NA	polarBear	1	O	NA	0	polarBear
FBvH572Wau2JNFPAd	BCS	feedback	basicSuffType2	bison	animal	wardrobe	furniture	1	degenetal_stimuli	27	orao	orao	NA	eagle	1	O	NA	0	eagle
FBvH572Wau2JNFPAd	BCS	feedback	scene3	NA	NA	NA	NA	1	pophristic_stimuli	28	ljubicasta rukavica	ljubicasta rukavica	NA	purple_glove	1	CN	NA	1	glove
FBvH572Wau2JNFPAd	BCS	feedback	scene1	NA	NA	NA	NA	1	pophristic_stimuli	29	crna masna	crna masna	NA	black_ribbon	1	CN	NA	1	ribbon
FBvH572Wau2JNFPAd	BCS	feedback	scene2	NA	NA	NA	NA	1	pophristic_stimuli	30	kosara__narancasta	kosara	NA	orange_basket	1	N	NA	0	basket
FBvH572Wau2JNFPAd	BCS	feedback	subNec	bear	animal	iguana	animal	1	degenetal_stimuli	31	crni medvjed	crni medvjed	NA	blackBear	1	CN	NA	1	blackBear
FBvH572Wau2JNFPAd	BCS	feedback	scene4	NA	NA	NA	NA	1	pophristic_stimuli	32	prsten	prsten	NA	white_ring	1	N	NA	0	ring
FBvH572Wau2JNFPAd	BCS	feedback	scene2	NA	NA	NA	NA	1	pophristic_stimuli	33	plava vrata	plava vrata	NA	blue_door	1	CN	NA	1	door
FBvH572Wau2JNFPAd	BCS	feedback	scene4	NA	NA	NA	NA	1	pophristic_stimuli	34	ljubicasta carapa	ljubicasta carapa	NA	purple_sock	1	CN	NA	1	sock
FBvH572Wau2JNFPAd	BCS	feedback	scene4	NA	NA	NA	NA	1	pophristic_stimuli	35	zuti cesalj	zuti cesalj	NA	yellow_comb	1	CN	NA	1	comb
FBvH572Wau2JNFPAd	BCS	feedback	scene1	NA	NA	NA	NA	1	pophristic_stimuli	36	crni sarafciger	crni sarafciger	NA	black_screwdriver	1	CN	NA	1	screwdriver
FBvH572Wau2JNFPAd	BCS	feedback	scene1	NA	NA	NA	NA	1	pophristic_stimuli	37	zeleni kofer	zeleni kofer	NA	green_luggage	1	CN	NA	1	luggage
FBvH572Wau2JNFPAd	BCS	feedback	supSuff	pottedPlant	plant	bed	furniture	1	degenetal_stimuli	38	havajka__kosulja	havajka	NA	hawaiiShirt	1	N	NA	0	hawaiiShirt
FBvH572Wau2JNFPAd	BCS	feedback	scene1	NA	NA	NA	NA	1	pophristic_stimuli	39	bijela gitara	bijela gitara	NA	white_guitar	1	CN	NA	1	guitar
FBvH572Wau2JNFPAd	BCS	feedback	basicSuffType1	ambulance	vehicle	motorcycle	vehicle	1	degenetal_stimuli	40	sivi audi	sivi audi	NA	sportsCar	1	CN	NA	1	sportsCar
FBvH572Wau2JNFPAd	BCS	feedback	scene3	NA	NA	NA	NA	1	pophristic_stimuli	41	crni banj__bubanj	crni banj	NA	black_drum	1	CN	NA	1	drum
FBvH572Wau2JNFPAd	BCS	feedback	scene1	NA	NA	NA	NA	1	pophristic_stimuli	42	zuta solja	zuta solja	NA	yellow_mug	1	CN	NA	1	mug
FBvH572Wau2JNFPAd	BCS	feedback	scene2	NA	NA	NA	NA	1	pophristic_stimuli	43	zuti leptir	zuti leptir	NA	yellow_butterfly	1	CN	NA	1	butterfly
FBvH572Wau2JNFPAd	BCS	feedback	scene2	NA	NA	NA	NA	1	pophristic_stimuli	44	plavi balon	plavi balon	NA	blue_balloon	1	CN	NA	1	balloon
FBvH572Wau2JNFPAd	BCS	feedback	basicSuffType1	rhino	animal	elephant	animal	1	degenetal_stimuli	45	golub	golub	NA	pigeon	1	N	NA	0	pigeon
FBvH572Wau2JNFPAd	BCS	feedback	scene3	NA	NA	NA	NA	1	pophristic_stimuli	46	plavi cvijet	plavi cvijet	NA	blue_flower	1	CN	NA	1	flower
FBvH572Wau2JNFPAd	BCS	feedback	basicSuffType2	ivy	plant	firetruck	vehicle	1	degenetal_stimuli	47	ruza	ruza	NA	rose	1	N	NA	0	rose
FBvH572Wau2JNFPAd	BCS	feedback	scene3	NA	NA	NA	NA	1	pophristic_stimuli	48	zeleni mikroskop	zeleni mikroskop	NA	green_microscope	1	CN	NA	1	microscope
FBvH572Wau2JNFPAd	BCS	feedback	scene3	NA	NA	NA	NA	1	pophristic_stimuli	49	crna kravata	crna kravata	NA	black_tie	1	CN	NA	1	tie
FBvH572Wau2JNFPAd	BCS	feedback	basicSuffType2	elephant	animal	popcorn	snack	1	degenetal_stimuli	50	dalmatinac	dalmatinac	NA	dalmatian	1	N	NA	0	dalmatian
FBvH572Wau2JNFPAd	BCS	feedback	scene1	NA	NA	NA	NA	1	pophristic_stimuli	51	bijeli kalkulator	bijeli kalkulator	NA	white_calculator	1	CN	NA	1	calculator
FBvH572Wau2JNFPAd	BCS	feedback	basicSuffType2	sheep	animal	socks	clothing	1	degenetal_stimuli	52	haski	haski	NA	husky	1	N	NA	0	husky
FBvH572Wau2JNFPAd	BCS	feedback	supSuff	bed	furniture	cookies	snack	1	degenetal_stimuli	53	plava majica	plava majica	NA	tShirt	1	CN	NA	1	tShirt
FBvH572Wau2JNFPAd	BCS	feedback	scene1	NA	NA	NA	NA	1	pophristic_stimuli	54	crveni sal	crveni sal	NA	red_scarf	1	CN	NA	1	scarf
FBvH572Wau2JNFPAd	BCS	feedback	scene4	NA	NA	NA	NA	1	pophristic_stimuli	55	crvena stolica	crvena stolica	NA	red_chair	1	CN	NA	1	chair
FBvH572Wau2JNFPAd	BCS	feedback	supSuff	bed	furniture	candy	snack	1	degenetal_stimuli	56	kolibric	kolibric	NA	hummingBird	1	N	NA	0	hummingBird
FBvH572Wau2JNFPAd	BCS	feedback	scene4	NA	NA	NA	NA	1	pophristic_stimuli	57	crna skoljka	crna skoljka	NA	black_shell	1	CN	NA	1	shell
FBvH572Wau2JNFPAd	BCS	feedback	scene1	NA	NA	NA	NA	1	pophristic_stimuli	58	ljubicasti lokot	ljubicasti lokot	NA	purple_lock	1	CN	NA	1	lock
FBvH572Wau2JNFPAd	BCS	feedback	scene3	NA	NA	NA	NA	1	pophristic_stimuli	59	bijeli novcanik	bijeli novcanik	NA	white_wallet	1	CN	NA	1	wallet
FBvH572Wau2JNFPAd	BCS	feedback	scene3	NA	NA	NA	NA	1	pophristic_stimuli	60	plava olovka	plava olovka	NA	blue_pencil	1	CN	NA	1	pencil
FBvH572Wau2JNFPAd	BCS	feedback	scene3	NA	NA	NA	NA	1	pophristic_stimuli	61	zelena vilica	zelena vilica	NA	green_fork	1	CN	NA	1	fork
FBvH572Wau2JNFPAd	BCS	feedback	supSuff	chips	snack	iguana	animal	1	degenetal_stimuli	62	plava kosulja	plava kosulja	NA	dressShirt	1	CN	NA	1	dressShirt
FBvH572Wau2JNFPAd	BCS	feedback	scene2	NA	NA	NA	NA	1	pophristic_stimuli	63	zuti telefon	zuti telefon	NA	yellow_phone	1	CN	NA	1	phone
FBvH572Wau2JNFPAd	BCS	feedback	scene3	NA	NA	NA	NA	1	pophristic_stimuli	64	zuta svijeca	zuta svijeca	NA	yellow_candle	1	CN	NA	1	candle
FBvH572Wau2JNFPAd	BCS	feedback	basicSuffType2	pottedPlant	plant	popcorn	snack	1	degenetal_stimuli	65	crveni tulipan	crveni tulipan	NA	tulip	1	CN	NA	1	tulip
FBvH572Wau2JNFPAd	BCS	feedback	supSuff	dog	animal	lamp	furniture	1	degenetal_stimuli	66	plavi mercedes	plavi mercedes	NA	convertible	1	CN	NA	1	convertible
FBvH572Wau2JNFPAd	BCS	feedback	scene4	NA	NA	NA	NA	1	pophristic_stimuli	67	bijela pegla	bijela pegla	NA	white_iron	1	CN	NA	1	iron
FBvH572Wau2JNFPAd	BCS	feedback	scene4	NA	NA	NA	NA	1	pophristic_stimuli	68	narancasti robot	narancasti robot	NA	orange_robot	1	CN	NA	1	robot
FBvH572Wau2JNFPAd	BCS	feedback	scene4	NA	NA	NA	NA	1	pophristic_stimuli	69	zuta ograda	zuta ograda	NA	yellow_fence	1	CN	NA	1	fence
FBvH572Wau2JNFPAd	BCS	feedback	basicSuffType1	chips	snack	pretzels	snack	1	degenetal_stimuli	70	m&ms	m&ms	NA	mnMs	1	N	NA	0	mnMs
FBvH572Wau2JNFPAd	BCS	feedback	scene2	NA	NA	NA	NA	1	pophristic_stimuli	71	ljubicasta kockica	ljubicasta kockica	NA	purple_die	1	CN	NA	1	die
FBvH572Wau2JNFPAd	BCS	feedback	scene3	NA	NA	NA	NA	1	pophristic_stimuli	72	bijeli krevet	bijeli krevet	NA	white_bed	1	CN	NA	1	bed
SDnSq39xk7syFcq9Z	BCS	feedback	scene4	NA	NA	NA	NA	1	pophristic_stimuli	1	cvet	cvet	NA	blue_flower	1	N	NA	0	flower
