gameId	language	stage	condition	alt1BasicLevel	alt1SuperLevel	alt2BasicLevel	alt2SuperLevel	listenerSelection	imageType	roundNumber	directorAllMessages	directorFirstMessage	guesserAllMessages	nameClickedObj	correct	words	sep	gender	target	clickedColor	clickedType	clickedSize	colorMentioned	nounMentioned	otherMethod	noun_mentioned	color_mentioned
K6HsQtxkc3dnokJJY	BCS	feedback	scene4	NA	NA	NA	NA	1	pophristic_stimuli	22	helikopter helikopeeeeer	helikopter helikopeeeeer	NA	purple_helicopter	1	N	NA	0	helicopter	purple	helicopter	0	FALSE	TRUE	FALSE	1	0
K6HsQtxkc3dnokJJY	BCS	feedback	scene4	NA	NA	NA	NA	1	pophristic_stimuli	23	plavo	plavo	NA	blue_ring	1	C	NA	5	ring	blue	ring	0	TRUE	FALSE	FALSE	0	1
K6HsQtxkc3dnokJJY	BCS	feedback	scene4	NA	NA	NA	NA	1	pophristic_stimuli	26	opeci cu se ako ga dotaknem	opeci cu se ako ga dotaknem	NA	blue_iron	1	O	NA	0	iron	blue	iron	0	FALSE	FALSE	TRUE	0	0
K6HsQtxkc3dnokJJY	BCS	feedback	scene1	NA	NA	NA	NA	1	pophristic_stimuli	27	zeleno i mora da je lijepo	zeleno i mora da je lijepo	NA	green_necklace	1	CO	NA	2	necklace	green	necklace	0	TRUE	FALSE	TRUE	0	1
K6HsQtxkc3dnokJJY	BCS	feedback	scene3	NA	NA	NA	NA	1	pophristic_stimuli	30	a za provijeriti stanice	a za provijeriti stanice	NA	orange_microscope	1	O	NA	2	microscope	orange	microscope	0	FALSE	FALSE	TRUE	0	0
K6HsQtxkc3dnokJJY	BCS	feedback	scene4	NA	NA	NA	NA	1	pophristic_stimuli	31	narancasto i suplje	narancasto i suplje	NA	orange_shell	1	CO	NA	2	shell	orange	shell	0	TRUE	FALSE	TRUE	0	1
K6HsQtxkc3dnokJJY	BCS	feedback	scene2	NA	NA	NA	NA	1	pophristic_stimuli	32	otvara se	otvara se	NA	yellow_door	1	O	NA	0	door	yellow	door	0	FALSE	FALSE	TRUE	0	0
K6HsQtxkc3dnokJJY	BCS	feedback	scene1	NA	NA	NA	NA	1	pophristic_stimuli	35	plavo i__izgleda mi ko siba__mlao	plavo i	i?	blue_belt	1	C	NA	0	belt	blue	belt	0	TRUE	FALSE	FALSE	0	1
K6HsQtxkc3dnokJJY	BCS	feedback	scene2	NA	NA	NA	NA	1	pophristic_stimuli	36	bijelo za crkvu	bijelo za crkvu	NA	white_dress	1	CO	NA	2	dress	white	dress	0	TRUE	FALSE	TRUE	0	1
K6HsQtxkc3dnokJJY	BCS	feedback	scene3	NA	NA	NA	NA	1	pophristic_stimuli	37	lijepo mirise i dosta je plavp	lijepo mirise i dosta je plavp	NA	blue_flower	1	OC	NA	2	flower	blue	flower	0	TRUE	FALSE	TRUE	0	1
K6HsQtxkc3dnokJJY	BCS	feedback	scene1	NA	NA	NA	NA	1	pophristic_stimuli	38	svira__i bijelo	svira	NA	white_guitar	1	O	NA	0	guitar	white	guitar	0	FALSE	FALSE	TRUE	0	0
K6HsQtxkc3dnokJJY	BCS	feedback	scene1	NA	NA	NA	NA	1	pophristic_stimuli	40	zakljucam pare sa njim i zeleno	zakljucam pare sa njim i zeleno	NA	green_lock	1	OC	NA	2	lock	green	lock	0	TRUE	FALSE	TRUE	0	1
K6HsQtxkc3dnokJJY	BCS	feedback	scene4	NA	NA	NA	NA	1	pophristic_stimuli	41	izgleda ko bijeli cesalj	izgleda ko bijeli cesalj	NA	white_comb	1	CN	NA	2	comb	white	comb	0	TRUE	TRUE	FALSE	1	1
K6HsQtxkc3dnokJJY	BCS	feedback	scene1	NA	NA	NA	NA	1	pophristic_stimuli	42	matematika plava	matematika plava	NA	blue_calculator	1	OC	NA	2	calculator	blue	calculator	0	TRUE	FALSE	TRUE	0	1
K6HsQtxkc3dnokJJY	BCS	feedback	scene2	NA	NA	NA	NA	1	pophristic_stimuli	43	tuknem te sa time zelenim	tuknem te sa time zelenim	NA	green_hammer	1	OC	NA	2	hammer	green	hammer	0	TRUE	FALSE	TRUE	0	1
K6HsQtxkc3dnokJJY	BCS	feedback	scene3	NA	NA	NA	NA	1	pophristic_stimuli	44	zelena ruka	zelena ruka	NA	green_glove	1	CO	NA	2	glove	green	glove	0	TRUE	FALSE	TRUE	0	1
K6HsQtxkc3dnokJJY	BCS	feedback	scene2	NA	NA	NA	NA	1	pophristic_stimuli	45	zelena	zelena	NA	green_truck	1	C	NA	6	truck	green	truck	0	TRUE	FALSE	FALSE	0	1
K6HsQtxkc3dnokJJY	BCS	feedback	scene2	NA	NA	NA	NA	1	pophristic_stimuli	46	elizabeth plava	elizabeth plava	NA	blue_crown	1	OC	NA	2	crown	blue	crown	0	TRUE	FALSE	TRUE	0	1
K6HsQtxkc3dnokJJY	BCS	feedback	scene1	NA	NA	NA	NA	1	pophristic_stimuli	47	putovanje zelena	putovanje zelena	NA	green_luggage	1	OC	NA	2	luggage	green	luggage	0	TRUE	FALSE	TRUE	0	1
K6HsQtxkc3dnokJJY	BCS	feedback	scene4	NA	NA	NA	NA	1	pophristic_stimuli	49	r2d2	r2d2	NA	black_robot	1	O	NA	0	robot	black	robot	0	FALSE	FALSE	TRUE	0	0
K6HsQtxkc3dnokJJY	BCS	feedback	scene3	NA	NA	NA	NA	1	pophristic_stimuli	50	di mi je kartica?	di mi je kartica?	NA	white_wallet	1	O	NA	0	wallet	white	wallet	0	FALSE	FALSE	TRUE	0	0
K6HsQtxkc3dnokJJY	BCS	feedback	scene2	NA	NA	NA	NA	1	pophristic_stimuli	52	voda__crna__pa kj nije crna riba	voda	riba?	black_fish	1	O	NA	0	fish	black	fish	0	FALSE	FALSE	TRUE	0	0
K6HsQtxkc3dnokJJY	BCS	feedback	scene2	NA	NA	NA	NA	1	pophristic_stimuli	53	it 2 al zuti	it 2 al zuti	NA	yellow_balloon	1	OC	NA	2	balloon	yellow	balloon	0	TRUE	FALSE	TRUE	0	1
K6HsQtxkc3dnokJJY	BCS	feedback	scene1	NA	NA	NA	NA	1	pophristic_stimuli	54	korona al ne zelena neg plava	korona al ne zelena neg plava	NA	blue_mask	1	OC	NA	2	mask	blue	mask	0	TRUE	FALSE	TRUE	0	1
K6HsQtxkc3dnokJJY	BCS	feedback	scene4	NA	NA	NA	NA	1	pophristic_stimuli	56	spava mi se	spava mi se	NA	yellow_cushion	1	O	NA	0	cushion	yellow	cushion	0	FALSE	FALSE	TRUE	0	0
K6HsQtxkc3dnokJJY	BCS	feedback	scene4	NA	NA	NA	NA	1	pophristic_stimuli	58	crna zdjela	crna zdjela	NA	black_bowl	1	CN	NA	1	bowl	black	bowl	0	TRUE	TRUE	FALSE	1	1
K6HsQtxkc3dnokJJY	BCS	feedback	scene4	NA	NA	NA	NA	1	pophristic_stimuli	59	crveno drvo	crveno drvo	NA	red_fence	1	CN	NA	1	fence	red	fence	0	TRUE	TRUE	FALSE	1	1
K6HsQtxkc3dnokJJY	BCS	feedback	scene4	NA	NA	NA	NA	1	pophristic_stimuli	61	zeleno	zeleno	NA	green_knife	1	C	NA	5	knife	green	knife	0	TRUE	FALSE	FALSE	0	1
K6HsQtxkc3dnokJJY	BCS	feedback	scene3	NA	NA	NA	NA	1	pophristic_stimuli	64	nesto sto ne volim citat	nesto sto ne volim citat	NA	blue_book	1	O	NA	0	book	blue	book	0	FALSE	FALSE	TRUE	0	0
K6HsQtxkc3dnokJJY	BCS	feedback	scene1	NA	NA	NA	NA	1	pophristic_stimuli	65	pije mi se kava__zuta	pije mi se kava	plava ili zuta?	yellow_mug	1	O	NA	0	mug	yellow	mug	0	FALSE	FALSE	TRUE	0	0
K6HsQtxkc3dnokJJY	BCS	feedback	scene1	NA	NA	NA	NA	1	pophristic_stimuli	67	naranca	naranca	NA	orange_ribbon	1	C	NA	1	ribbon	orange	ribbon	0	TRUE	FALSE	FALSE	0	1
K6HsQtxkc3dnokJJY	BCS	feedback	scene3	NA	NA	NA	NA	1	pophristic_stimuli	71	white__bijelo	white	NA	white_pencil	1	C	NA	0	pencil	white	pencil	0	TRUE	FALSE	FALSE	0	1
K6HsQtxkc3dnokJJY	BCS	feedback	scene3	NA	NA	NA	NA	1	pophristic_stimuli	72	plavo	plavo	NA	blue_bed	1	C	NA	5	bed	blue	bed	0	TRUE	FALSE	FALSE	0	1
FBvH572Wau2JNFPAd	BCS	feedback	scene2	NA	NA	NA	NA	1	pophristic_stimuli	1	zlatna kruna	zlatna kruna	NA	yellow_crown	1	CN	NA	1	crown	yellow	crown	0	TRUE	TRUE	FALSE	1	1
FBvH572Wau2JNFPAd	BCS	feedback	scene4	NA	NA	NA	NA	1	pophristic_stimuli	2	helikopter	helikopter	NA	orange_helicopter	1	N	NA	0	helicopter	orange	helicopter	0	FALSE	TRUE	FALSE	1	0
FBvH572Wau2JNFPAd	BCS	feedback	scene2	NA	NA	NA	NA	1	pophristic_stimuli	3	ljubicasti kamion	ljubicasti kamion	NA	purple_truck	1	CN	NA	1	truck	purple	truck	0	TRUE	TRUE	FALSE	1	1
FBvH572Wau2JNFPAd	BCS	feedback	scene4	NA	NA	NA	NA	1	pophristic_stimuli	4	ljubicasta zdjela	ljubicasta zdjela	NA	purple_bowl	1	CN	NA	1	bowl	purple	bowl	0	TRUE	TRUE	FALSE	1	1
FBvH572Wau2JNFPAd	BCS	feedback	scene3	NA	NA	NA	NA	1	pophristic_stimuli	5	crvena knjiga	crvena knjiga	NA	red_book	1	CN	NA	1	book	red	book	0	TRUE	TRUE	FALSE	1	1
FBvH572Wau2JNFPAd	BCS	feedback	scene1	NA	NA	NA	NA	1	pophristic_stimuli	7	plavi kais	plavi kais	NA	blue_belt	1	CN	NA	1	belt	blue	belt	0	TRUE	TRUE	FALSE	1	1
FBvH572Wau2JNFPAd	BCS	feedback	scene4	NA	NA	NA	NA	1	pophristic_stimuli	10	bijeli jastuk	bijeli jastuk	NA	white_cushion	1	CN	NA	1	cushion	white	cushion	0	TRUE	TRUE	FALSE	1	1
FBvH572Wau2JNFPAd	BCS	feedback	scene4	NA	NA	NA	NA	1	pophristic_stimuli	12	noz	noz	NA	black_knife	1	N	NA	0	knife	black	knife	0	FALSE	TRUE	FALSE	1	0
FBvH572Wau2JNFPAd	BCS	feedback	scene2	NA	NA	NA	NA	1	pophristic_stimuli	14	plava haljina	plava haljina	NA	blue_dress	1	CN	NA	1	dress	blue	dress	0	TRUE	TRUE	FALSE	1	1
FBvH572Wau2JNFPAd	BCS	feedback	scene1	NA	NA	NA	NA	1	pophristic_stimuli	16	bijela maska	bijela maska	NA	white_mask	1	CN	NA	1	mask	white	mask	0	TRUE	TRUE	FALSE	1	1
FBvH572Wau2JNFPAd	BCS	feedback	scene1	NA	NA	NA	NA	1	pophristic_stimuli	18	crni lancic	crni lancic	NA	black_necklace	1	CN	NA	1	necklace	black	necklace	0	TRUE	TRUE	FALSE	1	1
FBvH572Wau2JNFPAd	BCS	feedback	scene3	NA	NA	NA	NA	1	pophristic_stimuli	19	ljubicasti dvogled	ljubicasti dvogled	NA	purple_binoculars	1	CN	NA	1	binoculars	purple	binoculars	0	TRUE	TRUE	FALSE	1	1
FBvH572Wau2JNFPAd	BCS	feedback	scene2	NA	NA	NA	NA	1	pophristic_stimuli	20	crni cekic	crni cekic	NA	black_hammer	1	CN	NA	1	hammer	black	hammer	0	TRUE	TRUE	FALSE	1	1
FBvH572Wau2JNFPAd	BCS	feedback	scene1	NA	NA	NA	NA	1	pophristic_stimuli	22	zelena papuca	zelena papuca	NA	green_slipper	1	CN	NA	1	slipper	green	slipper	0	TRUE	TRUE	FALSE	1	1
FBvH572Wau2JNFPAd	BCS	feedback	scene2	NA	NA	NA	NA	1	pophristic_stimuli	23	crna riba	crna riba	NA	black_fish	1	CN	NA	1	fish	black	fish	0	TRUE	TRUE	FALSE	1	1
FBvH572Wau2JNFPAd	BCS	feedback	scene2	NA	NA	NA	NA	1	pophristic_stimuli	25	ljubicasti kalendar	ljubicasti kalendar	NA	purple_calendar	1	CN	NA	1	calendar	purple	calendar	0	TRUE	TRUE	FALSE	1	1
FBvH572Wau2JNFPAd	BCS	feedback	scene3	NA	NA	NA	NA	1	pophristic_stimuli	28	ljubicasta rukavica	ljubicasta rukavica	NA	purple_glove	1	CN	NA	1	glove	purple	glove	0	TRUE	TRUE	FALSE	1	1
FBvH572Wau2JNFPAd	BCS	feedback	scene1	NA	NA	NA	NA	1	pophristic_stimuli	29	crna masna	crna masna	NA	black_ribbon	1	CN	NA	1	ribbon	black	ribbon	0	TRUE	TRUE	FALSE	1	1
FBvH572Wau2JNFPAd	BCS	feedback	scene2	NA	NA	NA	NA	1	pophristic_stimuli	30	kosara__narancasta	kosara	NA	orange_basket	1	N	NA	0	basket	orange	basket	0	FALSE	TRUE	FALSE	1	0
FBvH572Wau2JNFPAd	BCS	feedback	scene4	NA	NA	NA	NA	1	pophristic_stimuli	32	prsten	prsten	NA	white_ring	1	N	NA	0	ring	white	ring	0	FALSE	TRUE	FALSE	1	0
FBvH572Wau2JNFPAd	BCS	feedback	scene2	NA	NA	NA	NA	1	pophristic_stimuli	33	plava vrata	plava vrata	NA	blue_door	1	CN	NA	1	door	blue	door	0	TRUE	TRUE	FALSE	1	1
FBvH572Wau2JNFPAd	BCS	feedback	scene4	NA	NA	NA	NA	1	pophristic_stimuli	34	ljubicasta carapa	ljubicasta carapa	NA	purple_sock	1	CN	NA	1	sock	purple	sock	0	TRUE	TRUE	FALSE	1	1
FBvH572Wau2JNFPAd	BCS	feedback	scene4	NA	NA	NA	NA	1	pophristic_stimuli	35	zuti cesalj	zuti cesalj	NA	yellow_comb	1	CN	NA	1	comb	yellow	comb	0	TRUE	TRUE	FALSE	1	1
FBvH572Wau2JNFPAd	BCS	feedback	scene1	NA	NA	NA	NA	1	pophristic_stimuli	36	crni sarafciger	crni sarafciger	NA	black_screwdriver	1	CN	NA	1	screwdriver	black	screwdriver	0	TRUE	TRUE	FALSE	1	1
FBvH572Wau2JNFPAd	BCS	feedback	scene1	NA	NA	NA	NA	1	pophristic_stimuli	37	zeleni kofer	zeleni kofer	NA	green_luggage	1	CN	NA	1	luggage	green	luggage	0	TRUE	TRUE	FALSE	1	1
FBvH572Wau2JNFPAd	BCS	feedback	scene1	NA	NA	NA	NA	1	pophristic_stimuli	39	bijela gitara	bijela gitara	NA	white_guitar	1	CN	NA	1	guitar	white	guitar	0	TRUE	TRUE	FALSE	1	1
FBvH572Wau2JNFPAd	BCS	feedback	scene3	NA	NA	NA	NA	1	pophristic_stimuli	41	crni banj__bubanj	crni banj	NA	black_drum	1	CN	NA	1	drum	black	drum	0	TRUE	TRUE	FALSE	1	1
FBvH572Wau2JNFPAd	BCS	feedback	scene1	NA	NA	NA	NA	1	pophristic_stimuli	42	zuta solja	zuta solja	NA	yellow_mug	1	CN	NA	1	mug	yellow	mug	0	TRUE	TRUE	FALSE	1	1
FBvH572Wau2JNFPAd	BCS	feedback	scene2	NA	NA	NA	NA	1	pophristic_stimuli	43	zuti leptir	zuti leptir	NA	yellow_butterfly	1	CN	NA	1	butterfly	yellow	butterfly	0	TRUE	TRUE	FALSE	1	1
FBvH572Wau2JNFPAd	BCS	feedback	scene2	NA	NA	NA	NA	1	pophristic_stimuli	44	plavi balon	plavi balon	NA	blue_balloon	1	CN	NA	1	balloon	blue	balloon	0	TRUE	TRUE	FALSE	1	1
FBvH572Wau2JNFPAd	BCS	feedback	scene3	NA	NA	NA	NA	1	pophristic_stimuli	46	plavi cvijet	plavi cvijet	NA	blue_flower	1	CN	NA	1	flower	blue	flower	0	TRUE	TRUE	FALSE	1	1
FBvH572Wau2JNFPAd	BCS	feedback	scene3	NA	NA	NA	NA	1	pophristic_stimuli	48	zeleni mikroskop	zeleni mikroskop	NA	green_microscope	1	CN	NA	1	microscope	green	microscope	0	TRUE	TRUE	FALSE	1	1
FBvH572Wau2JNFPAd	BCS	feedback	scene3	NA	NA	NA	NA	1	pophristic_stimuli	49	crna kravata	crna kravata	NA	black_tie	1	CN	NA	1	tie	black	tie	0	TRUE	TRUE	FALSE	1	1
FBvH572Wau2JNFPAd	BCS	feedback	scene1	NA	NA	NA	NA	1	pophristic_stimuli	51	bijeli kalkulator	bijeli kalkulator	NA	white_calculator	1	CN	NA	1	calculator	white	calculator	0	TRUE	TRUE	FALSE	1	1
FBvH572Wau2JNFPAd	BCS	feedback	scene1	NA	NA	NA	NA	1	pophristic_stimuli	54	crveni sal	crveni sal	NA	red_scarf	1	CN	NA	1	scarf	red	scarf	0	TRUE	TRUE	FALSE	1	1
FBvH572Wau2JNFPAd	BCS	feedback	scene4	NA	NA	NA	NA	1	pophristic_stimuli	55	crvena stolica	crvena stolica	NA	red_chair	1	CN	NA	1	chair	red	chair	0	TRUE	TRUE	FALSE	1	1
FBvH572Wau2JNFPAd	BCS	feedback	scene4	NA	NA	NA	NA	1	pophristic_stimuli	57	crna skoljka	crna skoljka	NA	black_shell	1	CN	NA	1	shell	black	shell	0	TRUE	TRUE	FALSE	1	1
FBvH572Wau2JNFPAd	BCS	feedback	scene1	NA	NA	NA	NA	1	pophristic_stimuli	58	ljubicasti lokot	ljubicasti lokot	NA	purple_lock	1	CN	NA	1	lock	purple	lock	0	TRUE	TRUE	FALSE	1	1
FBvH572Wau2JNFPAd	BCS	feedback	scene3	NA	NA	NA	NA	1	pophristic_stimuli	59	bijeli novcanik	bijeli novcanik	NA	white_wallet	1	CN	NA	1	wallet	white	wallet	0	TRUE	TRUE	FALSE	1	1
FBvH572Wau2JNFPAd	BCS	feedback	scene3	NA	NA	NA	NA	1	pophristic_stimuli	60	plava olovka	plava olovka	NA	blue_pencil	1	CN	NA	1	pencil	blue	pencil	0	TRUE	TRUE	FALSE	1	1
FBvH572Wau2JNFPAd	BCS	feedback	scene3	NA	NA	NA	NA	1	pophristic_stimuli	61	zelena vilica	zelena vilica	NA	green_fork	1	CN	NA	1	fork	green	fork	0	TRUE	TRUE	FALSE	1	1
FBvH572Wau2JNFPAd	BCS	feedback	scene2	NA	NA	NA	NA	1	pophristic_stimuli	63	zuti telefon	zuti telefon	NA	yellow_phone	1	CN	NA	1	phone	yellow	phone	0	TRUE	TRUE	FALSE	1	1
FBvH572Wau2JNFPAd	BCS	feedback	scene3	NA	NA	NA	NA	1	pophristic_stimuli	64	zuta svijeca	zuta svijeca	NA	yellow_candle	1	CN	NA	1	candle	yellow	candle	0	TRUE	TRUE	FALSE	1	1
FBvH572Wau2JNFPAd	BCS	feedback	scene4	NA	NA	NA	NA	1	pophristic_stimuli	67	bijela pegla	bijela pegla	NA	white_iron	1	CN	NA	1	iron	white	iron	0	TRUE	TRUE	FALSE	1	1
FBvH572Wau2JNFPAd	BCS	feedback	scene4	NA	NA	NA	NA	1	pophristic_stimuli	68	narancasti robot	narancasti robot	NA	orange_robot	1	CN	NA	1	robot	orange	robot	0	TRUE	TRUE	FALSE	1	1
FBvH572Wau2JNFPAd	BCS	feedback	scene4	NA	NA	NA	NA	1	pophristic_stimuli	69	zuta ograda	zuta ograda	NA	yellow_fence	1	CN	NA	1	fence	yellow	fence	0	TRUE	TRUE	FALSE	1	1
FBvH572Wau2JNFPAd	BCS	feedback	scene2	NA	NA	NA	NA	1	pophristic_stimuli	71	ljubicasta kockica	ljubicasta kockica	NA	purple_die	1	CN	NA	1	die	purple	die	0	TRUE	TRUE	FALSE	1	1
FBvH572Wau2JNFPAd	BCS	feedback	scene3	NA	NA	NA	NA	1	pophristic_stimuli	72	bijeli krevet	bijeli krevet	NA	white_bed	1	CN	NA	1	bed	white	bed	0	TRUE	TRUE	FALSE	1	1
SDnSq39xk7syFcq9Z	BCS	feedback	scene4	NA	NA	NA	NA	1	pophristic_stimuli	1	cvet	cvet	NA	blue_flower	1	N	NA	0	flower	blue	flower	0	FALSE	TRUE	FALSE	1	0
SDnSq39xk7syFcq9Z	BCS	feedback	scene4	NA	NA	NA	NA	1	pophristic_stimuli	2	krevet	krevet	NA	blue_bed	1	N	NA	0	bed	blue	bed	0	FALSE	TRUE	FALSE	1	0
SDnSq39xk7syFcq9Z	BCS	feedback	scene3	NA	NA	NA	NA	1	pophristic_stimuli	4	kockica	kockica	NA	black_die	1	N	NA	0	die	black	die	0	FALSE	TRUE	FALSE	1	0
SDnSq39xk7syFcq9Z	BCS	feedback	scene2	NA	NA	NA	NA	1	pophristic_stimuli	5	katanac__zeleni	katanac	moje boje	green_lock	1	N	NA	0	lock	green	lock	0	FALSE	TRUE	FALSE	1	0
SDnSq39xk7syFcq9Z	BCS	feedback	scene3	NA	NA	NA	NA	1	pophristic_stimuli	6	kruna	kruna	NA	white_crown	1	N	NA	0	crown	white	crown	0	FALSE	TRUE	FALSE	1	0
SDnSq39xk7syFcq9Z	BCS	feedback	scene1	NA	NA	NA	NA	1	pophristic_stimuli	7	plava ograda	plava ograda	NA	blue_fence	1	CN	NA	1	fence	blue	fence	0	TRUE	TRUE	FALSE	1	1
SDnSq39xk7syFcq9Z	BCS	feedback	scene4	NA	NA	NA	NA	1	pophristic_stimuli	10	kniga	kniga	NA	white_book	1	N	NA	0	book	white	book	0	FALSE	TRUE	FALSE	1	0
SDnSq39xk7syFcq9Z	BCS	feedback	scene2	NA	NA	NA	NA	1	pophristic_stimuli	11	sal	sal	NA	blue_scarf	1	N	NA	0	scarf	blue	scarf	0	FALSE	TRUE	FALSE	1	0
SDnSq39xk7syFcq9Z	BCS	feedback	scene1	NA	NA	NA	NA	1	pophristic_stimuli	14	zeleni robot	zeleni robot	NA	green_robot	1	CN	NA	1	robot	green	robot	0	TRUE	TRUE	FALSE	1	1
SDnSq39xk7syFcq9Z	BCS	feedback	scene4	NA	NA	NA	NA	1	pophristic_stimuli	15	bubanj	bubanj	NA	black_drum	1	N	NA	1	drum	black	drum	0	FALSE	TRUE	FALSE	1	0
SDnSq39xk7syFcq9Z	BCS	feedback	scene2	NA	NA	NA	NA	1	pophristic_stimuli	16	zelena papuca	zelena papuca	NA	green_slipper	1	CN	NA	0	slipper	green	slipper	0	TRUE	TRUE	FALSE	1	1
SDnSq39xk7syFcq9Z	BCS	feedback	scene3	NA	NA	NA	NA	1	pophristic_stimuli	18	vrata	vrata	NA	red_door	1	N	NA	0	door	red	door	0	FALSE	TRUE	FALSE	1	0
SDnSq39xk7syFcq9Z	BCS	feedback	scene1	NA	NA	NA	NA	1	pophristic_stimuli	20	narandzasta skoljka	narandzasta skoljka	NA	orange_shell	1	CN	NA	1	shell	orange	shell	0	TRUE	TRUE	FALSE	1	1
SDnSq39xk7syFcq9Z	BCS	feedback	scene1	NA	NA	NA	NA	1	pophristic_stimuli	21	plavi cesalj	plavi cesalj	NA	blue_comb	1	CN	NA	1	comb	blue	comb	0	TRUE	TRUE	FALSE	1	1
SDnSq39xk7syFcq9Z	BCS	feedback	scene4	NA	NA	NA	NA	1	pophristic_stimuli	24	olovka	olovka	NA	yellow_pencil	1	N	NA	0	pencil	yellow	pencil	0	FALSE	TRUE	FALSE	1	0
SDnSq39xk7syFcq9Z	BCS	feedback	scene4	NA	NA	NA	NA	1	pophristic_stimuli	25	kravata	kravata	NA	green_tie	1	N	NA	0	tie	green	tie	0	FALSE	TRUE	FALSE	1	0
SDnSq39xk7syFcq9Z	BCS	feedback	scene2	NA	NA	NA	NA	1	pophristic_stimuli	26	zuti kais	zuti kais	NA	yellow_belt	1	CN	NA	1	belt	yellow	belt	0	TRUE	TRUE	FALSE	1	1
SDnSq39xk7syFcq9Z	BCS	feedback	scene1	NA	NA	NA	NA	1	pophristic_stimuli	27	crveni jastuk	crveni jastuk	NA	red_cushion	1	CN	NA	1	cushion	red	cushion	0	TRUE	TRUE	FALSE	1	1
