gameId	language	stage	condition	alt1BasicLevel	alt1SuperLevel	alt2BasicLevel	alt2SuperLevel	listenerSelection	roundNumber	directorAllMessages	directorFirstMessage	guesserAllMessages	nameClickedObj	correct	words	sep	colorMentioned	sizeMentioned	typeMentioned	oneMentioned	theMentioned	gender	target
82aQfrqTW7x3Ej6En	English	feedback	scene4	NA	NA	NA	NA	1	42	red cup	red cup	NA	red_mug	1	CN	NA	TRUE	FALSE	FALSE	FALSE	FALSE	NA	mug
82aQfrqTW7x3Ej6En	English	feedback	scene1	NA	NA	NA	NA	1	44	blue crown	blue crown	NA	blue_crown	1	CN	NA	TRUE	FALSE	TRUE	FALSE	FALSE	NA	crown
82aQfrqTW7x3Ej6En	English	feedback	scene3	NA	NA	NA	NA	1	45	bowl	bowl	NA	black_bowl	1	N	NA	FALSE	FALSE	TRUE	FALSE	FALSE	NA	bowl
82aQfrqTW7x3Ej6En	English	feedback	scene4	NA	NA	NA	NA	1	49	orange slipper	orange slipper	NA	orange_slipper	1	CN	NA	TRUE	FALSE	TRUE	FALSE	TRUE	NA	slipper
82aQfrqTW7x3Ej6En	English	feedback	scene1	NA	NA	NA	NA	1	50	yellow flower	yellow flower	NA	yellow_flower	1	CN	NA	TRUE	FALSE	TRUE	FALSE	FALSE	NA	flower
82aQfrqTW7x3Ej6En	English	feedback	scene2	NA	NA	NA	NA	1	52	candle	candle	NA	blue_candle	1	N	NA	FALSE	FALSE	TRUE	FALSE	TRUE	NA	candle
82aQfrqTW7x3Ej6En	English	feedback	scene4	NA	NA	NA	NA	1	53	red  mask	red  mask	NA	red_mask	1	CN	NA	TRUE	FALSE	TRUE	FALSE	TRUE	NA	mask
82aQfrqTW7x3Ej6En	English	feedback	scene1	NA	NA	NA	NA	1	56	red door	red door	NA	red_door	1	CN	NA	TRUE	FALSE	TRUE	FALSE	FALSE	NA	door
82aQfrqTW7x3Ej6En	English	feedback	scene2	NA	NA	NA	NA	1	57	pencil	pencil	NA	red_pencil	1	N	NA	FALSE	FALSE	TRUE	FALSE	FALSE	NA	pencil
82aQfrqTW7x3Ej6En	English	feedback	scene1	NA	NA	NA	NA	1	59	white wallet	white wallet	NA	white_wallet	1	CN	NA	TRUE	FALSE	TRUE	FALSE	TRUE	NA	wallet
82aQfrqTW7x3Ej6En	English	feedback	scene2	NA	NA	NA	NA	1	60	butterfly	butterfly	NA	yellow_butterfly	1	N	NA	FALSE	FALSE	TRUE	FALSE	FALSE	NA	butterfly
82aQfrqTW7x3Ej6En	English	feedback	scene1	NA	NA	NA	NA	1	61	white bed	white bed	NA	white_bed	1	CN	NA	TRUE	FALSE	TRUE	FALSE	FALSE	NA	bed
82aQfrqTW7x3Ej6En	English	feedback	scene2	NA	NA	NA	NA	1	62	balloon	balloon	NA	white_balloon	1	N	NA	FALSE	FALSE	TRUE	FALSE	TRUE	NA	balloon
82aQfrqTW7x3Ej6En	English	feedback	scene1	NA	NA	NA	NA	1	63	black suitcase	black suitcase	NA	black_luggage	1	CN	NA	TRUE	FALSE	TRUE	FALSE	TRUE	NA	luggage
82aQfrqTW7x3Ej6En	English	feedback	scene1	NA	NA	NA	NA	1	65	yellow dress	yellow dress	NA	yellow_dress	1	CN	NA	TRUE	FALSE	TRUE	FALSE	FALSE	NA	dress
82aQfrqTW7x3Ej6En	English	feedback	scene3	NA	NA	NA	NA	1	67	iron	iron	NA	white_iron	1	N	NA	FALSE	FALSE	TRUE	FALSE	FALSE	NA	iron
82aQfrqTW7x3Ej6En	English	feedback	scene2	NA	NA	NA	NA	1	69	phone	phone	NA	blue_phone	1	N	NA	FALSE	FALSE	TRUE	TRUE	FALSE	NA	phone
82aQfrqTW7x3Ej6En	English	feedback	scene4	NA	NA	NA	NA	1	70	purple lorry	purple lorry	NA	purple_truck	1	CN	NA	TRUE	FALSE	FALSE	FALSE	FALSE	NA	truck
82aQfrqTW7x3Ej6En	English	feedback	scene4	NA	NA	NA	NA	1	71	purple hammer	purple hammer	NA	purple_hammer	1	CN	NA	TRUE	FALSE	TRUE	FALSE	TRUE	NA	hammer
82aQfrqTW7x3Ej6En	English	feedback	scene4	NA	NA	NA	NA	1	72	yellow comb	yellow comb	NA	yellow_comb	1	CN	NA	TRUE	FALSE	TRUE	FALSE	FALSE	NA	comb
5KyXjukBwjkH48zC4	English	feedback	scene1	NA	NA	NA	NA	1	1	orange bowl	orange bowl	NA	orange_bowl	1	CN	NA	TRUE	FALSE	TRUE	FALSE	TRUE	NA	bowl
5KyXjukBwjkH48zC4	English	feedback	scene3	NA	NA	NA	NA	1	2	luggage	luggage	NA	black_luggage	1	N	NA	FALSE	FALSE	FALSE	FALSE	TRUE	NA	luggage
5KyXjukBwjkH48zC4	English	feedback	scene1	NA	NA	NA	NA	1	5	blue wallet	blue wallet	NA	blue_wallet	1	CN	NA	TRUE	FALSE	TRUE	FALSE	TRUE	NA	wallet
5KyXjukBwjkH48zC4	English	feedback	scene4	NA	NA	NA	NA	1	7	blue book	blue book	NA	blue_book	1	CN	NA	TRUE	FALSE	TRUE	FALSE	FALSE	NA	book
5KyXjukBwjkH48zC4	English	feedback	scene3	NA	NA	NA	NA	1	9	calculator	calculator	NA	yellow_calculator	1	N	NA	FALSE	FALSE	TRUE	FALSE	TRUE	NA	calculator
5KyXjukBwjkH48zC4	English	feedback	scene1	NA	NA	NA	NA	1	10	yellow flower	yellow flower	NA	yellow_flower	1	CN	NA	TRUE	FALSE	TRUE	FALSE	FALSE	NA	flower
5KyXjukBwjkH48zC4	English	feedback	scene4	NA	NA	NA	NA	1	11	orange knife	orange knife	NA	orange_knife	1	CN	NA	TRUE	FALSE	TRUE	FALSE	TRUE	NA	knife
5KyXjukBwjkH48zC4	English	feedback	scene3	NA	NA	NA	NA	1	12	dress	dress	NA	white_dress	1	N	NA	FALSE	FALSE	TRUE	FALSE	FALSE	NA	dress
5KyXjukBwjkH48zC4	English	feedback	scene1	NA	NA	NA	NA	1	13	black drum	black drum	NA	black_drum	1	CN	NA	TRUE	FALSE	TRUE	FALSE	TRUE	NA	drum
5KyXjukBwjkH48zC4	English	feedback	scene4	NA	NA	NA	NA	1	14	green robot	green robot	NA	green_robot	1	CN	NA	TRUE	FALSE	TRUE	FALSE	FALSE	NA	robot
5KyXjukBwjkH48zC4	English	feedback	scene2	NA	NA	NA	NA	1	15	shoe	shoe	NA	black_slipper	1	N	NA	FALSE	FALSE	FALSE	FALSE	FALSE	NA	slipper
5KyXjukBwjkH48zC4	English	feedback	scene2	NA	NA	NA	NA	1	16	hammer	hammer	NA	orange_hammer	1	N	NA	FALSE	FALSE	TRUE	FALSE	TRUE	NA	hammer
5KyXjukBwjkH48zC4	English	feedback	scene2	NA	NA	NA	NA	1	18	balloon	balloon	NA	red_balloon	1	N	NA	FALSE	FALSE	TRUE	FALSE	TRUE	NA	balloon
5KyXjukBwjkH48zC4	English	feedback	scene1	NA	NA	NA	NA	1	19	yellow bed	yellow bed	NA	yellow_bed	1	CN	NA	TRUE	FALSE	TRUE	FALSE	FALSE	NA	bed
5KyXjukBwjkH48zC4	English	feedback	scene3	NA	NA	NA	NA	1	20	scarf	scarf	NA	white_scarf	1	N	NA	FALSE	FALSE	TRUE	FALSE	TRUE	NA	scarf
5KyXjukBwjkH48zC4	English	feedback	scene3	NA	NA	NA	NA	1	21	lock	lock	NA	black_lock	1	N	NA	FALSE	FALSE	TRUE	FALSE	FALSE	NA	lock
5KyXjukBwjkH48zC4	English	feedback	scene3	NA	NA	NA	NA	1	23	die	die	NA	black_die	1	N	NA	FALSE	FALSE	TRUE	FALSE	FALSE	NA	die
5KyXjukBwjkH48zC4	English	feedback	scene2	NA	NA	NA	NA	1	24	butterfly	butterfly	NA	red_butterfly	1	N	NA	FALSE	FALSE	TRUE	FALSE	FALSE	NA	butterfly
5KyXjukBwjkH48zC4	English	feedback	scene4	NA	NA	NA	NA	1	25	yellow pencil	yellow pencil	NA	yellow_pencil	1	CN	NA	TRUE	FALSE	TRUE	FALSE	FALSE	NA	pencil
5KyXjukBwjkH48zC4	English	feedback	scene1	NA	NA	NA	NA	1	28	green sock	green sock	NA	green_sock	1	CN	NA	TRUE	FALSE	TRUE	FALSE	FALSE	NA	sock
5KyXjukBwjkH48zC4	English	feedback	scene3	NA	NA	NA	NA	1	29	fish	fish	NA	black_fish	1	N	NA	FALSE	FALSE	TRUE	FALSE	FALSE	NA	fish
5KyXjukBwjkH48zC4	English	feedback	scene1	NA	NA	NA	NA	1	31	purple microscope	purple microscope	NA	purple_microscope	1	CN	NA	TRUE	FALSE	TRUE	FALSE	FALSE	NA	microscope
5KyXjukBwjkH48zC4	English	feedback	scene4	NA	NA	NA	NA	1	32	purple glove	purple glove	NA	purple_glove	1	CN	NA	TRUE	FALSE	TRUE	FALSE	FALSE	NA	glove
5KyXjukBwjkH48zC4	English	feedback	scene1	NA	NA	NA	NA	1	34	white fence	white fence	NA	white_fence	1	CN	NA	TRUE	FALSE	TRUE	FALSE	FALSE	NA	fence
5KyXjukBwjkH48zC4	English	feedback	scene1	NA	NA	NA	NA	1	36	not blue iron	not blue iron	NA	white_iron	1	O	NA	TRUE	FALSE	TRUE	FALSE	FALSE	NA	iron
5KyXjukBwjkH48zC4	English	feedback	scene4	NA	NA	NA	NA	1	37	yellow candle	yellow candle	NA	yellow_candle	1	CN	NA	TRUE	FALSE	TRUE	FALSE	TRUE	NA	candle
5KyXjukBwjkH48zC4	English	feedback	scene3	NA	NA	NA	NA	1	39	blue door	blue door	NA	blue_door	1	CN	NA	TRUE	FALSE	TRUE	FALSE	FALSE	NA	door
5KyXjukBwjkH48zC4	English	feedback	scene4	NA	NA	NA	NA	1	44	purple helicopter	purple helicopter	NA	purple_helicopter	1	CN	NA	TRUE	FALSE	TRUE	FALSE	FALSE	NA	helicopter
5KyXjukBwjkH48zC4	English	feedback	scene1	NA	NA	NA	NA	1	45	green binoculars	green binoculars	NA	green_binoculars	1	CN	NA	TRUE	FALSE	TRUE	FALSE	TRUE	NA	binoculars
5KyXjukBwjkH48zC4	English	feedback	scene2	NA	NA	NA	NA	1	46	phone	phone	NA	yellow_phone	1	N	NA	FALSE	FALSE	TRUE	TRUE	FALSE	NA	phone
5KyXjukBwjkH48zC4	English	feedback	scene4	NA	NA	NA	NA	1	47	white pillow	white pillow	NA	white_cushion	1	CN	NA	TRUE	FALSE	FALSE	FALSE	FALSE	NA	cushion
5KyXjukBwjkH48zC4	English	feedback	scene2	NA	NA	NA	NA	1	48	necklace	necklace	NA	purple_necklace	1	N	NA	FALSE	FALSE	TRUE	FALSE	TRUE	NA	necklace
5KyXjukBwjkH48zC4	English	feedback	scene1	NA	NA	NA	NA	1	49	black shell	black shell	NA	black_shell	1	CN	NA	TRUE	FALSE	TRUE	FALSE	TRUE	NA	shell
5KyXjukBwjkH48zC4	English	feedback	scene3	NA	NA	NA	NA	1	51	basket	basket	NA	orange_basket	1	N	NA	FALSE	FALSE	TRUE	FALSE	TRUE	NA	basket
5KyXjukBwjkH48zC4	English	feedback	scene4	NA	NA	NA	NA	1	54	orange tie	orange tie	NA	orange_tie	1	CN	NA	TRUE	FALSE	TRUE	FALSE	TRUE	NA	tie
5KyXjukBwjkH48zC4	English	feedback	scene4	NA	NA	NA	NA	1	55	white ring	white ring	NA	white_ring	1	CN	NA	TRUE	FALSE	TRUE	FALSE	FALSE	NA	ring
5KyXjukBwjkH48zC4	English	feedback	scene2	NA	NA	NA	NA	1	57	tied ribbon	tied ribbon	NA	orange_ribbon	1	ON	NA	FALSE	FALSE	TRUE	FALSE	FALSE	NA	ribbon
5KyXjukBwjkH48zC4	English	feedback	scene4	NA	NA	NA	NA	1	58	green fork	green fork	NA	green_fork	1	CN	NA	TRUE	FALSE	TRUE	FALSE	FALSE	NA	fork
