gameId	language	condition	roundNumber	nameClickedObj	correct	words	target	colorMentioned	nounMentioned	otherMentioned	clickedColor	clickedType
82aQfrqTW7x3Ej6En	English	scene4	49	orange_slipper	1	CN	slipper	1	1	0	orange	slipper
82aQfrqTW7x3Ej6En	English	scene1	50	yellow_flower	1	CN	flower	1	1	0	yellow	flower
82aQfrqTW7x3Ej6En	English	scene2	52	blue_candle	1	N	candle	0	1	0	blue	candle
82aQfrqTW7x3Ej6En	English	scene4	53	red_mask	1	CN	mask	1	1	0	red	mask
82aQfrqTW7x3Ej6En	English	scene1	56	red_door	1	CN	door	1	1	0	red	door
82aQfrqTW7x3Ej6En	English	scene2	57	red_pencil	1	N	pencil	0	1	0	red	pencil
82aQfrqTW7x3Ej6En	English	scene1	59	white_wallet	1	CN	wallet	1	1	0	white	wallet
82aQfrqTW7x3Ej6En	English	scene2	60	yellow_butterfly	1	N	butterfly	0	1	0	yellow	butterfly
82aQfrqTW7x3Ej6En	English	scene1	61	white_bed	1	CN	bed	1	1	0	white	bed
82aQfrqTW7x3Ej6En	English	scene2	62	white_balloon	1	N	balloon	0	1	0	white	balloon
82aQfrqTW7x3Ej6En	English	scene1	63	black_luggage	1	CN	luggage	1	1	0	black	luggage
82aQfrqTW7x3Ej6En	English	scene1	65	yellow_dress	1	CN	dress	1	1	0	yellow	dress
82aQfrqTW7x3Ej6En	English	scene3	67	white_iron	1	N	iron	0	1	0	white	iron
82aQfrqTW7x3Ej6En	English	scene2	69	blue_phone	1	N	phone	0	1	0	blue	phone
82aQfrqTW7x3Ej6En	English	scene4	70	purple_truck	1	CN	truck	1	1	0	purple	truck
82aQfrqTW7x3Ej6En	English	scene4	71	purple_hammer	1	CN	hammer	1	1	0	purple	hammer
82aQfrqTW7x3Ej6En	English	scene4	72	yellow_comb	1	CN	comb	1	1	0	yellow	comb
5KyXjukBwjkH48zC4	English	scene1	1	orange_bowl	1	CN	bowl	1	1	0	orange	bowl
5KyXjukBwjkH48zC4	English	scene3	2	black_luggage	1	N	luggage	0	1	0	black	luggage
5KyXjukBwjkH48zC4	English	scene1	5	blue_wallet	1	CN	wallet	1	1	0	blue	wallet
5KyXjukBwjkH48zC4	English	scene4	7	blue_book	1	CN	book	1	1	0	blue	book
5KyXjukBwjkH48zC4	English	scene3	9	yellow_calculator	1	N	calculator	0	1	0	yellow	calculator
5KyXjukBwjkH48zC4	English	scene1	10	yellow_flower	1	CN	flower	1	1	0	yellow	flower
5KyXjukBwjkH48zC4	English	scene4	11	orange_knife	1	CN	knife	1	1	0	orange	knife
5KyXjukBwjkH48zC4	English	scene3	12	white_dress	1	N	dress	0	1	0	white	dress
5KyXjukBwjkH48zC4	English	scene1	13	black_drum	1	CN	drum	1	1	0	black	drum
5KyXjukBwjkH48zC4	English	scene4	14	green_robot	1	CN	robot	1	1	0	green	robot
5KyXjukBwjkH48zC4	English	scene2	15	black_slipper	1	N	slipper	0	1	0	black	slipper
5KyXjukBwjkH48zC4	English	scene2	16	orange_hammer	1	N	hammer	0	1	0	orange	hammer
5KyXjukBwjkH48zC4	English	scene2	18	red_balloon	1	N	balloon	0	1	0	red	balloon
5KyXjukBwjkH48zC4	English	scene1	19	yellow_bed	1	CN	bed	1	1	0	yellow	bed
5KyXjukBwjkH48zC4	English	scene3	20	white_scarf	1	N	scarf	0	1	0	white	scarf
5KyXjukBwjkH48zC4	English	scene3	21	black_lock	1	N	lock	0	1	0	black	lock
5KyXjukBwjkH48zC4	English	scene3	23	black_die	1	N	die	0	1	0	black	die
5KyXjukBwjkH48zC4	English	scene2	24	red_butterfly	1	N	butterfly	0	1	0	red	butterfly
5KyXjukBwjkH48zC4	English	scene4	25	yellow_pencil	1	CN	pencil	1	1	0	yellow	pencil
5KyXjukBwjkH48zC4	English	scene1	28	green_sock	1	CN	sock	1	1	0	green	sock
5KyXjukBwjkH48zC4	English	scene3	29	black_fish	1	N	fish	0	1	0	black	fish
5KyXjukBwjkH48zC4	English	scene1	31	purple_microscope	1	CN	microscope	1	1	0	purple	microscope
5KyXjukBwjkH48zC4	English	scene4	32	purple_glove	1	CN	glove	1	1	0	purple	glove
5KyXjukBwjkH48zC4	English	scene1	34	white_fence	1	CN	fence	1	1	0	white	fence
5KyXjukBwjkH48zC4	English	scene4	37	yellow_candle	1	CN	candle	1	1	0	yellow	candle
5KyXjukBwjkH48zC4	English	scene3	39	blue_door	1	CN	door	1	1	0	blue	door
5KyXjukBwjkH48zC4	English	scene4	44	purple_helicopter	1	CN	helicopter	1	1	0	purple	helicopter
5KyXjukBwjkH48zC4	English	scene1	45	green_binoculars	1	CN	binoculars	1	1	0	green	binoculars
5KyXjukBwjkH48zC4	English	scene2	46	yellow_phone	1	N	phone	0	1	0	yellow	phone
5KyXjukBwjkH48zC4	English	scene4	47	white_cushion	1	CN	cushion	1	1	0	white	cushion
5KyXjukBwjkH48zC4	English	scene2	48	purple_necklace	1	N	necklace	0	1	0	purple	necklace
5KyXjukBwjkH48zC4	English	scene1	49	black_shell	1	CN	shell	1	1	0	black	shell
5KyXjukBwjkH48zC4	English	scene3	51	orange_basket	1	N	basket	0	1	0	orange	basket
5KyXjukBwjkH48zC4	English	scene4	54	orange_tie	1	CN	tie	1	1	0	orange	tie
5KyXjukBwjkH48zC4	English	scene4	55	white_ring	1	CN	ring	1	1	0	white	ring
5KyXjukBwjkH48zC4	English	scene4	58	green_fork	1	CN	fork	1	1	0	green	fork
5KyXjukBwjkH48zC4	English	scene2	59	yellow_mug	1	N	mug	0	1	0	yellow	mug
5KyXjukBwjkH48zC4	English	scene2	60	yellow_mask	1	N	mask	0	1	0	yellow	mask
5KyXjukBwjkH48zC4	English	scene3	61	green_screwdriver	1	N	screwdriver	0	1	0	green	screwdriver
5KyXjukBwjkH48zC4	English	scene1	64	white_chair	1	CN	chair	1	1	0	white	chair
5KyXjukBwjkH48zC4	English	scene4	65	blue_comb	1	CN	comb	1	1	0	blue	comb
5KyXjukBwjkH48zC4	English	scene3	66	yellow_crown	1	N	crown	0	1	0	yellow	crown
5KyXjukBwjkH48zC4	English	scene2	67	purple_truck	1	N	truck	0	1	0	purple	truck
5KyXjukBwjkH48zC4	English	scene2	68	white_guitar	1	N	guitar	0	1	0	white	guitar
5KyXjukBwjkH48zC4	English	scene2	71	black_calendar	1	N	calendar	0	1	0	black	calendar
5KyXjukBwjkH48zC4	English	scene3	72	red_belt	1	N	belt	0	1	0	red	belt
cEXHaGis7QLpYJmnT	English	scene3	1	red_phone	1	N	phone	0	1	0	red	phone
cEXHaGis7QLpYJmnT	English	scene4	4	orange_microscope	1	CN	microscope	1	1	0	orange	microscope
cEXHaGis7QLpYJmnT	English	scene1	5	orange_knife	1	CN	knife	1	1	0	orange	knife
cEXHaGis7QLpYJmnT	English	scene1	8	purple_robot	1	CN	robot	1	1	0	purple	robot
cEXHaGis7QLpYJmnT	English	scene4	10	purple_drum	1	CN	drum	1	1	0	purple	drum
cEXHaGis7QLpYJmnT	English	scene4	12	yellow_book	1	CN	book	1	1	0	yellow	book
cEXHaGis7QLpYJmnT	English	scene3	13	black_necklace	1	N	necklace	0	1	0	black	necklace
cEXHaGis7QLpYJmnT	English	scene4	15	green_binoculars	1	CN	binoculars	1	1	0	green	binoculars
cEXHaGis7QLpYJmnT	English	scene4	17	red_bed	1	CN	bed	1	1	0	red	bed
cEXHaGis7QLpYJmnT	English	scene1	18	red_fence	1	CN	fence	1	1	0	red	fence
cEXHaGis7QLpYJmnT	English	scene3	19	black_truck	1	N	truck	0	1	0	black	truck
cEXHaGis7QLpYJmnT	English	scene3	20	black_ribbon	1	N	ribbon	0	1	0	black	ribbon
cEXHaGis7QLpYJmnT	English	scene2	21	green_luggage	1	N	luggage	0	1	0	green	luggage
cEXHaGis7QLpYJmnT	English	scene2	22	yellow_mask	1	N	mask	0	1	0	yellow	mask
cEXHaGis7QLpYJmnT	English	scene1	23	purple_fork	1	CN	fork	1	1	0	purple	fork
cEXHaGis7QLpYJmnT	English	scene2	24	black_fish	1	N	fish	0	1	0	black	fish
cEXHaGis7QLpYJmnT	English	scene1	27	blue_iron	1	CN	iron	1	1	0	blue	iron
cEXHaGis7QLpYJmnT	English	scene2	32	red_belt	1	CN	belt	1	1	0	red	belt
cEXHaGis7QLpYJmnT	English	scene3	34	white_dress	1	N	dress	0	1	0	white	dress
cEXHaGis7QLpYJmnT	English	scene3	35	red_balloon	1	N	balloon	0	1	0	red	balloon
cEXHaGis7QLpYJmnT	English	scene1	38	orange_helicopter	1	CN	helicopter	1	1	0	orange	helicopter
cEXHaGis7QLpYJmnT	English	scene2	40	purple_lock	1	N	lock	0	1	0	purple	lock
cEXHaGis7QLpYJmnT	English	scene2	42	white_calculator	1	N	calculator	0	1	0	white	calculator
cEXHaGis7QLpYJmnT	English	scene4	43	yellow_flower	1	N	flower	0	1	0	yellow	flower
cEXHaGis7QLpYJmnT	English	scene3	44	white_door	1	N	door	0	1	0	white	door
cEXHaGis7QLpYJmnT	English	scene4	45	red_pencil	1	CN	pencil	1	1	0	red	pencil
cEXHaGis7QLpYJmnT	English	scene3	46	purple_slipper	1	N	slipper	0	1	0	purple	slipper
cEXHaGis7QLpYJmnT	English	scene3	47	red_butterfly	1	N	butterfly	0	1	0	red	butterfly
cEXHaGis7QLpYJmnT	English	scene3	48	purple_hammer	1	N	hammer	0	1	0	purple	hammer
cEXHaGis7QLpYJmnT	English	scene3	52	blue_crown	1	CN	crown	1	1	0	blue	crown
cEXHaGis7QLpYJmnT	English	scene1	53	yellow_ring	1	CN	ring	1	1	0	yellow	ring
cEXHaGis7QLpYJmnT	English	scene1	59	purple_tie	1	CN	tie	1	1	0	purple	tie
cEXHaGis7QLpYJmnT	English	scene2	60	orange_basket	1	N	basket	0	1	0	orange	basket
cEXHaGis7QLpYJmnT	English	scene1	62	orange_glove	1	CN	glove	1	1	0	orange	glove
cEXHaGis7QLpYJmnT	English	scene2	64	blue_mug	1	N	mug	0	1	0	blue	mug
cEXHaGis7QLpYJmnT	English	scene3	65	green_calendar	1	N	calendar	0	1	0	green	calendar
cEXHaGis7QLpYJmnT	English	scene4	66	blue_wallet	1	CN	wallet	1	1	0	blue	wallet
cEXHaGis7QLpYJmnT	English	scene2	67	white_guitar	1	N	guitar	0	1	0	white	guitar
cEXHaGis7QLpYJmnT	English	scene2	69	green_die	1	N	die	0	1	0	green	die
cEXHaGis7QLpYJmnT	English	scene2	70	orange_screwdriver	1	N	screwdriver	0	1	0	orange	screwdriver
cEXHaGis7QLpYJmnT	English	scene1	71	yellow_chair	1	CN	chair	1	1	0	yellow	chair
cEXHaGis7QLpYJmnT	English	scene2	72	blue_scarf	1	N	scarf	0	1	0	blue	scarf
qwcZRqhmaFkduYNpu	English	scene3	16	black_fish	1	N	fish	0	1	0	black	fish
qwcZRqhmaFkduYNpu	English	scene3	51	purple_die	1	M	die	0	0	0	purple	die
qwcZRqhmaFkduYNpu	English	scene3	54	blue_ring	1	N	ring	0	1	0	blue	ring
qwcZRqhmaFkduYNpu	English	scene2	55	yellow_flower	1	N	flower	0	1	0	yellow	flower
qwcZRqhmaFkduYNpu	English	scene4	62	green_glove	1	CN	glove	1	1	0	green	glove
qwcZRqhmaFkduYNpu	English	scene2	66	yellow_dress	1	N	dress	0	1	0	yellow	dress
qwcZRqhmaFkduYNpu	English	scene2	68	white_door	1	N	door	0	1	0	white	door
qwcZRqhmaFkduYNpu	English	scene3	69	green_truck	1	N	truck	0	1	0	green	truck
ujGC2hvH7sJazXkwK	English	scene3	3	white_ring	1	N	ring	0	1	0	white	ring
ujGC2hvH7sJazXkwK	English	scene2	4	purple_lock	1	N	lock	0	1	0	purple	lock
ujGC2hvH7sJazXkwK	English	scene1	5	blue_mask	1	CN	mask	1	1	0	blue	mask
ujGC2hvH7sJazXkwK	English	scene2	6	blue_flower	1	N	flower	0	1	0	blue	flower
ujGC2hvH7sJazXkwK	English	scene3	8	green_bowl	1	N	bowl	0	1	0	green	bowl
ujGC2hvH7sJazXkwK	English	scene2	10	yellow_chair	1	N	chair	0	1	0	yellow	chair
ujGC2hvH7sJazXkwK	English	scene1	11	red_butterfly	1	CN	butterfly	1	1	0	red	butterfly
ujGC2hvH7sJazXkwK	English	scene4	12	purple_slipper	1	CN	slipper	1	1	0	purple	slipper
ujGC2hvH7sJazXkwK	English	scene2	15	black_glove	1	N	glove	0	1	0	black	glove
ujGC2hvH7sJazXkwK	English	scene3	16	yellow_pencil	1	N	pencil	0	1	0	yellow	pencil
ujGC2hvH7sJazXkwK	English	scene4	17	purple_binoculars	1	CN	binoculars	1	1	0	purple	binoculars
ujGC2hvH7sJazXkwK	English	scene1	18	green_fish	1	CN	fish	1	1	0	green	fish
ujGC2hvH7sJazXkwK	English	scene2	20	black_fork	1	N	fork	0	1	0	black	fork
ujGC2hvH7sJazXkwK	English	scene1	21	red_guitar	1	CN	guitar	1	1	0	red	guitar
ujGC2hvH7sJazXkwK	English	scene3	22	orange_sock	1	N	sock	0	1	0	orange	sock
ujGC2hvH7sJazXkwK	English	scene4	24	white_door	1	CN	door	1	1	0	white	door
ujGC2hvH7sJazXkwK	English	scene2	25	red_fence	1	N	fence	0	1	0	red	fence
ujGC2hvH7sJazXkwK	English	scene1	26	purple_knife	1	CN	knife	1	1	0	purple	knife
ujGC2hvH7sJazXkwK	English	scene1	28	orange_helicopter	1	CN	helicopter	1	1	0	orange	helicopter
ujGC2hvH7sJazXkwK	English	scene1	30	yellow_phone	1	CN	phone	1	1	0	yellow	phone
ujGC2hvH7sJazXkwK	English	scene4	31	red_scarf	1	CN	scarf	1	1	0	red	scarf
ujGC2hvH7sJazXkwK	English	scene3	32	yellow_comb	1	N	comb	0	1	0	yellow	comb
ujGC2hvH7sJazXkwK	English	scene2	34	white_iron	1	N	iron	0	1	0	white	iron
ujGC2hvH7sJazXkwK	English	scene1	35	red_mug	1	CN	mug	1	1	0	red	mug
ujGC2hvH7sJazXkwK	English	scene2	36	red_bed	1	N	bed	0	1	0	red	bed
ujGC2hvH7sJazXkwK	English	scene2	37	red_wallet	1	N	wallet	0	1	0	red	wallet
ujGC2hvH7sJazXkwK	English	scene1	40	green_basket	1	CN	basket	1	1	0	green	basket
ujGC2hvH7sJazXkwK	English	scene3	42	black_calendar	1	N	calendar	0	1	0	black	calendar
ujGC2hvH7sJazXkwK	English	scene4	43	black_drum	1	CN	drum	1	1	0	black	drum
ujGC2hvH7sJazXkwK	English	scene3	45	green_truck	1	N	truck	0	1	0	green	truck
ujGC2hvH7sJazXkwK	English	scene3	49	white_cushion	1	N	cushion	0	1	0	white	cushion
ujGC2hvH7sJazXkwK	English	scene3	50	green_shell	1	CN	shell	1	1	0	green	shell
ujGC2hvH7sJazXkwK	English	scene4	51	yellow_belt	1	CN	belt	1	1	0	yellow	belt
ujGC2hvH7sJazXkwK	English	scene4	52	red_calculator	1	CN	calculator	1	1	0	red	calculator
ujGC2hvH7sJazXkwK	English	scene4	54	purple_microscope	1	CN	microscope	1	1	0	purple	microscope
ujGC2hvH7sJazXkwK	English	scene3	55	yellow_candle	1	CN	candle	1	1	0	yellow	candle
ujGC2hvH7sJazXkwK	English	scene4	57	green_ribbon	1	CN	ribbon	1	1	0	green	ribbon
ujGC2hvH7sJazXkwK	English	scene3	59	black_hammer	1	N	hammer	0	1	0	black	hammer
ujGC2hvH7sJazXkwK	English	scene2	61	black_tie	1	N	tie	0	1	0	black	tie
ujGC2hvH7sJazXkwK	English	scene3	62	red_book	1	N	book	0	1	0	red	book
ujGC2hvH7sJazXkwK	English	scene2	63	orange_luggage	1	N	luggage	0	1	0	orange	luggage
ujGC2hvH7sJazXkwK	English	scene4	64	white_crown	1	CN	crown	1	1	0	white	crown
ujGC2hvH7sJazXkwK	English	scene1	65	white_balloon	1	CN	balloon	1	1	0	white	balloon
ujGC2hvH7sJazXkwK	English	scene4	66	yellow_dress	1	CN	dress	1	1	0	yellow	dress
ujGC2hvH7sJazXkwK	English	scene1	67	green_robot	1	CN	robot	1	1	0	green	robot
ujGC2hvH7sJazXkwK	English	scene2	68	black_screwdriver	1	N	screwdriver	0	1	0	black	screwdriver
ujGC2hvH7sJazXkwK	English	scene4	69	black_necklace	1	CN	necklace	1	1	0	black	necklace
ujGC2hvH7sJazXkwK	English	scene1	72	green_die	1	CN	die	1	1	0	green	die
pSzvpKsgQwP3nHJhc	English	scene2	1	purple_fork	1	CN	fork	1	1	0	purple	fork
pSzvpKsgQwP3nHJhc	English	scene3	2	red_belt	1	CN	belt	1	1	0	red	belt
pSzvpKsgQwP3nHJhc	English	scene1	3	white_bed	1	CN	bed	1	1	0	white	bed
pSzvpKsgQwP3nHJhc	English	scene1	4	green_knife	1	CN	knife	1	1	0	green	knife
pSzvpKsgQwP3nHJhc	English	scene3	5	purple_bowl	1	CN	bowl	1	1	0	purple	bowl
pSzvpKsgQwP3nHJhc	English	scene3	10	yellow_fence	1	CN	fence	1	1	0	yellow	fence
pSzvpKsgQwP3nHJhc	English	scene2	11	white_candle	1	CN	candle	1	1	0	white	candle
pSzvpKsgQwP3nHJhc	English	scene4	12	white_guitar	1	CN	guitar	1	1	0	white	guitar
pSzvpKsgQwP3nHJhc	English	scene2	15	black_glove	1	CN	glove	1	1	0	black	glove
pSzvpKsgQwP3nHJhc	English	scene4	16	purple_microscope	1	CN	microscope	1	1	0	purple	microscope
pSzvpKsgQwP3nHJhc	English	scene4	19	black_binoculars	1	N	binoculars	0	1	0	black	binoculars
pSzvpKsgQwP3nHJhc	English	scene2	22	white_balloon	1	CN	balloon	1	1	0	white	balloon
pSzvpKsgQwP3nHJhc	English	scene2	25	orange_luggage	1	CN	luggage	1	1	0	orange	luggage
pSzvpKsgQwP3nHJhc	English	scene1	27	black_die	1	CN	die	1	1	0	black	die
pSzvpKsgQwP3nHJhc	English	scene4	28	yellow_comb	1	CN	comb	1	1	0	yellow	comb
pSzvpKsgQwP3nHJhc	English	scene4	29	black_ribbon	1	CN	ribbon	1	1	0	black	ribbon
pSzvpKsgQwP3nHJhc	English	scene1	30	red_door	1	CN	door	1	1	0	red	door
pSzvpKsgQwP3nHJhc	English	scene1	32	blue_flower	1	CN	flower	1	1	0	blue	flower
pSzvpKsgQwP3nHJhc	English	scene3	33	purple_truck	1	CN	truck	1	1	0	purple	truck
pSzvpKsgQwP3nHJhc	English	scene3	34	yellow_scarf	1	CN	scarf	1	1	0	yellow	scarf
pSzvpKsgQwP3nHJhc	English	scene2	36	red_book	1	CN	book	1	1	0	red	book
pSzvpKsgQwP3nHJhc	English	scene4	38	purple_drum	1	CN	drum	1	1	0	purple	drum
pSzvpKsgQwP3nHJhc	English	scene1	39	black_fish	1	CN	fish	1	1	0	black	fish
pSzvpKsgQwP3nHJhc	English	scene3	40	red_chair	1	CN	chair	1	1	0	red	chair
pSzvpKsgQwP3nHJhc	English	scene2	42	white_butterfly	1	CN	butterfly	1	1	0	white	butterfly
pSzvpKsgQwP3nHJhc	English	scene4	43	blue_ring	1	CN	ring	1	1	0	blue	ring
pSzvpKsgQwP3nHJhc	English	scene3	45	green_shell	1	N	shell	0	1	0	green	shell
pSzvpKsgQwP3nHJhc	English	scene4	46	white_mask	1	CN	mask	1	1	0	white	mask
pSzvpKsgQwP3nHJhc	English	scene3	50	black_sock	1	N	sock	0	1	0	black	sock
pSzvpKsgQwP3nHJhc	English	scene1	53	orange_robot	1	CN	robot	1	1	0	orange	robot
pSzvpKsgQwP3nHJhc	English	scene3	54	yellow_iron	1	CN	iron	1	1	0	yellow	iron
pSzvpKsgQwP3nHJhc	English	scene1	55	orange_helicopter	0	CN	helicopter	1	1	0	orange	helicopter
pSzvpKsgQwP3nHJhc	English	scene1	57	purple_basket	1	CN	basket	1	1	0	purple	basket
pSzvpKsgQwP3nHJhc	English	scene1	58	white_dress	1	CN	dress	1	1	0	white	dress
pSzvpKsgQwP3nHJhc	English	scene1	60	red_crown	1	CN	crown	1	1	0	red	crown
pSzvpKsgQwP3nHJhc	English	scene4	61	blue_cushion	1	CN	cushion	1	1	0	blue	cushion
pSzvpKsgQwP3nHJhc	English	scene2	63	orange_tie	1	CN	tie	1	1	0	orange	tie
pSzvpKsgQwP3nHJhc	English	scene4	64	yellow_mug	1	CN	mug	1	1	0	yellow	mug
pSzvpKsgQwP3nHJhc	English	scene4	66	black_slipper	1	CN	slipper	1	1	0	black	slipper
pSzvpKsgQwP3nHJhc	English	scene2	67	orange_lock	1	N	lock	0	1	0	orange	lock
pSzvpKsgQwP3nHJhc	English	scene2	69	blue_pencil	1	CN	pencil	1	1	0	blue	pencil
pSzvpKsgQwP3nHJhc	English	scene4	71	purple_necklace	1	CAN	necklace	1	1	0	purple	necklace
FtNZ6Mj28X4Mico87	English	scene3	26	yellow_wallet	1	N	wallet	0	1	0	yellow	wallet
FtNZ6Mj28X4Mico87	English	scene2	28	green_basket	1	N	basket	0	1	0	green	basket
FtNZ6Mj28X4Mico87	English	scene3	38	orange_ribbon	1	N	ribbon	0	1	0	orange	ribbon
FtNZ6Mj28X4Mico87	English	scene2	43	yellow_guitar	1	N	guitar	0	1	0	yellow	guitar
dgD3PKcSX3M8GTWgi	English	scene1	3	purple_ribbon	1	CN	ribbon	1	1	0	purple	ribbon
dgD3PKcSX3M8GTWgi	English	scene2	4	green_sock	1	CN	sock	1	1	0	green	sock
dgD3PKcSX3M8GTWgi	English	scene2	5	red_iron	1	CN	iron	1	1	0	red	iron
dgD3PKcSX3M8GTWgi	English	scene1	6	yellow_flower	1	CN	flower	1	1	0	yellow	flower
dgD3PKcSX3M8GTWgi	English	scene4	10	purple_fish	1	CN	fish	1	1	0	purple	fish
dgD3PKcSX3M8GTWgi	English	scene2	11	orange_shell	1	N	shell	0	1	0	orange	shell
dgD3PKcSX3M8GTWgi	English	scene4	13	purple_calendar	1	CN	calendar	1	1	0	purple	calendar
dgD3PKcSX3M8GTWgi	English	scene3	17	purple_fork	1	N	fork	0	1	0	purple	fork
dgD3PKcSX3M8GTWgi	English	scene4	29	green_truck	1	CN	truck	1	1	0	green	truck
dgD3PKcSX3M8GTWgi	English	scene3	31	yellow_candle	1	CN	candle	1	1	0	yellow	candle
dgD3PKcSX3M8GTWgi	English	scene3	32	blue_calculator	1	N	calculator	0	1	0	blue	calculator
dgD3PKcSX3M8GTWgi	English	scene2	33	yellow_fence	1	N	fence	0	1	0	yellow	fence
dgD3PKcSX3M8GTWgi	English	scene2	34	purple_knife	1	N	knife	0	1	0	purple	knife
dgD3PKcSX3M8GTWgi	English	scene1	36	green_slipper	1	CN	slipper	1	1	0	green	slipper
dgD3PKcSX3M8GTWgi	English	scene2	37	black_helicopter	1	N	helicopter	0	1	0	black	helicopter
dgD3PKcSX3M8GTWgi	English	scene3	38	green_glove	1	CN	glove	1	1	0	green	glove
dgD3PKcSX3M8GTWgi	English	scene2	39	yellow_phone	1	N	phone	0	1	0	yellow	phone
dgD3PKcSX3M8GTWgi	English	scene4	56	red_cushion	1	CN	cushion	1	1	0	red	cushion
dgD3PKcSX3M8GTWgi	English	scene1	57	white_guitar	1	CN	guitar	1	1	0	white	guitar
dgD3PKcSX3M8GTWgi	English	scene4	62	yellow_door	1	CN	door	1	1	0	yellow	door
dgD3PKcSX3M8GTWgi	English	scene1	65	green_necklace	1	CN	necklace	1	1	0	green	necklace
dgD3PKcSX3M8GTWgi	English	scene1	66	black_luggage	1	A	luggage	0	0	0	black	luggage
7nKnhpK6eRT58bKP2	English	scene3	1	yellow_book	1	CN	book	1	1	0	yellow	book
7nKnhpK6eRT58bKP2	English	scene2	2	green_truck	1	CN	truck	1	1	0	green	truck
7nKnhpK6eRT58bKP2	English	scene2	3	purple_glove	1	CN	glove	1	1	0	purple	glove
7nKnhpK6eRT58bKP2	English	scene4	4	orange_knife	1	CN	knife	1	1	0	orange	knife
7nKnhpK6eRT58bKP2	English	scene3	5	black_bowl	1	CN	bowl	1	1	0	black	bowl
7nKnhpK6eRT58bKP2	English	scene4	7	green_helicopter	1	CN	helicopter	1	1	0	green	helicopter
7nKnhpK6eRT58bKP2	English	scene4	8	red_crown	1	CN	crown	1	1	0	red	crown
7nKnhpK6eRT58bKP2	English	scene4	12	blue_belt	1	CN	belt	1	1	0	blue	belt
7nKnhpK6eRT58bKP2	English	scene2	13	red_bed	1	CN	bed	1	1	0	red	bed
7nKnhpK6eRT58bKP2	English	scene2	16	red_fence	1	CN	fence	1	1	0	red	fence
7nKnhpK6eRT58bKP2	English	scene2	18	white_chair	1	CN	chair	1	1	0	white	chair
7nKnhpK6eRT58bKP2	English	scene3	19	red_comb	1	CN	comb	1	1	0	red	comb
