gameid	Trial	TargetItem	UtteranceType	redUtterance	SufficientProperty	RedundantProperty	NumDistractors	NumSameDistractors	SceneVariation	speakerMessages	listenerMessages	refExp	minimal	redundant	clickedType	clickedSize	clickedColor	colorMentioned	sizeMentioned	typeMentioned	oneMentioned	theMentioned
35NAyGqMuuhEiwwsu	53	big_green_chair	size	minimal	size	color redundant	3	1	0.6666666666666666	kabira	NA	kabira	1	0	chair	big	green	FALSE	TRUE	FALSE	FALSE	FALSE
35NAyGqMuuhEiwwsu	54	small_red_pepper	size	minimal	size	color redundant	3	3	0	saghir	NA	saghir	1	0	pepper	small	red	FALSE	TRUE	FALSE	FALSE	FALSE
35NAyGqMuuhEiwwsu	55	big_yellow_balloon	size	minimal	size	color redundant	4	4	0	kabir	NA	kabir	1	0	balloon	big	yellow	FALSE	TRUE	FALSE	FALSE	FALSE
35NAyGqMuuhEiwwsu	56	big_purple_coathanger	color	minimal	color	size redundant	4	2	0.5	banafsaji	NA	banafsaji	1	0	coathanger	big	purple	TRUE	FALSE	FALSE	FALSE	FALSE
35NAyGqMuuhEiwwsu	57	small_black_turtle	size	minimal	size	color redundant	4	3	0.25	saghir	NA	saghir	1	0	turtle	small	black	FALSE	TRUE	FALSE	FALSE	FALSE
35NAyGqMuuhEiwwsu	58	big_orange_billiardball	color	minimal	color	size redundant	2	1	0.5	a7mar	NA	a7mar	1	0	billiardball	big	orange	TRUE	FALSE	FALSE	FALSE	FALSE
35NAyGqMuuhEiwwsu	60	big_red_stapler	color	minimal	color	size redundant	4	3	0.25	ahmar	NA	ahmar	1	0	stapler	big	red	TRUE	FALSE	FALSE	FALSE	FALSE
35NAyGqMuuhEiwwsu	65	small_black_comb	size	minimal	size	color redundant	2	2	0	saghir	NA	saghir	1	0	comb	small	black	FALSE	TRUE	FALSE	FALSE	FALSE
35NAyGqMuuhEiwwsu	66	small_pink_phone	size	minimal	size	color redundant	4	4	0	saghir	NA	saghir	1	0	phone	small	pink	FALSE	TRUE	FALSE	FALSE	FALSE
35NAyGqMuuhEiwwsu	71	big_white_weddingcake	size	minimal	size	color redundant	2	1	0.5	tayib kabir	NA	tayib kabir	1	0	weddingcake	big	white	FALSE	TRUE	FALSE	FALSE	FALSE
743QreGaJE7p3im4s	5	small_white_pingpongball	color	minimal	color	size redundant	4	3	0.25	tabe bayda	NA	tabe bayda	1	0	pingpongball	small	white	TRUE	FALSE	TRUE	FALSE	FALSE
743QreGaJE7p3im4s	10	big_red_pepper	size and color	redundant	size	color redundant	4	1	0.75	felafel a7mar kbeer__folfol	NA	felafel a7mar kbeer	0	1	pepper	big	red	TRUE	TRUE	FALSE	FALSE	FALSE
743QreGaJE7p3im4s	12	small_green_chair	color	minimal	color	size redundant	2	1	0.5	kerse khadra	NA	kerse khadra	1	0	chair	small	green	TRUE	FALSE	FALSE	FALSE	FALSE
743QreGaJE7p3im4s	16	big_black_comb	size	minimal	size	color redundant	4	4	0	moshot kbeer	NA	moshot kbeer	1	0	comb	big	black	FALSE	TRUE	TRUE	FALSE	FALSE
743QreGaJE7p3im4s	18	big_blue_book	color	minimal	color	size redundant	2	1	0.5	kteb azra2	NA	kteb azra2	1	0	book	big	blue	TRUE	FALSE	TRUE	FALSE	FALSE
743QreGaJE7p3im4s	19	big_blue_tack	color	minimal	color	size redundant	4	4	0	dabs 2azra2	NA	dabs 2azra2	1	0	tack	big	blue	TRUE	FALSE	FALSE	FALSE	FALSE
743QreGaJE7p3im4s	27	big_black_turtle	color	minimal	color	size redundant	4	3	0.25	sol7afet 2aswad	NA	sol7afet 2aswad	1	0	turtle	big	black	TRUE	FALSE	FALSE	FALSE	FALSE
743QreGaJE7p3im4s	31	small_pink_bucket	color	minimal	color	size redundant	3	3	0	satol zaher	NA	satol zaher	1	0	bucket	small	pink	TRUE	FALSE	FALSE	FALSE	FALSE
743QreGaJE7p3im4s	32	big_red_candle	color	minimal	color	size redundant	4	4	0	sham3a 7amra	NA	sham3a 7amra	1	0	candle	big	red	TRUE	FALSE	TRUE	FALSE	FALSE
743QreGaJE7p3im4s	33	small_red_bike	size	minimal	size	color redundant	2	2	0	biceclet zgheeri	NA	biceclet zgheeri	1	0	bike	small	red	FALSE	TRUE	FALSE	FALSE	FALSE
743QreGaJE7p3im4s	35	small_white_shoe	color	minimal	color	size redundant	2	2	0	skarbeeni bayda	NA	skarbeeni bayda	1	0	shoe	small	white	TRUE	FALSE	FALSE	FALSE	FALSE
743QreGaJE7p3im4s	38	big_green_framee	color	minimal	color	size redundant	3	3	0	sa7on akhdar	NA	sa7on akhdar	1	0	framee	big	green	TRUE	FALSE	FALSE	FALSE	FALSE
743QreGaJE7p3im4s	64	small_purple_flower	size	minimal	size	color redundant	3	3	0	asghar warde	NA	asghar warde	1	0	flower	small	purple	FALSE	TRUE	TRUE	FALSE	FALSE
743QreGaJE7p3im4s	68	big_green_bracelet	color	minimal	color	size redundant	2	2	0	2oswara khadra	NA	2oswara khadra	1	0	bracelet	big	green	TRUE	FALSE	FALSE	FALSE	FALSE
7KNu9oiEMipd2MtkM	5	big_purple_hairdryer	color	minimal	color	size redundant	2	2	0	il sushwar il mov	NA	il sushwar il mov	1	0	hairdryer	big	purple	TRUE	FALSE	FALSE	FALSE	FALSE
7KNu9oiEMipd2MtkM	8	small_purple_coathanger	color	minimal	color	size redundant	2	1	0.5	il t3li2a il mov	NA	il t3li2a il mov	1	0	coathanger	small	purple	TRUE	FALSE	FALSE	FALSE	FALSE
7KNu9oiEMipd2MtkM	11	big_yellow_shoe	size	minimal	size	color redundant	3	3	0	akbar subat__skarbeeni	NA	akbar subat	1	0	shoe	big	yellow	FALSE	TRUE	FALSE	FALSE	FALSE
7KNu9oiEMipd2MtkM	12	small_blue_tack	size	minimal	size	color redundant	3	1	0.6666666666666666	as8ar shi	NA	as8ar shi	1	0	tack	small	blue	FALSE	TRUE	FALSE	TRUE	FALSE
7KNu9oiEMipd2MtkM	13	big_orange_pingpongball	color	minimal	color	size redundant	3	2	0.3333333333333333	orange	NA	orange	1	0	pingpongball	big	orange	TRUE	FALSE	FALSE	FALSE	FALSE
7KNu9oiEMipd2MtkM	16	big_blue_binder	size and color	redundant	size	color redundant	4	2	0.5	akbar wi7di zar2a	NA	akbar wi7di zar2a	0	1	binder	big	blue	TRUE	TRUE	FALSE	FALSE	FALSE
7KNu9oiEMipd2MtkM	18	small_black_turtle	color	minimal	color	size redundant	4	3	0.25	il sawda	NA	il sawda	1	0	turtle	small	black	TRUE	FALSE	FALSE	FALSE	FALSE
7KNu9oiEMipd2MtkM	19	big_red_scarf	color	minimal	color	size redundant	3	2	0.3333333333333333	a7mar	NA	a7mar	1	0	scarf	big	red	TRUE	FALSE	FALSE	FALSE	FALSE
7KNu9oiEMipd2MtkM	21	small_black_comb	size	minimal	size	color redundant	4	3	0.25	as8ar shi	NA	as8ar shi	1	0	comb	small	black	FALSE	TRUE	FALSE	TRUE	FALSE
7KNu9oiEMipd2MtkM	28	small_black_belt	size and color	redundant	size	color redundant	3	1	0.6666666666666666	as8ar 2shat 2aswad	NA	as8ar 2shat 2aswad	0	1	belt	small	black	TRUE	TRUE	FALSE	FALSE	FALSE
7KNu9oiEMipd2MtkM	30	big_green_framee	size	minimal	size	color redundant	3	2	0.3333333333333333	akbar shi	NA	akbar shi	1	0	framee	big	green	FALSE	TRUE	FALSE	TRUE	FALSE
7KNu9oiEMipd2MtkM	32	small_red_pepper	size	minimal	size	color redundant	4	1	0.75	as8ar shi	NA	as8ar shi	1	0	pepper	small	red	FALSE	TRUE	FALSE	TRUE	FALSE
7KNu9oiEMipd2MtkM	33	big_blue_candle	color	minimal	color	size redundant	3	3	0	mov	NA	mov	1	0	candle	big	blue	TRUE	FALSE	FALSE	FALSE	FALSE
7KNu9oiEMipd2MtkM	34	small_blue_butterfly	color	minimal	color	size redundant	4	2	0.5	azra2	NA	azra2	1	0	butterfly	small	blue	TRUE	FALSE	FALSE	FALSE	FALSE
7KNu9oiEMipd2MtkM	37	small_black_book	color	minimal	color	size redundant	2	2	0	aswad	NA	aswad	1	0	book	small	black	TRUE	FALSE	FALSE	FALSE	FALSE
7KNu9oiEMipd2MtkM	38	big_purple_yarn	size	minimal	size	color redundant	4	4	0	akbar shi	NA	akbar shi	1	0	yarn	big	purple	FALSE	TRUE	FALSE	TRUE	FALSE
7KNu9oiEMipd2MtkM	39	big_blue_guitar	size	minimal	size	color redundant	3	2	0.3333333333333333	akbar shi	NA	akbar shi	1	0	guitar	big	blue	FALSE	TRUE	FALSE	TRUE	FALSE
7KNu9oiEMipd2MtkM	44	small_purple_billiardball	size	minimal	size	color redundant	4	3	0.25	as8ar shi	NA	as8ar shi	1	0	billiardball	small	purple	FALSE	TRUE	FALSE	TRUE	FALSE
7KNu9oiEMipd2MtkM	51	big_blue_cap	color	minimal	color	size redundant	2	1	0.5	azra2	NA	azra2	1	0	cap	big	blue	TRUE	FALSE	FALSE	FALSE	FALSE
7KNu9oiEMipd2MtkM	52	big_pink_bucket	color	minimal	color	size redundant	4	1	0.75	zahr	NA	zahr	1	0	bucket	big	pink	TRUE	FALSE	FALSE	FALSE	FALSE
7KNu9oiEMipd2MtkM	56	small_orange_cushion	size	minimal	size	color redundant	4	2	0.5	as8ar shi	NA	as8ar shi	1	0	cushion	small	orange	FALSE	TRUE	FALSE	TRUE	FALSE
7KNu9oiEMipd2MtkM	61	small_blue_rug	size	minimal	size	color redundant	2	1	0.5	as8ar shi	NA	as8ar shi	1	0	rug	small	blue	FALSE	TRUE	FALSE	TRUE	FALSE
7KNu9oiEMipd2MtkM	62	small_yellow_napkin	size	minimal	size	color redundant	2	1	0.5	as8ar shi	NA	as8ar shi	1	0	napkin	small	yellow	FALSE	TRUE	FALSE	TRUE	FALSE
7KNu9oiEMipd2MtkM	64	big_red_chair	size	minimal	size	color redundant	2	2	0	akbar shi	NA	akbar shi	1	0	chair	big	red	FALSE	TRUE	FALSE	TRUE	FALSE
7KNu9oiEMipd2MtkM	65	big_blue_toothbrush	size	minimal	size	color redundant	2	2	0	akbar firsheyi	NA	akbar firsheyi	1	0	toothbrush	big	blue	FALSE	TRUE	FALSE	FALSE	FALSE
7KNu9oiEMipd2MtkM	66	big_red_bellpepper	color	minimal	color	size redundant	3	1	0.6666666666666666	7ar 2a7mar	NA	7ar 2a7mar	1	0	bellpepper	big	red	TRUE	FALSE	FALSE	FALSE	FALSE
7KNu9oiEMipd2MtkM	69	big_red_flower	size	minimal	size	color redundant	3	3	0	akbar shi	NA	akbar shi	1	0	flower	big	red	FALSE	TRUE	FALSE	TRUE	FALSE
7KNu9oiEMipd2MtkM	70	small_pink_balloon	color	minimal	color	size redundant	3	3	0	ballon zahr	NA	ballon zahr	1	0	balloon	small	pink	TRUE	FALSE	TRUE	FALSE	FALSE
CTQ7DPToATf6cMCQG	4	small_green_framee	size	minimal	size	color redundant	3	3	0	صغير	NA	صغير	1	0	framee	small	green	FALSE	TRUE	FALSE	FALSE	FALSE
CTQ7DPToATf6cMCQG	10	small_yellow_shoe	size	minimal	size	color redundant	4	1	0.75	صغير	NA	صغير	1	0	shoe	small	yellow	FALSE	TRUE	FALSE	FALSE	FALSE
CTQ7DPToATf6cMCQG	11	small_grey_rock	size	minimal	size	color redundant	3	1	0.6666666666666666	صغير	NA	صغير	1	0	rock	small	grey	FALSE	TRUE	FALSE	FALSE	FALSE
CTQ7DPToATf6cMCQG	12	small_green_jacket	size	minimal	size	color redundant	4	2	0.5	صغير	NA	صغير	1	0	jacket	small	green	FALSE	TRUE	FALSE	FALSE	FALSE
CTQ7DPToATf6cMCQG	15	small_blue_cap	size	minimal	size	color redundant	4	1	0.75	صغير	NA	صغير	1	0	cap	small	blue	FALSE	TRUE	FALSE	FALSE	FALSE
CTQ7DPToATf6cMCQG	28	small_purple_bike	size	minimal	size	color redundant	3	2	0.3333333333333333	صغير	NA	صغير	1	0	bike	small	purple	FALSE	TRUE	FALSE	FALSE	FALSE
CTQ7DPToATf6cMCQG	40	small_red_bucket	size	minimal	size	color redundant	2	2	0	صغير	NA	صغير	1	0	bucket	small	red	FALSE	TRUE	FALSE	FALSE	FALSE
CTQ7DPToATf6cMCQG	49	small_pink_balloon	size	minimal	size	color redundant	3	1	0.6666666666666666	صغير	NA	صغير	1	0	balloon	small	pink	FALSE	TRUE	FALSE	FALSE	FALSE
CTQ7DPToATf6cMCQG	56	small_black_book	size	minimal	size	color redundant	2	2	0	صغير	NA	صغير	1	0	book	small	black	FALSE	TRUE	FALSE	FALSE	FALSE
CTQ7DPToATf6cMCQG	64	small_blue_rug	size	minimal	size	color redundant	4	2	0.5	صغير	NA	صغير	1	0	rug	small	blue	FALSE	TRUE	FALSE	FALSE	FALSE
J2gnT5ynexArsiA5J	6	big_purple_coathanger	color	minimal	color	size redundant	3	1	0.6666666666666666	بنفسجي	NA	بنفسجي	1	0	coathanger	big	purple	TRUE	FALSE	FALSE	FALSE	FALSE
J2gnT5ynexArsiA5J	12	big_red_chair	color	minimal	color	size redundant	4	1	0.75	kirse 7amra	NA	kirse 7amra	1	0	chair	big	red	TRUE	FALSE	TRUE	FALSE	FALSE
J2gnT5ynexArsiA5J	13	small_red_bucket	size and color	redundant	size	color redundant	4	1	0.75	satil 2a7mar z8ir	NA	satil 2a7mar z8ir	0	1	bucket	small	red	TRUE	TRUE	FALSE	FALSE	FALSE
J2gnT5ynexArsiA5J	16	small_red_yarn	color	minimal	color	size redundant	4	2	0.5	2a7mar	NA	2a7mar	1	0	yarn	small	red	TRUE	FALSE	FALSE	FALSE	FALSE
J2gnT5ynexArsiA5J	21	small_white_weddingcake	color	minimal	color	size redundant	3	3	0	2abyad	NA	2abyad	1	0	weddingcake	small	white	TRUE	FALSE	FALSE	FALSE	FALSE
J2gnT5ynexArsiA5J	22	big_white_pingpongball	size	minimal	size	color redundant	3	1	0.6666666666666666	tabi kbiri	NA	tabi kbiri	1	0	pingpongball	big	white	FALSE	TRUE	TRUE	FALSE	FALSE
J2gnT5ynexArsiA5J	24	big_blue_cushion	color	minimal	color	size redundant	2	2	0	zar2a	NA	zar2a	1	0	cushion	big	blue	TRUE	FALSE	FALSE	FALSE	FALSE
J2gnT5ynexArsiA5J	25	small_blue_guitar	color	minimal	color	size redundant	2	1	0.5	2azra2	NA	2azra2	1	0	guitar	small	blue	TRUE	FALSE	FALSE	FALSE	FALSE
J2gnT5ynexArsiA5J	26	big_pink_framee	size	minimal	size	color redundant	4	4	0	kbiri	NA	kbiri	1	0	framee	big	pink	FALSE	TRUE	FALSE	FALSE	FALSE
J2gnT5ynexArsiA5J	28	big_blue_scarf	color	minimal	color	size redundant	3	3	0	2azra2	NA	2azra2	1	0	scarf	big	blue	TRUE	FALSE	FALSE	FALSE	FALSE
J2gnT5ynexArsiA5J	29	big_black_book	size	minimal	size	color redundant	4	3	0.25	kteb kbir	NA	kteb kbir	1	0	book	big	black	FALSE	TRUE	TRUE	FALSE	FALSE
J2gnT5ynexArsiA5J	31	big_orange_billiardball	size	minimal	size	color redundant	3	2	0.3333333333333333	tabi kbiri	NA	tabi kbiri	1	0	billiardball	big	orange	FALSE	TRUE	TRUE	FALSE	FALSE
J2gnT5ynexArsiA5J	33	big_purple_bracelet	size	minimal	size	color redundant	4	2	0.5	kbiri	NA	kbiri	1	0	bracelet	big	purple	FALSE	TRUE	FALSE	FALSE	FALSE
J2gnT5ynexArsiA5J	39	small_red_bike	color	minimal	color	size redundant	4	3	0.25	7amra	NA	7amra	1	0	bike	small	red	TRUE	FALSE	FALSE	FALSE	FALSE
J2gnT5ynexArsiA5J	40	small_purple_stapler	size	minimal	size	color redundant	3	1	0.6666666666666666	s8iri	NA	s8iri	1	0	stapler	small	purple	FALSE	TRUE	FALSE	FALSE	FALSE
J2gnT5ynexArsiA5J	41	small_blue_toothbrush	size	minimal	size	color redundant	2	2	0	s8iri	NA	s8iri	1	0	toothbrush	small	blue	FALSE	TRUE	FALSE	FALSE	FALSE
J2gnT5ynexArsiA5J	43	big_blue_candle	size	minimal	size	color redundant	2	1	0.5	kbiri	NA	kbiri	1	0	candle	big	blue	FALSE	TRUE	FALSE	FALSE	FALSE
J2gnT5ynexArsiA5J	47	big_purple_hairdryer	color	minimal	color	size redundant	2	1	0.5	banafsaji	NA	banafsaji	1	0	hairdryer	big	purple	TRUE	FALSE	FALSE	FALSE	FALSE
J2gnT5ynexArsiA5J	51	big_blue_butterfly	size	minimal	size	color redundant	4	2	0.5	kbiri	NA	kbiri	1	0	butterfly	big	blue	FALSE	TRUE	FALSE	FALSE	FALSE
J2gnT5ynexArsiA5J	53	small_blue_binder	size	minimal	size	color redundant	3	3	0	s8ir	NA	s8ir	1	0	binder	small	blue	FALSE	TRUE	FALSE	FALSE	FALSE
J2gnT5ynexArsiA5J	57	small_yellow_bellpepper	color	minimal	color	size redundant	4	4	0	2asfar	NA	2asfar	1	0	bellpepper	small	yellow	TRUE	FALSE	FALSE	FALSE	FALSE
J2gnT5ynexArsiA5J	59	small_white_phone	size	minimal	size	color redundant	3	3	0	s8ir	NA	s8ir	1	0	phone	small	white	FALSE	TRUE	FALSE	FALSE	FALSE
J2gnT5ynexArsiA5J	61	big_purple_rug	color	minimal	color	size redundant	4	3	0.25	banafsaji	NA	banafsaji	1	0	rug	big	purple	TRUE	FALSE	FALSE	FALSE	FALSE
J2gnT5ynexArsiA5J	63	small_yellow_napkin	size	minimal	size	color redundant	4	4	0	s8iri	NA	s8iri	1	0	napkin	small	yellow	FALSE	TRUE	FALSE	FALSE	FALSE
J2gnT5ynexArsiA5J	64	big_tan_rock	size	minimal	size	color redundant	4	3	0.25	kbiri	NA	kbiri	1	0	rock	big	tan	FALSE	TRUE	FALSE	FALSE	FALSE
J2gnT5ynexArsiA5J	65	small_purple_flower	size and color	redundant	color	size redundant	3	2	0.3333333333333333	s8iri mish 7amra	NA	s8iri mish 7amra	0	1	flower	small	purple	TRUE	TRUE	FALSE	FALSE	FALSE
J2gnT5ynexArsiA5J	67	small_red_tack	size	minimal	size	color redundant	3	2	0.3333333333333333	s8ir	NA	s8ir	1	0	tack	small	red	FALSE	TRUE	FALSE	FALSE	FALSE
J2gnT5ynexArsiA5J	69	small_black_belt	size	minimal	size	color redundant	2	2	0	s8ir	NA	s8ir	1	0	belt	small	black	FALSE	TRUE	FALSE	FALSE	FALSE
J2gnT5ynexArsiA5J	70	small_brown_jacket	size	minimal	size	color redundant	4	1	0.75	s8iri	NA	s8iri	1	0	jacket	small	brown	FALSE	TRUE	FALSE	FALSE	FALSE
LxWvw7LzjpRjtLCmR	16	big_red_scarf	color	minimal	color	size redundant	4	3	0.25	shal hamra2	NA	shal hamra2	1	0	scarf	big	red	TRUE	FALSE	FALSE	FALSE	FALSE
LxWvw7LzjpRjtLCmR	21	big_purple_bike	size	minimal	size	color redundant	2	1	0.5	daraja kabira 2orjowani	NA	daraja kabira 2orjowani	1	0	bike	big	purple	FALSE	TRUE	FALSE	FALSE	FALSE
LxWvw7LzjpRjtLCmR	23	big_yellow_balloon	size and color	redundant	size	color redundant	4	1	0.75	baloon asfar al lawn kabir	NA	baloon asfar al lawn kabir	0	1	balloon	big	yellow	TRUE	TRUE	TRUE	FALSE	FALSE
LxWvw7LzjpRjtLCmR	24	small_red_stapler	color	minimal	color	size redundant	4	4	0	kabasa hamra2	NA	kabasa hamra2	1	0	stapler	small	red	TRUE	FALSE	FALSE	FALSE	FALSE
LxWvw7LzjpRjtLCmR	25	big_orange_cap	size	minimal	size	color redundant	3	3	0	koba3a safra2 kabira	NA	koba3a safra2 kabira	1	0	cap	big	orange	FALSE	TRUE	FALSE	FALSE	FALSE
LxWvw7LzjpRjtLCmR	26	big_white_shoe	size	minimal	size	color redundant	3	1	0.6666666666666666	hitha2 fodi kabir	NA	hitha2 fodi kabir	1	0	shoe	big	white	FALSE	TRUE	FALSE	FALSE	FALSE
LxWvw7LzjpRjtLCmR	29	big_red_flower	size and color	redundant	size	color redundant	2	1	0.5	warda hamra2 kabira	NA	warda hamra2 kabira	0	1	flower	big	red	TRUE	TRUE	TRUE	FALSE	FALSE
LxWvw7LzjpRjtLCmR	31	big_pink_weddingcake	color	minimal	color	size redundant	3	3	0	ka3katon lilzawaj zahr al lawni	NA	ka3katon lilzawaj zahr al lawni	1	0	weddingcake	big	pink	TRUE	FALSE	FALSE	FALSE	FALSE
LxWvw7LzjpRjtLCmR	33	small_yellow_bellpepper	size	minimal	size	color redundant	2	2	0	folayfila saghira safra2	NA	folayfila saghira safra2	1	0	bellpepper	small	yellow	FALSE	TRUE	FALSE	FALSE	FALSE
LxWvw7LzjpRjtLCmR	35	big_grey_rock	size	minimal	size	color redundant	4	2	0.5	hajara ramadiyon kabira	NA	hajara ramadiyon kabira	1	0	rock	big	grey	FALSE	TRUE	FALSE	FALSE	FALSE
LxWvw7LzjpRjtLCmR	40	big_blue_toothbrush	size	minimal	size	color redundant	2	2	0	firshat al asnan kabira	NA	firshat al asnan kabira	1	0	toothbrush	big	blue	FALSE	TRUE	FALSE	FALSE	FALSE
LxWvw7LzjpRjtLCmR	41	big_red_tack	size and color	redundant	size	color redundant	4	2	0.5	dabous hamra2 kabira	NA	dabous hamra2 kabira	0	1	tack	big	red	TRUE	TRUE	FALSE	FALSE	FALSE
LxWvw7LzjpRjtLCmR	46	small_blue_guitar	size	minimal	size	color redundant	3	3	0	gitar saghir	NA	gitar saghir	1	0	guitar	small	blue	FALSE	TRUE	FALSE	FALSE	FALSE
LxWvw7LzjpRjtLCmR	48	big_blue_rug	size	minimal	size	color redundant	4	3	0.25	sajada zarka2 kabira	NA	sajada zarka2 kabira	1	0	rug	big	blue	FALSE	TRUE	FALSE	FALSE	FALSE
LxWvw7LzjpRjtLCmR	53	big_purple_yarn	size	minimal	size	color redundant	4	3	0.25	soof 2orjowani kabir	NA	soof 2orjowani kabir	1	0	yarn	big	purple	FALSE	TRUE	TRUE	FALSE	FALSE
LxWvw7LzjpRjtLCmR	59	small_black_book	size	minimal	size	color redundant	4	4	0	kitabon sawda2 saghir	NA	kitabon sawda2 saghir	1	0	book	small	black	FALSE	TRUE	FALSE	FALSE	FALSE
LxWvw7LzjpRjtLCmR	64	small_pink_bucket	size	minimal	size	color redundant	3	1	0.6666666666666666	satil wardi saghir	NA	satil wardi saghir	1	0	bucket	small	pink	FALSE	TRUE	TRUE	FALSE	FALSE
LxWvw7LzjpRjtLCmR	67	big_green_framee	size	minimal	size	color redundant	4	1	0.75	kadr khadra2 kabeer	NA	kadr khadra2 kabeer	1	0	framee	big	green	FALSE	TRUE	FALSE	FALSE	FALSE
LxWvw7LzjpRjtLCmR	69	small_pink_hairdryer	size	minimal	size	color redundant	4	4	0	nashafat al sha3ir saghira__lol__forgot the name	NA	nashafat al sha3ir saghira	1	0	hairdryer	small	pink	FALSE	TRUE	FALSE	FALSE	FALSE
LxWvw7LzjpRjtLCmR	72	big_red_pepper	size and color	redundant	size	color redundant	3	2	0.3333333333333333	har hamra2 kabira	NA	har hamra2 kabira	0	1	pepper	big	red	TRUE	TRUE	FALSE	FALSE	FALSE
XH3CJvT9vQpKNR7j2	16	big_purple_butterfly	color	minimal	color	size redundant	4	4	0	farshe zaher	NA	farshe zaher	1	0	butterfly	big	purple	TRUE	FALSE	FALSE	FALSE	FALSE
XH3CJvT9vQpKNR7j2	33	big_purple_hairdryer	color	minimal	color	size redundant	3	2	0.3333333333333333	banafsaji	NA	banafsaji	1	0	hairdryer	big	purple	TRUE	FALSE	FALSE	FALSE	FALSE
XH3CJvT9vQpKNR7j2	36	big_green_chair	size and color	redundant	size	color redundant	3	2	0.3333333333333333	akhdar kbir	NA	akhdar kbir	0	1	chair	big	green	TRUE	TRUE	FALSE	FALSE	FALSE
