gameId	language	stage	condition	alt1BasicLevel	alt1SuperLevel	alt2BasicLevel	alt2SuperLevel	listenerSelection	roundNumber	directorAllMessages	directorFirstMessage	guesserAllMessages	nameClickedObj	correct	words	sep	colorMentioned	sizeMentioned	typeMentioned	oneMentioned	theMentioned
35NAyGqMuuhEiwwsu	Arabic	feedback	size41	"NA"	"NA"	"NA"	"NA"	1	11	saghir	saghir		small_purple_bike	1	S		FALSE	TRUE	TRUE	TRUE	FALSE
35NAyGqMuuhEiwwsu	Arabic	feedback	basicSuffType2	squirrel	animal	bookcase	furniture	1	12	ta2ir	ta2ir		eagle	1			FALSE	FALSE	TRUE	TRUE	FALSE
35NAyGqMuuhEiwwsu	Arabic	feedback	color42	"NA"	"NA"	"NA"	"NA"	1	13	banafsaji	banafsaji		big_purple_flower	1	C		TRUE	FALSE	TRUE	TRUE	FALSE
35NAyGqMuuhEiwwsu	Arabic	feedback	subNec	dog	animal	fish	animal	1	14	yu3jibuki	yu3jibuki		husky	1			FALSE	FALSE	TRUE	TRUE	FALSE
35NAyGqMuuhEiwwsu	Arabic	feedback	size21	"NA"	"NA"	"NA"	"NA"	1	15	kabira	kabira		big_orange_cap	1	S		FALSE	TRUE	TRUE	TRUE	FALSE
35NAyGqMuuhEiwwsu	Arabic	feedback	color33	"NA"	"NA"	"NA"	"NA"	1	16	saghir__sah	saghir	nafs lhajem__lon ger__?	small_purple_hairdryer	1	S		FALSE	TRUE	TRUE	TRUE	FALSE
35NAyGqMuuhEiwwsu	Arabic	feedback	basicSuffType2	iguana	animal	cookies	snack	1	17	fil bahr	fil bahr		catfish	1	"c("""", """")"		FALSE	FALSE	TRUE	TRUE	FALSE
35NAyGqMuuhEiwwsu	Arabic	feedback	color44	"NA"	"NA"	"NA"	"NA"	1	18	azraq	azraq		small_blue_scarf	1			FALSE	FALSE	TRUE	TRUE	FALSE
35NAyGqMuuhEiwwsu	Arabic	feedback	subNec	dog	animal	cow	animal	1	19	la yu3jibuki	la yu3jibuki		pug	1	"c("""", """")"		FALSE	FALSE	TRUE	TRUE	FALSE
35NAyGqMuuhEiwwsu	Arabic	feedback	color31	"NA"	"NA"	"NA"	"NA"	1	20	2a7mar	2a7mar		big_red_bellpepper	1	C		TRUE	FALSE	TRUE	TRUE	FALSE
35NAyGqMuuhEiwwsu	Arabic	feedback	supSuff	car	vehicle	cookies	snack	1	21	malabis	malabis		poloShirt	1			FALSE	FALSE	TRUE	TRUE	FALSE
35NAyGqMuuhEiwwsu	Arabic	feedback	basicSuffType2	rabbit	animal	bathrobe	clothing	1	22	ta2ir	ta2ir		pigeon	1			FALSE	FALSE	TRUE	TRUE	FALSE
35NAyGqMuuhEiwwsu	Arabic	feedback	basicSuffType1	bookcase	furniture	wardrobe	furniture	1	23	lil akil	lil akil		diningTable	1	"c("""", """")"		FALSE	FALSE	TRUE	TRUE	FALSE
35NAyGqMuuhEiwwsu	Arabic	feedback	color33	"NA"	"NA"	"NA"	"NA"	1	24	abyad	abyad		big_white_teacup	1	C		TRUE	FALSE	TRUE	TRUE	FALSE
35NAyGqMuuhEiwwsu	Arabic	feedback	color41	"NA"	"NA"	"NA"	"NA"	1	25	saghir zahr	saghir zahr		small_pink_framee	1	"c(""S"", ""C"")"		TRUE	TRUE	TRUE	TRUE	FALSE
35NAyGqMuuhEiwwsu	Arabic	feedback	color32	"NA"	"NA"	"NA"	"NA"	1	26	lawn mu5talif	lawn mu5talif		big_tan_rock	1	"c("""", """")"		FALSE	FALSE	TRUE	TRUE	FALSE
35NAyGqMuuhEiwwsu	Arabic	feedback	basicSuffType2	motorcycle	vehicle	lobster	animal	1	27	lil 3a2ila	lil 3a2ila		suv	1	"c("""", """")"		FALSE	FALSE	TRUE	TRUE	FALSE
35NAyGqMuuhEiwwsu	Arabic	feedback	size41	"NA"	"NA"	"NA"	"NA"	1	28	2a7mar kabir	2a7mar kabir		big_red_yarn	1	"c(""C"", ""S"")"		TRUE	TRUE	TRUE	TRUE	FALSE
35NAyGqMuuhEiwwsu	Arabic	feedback	basicSuffType2	pig	animal	lamp	furniture	1	29	qutb shamali	qutb shamali		polarBear	1	"c("""", """")"		FALSE	FALSE	TRUE	TRUE	FALSE
35NAyGqMuuhEiwwsu	Arabic	feedback	supSuff	motorcycle	vehicle	popcorn	snack	1	30	asfar	asfar		sunflower	1	C		TRUE	FALSE	TRUE	TRUE	FALSE
35NAyGqMuuhEiwwsu	Arabic	feedback	size42	"NA"	"NA"	"NA"	"NA"	1	31	saghir	saghir		small_brown_belt	1	S		FALSE	TRUE	TRUE	TRUE	FALSE
35NAyGqMuuhEiwwsu	Arabic	feedback	size43	"NA"	"NA"	"NA"	"NA"	1	32	saghir	saghir		small_purple_butterfly	1	S		FALSE	TRUE	TRUE	TRUE	FALSE
35NAyGqMuuhEiwwsu	Arabic	feedback	basicSuffType1	rabbit	animal	squirrel	animal	1	33	muftaris	muftaris		grizzlyBear	1			FALSE	FALSE	TRUE	TRUE	FALSE
35NAyGqMuuhEiwwsu	Arabic	feedback	color32	"NA"	"NA"	"NA"	"NA"	1	34	saghir akhda	saghir akhda		small_green_binder	1	"c(""S"", """")"		FALSE	TRUE	TRUE	TRUE	FALSE
35NAyGqMuuhEiwwsu	Arabic	feedback	basicSuffType1	pottedPlant	plant	grasses	plant	1	35	ahmar	ahmar		rose	1	C		TRUE	FALSE	TRUE	TRUE	FALSE
35NAyGqMuuhEiwwsu	Arabic	feedback	subNec	table	furniture	table	furniture	1	36	fi salon amam al kanabaya	fi salon amam al kanabaya		coffeeTable	1	"c("""", """", """", """", """")"		FALSE	FALSE	TRUE	TRUE	FALSE
35NAyGqMuuhEiwwsu	Arabic	feedback	subNec	bear	animal	hamster	animal	1	37	ya2kul la7m	ya2kul la7m		blackBear	1	"c("""", """")"		FALSE	FALSE	TRUE	TRUE	FALSE
35NAyGqMuuhEiwwsu	Arabic	feedback	supSuff	motorcycle	vehicle	bathrobe	clothing	1	38	khzene	khzene		bedsideTable	1			FALSE	FALSE	TRUE	TRUE	FALSE
35NAyGqMuuhEiwwsu	Arabic	feedback	subNec	car	vehicle	firetruck	vehicle	1	39	bi doun saqf	bi doun saqf		convertible	1	"c("""", """", """")"		FALSE	FALSE	TRUE	TRUE	FALSE
35NAyGqMuuhEiwwsu	Arabic	feedback	size32	"NA"	"NA"	"NA"	"NA"	1	40	saghir	saghir		small_blue_rug	1	S		FALSE	TRUE	TRUE	TRUE	FALSE
35NAyGqMuuhEiwwsu	Arabic	feedback	subNec	car	vehicle	ambulance	vehicle	1	41	riyadiya	riyadiya		sportsCar	1			FALSE	FALSE	TRUE	TRUE	FALSE
35NAyGqMuuhEiwwsu	Arabic	feedback	basicSuffType1	snake	animal	bison	animal	1	42	ta2ie	ta2ie		hummingBird	1			FALSE	FALSE	TRUE	TRUE	FALSE
35NAyGqMuuhEiwwsu	Arabic	feedback	color41	"NA"	"NA"	"NA"	"NA"	1	43	azrak	azrak		big_blue_cushion	1			FALSE	FALSE	TRUE	TRUE	FALSE
35NAyGqMuuhEiwwsu	Arabic	feedback	color21	"NA"	"NA"	"NA"	"NA"	1	44	ahmar	ahmar		big_red_tack	1	C		TRUE	FALSE	TRUE	TRUE	FALSE
35NAyGqMuuhEiwwsu	Arabic	feedback	size33	"NA"	"NA"	"NA"	"NA"	1	45	kabir	kabir		big_pink_bucket	1	S		FALSE	TRUE	TRUE	TRUE	FALSE
35NAyGqMuuhEiwwsu	Arabic	feedback	subNec	candy	snack	chips	snack	1	46	gelatin	gelatin		gummyBears	1			FALSE	FALSE	TRUE	TRUE	FALSE
35NAyGqMuuhEiwwsu	Arabic	feedback	color44	"NA"	"NA"	"NA"	"NA"	1	47	azrak	azrak		small_blue_toothbrush	1			FALSE	FALSE	TRUE	TRUE	FALSE
35NAyGqMuuhEiwwsu	Arabic	feedback	size31	"NA"	"NA"	"NA"	"NA"	1	48	asfar kabir	asfar kabir		big_yellow_napkin	1	"c(""C"", ""S"")"		TRUE	TRUE	TRUE	TRUE	FALSE
35NAyGqMuuhEiwwsu	Arabic	feedback	color43	"NA"	"NA"	"NA"	"NA"	1	49	akhdar saghir	akhdar saghir		small_green_jacket	1	"c(""C"", ""S"")"		TRUE	TRUE	TRUE	TRUE	FALSE
35NAyGqMuuhEiwwsu	Arabic	feedback	basicSuffType2	horse	animal	table	furniture	1	50	bamboo	bamboo		pandaBear	1			FALSE	FALSE	TRUE	TRUE	FALSE
35NAyGqMuuhEiwwsu	Arabic	feedback	basicSuffType1	elephant	animal	pig	animal	1	51	ba7r	ba7r		clownFish	1			FALSE	FALSE	TRUE	TRUE	FALSE
35NAyGqMuuhEiwwsu	Arabic	feedback	subNec	candy	snack	cookies	snack	1	52	ishtaraha hasan	ishtaraha hasan		skittles	1	"c("""", """")"		FALSE	FALSE	TRUE	TRUE	FALSE
35NAyGqMuuhEiwwsu	Arabic	feedback	size31	"NA"	"NA"	"NA"	"NA"	1	53	kabira	kabira		big_green_chair	1	S		FALSE	TRUE	TRUE	TRUE	FALSE
35NAyGqMuuhEiwwsu	Arabic	feedback	size33	"NA"	"NA"	"NA"	"NA"	1	54	saghir	saghir		small_red_pepper	1	S		FALSE	TRUE	TRUE	TRUE	FALSE
35NAyGqMuuhEiwwsu	Arabic	feedback	size44	"NA"	"NA"	"NA"	"NA"	1	55	kabir	kabir		big_yellow_balloon	1	S		FALSE	TRUE	TRUE	TRUE	FALSE
35NAyGqMuuhEiwwsu	Arabic	feedback	color42	"NA"	"NA"	"NA"	"NA"	1	56	banafsaji	banafsaji		big_purple_coathanger	1	C		TRUE	FALSE	TRUE	TRUE	FALSE
35NAyGqMuuhEiwwsu	Arabic	feedback	size43	"NA"	"NA"	"NA"	"NA"	1	57	saghir	saghir		small_black_turtle	1	S		FALSE	TRUE	TRUE	TRUE	FALSE
35NAyGqMuuhEiwwsu	Arabic	feedback	color21	"NA"	"NA"	"NA"	"NA"	1	58	a7mar	a7mar		big_orange_billiardball	1	C		TRUE	FALSE	TRUE	TRUE	FALSE
35NAyGqMuuhEiwwsu	Arabic	feedback	basicSuffType1	lion	animal	bird	animal	1	59	ba7r	ba7r		goldFish	1			FALSE	FALSE	TRUE	TRUE	FALSE
35NAyGqMuuhEiwwsu	Arabic	feedback	color43	"NA"	"NA"	"NA"	"NA"	1	60	ahmar	ahmar		big_red_stapler	1	C		TRUE	FALSE	TRUE	TRUE	FALSE
35NAyGqMuuhEiwwsu	Arabic	feedback	basicSuffType2	cookies	snack	ivy	plant	1	61	gelatin	gelatin		jellyBeans	1			FALSE	FALSE	TRUE	TRUE	FALSE
35NAyGqMuuhEiwwsu	Arabic	feedback	color31	"NA"	"NA"	"NA"	"NA"	1	62	banafsajo	banafsajo		big_purple_bracelet	1			FALSE	FALSE	TRUE	TRUE	FALSE
35NAyGqMuuhEiwwsu	Arabic	feedback	supSuff	chips	snack	shirt	clothing	1	63	ta2ir	ta2ir		parrot	1			FALSE	FALSE	TRUE	TRUE	FALSE
35NAyGqMuuhEiwwsu	Arabic	feedback	basicSuffType2	bathrobe	clothing	car	vehicle	1	64	malabis saghir	malabis saghir		hawaiiShirt	1	"c("""", ""S"")"		FALSE	TRUE	TRUE	TRUE	FALSE
35NAyGqMuuhEiwwsu	Arabic	feedback	size22	"NA"	"NA"	"NA"	"NA"	1	65	saghir	saghir		small_black_comb	1	S		FALSE	TRUE	TRUE	TRUE	FALSE
35NAyGqMuuhEiwwsu	Arabic	feedback	size44	"NA"	"NA"	"NA"	"NA"	1	66	saghir	saghir		small_pink_phone	1	S		FALSE	TRUE	TRUE	TRUE	FALSE
35NAyGqMuuhEiwwsu	Arabic	feedback	basicSuffType1	bathrobe	clothing	gloves	clothing	1	67	saghir malabis	saghir malabis		tShirt	1	"c(""S"", """")"		FALSE	TRUE	TRUE	TRUE	FALSE
35NAyGqMuuhEiwwsu	Arabic	feedback	subNec	candy	snack	candy	snack	1	68	hasan	hasan		mnMs	1			FALSE	FALSE	TRUE	TRUE	FALSE
35NAyGqMuuhEiwwsu	Arabic	feedback	color22	"NA"	"NA"	"NA"	"NA"	1	69	azrak	azrak		big_blue_candle	1			FALSE	FALSE	TRUE	TRUE	FALSE
35NAyGqMuuhEiwwsu	Arabic	feedback	basicSuffType2	socks	clothing	snake	animal	1	70	malabis kabir	malabis kabir		dressShirt	1	"c("""", ""S"")"		FALSE	TRUE	TRUE	TRUE	FALSE
35NAyGqMuuhEiwwsu	Arabic	feedback	size21	"NA"	"NA"	"NA"	"NA"	1	71	tayib kabir	tayib kabir		big_white_weddingcake	1	"c("""", ""S"")"		FALSE	TRUE	TRUE	TRUE	FALSE
35NAyGqMuuhEiwwsu	Arabic	feedback	basicSuffType1	firetruck	vehicle	motorcycle	vehicle	1	72	3a2ila	3a2ila		minivan	1			FALSE	FALSE	TRUE	TRUE	FALSE
3uRGDDr9F4h9CYxfY	Arabic	feedback	basicSuffType2	lamp	furniture	flower	plant	1	1	الطاولة	الطاولة		diningTable	1			FALSE	FALSE	TRUE	TRUE	TRUE
3uRGDDr9F4h9CYxfY	Arabic	feedback	supSuff	dress	clothing	wardrobe	furniture	1	2	العصفور	العصفور		hummingBird	1			FALSE	FALSE	TRUE	TRUE	TRUE
3uRGDDr9F4h9CYxfY	Arabic	feedback	basicSuffType1	grasses	plant	rosemary	plant	1	3	الزهرة البيضاء	الزهرة البيضاء	?	daisy	1	"c("""", """")"		TRUE	FALSE	TRUE	TRUE	TRUE
3uRGDDr9F4h9CYxfY	Arabic	feedback	basicSuffType2	kitten	animal	gloves	clothing	1	4	الدب الأسود	الدب الأسود		blackBear	1	"c("""", """")"		TRUE	FALSE	TRUE	TRUE	TRUE
3uRGDDr9F4h9CYxfY	Arabic	feedback	basicSuffType2	motorcycle	vehicle	shirt	clothing	1	5	السيارة البيضاء	السيارة البيضاء		minivan	1	"c("""", """")"		TRUE	FALSE	TRUE	TRUE	TRUE
3uRGDDr9F4h9CYxfY	Arabic	feedback	size32	"NA"	"NA"	"NA"	"NA"	1	6	الدلو الأحمر الكبير	الدلو الأحمر الكبير	?	big_red_bucket	1	"c("""", """", """")"		TRUE	FALSE	TRUE	TRUE	TRUE
3uRGDDr9F4h9CYxfY	Arabic	feedback	basicSuffType1	pretzels	snack	cookies	snack	1	7	الحلوى الملونة	الحلوى الملونة	?	skittles	1	"c("""", """")"		FALSE	FALSE	TRUE	TRUE	TRUE
3uRGDDr9F4h9CYxfY	Arabic	feedback	color42	"NA"	"NA"	"NA"	"NA"	1	8	المكبس الأحمر	المكبس الأحمر	?	small_red_stapler	1	"c("""", """")"		TRUE	FALSE	TRUE	TRUE	TRUE
3uRGDDr9F4h9CYxfY	Arabic	feedback	color33	"NA"	"NA"	"NA"	"NA"	1	9	الفنجان الزهري	الفنجان الزهري	?	big_pink_teacup	1	"c("""", """")"		TRUE	FALSE	TRUE	TRUE	TRUE
3uRGDDr9F4h9CYxfY	Arabic	feedback	basicSuffType1	iguana	animal	snake	animal	1	10	دب الباندا	دب الباندا		pandaBear	1	"c(""N"", """")"		FALSE	FALSE	TRUE	TRUE	TRUE
3uRGDDr9F4h9CYxfY	Arabic	feedback	supSuff	grasses	plant	lamp	furniture	1	11	الحلوى الملونة	الحلوى الملونة		mnMs	1	"c("""", """")"		FALSE	FALSE	TRUE	TRUE	TRUE
3uRGDDr9F4h9CYxfY	Arabic	feedback	basicSuffType1	train	vehicle	ambulance	vehicle	1	12	السيارة الفضية	السيارة الفضية		sportsCar	1	"c("""", """")"		TRUE	FALSE	TRUE	TRUE	TRUE
3uRGDDr9F4h9CYxfY	Arabic	feedback	basicSuffType2	rhino	animal	wardrobe	furniture	1	13	الحمامة	الحمامة		pigeon	1			FALSE	FALSE	TRUE	TRUE	TRUE
3uRGDDr9F4h9CYxfY	Arabic	feedback	basicSuffType2	rabbit	animal	wardrobe	furniture	1	14	الكلب	الكلب		dalmatian	1			FALSE	FALSE	TRUE	TRUE	TRUE
3uRGDDr9F4h9CYxfY	Arabic	feedback	size21	"NA"	"NA"	"NA"	"NA"	1	15	الهاتف الزهري الكبير	الهاتف الزهري الكبير		big_pink_phone	1	"c("""", """", """")"		TRUE	FALSE	TRUE	TRUE	TRUE
3uRGDDr9F4h9CYxfY	Arabic	feedback	basicSuffType2	bathrobe	clothing	firetruck	vehicle	1	16	القميص الأزرق	القميص الأزرق		poloShirt	1	"c("""", """")"		TRUE	FALSE	TRUE	TRUE	TRUE
3uRGDDr9F4h9CYxfY	Arabic	feedback	basicSuffType1	lobster	animal	horse	animal	1	17	السمكة	السمكة	???	clownFish	1			FALSE	FALSE	TRUE	TRUE	TRUE
3uRGDDr9F4h9CYxfY	Arabic	feedback	color41	"NA"	"NA"	"NA"	"NA"	1	18	العقد البنفسجي	العقد البنفسجي		big_purple_bracelet	1	"c("""", """")"		TRUE	FALSE	TRUE	TRUE	TRUE
3uRGDDr9F4h9CYxfY	Arabic	feedback	subNec	bird	animal	pig	animal	1	19	الطائر الملون	الطائر الملون		parrot	1	"c("""", """")"		FALSE	FALSE	TRUE	TRUE	TRUE
3uRGDDr9F4h9CYxfY	Arabic	feedback	color43	"NA"	"NA"	"NA"	"NA"	1	20	الكرة البيضاء	الكرة البيضاء		big_white_pingpongball	1	"c("""", """")"		TRUE	FALSE	TRUE	TRUE	TRUE
3uRGDDr9F4h9CYxfY	Arabic	feedback	color42	"NA"	"NA"	"NA"	"NA"	1	21	الكعكة الزهرية	الكعكة الزهرية	???	big_pink_weddingcake	1	"c("""", """")"		TRUE	FALSE	TRUE	TRUE	TRUE
3uRGDDr9F4h9CYxfY	Arabic	feedback	color32	"NA"	"NA"	"NA"	"NA"	1	22	القماش البنفسجي	القماش البنفسجي	?	small_purple_rug	1	"c("""", """")"		TRUE	FALSE	TRUE	TRUE	TRUE
3uRGDDr9F4h9CYxfY	Arabic	feedback	color21	"NA"	"NA"	"NA"	"NA"	1	23	الآلة الموسيقية الخضراء	الآلة الموسيقية الخضراء	?	big_green_guitar	1	"c("""", """", """")"		TRUE	FALSE	TRUE	TRUE	TRUE
3uRGDDr9F4h9CYxfY	Arabic	feedback	subNec	car	vehicle	firetruck	vehicle	1	24	السيارة الزرقاء اللامعة	السيارة الزرقاء اللامعة	?	convertible	1	"c("""", """", """")"		TRUE	FALSE	TRUE	TRUE	TRUE
3uRGDDr9F4h9CYxfY	Arabic	feedback	subNec	fish	animal	kitten	animal	1	25	السمكة الزرقاء	السمكة الزرقاء	?	swordFish	1	"c("""", """")"		TRUE	FALSE	TRUE	TRUE	TRUE
3uRGDDr9F4h9CYxfY	Arabic	feedback	basicSuffType2	pig	animal	chips	snack	1	26	الذئب	الذئب		husky	1			FALSE	FALSE	TRUE	TRUE	TRUE
3uRGDDr9F4h9CYxfY	Arabic	feedback	supSuff	cow	animal	popcorn	snack	1	27	السيارة البيضاء	السيارة البيضاء		suv	1	"c("""", """")"		TRUE	FALSE	TRUE	TRUE	TRUE
3uRGDDr9F4h9CYxfY	Arabic	feedback	subNec	candy	snack	pretzels	snack	1	28	حلوى الدبدوب	حلوى الدبدوب		gummyBears	1	"c(""N"", """")"		FALSE	FALSE	TRUE	TRUE	TRUE
3uRGDDr9F4h9CYxfY	Arabic	feedback	size33	"NA"	"NA"	"NA"	"NA"	1	29	الحجرة الكبيرة	الحجرة الكبيرة	?	big_grey_rock	1	"c("""", """")"		FALSE	FALSE	TRUE	TRUE	TRUE
3uRGDDr9F4h9CYxfY	Arabic	feedback	subNec	shirt	clothing	shirt	clothing	1	30	القميص ذو الأكمام الطويلة	القميص ذو الأكمام الطويلة		dressShirt	1	"c("""", """", """", """")"		FALSE	FALSE	TRUE	TRUE	TRUE
3uRGDDr9F4h9CYxfY	Arabic	feedback	basicSuffType1	bathrobe	clothing	socks	clothing	1	31	القميص	القميص		hawaiiShirt	1			FALSE	FALSE	TRUE	TRUE	TRUE
3uRGDDr9F4h9CYxfY	Arabic	feedback	color22	"NA"	"NA"	"NA"	"NA"	1	32	السشوار البنفسجي	السشوار البنفسجي		small_purple_hairdryer	1	"c("""", """")"		TRUE	FALSE	TRUE	TRUE	TRUE
3uRGDDr9F4h9CYxfY	Arabic	feedback	basicSuffType1	lamp	furniture	wardrobe	furniture	1	33	الدرسر	الدرسر	?	bedsideTable	1			FALSE	FALSE	TRUE	TRUE	TRUE
3uRGDDr9F4h9CYxfY	Arabic	feedback	color31	"NA"	"NA"	"NA"	"NA"	1	34	البالون الأصفر	البالون الأصفر	?	small_yellow_balloon	1	"c("""", """")"		TRUE	FALSE	TRUE	TRUE	TRUE
3uRGDDr9F4h9CYxfY	Arabic	feedback	color21	"NA"	"NA"	"NA"	"NA"	1	35	الدراجة البنفسجية	الدراجة البنفسجية	?	big_purple_bike	1	"c("""", """")"		TRUE	FALSE	TRUE	TRUE	TRUE
3uRGDDr9F4h9CYxfY	Arabic	feedback	supSuff	bed	furniture	rosemary	plant	1	36	الكلب	الكلب		pug	1			FALSE	FALSE	TRUE	TRUE	TRUE
3uRGDDr9F4h9CYxfY	Arabic	feedback	color44	"NA"	"NA"	"NA"	"NA"	1	37	المشط الأزرق	المشط الأزرق		big_blue_comb	1	"c("""", """")"		TRUE	FALSE	TRUE	TRUE	TRUE
3uRGDDr9F4h9CYxfY	Arabic	feedback	color41	"NA"	"NA"	"NA"	"NA"	1	38	الفرشاة الحمراء	الفرشاة الحمراء		big_red_toothbrush	1	"c("""", """")"		TRUE	FALSE	TRUE	TRUE	TRUE
3uRGDDr9F4h9CYxfY	Arabic	feedback	size44	"NA"	"NA"	"NA"	"NA"	1	39	الدبوس الصغير	الدبوس الصغير		small_red_tack	1	"c("""", """")"		FALSE	TRUE	TRUE	TRUE	TRUE
3uRGDDr9F4h9CYxfY	Arabic	feedback	size31	"NA"	"NA"	"NA"	"NA"	1	40	الحذاء الصغير	الحذاء الصغير		small_white_shoe	1	"c("""", """")"		FALSE	TRUE	TRUE	TRUE	TRUE
3uRGDDr9F4h9CYxfY	Arabic	feedback	subNec	dog	animal	hamster	animal	1	41	الكلب الأسود و البني	الكلب الأسود و البني		germanShepherd	1	"c("""", """", """", """")"		TRUE	FALSE	TRUE	TRUE	TRUE
3uRGDDr9F4h9CYxfY	Arabic	feedback	size31	"NA"	"NA"	"NA"	"NA"	1	42	التعليقة الكبيرة	التعليقة الكبيرة	?	big_purple_coathanger	1	"c("""", """")"		FALSE	FALSE	TRUE	TRUE	TRUE
3uRGDDr9F4h9CYxfY	Arabic	feedback	size42	"NA"	"NA"	"NA"	"NA"	1	43	الصغيرة	الصغيرة		small_orange_napkin	1			FALSE	TRUE	TRUE	TRUE	TRUE
3uRGDDr9F4h9CYxfY	Arabic	feedback	color33	"NA"	"NA"	"NA"	"NA"	1	44	الزهرية	الزهرية		small_pink_framee	1			TRUE	FALSE	TRUE	TRUE	TRUE
3uRGDDr9F4h9CYxfY	Arabic	feedback	color32	"NA"	"NA"	"NA"	"NA"	1	45	الكتاب الأزرق	الكتاب الأزرق		small_blue_book	1	"c("""", """")"		TRUE	FALSE	TRUE	TRUE	TRUE
3uRGDDr9F4h9CYxfY	Arabic	feedback	basicSuffType1	socks	clothing	gloves	clothing	1	46	القميص الأزرق	القميص الأزرق	????	tShirt	1	"c("""", """")"		TRUE	FALSE	TRUE	TRUE	TRUE
3uRGDDr9F4h9CYxfY	Arabic	feedback	color44	"NA"	"NA"	"NA"	"NA"	1	47	الفلفل الأخضر	الفلفل الأخضر		big_green_pepper	1	"c("""", """")"		TRUE	FALSE	TRUE	TRUE	TRUE
3uRGDDr9F4h9CYxfY	Arabic	feedback	size41	"NA"	"NA"	"NA"	"NA"	1	48	الخيط الأحمر الصغير	الخيط الأحمر الصغير	?	small_red_yarn	1	"c("""", """", """")"		TRUE	TRUE	TRUE	TRUE	TRUE
3uRGDDr9F4h9CYxfY	Arabic	feedback	color22	"NA"	"NA"	"NA"	"NA"	1	49	المعطف البني	المعطف البني	?	big_brown_jacket	1	"c("""", """")"		TRUE	FALSE	TRUE	TRUE	TRUE
3uRGDDr9F4h9CYxfY	Arabic	feedback	supSuff	rosemary	plant	bathrobe	clothing	1	50	السمكة	السمكة	?	catfish	1			FALSE	FALSE	TRUE	TRUE	TRUE
3uRGDDr9F4h9CYxfY	Arabic	feedback	subNec	fish	animal	crocodile	animal	1	51	السمكة الصغيرة	السمكة الصغيرة		goldFish	1	"c("""", """")"		FALSE	TRUE	TRUE	TRUE	TRUE
3uRGDDr9F4h9CYxfY	Arabic	feedback	size41	"NA"	"NA"	"NA"	"NA"	1	52	الوشاح الأزرق الكبير	الوشاح الأزرق الكبير		big_blue_scarf	1	"c("""", """", """")"		TRUE	FALSE	TRUE	TRUE	TRUE
3uRGDDr9F4h9CYxfY	Arabic	feedback	size22	"NA"	"NA"	"NA"	"NA"	1	53	الملف الصغير	الملف الصغير		small_blue_binder	1	"c("""", """")"		FALSE	TRUE	TRUE	TRUE	TRUE
3uRGDDr9F4h9CYxfY	Arabic	feedback	size33	"NA"	"NA"	"NA"	"NA"	1	54	المخدة الصغيرة	المخدة الصغيرة		small_blue_cushion	1	"c("""", """")"		FALSE	TRUE	TRUE	TRUE	TRUE
