gameId	language	stage	condition	imageType	listenerSelection	roundNumber	directorAllMessages	directorFirstMessage	directorSecondMessage	guesserAllMessages	nameClickedObj	ItemID	distractorOne	distractorTwo	distractorThree	distractorFour	distractorFive	correct	TakeFirst	words	sep	words2	colorMentioned	sizeMentioned	typeMentioned	oneMentioned	theMentioned
zEvfWFiJr3aGqiCxS	French	feedback	size_basic_target_f	NA	1	11	petite chaise rouge	petite chaise rouge	"NA"		small_red_chair	mouse_chair	small_yellow_chair	big_red_mouse	big_yellow_chair	no_extras	no_extras	1	T	"c(""S"", ""N"", ""C"")"			TRUE	TRUE	TRUE	FALSE	FALSE
zEvfWFiJr3aGqiCxS	French	feedback	size_diff_diff_f	NA	1	12	petite cuillère noire__louche	petite cuillère noire	louche		small_black_ladle	fork_ladle	small_purple_ladle	big_black_fork	big_purple_ladle	big_purple_fork	big_purple_fork	1	T	"c(""S"", ""N"", ""C"")"		N	TRUE	TRUE	TRUE	FALSE	TRUE
zEvfWFiJr3aGqiCxS	French	feedback	color_diff_same_m	NA	1	13	grand avion vert	grand avion vert	"NA"		big_green_airplane	lipstick_airplane	small_green_airplane	big_black_lipstick	small_black_airplane	small_green_lipstick	small_green_lipstick	1	T	"c(""S"", ""N"", ""C"")"			TRUE	TRUE	TRUE	FALSE	FALSE
zEvfWFiJr3aGqiCxS	French	feedback	size_basic_filler_1_f	NA	1	14	grande bougie blanche	grande bougie blanche	"NA"		big_white_candle	mug_candle	big_red_candle	small_red_mug	small_white_candle	no_extras	no_extras	1	T	"c(""S"", ""N"", ""C"")"			TRUE	TRUE	TRUE	FALSE	TRUE
zEvfWFiJr3aGqiCxS	French	feedback	size_same_same_f	NA	1	15	petite loupe jaune	petite loupe jaune	"NA"		small_yellow_magnifyingglass	key_magnifyingglass	small_blue_magnifyingglass	big_yellow_key	big_blue_magnifyingglass	small_blue_magnifyingglass	small_blue_magnifyingglass	1	T	"c(""S"", ""N"", ""C"")"			TRUE	TRUE	TRUE	FALSE	TRUE
zEvfWFiJr3aGqiCxS	French	feedback	color_basic_filler_1_m	NA	1	16	petit cadenas vert	petit cadenas vert	"NA"		small_green_lock	cake_lock	big_green_lock	big_purple_cake	small_purple_lock	no_extras	no_extras	1	T	"c(""S"", ""N"", ""C"")"			TRUE	TRUE	TRUE	FALSE	FALSE
zEvfWFiJr3aGqiCxS	French	feedback	color_basic_filler_2_f	NA	1	17	casquette blanche	casquette blanche	"NA"		small_white_cap	door_cap	small_blue_door	big_blue_door	big_white_door	no_extras	no_extras	1	T	"c(""N"", ""C"")"			TRUE	FALSE	TRUE	FALSE	TRUE
zEvfWFiJr3aGqiCxS	French	feedback	size_basic_target_m	NA	1	18	bonbon noir	bonbon noir	"NA"		small_black_bonbon	robot_bonbon	small_purple_bonbon	big_black_robot	big_purple_bonbon	no_extras	no_extras	1	T	"c(""N"", ""C"")"			TRUE	FALSE	TRUE	FALSE	FALSE
zEvfWFiJr3aGqiCxS	French	feedback	color_basic_filler_3_m	NA	1	19	vélo bleu	vélo bleu	"NA"		small_blue_bike	pencil_bike	big_white_bike	small_white_bike	big_blue_pencil	no_extras	no_extras	1	T	"c(""N"", ""C"")"			TRUE	FALSE	TRUE	FALSE	TRUE
zEvfWFiJr3aGqiCxS	French	feedback	size_basic_filler_1_m	NA	1	20	grand litt jaune	grand litt jaune	"NA"		big_yellow_bed	switch_bed	big_blue_bed	small_blue_switch	small_yellow_bed	no_extras	no_extras	1	T	"c(""S"", """", ""C"")"			TRUE	TRUE	TRUE	FALSE	TRUE
zEvfWFiJr3aGqiCxS	French	feedback	color_same_same_m	NA	1	21	grand coquillage noir	grand coquillage noir	"NA"		big_black_shell	razor_shell	small_black_shell	big_orange_razor	small_orange_shell	small_black_shell	small_black_shell	1	T	"c(""S"", ""N"", ""C"")"			TRUE	TRUE	TRUE	FALSE	TRUE
zEvfWFiJr3aGqiCxS	French	feedback	color_diff_same_f	NA	1	22	petite bague bleue	petite bague bleue	"NA"		small_blue_ring	pan_ring	big_blue_ring	small_red_pan	big_red_ring	big_blue_pan	big_blue_pan	1	T	"c(""S"", ""N"", ""C"")"			TRUE	TRUE	TRUE	FALSE	TRUE
zEvfWFiJr3aGqiCxS	French	feedback	size_diff_same_m	NA	1	23	fauteuil blanc	fauteuil blanc	"NA"		big_white_armchair	rug_armchair	big_red_armchair	small_white_rug	small_red_armchair	big_red_rug	big_red_rug	1	T	"c(""N"", ""C"")"			TRUE	FALSE	TRUE	FALSE	TRUE
zEvfWFiJr3aGqiCxS	French	feedback	color_diff_diff_f	NA	1	24	petite guitare jaune	petite guitare jaune	"NA"		small_yellow_guitar	scarf_guitar	big_yellow_guitar	small_red_scarf	big_red_guitar	big_red_scarf	big_red_scarf	1	T	"c(""S"", ""N"", ""C"")"			TRUE	TRUE	TRUE	FALSE	TRUE
zEvfWFiJr3aGqiCxS	French	feedback	size_basic_filler_2_m	NA	1	25	coussin bleu	coussin bleu	"NA"		big_blue_cushion	present_cushion	small_blue_present	small_yellow_present	big_yellow_present	no_extras	no_extras	1	T	"c(""N"", ""C"")"			TRUE	FALSE	TRUE	FALSE	TRUE
zEvfWFiJr3aGqiCxS	French	feedback	color_diff_diff_m	NA	1	26	grand téléphone bleu	grand téléphone bleu	"NA"		big_blue_phone	balloon_phone	small_blue_phone	big_white_balloon	small_white_phone	small_white_balloon	small_white_balloon	1	T	"c(""S"", ""N"", ""C"")"			TRUE	TRUE	TRUE	FALSE	TRUE
zEvfWFiJr3aGqiCxS	French	feedback	size_same_diff_m	NA	1	27	tournevis vert	tournevis vert	"NA"		big_green_screwdriver	hammer_screwdriver	big_purple_screwdriver	small_green_hammer	small_purple_screwdriver	small_purple_screwdriver	small_purple_screwdriver	1	T	"c(""N"", ""C"")"			TRUE	FALSE	TRUE	FALSE	FALSE
zEvfWFiJr3aGqiCxS	French	feedback	size_diff_diff_m	NA	1	28	camion vert	camion vert	"NA"		big_green_truck	drum_truck	big_black_truck	small_green_drum	small_black_truck	small_black_drum	small_black_drum	1	T	"c(""N"", ""C"")"			TRUE	FALSE	TRUE	FALSE	FALSE
zEvfWFiJr3aGqiCxS	French	feedback	color_same_diff_f	NA	1	29	petite règle blanche	petite règle blanche	"NA"		small_white_ruler	dress_ruler	big_white_ruler	small_blue_dress	big_blue_ruler	big_blue_ruler	big_blue_ruler	1	T	"c(""S"", ""N"", ""C"")"			TRUE	TRUE	TRUE	FALSE	TRUE
zEvfWFiJr3aGqiCxS	French	feedback	size_same_same_m	NA	1	30	masque jaune	masque jaune	"NA"		big_yellow_mask	bucket_mask	big_red_mask	small_yellow_bucket	small_red_mask	big_red_mask	big_red_mask	1	T	"c(""N"", ""C"")"			TRUE	FALSE	TRUE	FALSE	TRUE
zEvfWFiJr3aGqiCxS	French	feedback	color_basic_filler_1_f	NA	1	31	petite boule rouge	petite boule rouge	"NA"		small_red_ornament	belt_ornament	big_red_ornament	big_yellow_belt	small_yellow_ornament	no_extras	no_extras	1	T	"c(""S"", ""N"", ""C"")"			TRUE	TRUE	TRUE	FALSE	TRUE
zEvfWFiJr3aGqiCxS	French	feedback	size_basic_filler_2_f	NA	1	32	lampe bleue	lampe bleue	"NA"		big_blue_lamp	crown_lamp	small_blue_crown	small_red_crown	big_red_crown	no_extras	no_extras	1	T	"c(""N"", ""C"")"			TRUE	FALSE	TRUE	FALSE	TRUE
eix4s2X9tYx4PSFfr	French	feedback	color_same_same_f	NA	1	1	le petite pelle orange	le petite pelle orange	"NA"		small_orange_shovel	ladle_shovel	big_orange_shovel	small_black_ladle	big_black_shovel	big_orange_shovel	big_orange_shovel	1	T	"c(""A"", ""S"", ""N"", ""C"")"			TRUE	TRUE	TRUE	FALSE	TRUE
eix4s2X9tYx4PSFfr	French	feedback	size_basic_filler_3_f	NA	1	2	la petite casquette rouge	la petite casquette rouge	"NA"	merci	small_red_cap	ring_cap	big_blue_cap	big_red_cap	small_blue_ring	no_extras	no_extras	1	T	"c(""A"", ""S"", ""N"", ""C"")"			TRUE	TRUE	TRUE	FALSE	TRUE
eix4s2X9tYx4PSFfr	French	feedback	color_same_diff_f	NA	1	3	la petite clé jaune	la petite clé jaune	"NA"		small_yellow_key	calculator_key	big_yellow_key	small_blue_calculator	big_blue_key	big_blue_key	big_blue_key	1	T	"c(""A"", ""S"", ""N"", ""C"")"			TRUE	TRUE	TRUE	FALSE	TRUE
eix4s2X9tYx4PSFfr	French	feedback	size_diff_same_f	NA	1	4	la chaise blanche	la chaise blanche	"NA"	merci	small_white_chair	napkin_chair	small_red_chair	big_white_napkin	big_red_chair	small_red_napkin	small_red_napkin	1	T	"c(""A"", ""N"", ""C"")"			TRUE	FALSE	TRUE	FALSE	TRUE
eix4s2X9tYx4PSFfr	French	feedback	size_same_diff_m	NA	1	5	le vase noir	le vase noir	"NA"		big_black_vase	airplane_vase	big_orange_vase	small_black_airplane	small_orange_vase	small_orange_vase	small_orange_vase	1	T	"c(""A"", ""N"", ""C"")"			TRUE	FALSE	TRUE	FALSE	TRUE
eix4s2X9tYx4PSFfr	French	feedback	color_diff_same_m	NA	1	6	le gros tambour noir	le gros tambour noir	"NA"		big_black_drum	calendar_drum	small_black_drum	big_purple_calendar	small_purple_drum	small_black_calendar	small_black_calendar	1	T	"c(""A"", ""S"", ""N"", ""C"")"			TRUE	TRUE	TRUE	FALSE	TRUE
eix4s2X9tYx4PSFfr	French	feedback	size_diff_same_m	NA	1	7	le ceintre rouge	le ceintre rouge	"NA"	ok !	big_red_coathanger	cushion_coathanger	big_blue_coathanger	small_red_cushion	small_blue_coathanger	big_blue_cushion	big_blue_cushion	1	T	"c(""A"", """", ""C"")"			TRUE	FALSE	FALSE	FALSE	TRUE
eix4s2X9tYx4PSFfr	French	feedback	color_basic_filler_1_m	NA	1	8	le petit tapis rouge	le petit tapis rouge	"NA"		small_red_rug	frame_rug	big_red_rug	big_blue_frame	small_blue_rug	no_extras	no_extras	1	T	"c(""A"", ""S"", ""N"", ""C"")"			TRUE	TRUE	TRUE	FALSE	TRUE
eix4s2X9tYx4PSFfr	French	feedback	color_basic_filler_2_f	NA	1	9	la peolle	la peolle	"NA"		small_blue_pan	clock_pan	small_yellow_clock	big_yellow_clock	big_blue_clock	no_extras	no_extras	1	T	"c(""A"", """")"			FALSE	FALSE	FALSE	FALSE	TRUE
eix4s2X9tYx4PSFfr	French	feedback	size_basic_filler_2_m	NA	1	10	le bonbon	le bonbon	"NA"		big_black_bonbon	fish_bonbon	small_black_fish	small_green_fish	big_green_fish	no_extras	no_extras	1	T	"c(""A"", ""N"")"			FALSE	FALSE	TRUE	FALSE	TRUE
eix4s2X9tYx4PSFfr	French	feedback	size_basic_target_m	NA	1	11	le vélo jaune	le vélo jaune	"NA"		small_yellow_bike	switch_bike	small_blue_bike	big_yellow_switch	big_blue_bike	no_extras	no_extras	1	T	"c(""A"", ""N"", ""C"")"			TRUE	FALSE	TRUE	FALSE	TRUE
eix4s2X9tYx4PSFfr	French	feedback	size_basic_target_f	NA	1	12	la tasse bleue	la tasse bleue	"NA"		small_blue_mug	stapler_mug	small_red_mug	big_blue_stapler	big_red_mug	no_extras	no_extras	1	T	"c(""A"", ""N"", ""C"")"			TRUE	FALSE	TRUE	FALSE	TRUE
eix4s2X9tYx4PSFfr	French	feedback	color_basic_filler_3_m	NA	1	13	le ballon blanc	le ballon blanc	"NA"		small_white_balloon	pencil_balloon	big_blue_balloon	small_blue_balloon	big_white_pencil	no_extras	no_extras	1	T	"c(""A"", ""N"", ""C"")"			TRUE	FALSE	TRUE	FALSE	TRUE
eix4s2X9tYx4PSFfr	French	feedback	color_basic_filler_3_f	NA	1	14	la cuiller noire	la cuiller noire	"NA"		small_black_spoon	fork_spoon	big_purple_spoon	small_purple_spoon	big_black_fork	no_extras	no_extras	1	T	"c(""A"", """", ""C"")"			TRUE	FALSE	TRUE	FALSE	TRUE
eix4s2X9tYx4PSFfr	French	feedback	size_diff_diff_m	NA	1	15	le sceau bleu	le sceau bleu	"NA"		big_blue_bucket	butterfly_bucket	big_yellow_bucket	small_blue_butterfly	small_yellow_bucket	small_yellow_butterfly	small_yellow_butterfly	1	T	"c(""A"", """", ""C"")"			TRUE	FALSE	FALSE	FALSE	TRUE
eix4s2X9tYx4PSFfr	French	feedback	color_diff_diff_f	NA	1	16	la petite souris jaune	la petite souris jaune	"NA"		small_yellow_mouse	scarf_mouse	big_yellow_mouse	small_white_scarf	big_white_mouse	big_white_scarf	big_white_scarf	1	T	"c(""A"", ""S"", ""N"", ""C"")"			TRUE	TRUE	TRUE	FALSE	TRUE
eix4s2X9tYx4PSFfr	French	feedback	color_basic_target_f	NA	1	17	la petite tente orange	la petite tente orange	"NA"		small_orange_tent	sock_tent	big_orange_tent	small_black_sock	big_black_tent	no_extras	no_extras	1	T	"c(""A"", ""S"", ""N"", ""C"")"			TRUE	TRUE	TRUE	FALSE	TRUE
eix4s2X9tYx4PSFfr	French	feedback	size_basic_filler_2_f	NA	1	18	la ceinture	la ceinture	"NA"		big_yellow_belt	ruler_belt	small_yellow_ruler	small_red_ruler	big_red_ruler	no_extras	no_extras	1	T	"c(""A"", ""N"")"			FALSE	FALSE	TRUE	FALSE	TRUE
eix4s2X9tYx4PSFfr	French	feedback	size_diff_diff_f	NA	1	19	la robe blanche	la robe blanche	"NA"		small_white_dress	ornament_dress	small_blue_dress	big_white_ornament	big_blue_dress	big_blue_ornament	big_blue_ornament	1	T	"c(""A"", ""N"", ""C"")"			TRUE	FALSE	TRUE	FALSE	TRUE
eix4s2X9tYx4PSFfr	French	feedback	size_same_diff_f	NA	1	20	la cravate violette	la cravate violette	"NA"		small_purple_tie	remote_tie	small_green_tie	big_purple_remote	big_green_tie	big_green_tie	big_green_tie	1	T	"c(""A"", ""N"", ""C"")"			TRUE	FALSE	TRUE	FALSE	TRUE
eix4s2X9tYx4PSFfr	French	feedback	color_basic_filler_1_f	NA	1	21	la petite fleur jaune	la petite fleur jaune	"NA"		small_yellow_flower	guitar_flower	big_yellow_flower	big_white_guitar	small_white_flower	no_extras	no_extras	1	T	"c(""A"", ""S"", ""N"", ""C"")"			TRUE	TRUE	TRUE	FALSE	TRUE
eix4s2X9tYx4PSFfr	French	feedback	color_same_same_m	NA	1	22	le gros robot vert	le gros robot vert	"NA"		big_green_robot	lock_robot	small_green_robot	big_purple_lock	small_purple_robot	small_green_robot	small_green_robot	1	T	"c(""A"", ""S"", ""N"", ""C"")"			TRUE	TRUE	TRUE	FALSE	TRUE
eix4s2X9tYx4PSFfr	French	feedback	color_basic_filler_2_m	NA	1	23	le gateau	le gateau	"NA"		small_orange_cake	piano_cake	small_black_piano	big_black_piano	big_orange_piano	no_extras	no_extras	1	T	"c(""A"", ""N"")"			FALSE	FALSE	TRUE	FALSE	TRUE
eix4s2X9tYx4PSFfr	French	feedback	size_basic_filler_1_f	NA	1	24	la grosse bougie jaune	la grosse bougie jaune	"NA"		big_yellow_candle	door_candle	big_blue_candle	small_blue_door	small_yellow_candle	no_extras	no_extras	1	T	"c(""A"", ""S"", ""N"", ""C"")"			TRUE	TRUE	TRUE	FALSE	TRUE
eix4s2X9tYx4PSFfr	French	feedback	color_same_diff_m	NA	1	25	la grosse coquille st jacques noire	la grosse coquille st jacques noire	"NA"		big_black_shell	lipstick_shell	small_black_shell	big_purple_lipstick	small_purple_shell	small_purple_shell	small_purple_shell	1	T	"c(""A"", ""S"", ""N"", """", """", ""C"")"			TRUE	TRUE	TRUE	FALSE	TRUE
eix4s2X9tYx4PSFfr	French	feedback	color_diff_diff_m	NA	1	26	le gros tournevis violet	le gros tournevis violet	"NA"		big_purple_screwdriver	razor_screwdriver	small_purple_screwdriver	big_orange_razor	small_orange_screwdriver	small_orange_razor	small_orange_razor	1	T	"c(""A"", ""S"", ""N"", ""C"")"			TRUE	TRUE	TRUE	FALSE	TRUE
eix4s2X9tYx4PSFfr	French	feedback	size_basic_filler_1_m	NA	1	27	le cadeau rouge	le cadeau rouge	"NA"		big_red_present	phone_present	big_white_present	small_white_phone	small_red_present	no_extras	no_extras	1	T	"c(""A"", ""N"", ""C"")"			TRUE	FALSE	TRUE	FALSE	TRUE
eix4s2X9tYx4PSFfr	French	feedback	size_same_same_f	NA	1	28	la lampe bleue	la lampe bleue	"NA"		small_blue_lamp	billiardball_lamp	small_yellow_lamp	big_blue_billiardball	big_yellow_lamp	small_yellow_lamp	small_yellow_lamp	1	T	"c(""A"", ""N"", ""C"")"			TRUE	FALSE	TRUE	FALSE	TRUE
eix4s2X9tYx4PSFfr	French	feedback	size_same_same_m	NA	1	29	le microscope noire	le microscope noire	"NA"		big_black_microscope	die_microscope	big_green_microscope	small_black_die	small_green_microscope	big_green_microscope	big_green_microscope	1	T	"c(""A"", ""N"", ""C"")"			TRUE	FALSE	TRUE	FALSE	TRUE
eix4s2X9tYx4PSFfr	French	feedback	color_basic_target_m	NA	1	30	le petit lit jaune	le petit lit jaune	"NA"		small_yellow_bed	comb_bed	big_yellow_bed	small_red_comb	big_red_bed	no_extras	no_extras	1	T	"c(""A"", ""S"", ""N"", ""C"")"			TRUE	TRUE	TRUE	FALSE	TRUE
eix4s2X9tYx4PSFfr	French	feedback	color_diff_same_f	NA	1	31	la petite couronne rouge	la petite couronne rouge	"NA"		small_red_crown	magnifyingglass_crown	big_red_crown	small_yellow_magnifyingglass	big_yellow_crown	big_red_magnifyingglass	big_red_magnifyingglass	1	T	"c(""A"", ""S"", ""N"", ""C"")"			TRUE	TRUE	TRUE	FALSE	TRUE
eix4s2X9tYx4PSFfr	French	feedback	size_basic_filler_3_m	NA	1	32	le petit siège bleu	le petit siège bleu	"NA"		small_blue_armchair	mask_armchair	big_red_armchair	big_blue_armchair	small_red_mask	no_extras	no_extras	1	T	"c(""A"", ""S"", ""N"", ""C"")"			TRUE	TRUE	TRUE	FALSE	TRUE
pCYTe9bfi5mhaQGC7	French	feedback	size_basic_filler_2_f	NA	1	1	c'est un chapeau blanc__l'autre !	c'est un chapeau blanc	l'autre !	celui en pointe ?	big_white_cap	napkin_cap	small_white_napkin	small_red_napkin	big_red_napkin	no_extras	no_extras	1	T	"c("""", """", ""A"", ""N"", ""C"")"		"c(""A"", """", """")"	TRUE	FALSE	TRUE	FALSE	TRUE
pCYTe9bfi5mhaQGC7	French	feedback	color_diff_diff_m	NA	1	2	c'est un gros coquillage orange.	c'est un gros coquillage orange.	"NA"		big_orange_shell	hammer_shell	small_orange_shell	big_black_hammer	small_black_shell	small_black_hammer	small_black_hammer	1	T	"c("""", """", ""A"", ""S"", ""N"", ""C"")"			TRUE	TRUE	TRUE	FALSE	TRUE
pCYTe9bfi5mhaQGC7	French	feedback	size_basic_filler_1_f	NA	1	3	c'est une grande porte blanche	c'est une grande porte blanche	"NA"		big_white_door	chair_door	big_blue_door	small_blue_chair	small_white_door	no_extras	no_extras	1	T	"c("""", """", ""A"", ""S"", ""N"", ""C"")"			TRUE	TRUE	TRUE	FALSE	TRUE
pCYTe9bfi5mhaQGC7	French	feedback	size_same_same_m	NA	1	4	c'est un papillon bleu	c'est un papillon bleu	"NA"		big_blue_butterfly	phone_butterfly	big_red_butterfly	small_blue_phone	small_red_butterfly	big_red_butterfly	big_red_butterfly	1	T	"c("""", """", ""A"", ""N"", ""C"")"			TRUE	FALSE	TRUE	FALSE	TRUE
pCYTe9bfi5mhaQGC7	French	feedback	color_diff_same_f	NA	1	5	une petite calculatrice rouge	une petite calculatrice rouge	"NA"		small_red_calculator	ruler_calculator	big_red_calculator	small_white_ruler	big_white_calculator	big_red_ruler	big_red_ruler	1	T	"c(""A"", ""S"", ""N"", ""C"")"			TRUE	TRUE	TRUE	FALSE	TRUE
pCYTe9bfi5mhaQGC7	French	feedback	size_basic_filler_1_m	NA	1	6	un grand vélo jaune	un grand vélo jaune	"NA"		big_yellow_bike	cushion_bike	big_red_bike	small_red_cushion	small_yellow_bike	no_extras	no_extras	1	T	"c(""A"", ""S"", ""N"", ""C"")"			TRUE	TRUE	TRUE	FALSE	TRUE
pCYTe9bfi5mhaQGC7	French	feedback	color_basic_filler_2_m	NA	1	7	un poisson violet	un poisson violet	"NA"		small_purple_fish	die_fish	small_black_die	big_black_die	big_purple_die	no_extras	no_extras	1	T	"c(""A"", ""N"", ""C"")"			TRUE	FALSE	TRUE	FALSE	TRUE
pCYTe9bfi5mhaQGC7	French	feedback	size_basic_target_f	NA	1	8	une fourchette orange	une fourchette orange	"NA"		small_orange_fork	ladle_fork	small_black_fork	big_orange_ladle	big_black_fork	no_extras	no_extras	1	T	"c(""A"", ""N"", ""C"")"			TRUE	FALSE	TRUE	FALSE	TRUE
pCYTe9bfi5mhaQGC7	French	feedback	size_same_diff_f	NA	1	9	une boule de billard blanche	une boule de billard blanche	"NA"		small_white_billiardball	ring_billiardball	small_red_billiardball	big_white_ring	big_red_billiardball	big_red_billiardball	big_red_billiardball	1	T	"c(""A"", ""N"", ""N"", """", ""C"")"			TRUE	FALSE	TRUE	FALSE	TRUE
pCYTe9bfi5mhaQGC7	French	feedback	size_diff_diff_m	NA	1	10	un cintre jaune	un cintre jaune	"NA"		big_yellow_coathanger	switch_coathanger	big_red_coathanger	small_yellow_switch	small_red_coathanger	small_red_switch	small_red_switch	1	T	"c(""A"", ""N"", ""C"")"			TRUE	FALSE	TRUE	FALSE	TRUE
pCYTe9bfi5mhaQGC7	French	feedback	color_basic_filler_1_f	NA	1	11	une petite cuillère noire	une petite cuillère noire	"NA"		small_black_spoon	sock_spoon	big_black_spoon	big_orange_sock	small_orange_spoon	no_extras	no_extras	1	T	"c(""A"", ""S"", ""N"", ""C"")"			TRUE	TRUE	TRUE	FALSE	TRUE
pCYTe9bfi5mhaQGC7	French	feedback	color_diff_same_m	NA	1	12	un grand vase noir	un grand vase noir	"NA"		big_black_vase	piano_vase	small_black_vase	big_green_piano	small_green_vase	small_black_piano	small_black_piano	1	T	"c(""A"", ""S"", ""N"", ""C"")"			TRUE	TRUE	TRUE	FALSE	TRUE
pCYTe9bfi5mhaQGC7	French	feedback	color_basic_filler_2_f	NA	1	13	une bougie blanche	une bougie blanche	"NA"		small_white_candle	crown_candle	small_red_crown	big_red_crown	big_white_crown	no_extras	no_extras	1	T	"c(""A"", ""N"", ""C"")"			TRUE	FALSE	TRUE	FALSE	TRUE
pCYTe9bfi5mhaQGC7	French	feedback	size_basic_target_m	NA	1	14	un bonbon noir	un bonbon noir	"NA"		small_black_bonbon	whistle_bonbon	small_purple_bonbon	big_black_whistle	big_purple_bonbon	no_extras	no_extras	1	T	"c(""A"", ""N"", ""C"")"			TRUE	FALSE	TRUE	FALSE	TRUE
pCYTe9bfi5mhaQGC7	French	feedback	color_basic_target_m	NA	1	15	un petit cadenas vert	un petit cadenas vert	"NA"		small_green_lock	knife_lock	big_green_lock	small_orange_knife	big_orange_lock	no_extras	no_extras	1	T	"c(""A"", ""S"", ""N"", ""C"")"			TRUE	TRUE	TRUE	FALSE	TRUE
pCYTe9bfi5mhaQGC7	French	feedback	size_basic_filler_3_m	NA	1	16	un petit fauteuil rouge	un petit fauteuil rouge	"NA"		small_red_armchair	comb_armchair	big_blue_armchair	big_red_armchair	small_blue_comb	no_extras	no_extras	1	T	"c(""A"", ""S"", ""N"", ""C"")"			TRUE	TRUE	TRUE	FALSE	TRUE
pCYTe9bfi5mhaQGC7	French	feedback	size_diff_same_m	NA	1	17	un seau blanc	un seau blanc	"NA"		big_white_bucket	bed_bucket	big_yellow_bucket	small_white_bed	small_yellow_bucket	big_yellow_bed	big_yellow_bed	1	T	"c(""A"", ""N"", ""C"")"			TRUE	FALSE	TRUE	FALSE	TRUE
pCYTe9bfi5mhaQGC7	French	feedback	color_same_same_m	NA	1	18	le plus grand microscope orange	le plus grand microscope orange	"NA"		big_orange_microscope	truck_microscope	small_orange_microscope	big_green_truck	small_green_microscope	small_orange_microscope	small_orange_microscope	1	T	"c(""A"", """", ""S"", ""N"", ""C"")"			TRUE	TRUE	TRUE	FALSE	TRUE
