gameId	language	condition	roundNumber	name	nameClickedObj	correct	words	clickedFeatures	clickedColor	clickedType	colorMentioned	nounMentioned	otherMethod	target	color_mentioned
DdjWcaT3Pswz98mfX	BCS	scene2	32	red_wallet	red_wallet	1	N		red	wallet	0	1	0	wallet	0
DdjWcaT3Pswz98mfX	BCS	scene2	34	green_glove	green_glove	1	N		green	glove	0	1	0	glove	0
DdjWcaT3Pswz98mfX	BCS	scene3	35	orange_sock	orange_sock	1	N		orange	sock	0	1	0	sock	0
DdjWcaT3Pswz98mfX	BCS	scene2	36	white_crown	white_crown	1	N		white	crown	0	1	0	crown	0
DdjWcaT3Pswz98mfX	BCS	scene4	37	yellow_belt	yellow_belt	1	CN		yellow	belt	1	1	0	belt	1
DdjWcaT3Pswz98mfX	BCS	scene1	38	black_die	black_die	1	CN		black	die	1	1	0	die	1
DdjWcaT3Pswz98mfX	BCS	scene4	39	black_calendar	black_calendar	1	CN		black	calendar	1	1	0	calendar	1
DdjWcaT3Pswz98mfX	BCS	scene2	41	blue_flower	blue_flower	1	N		blue	flower	0	1	0	flower	0
DdjWcaT3Pswz98mfX	BCS	scene3	42	orange_drum	orange_drum	1	N		orange	drum	0	1	0	drum	0
DdjWcaT3Pswz98mfX	BCS	scene4	43	green_hammer	green_hammer	1	CN		green	hammer	1	1	0	hammer	1
DdjWcaT3Pswz98mfX	BCS	scene1	44	green_fish	green_fish	1	CN		green	fish	1	1	0	fish	1
DdjWcaT3Pswz98mfX	BCS	scene3	45	blue_mask	blue_mask	1	N		blue	mask	0	1	0	mask	0
DdjWcaT3Pswz98mfX	BCS	scene1	47	purple_luggage	purple_luggage	1	CN		purple	luggage	1	1	0	luggage	1
DdjWcaT3Pswz98mfX	BCS	scene3	48	white_cushion	white_cushion	1	N		white	cushion	0	1	0	cushion	0
DdjWcaT3Pswz98mfX	BCS	scene2	49	white_bed	white_bed	1	N		white	bed	0	1	0	bed	0
DdjWcaT3Pswz98mfX	BCS	scene2	52	purple_robot	purple_robot	1	N		purple	robot	0	1	0	robot	0
DdjWcaT3Pswz98mfX	BCS	scene4	54	purple_necklace	purple_necklace	1	CN		purple	necklace	1	1	0	necklace	1
DdjWcaT3Pswz98mfX	BCS	scene4	55	orange_slipper	orange_slipper	1	CN		orange	slipper	1	1	0	slipper	1
DdjWcaT3Pswz98mfX	BCS	scene4	56	purple_ribbon	purple_ribbon	1	CN		purple	ribbon	1	1	0	ribbon	1
DdjWcaT3Pswz98mfX	BCS	scene4	57	green_truck	green_truck	1	CN		green	truck	1	1	0	truck	1
DdjWcaT3Pswz98mfX	BCS	scene1	58	purple_screwdriver	purple_screwdriver	1	CN		purple	screwdriver	1	1	0	screwdriver	1
DdjWcaT3Pswz98mfX	BCS	scene4	59	yellow_scarf	yellow_scarf	1	CN		yellow	scarf	1	1	0	scarf	1
DdjWcaT3Pswz98mfX	BCS	scene4	60	blue_fence	blue_fence	1	CN		blue	fence	1	1	0	fence	1
DdjWcaT3Pswz98mfX	BCS	scene4	62	white_calculator	white_calculator	1	CN		white	calculator	1	1	0	calculator	1
DdjWcaT3Pswz98mfX	BCS	scene1	63	red_candle	red_candle	1	CN		red	candle	1	1	0	candle	1
DdjWcaT3Pswz98mfX	BCS	scene1	64	red_book	red_book	1	CN		red	book	1	1	0	book	1
DdjWcaT3Pswz98mfX	BCS	scene3	65	purple_bowl	purple_bowl	1	N		purple	bowl	0	1	0	bowl	0
DdjWcaT3Pswz98mfX	BCS	scene1	67	yellow_pencil	yellow_pencil	1	CN		yellow	pencil	1	1	0	pencil	1
DdjWcaT3Pswz98mfX	BCS	scene1	68	blue_balloon	blue_balloon	1	CN		blue	balloon	1	1	0	balloon	1
DdjWcaT3Pswz98mfX	BCS	scene3	70	purple_shell	purple_shell	1	N		purple	shell	0	1	0	shell	0
DdjWcaT3Pswz98mfX	BCS	scene3	71	black_microscope	black_microscope	1	N		black	microscope	0	1	0	microscope	0
eXCfmTnZXaHrZEHcY	BCS	scene1	1	orange_binoculars	orange_binoculars	1	N		orange	binoculars	0	1	0	binoculars	0
eXCfmTnZXaHrZEHcY	BCS	scene4	2	green_tie	green_tie	1	CN		green	tie	1	1	0	tie	1
eXCfmTnZXaHrZEHcY	BCS	scene2	4	purple_calendar	purple_calendar	1	N		purple	calendar	0	1	0	calendar	0
eXCfmTnZXaHrZEHcY	BCS	scene2	8	green_slipper	green_slipper	1	N		green	slipper	0	1	0	slipper	0
eXCfmTnZXaHrZEHcY	BCS	scene1	9	black_bowl	black_bowl	1	CN		black	bowl	1	1	0	bowl	1
eXCfmTnZXaHrZEHcY	BCS	scene4	10	white_belt	white_belt	1	CN		white	belt	1	1	0	belt	1
eXCfmTnZXaHrZEHcY	BCS	scene1	11	red_phone	red_phone	1	CN		red	phone	1	1	0	phone	1
eXCfmTnZXaHrZEHcY	BCS	scene1	12	yellow_door	yellow_door	1	CN		yellow	door	1	1	0	door	1
eXCfmTnZXaHrZEHcY	BCS	scene2	13	blue_bed	blue_bed	1	N		blue	bed	0	1	0	bed	0
eXCfmTnZXaHrZEHcY	BCS	scene3	14	purple_basket	purple_basket	1	N		purple	basket	0	1	0	basket	0
eXCfmTnZXaHrZEHcY	BCS	scene2	16	red_book	red_book	1	N		red	book	0	1	0	book	0
eXCfmTnZXaHrZEHcY	BCS	scene1	17	white_dress	white_dress	1	CN		white	dress	1	1	0	dress	1
eXCfmTnZXaHrZEHcY	BCS	scene1	19	yellow_butterfly	yellow_butterfly	1	CN		yellow	butterfly	1	1	0	butterfly	1
eXCfmTnZXaHrZEHcY	BCS	scene4	21	yellow_calculator	yellow_calculator	1	CN		yellow	calculator	1	1	0	calculator	1
eXCfmTnZXaHrZEHcY	BCS	scene3	22	purple_screwdriver	purple_screwdriver	1	N		purple	screwdriver	0	1	0	screwdriver	0
eXCfmTnZXaHrZEHcY	BCS	scene4	23	black_robot	black_robot	1	CN		black	robot	1	1	0	robot	1
eXCfmTnZXaHrZEHcY	BCS	scene4	25	yellow_scarf	yellow_scarf	1	CN		yellow	scarf	1	1	0	scarf	1
eXCfmTnZXaHrZEHcY	BCS	scene2	28	white_flower	white_flower	1	N		white	flower	0	1	0	flower	0
eXCfmTnZXaHrZEHcY	BCS	scene3	30	yellow_iron	yellow_iron	1	N		yellow	iron	0	1	0	iron	0
eXCfmTnZXaHrZEHcY	BCS	scene3	32	yellow_comb	yellow_comb	1	N		yellow	comb	0	1	0	comb	0
eXCfmTnZXaHrZEHcY	BCS	scene4	34	black_knife	black_knife	1	CN		black	knife	1	1	0	knife	1
eXCfmTnZXaHrZEHcY	BCS	scene1	38	yellow_balloon	yellow_balloon	1	CN		yellow	balloon	1	1	0	balloon	1
eXCfmTnZXaHrZEHcY	BCS	scene1	39	red_crown	red_crown	1	CN		red	crown	1	1	0	crown	1
eXCfmTnZXaHrZEHcY	BCS	scene4	42	orange_glove	orange_glove	1	CN		orange	glove	1	1	0	glove	1
eXCfmTnZXaHrZEHcY	BCS	scene1	43	purple_microscope	purple_microscope	1	CN		purple	microscope	1	1	0	microscope	1
eXCfmTnZXaHrZEHcY	BCS	scene3	44	purple_lock	purple_lock	1	N		purple	lock	0	1	0	lock	0
eXCfmTnZXaHrZEHcY	BCS	scene4	45	red_mask	red_mask	1	CN		red	mask	1	1	0	mask	1
eXCfmTnZXaHrZEHcY	BCS	scene2	46	blue_wallet	blue_wallet	1	N		blue	wallet	0	1	0	wallet	0
eXCfmTnZXaHrZEHcY	BCS	scene3	48	black_die	black_die	1	N		black	die	0	1	0	die	0
eXCfmTnZXaHrZEHcY	BCS	scene2	49	blue_pencil	blue_pencil	1	N		blue	pencil	0	1	0	pencil	0
eXCfmTnZXaHrZEHcY	BCS	scene4	50	purple_helicopter	purple_helicopter	1	CN		purple	helicopter	1	1	0	helicopter	1
eXCfmTnZXaHrZEHcY	BCS	scene2	51	black_hammer	black_hammer	1	N		black	hammer	0	1	0	hammer	0
eXCfmTnZXaHrZEHcY	BCS	scene4	52	red_guitar	red_guitar	1	CN		red	guitar	1	1	0	guitar	1
eXCfmTnZXaHrZEHcY	BCS	scene3	53	purple_luggage	purple_luggage	1	N		purple	luggage	0	1	0	luggage	0
eXCfmTnZXaHrZEHcY	BCS	scene1	54	purple_drum	purple_drum	1	CN		purple	drum	1	1	0	drum	1
eXCfmTnZXaHrZEHcY	BCS	scene1	55	green_sock	green_sock	1	CN		green	sock	1	1	0	sock	1
eXCfmTnZXaHrZEHcY	BCS	scene1	56	black_shell	black_shell	1	CN		black	shell	1	1	0	shell	1
eXCfmTnZXaHrZEHcY	BCS	scene2	57	orange_ribbon	orange_ribbon	1	N		orange	ribbon	0	1	0	ribbon	0
eXCfmTnZXaHrZEHcY	BCS	scene3	58	white_fence	white_fence	1	N		white	fence	0	1	0	fence	0
eXCfmTnZXaHrZEHcY	BCS	scene2	59	black_truck	black_truck	1	N		black	truck	0	1	0	truck	0
eXCfmTnZXaHrZEHcY	BCS	scene3	61	blue_ring	blue_ring	1	N		blue	ring	0	1	0	ring	0
eXCfmTnZXaHrZEHcY	BCS	scene2	62	white_candle	white_candle	1	N		white	candle	0	1	0	candle	0
eXCfmTnZXaHrZEHcY	BCS	scene4	64	black_fork	black_fork	1	CN		black	fork	1	1	0	fork	1
eXCfmTnZXaHrZEHcY	BCS	scene3	66	yellow_cushion	yellow_cushion	1	N		yellow	cushion	0	1	0	cushion	0
eXCfmTnZXaHrZEHcY	BCS	scene3	68	black_fish	black_fish	1	N		black	fish	0	1	0	fish	0
eXCfmTnZXaHrZEHcY	BCS	scene4	69	red_mug	red_mug	1	CN		red	mug	1	1	0	mug	1
eXCfmTnZXaHrZEHcY	BCS	scene3	71	red_chair	red_chair	1	N		red	chair	0	1	0	chair	0
CuxzNmNDXZvYiRpfx	BCS	scene3	1	yellow_cushion	yellow_cushion	1	N		yellow	cushion	0	1	0	cushion	0
CuxzNmNDXZvYiRpfx	BCS	scene2	3	white_crown	white_crown	1	N		white	crown	0	1	0	crown	0
CuxzNmNDXZvYiRpfx	BCS	scene2	4	purple_basket	purple_basket	1	N		purple	basket	0	1	0	basket	0
CuxzNmNDXZvYiRpfx	BCS	scene4	5	red_scarf	red_scarf	1	CN		red	scarf	1	1	0	scarf	1
CuxzNmNDXZvYiRpfx	BCS	scene1	6	black_calendar	black_calendar	1	NC		black	calendar	1	1	0	calendar	1
CuxzNmNDXZvYiRpfx	BCS	scene4	10	black_shell	black_shell	1	CN		black	shell	1	1	0	shell	1
CuxzNmNDXZvYiRpfx	BCS	scene1	11	purple_truck	purple_truck	1	CN		purple	truck	1	1	0	truck	1
CuxzNmNDXZvYiRpfx	BCS	scene1	13	blue_butterfly	blue_butterfly	1	CN		blue	butterfly	1	1	0	butterfly	1
CuxzNmNDXZvYiRpfx	BCS	scene1	14	yellow_book	yellow_book	1	CN		yellow	book	1	1	0	book	1
CuxzNmNDXZvYiRpfx	BCS	scene1	15	purple_glove	purple_glove	1	CN		purple	glove	1	1	0	glove	1
CuxzNmNDXZvYiRpfx	BCS	scene2	17	black_fish	black_fish	1	N		black	fish	0	1	0	fish	0
CuxzNmNDXZvYiRpfx	BCS	scene3	18	yellow_guitar	yellow_guitar	1	N		yellow	guitar	0	1	0	guitar	0
CuxzNmNDXZvYiRpfx	BCS	scene2	21	green_drum	green_drum	1	N		green	drum	0	1	0	drum	0
CuxzNmNDXZvYiRpfx	BCS	scene1	23	yellow_balloon	yellow_balloon	1	CN		yellow	balloon	1	1	0	balloon	1
CuxzNmNDXZvYiRpfx	BCS	scene2	24	blue_wallet	blue_wallet	1	N		blue	wallet	0	1	0	wallet	0
CuxzNmNDXZvYiRpfx	BCS	scene4	26	blue_calculator	blue_calculator	1	CN		blue	calculator	1	1	0	calculator	1
CuxzNmNDXZvYiRpfx	BCS	scene4	27	purple_bowl	purple_bowl	1	CN		purple	bowl	1	1	0	bowl	1
CuxzNmNDXZvYiRpfx	BCS	scene2	30	purple_binoculars	purple_binoculars	1	N		purple	binoculars	0	1	0	binoculars	0
CuxzNmNDXZvYiRpfx	BCS	scene2	32	blue_door	blue_door	1	N		blue	door	0	1	0	door	0
CuxzNmNDXZvYiRpfx	BCS	scene3	33	blue_mask	blue_mask	1	N		blue	mask	0	1	0	mask	0
CuxzNmNDXZvYiRpfx	BCS	scene3	34	purple_robot	purple_robot	1	N		purple	robot	0	1	0	robot	0
CuxzNmNDXZvYiRpfx	BCS	scene1	36	white_pencil	white_pencil	1	CN		white	pencil	1	1	0	pencil	1
CuxzNmNDXZvYiRpfx	BCS	scene3	38	black_knife	black_knife	1	N		black	knife	0	1	0	knife	0
CuxzNmNDXZvYiRpfx	BCS	scene4	43	black_lock	black_lock	1	CO		black	lock	1	0	1	lock	1
CuxzNmNDXZvYiRpfx	BCS	scene4	44	yellow_iron	yellow_iron	1	CN		yellow	iron	1	1	0	iron	1
CuxzNmNDXZvYiRpfx	BCS	scene1	45	green_tie	green_tie	1	NC		green	tie	1	1	0	tie	1
CuxzNmNDXZvYiRpfx	BCS	scene1	46	green_hammer	green_hammer	1	CN		green	hammer	1	1	0	hammer	1
CuxzNmNDXZvYiRpfx	BCS	scene2	48	green_microscope	green_microscope	1	N		green	microscope	0	1	0	microscope	0
CuxzNmNDXZvYiRpfx	BCS	scene2	51	green_die	green_die	1	N		green	die	0	1	0	die	0
CuxzNmNDXZvYiRpfx	BCS	scene3	52	orange_helicopter	orange_helicopter	1	N		orange	helicopter	0	1	0	helicopter	0
CuxzNmNDXZvYiRpfx	BCS	scene4	53	black_luggage	black_luggage	1	CN		black	luggage	1	1	0	luggage	1
CuxzNmNDXZvYiRpfx	BCS	scene4	54	yellow_belt	yellow_belt	1	CN		yellow	belt	1	1	0	belt	1
CuxzNmNDXZvYiRpfx	BCS	scene4	55	black_sock	black_sock	1	CN		black	sock	1	1	0	sock	1
CuxzNmNDXZvYiRpfx	BCS	scene3	56	orange_slipper	orange_slipper	1	N		orange	slipper	0	1	0	slipper	0
CuxzNmNDXZvYiRpfx	BCS	scene3	57	black_ribbon	black_ribbon	1	N		black	ribbon	0	1	0	ribbon	0
CuxzNmNDXZvYiRpfx	BCS	scene3	58	white_ring	white_ring	1	N		white	ring	0	1	0	ring	0
CuxzNmNDXZvYiRpfx	BCS	scene3	59	green_necklace	green_necklace	1	N		green	necklace	0	1	0	necklace	0
CuxzNmNDXZvYiRpfx	BCS	scene3	60	yellow_comb	yellow_comb	1	N		yellow	comb	0	1	0	comb	0
CuxzNmNDXZvYiRpfx	BCS	scene2	61	yellow_flower	yellow_flower	1	N		yellow	flower	0	1	0	flower	0
CuxzNmNDXZvYiRpfx	BCS	scene2	64	red_dress	red_dress	1	N		red	dress	0	1	0	dress	0
CuxzNmNDXZvYiRpfx	BCS	scene4	65	black_screwdriver	black_screwdriver	1	CN		black	screwdriver	1	1	0	screwdriver	1
CuxzNmNDXZvYiRpfx	BCS	scene3	66	blue_mug	blue_mug	1	N		blue	mug	0	1	0	mug	0
CuxzNmNDXZvYiRpfx	BCS	scene1	67	white_candle	white_candle	1	CN		white	candle	1	1	0	candle	1
CuxzNmNDXZvYiRpfx	BCS	scene1	68	yellow_phone	yellow_phone	1	CN		yellow	phone	1	1	0	phone	1
CuxzNmNDXZvYiRpfx	BCS	scene4	69	white_fence	white_fence	1	CN		white	fence	1	1	0	fence	1
CuxzNmNDXZvYiRpfx	BCS	scene2	70	yellow_bed	yellow_bed	1	N		yellow	bed	0	1	0	bed	0
CuxzNmNDXZvYiRpfx	BCS	scene4	71	red_chair	red_chair	1	CN		red	chair	1	1	0	chair	1
MLdT6iXTmZENCegxb	BCS	scene2	1	black_calendar	black_calendar	1	N		black	calendar	0	1	0	calendar	0
MLdT6iXTmZENCegxb	BCS	scene4	2	blue_flower	blue_flower	1	CN		blue	flower	1	1	0	flower	1
MLdT6iXTmZENCegxb	BCS	scene3	4	black_luggage	black_luggage	1	N		black	luggage	0	1	0	luggage	0
MLdT6iXTmZENCegxb	BCS	scene1	5	orange_sock	orange_sock	1	CN		orange	sock	1	1	0	sock	1
MLdT6iXTmZENCegxb	BCS	scene1	6	white_ring	white_ring	1	CN		white	ring	1	1	0	ring	1
MLdT6iXTmZENCegxb	BCS	scene3	7	white_phone	white_phone	1	N		white	phone	0	1	0	phone	0
MLdT6iXTmZENCegxb	BCS	scene2	8	yellow_scarf	yellow_scarf	1	N		yellow	scarf	0	1	0	scarf	0
MLdT6iXTmZENCegxb	BCS	scene3	9	red_butterfly	red_butterfly	1	N		red	butterfly	0	1	0	butterfly	0
MLdT6iXTmZENCegxb	BCS	scene1	12	white_door	white_door	1	CN		white	door	1	1	0	door	1
MLdT6iXTmZENCegxb	BCS	scene1	13	yellow_crown	yellow_crown	1	CN		yellow	crown	1	1	0	crown	1
MLdT6iXTmZENCegxb	BCS	scene2	18	green_hammer	green_hammer	1	N		green	hammer	0	1	0	hammer	0
MLdT6iXTmZENCegxb	BCS	scene4	22	green_robot	green_robot	1	CN		green	robot	1	1	0	robot	1
MLdT6iXTmZENCegxb	BCS	scene2	23	orange_truck	orange_truck	1	N		orange	truck	0	1	0	truck	0
MLdT6iXTmZENCegxb	BCS	scene4	24	black_glove	black_glove	1	CN		black	glove	1	1	0	glove	1
MLdT6iXTmZENCegxb	BCS	scene3	25	red_balloon	red_balloon	1	N		red	balloon	0	1	0	balloon	0
MLdT6iXTmZENCegxb	BCS	scene3	28	blue_chair	blue_chair	1	N		blue	chair	0	1	0	chair	0
MLdT6iXTmZENCegxb	BCS	scene4	29	black_helicopter	black_helicopter	1	CN		black	helicopter	1	1	0	helicopter	1
MLdT6iXTmZENCegxb	BCS	scene2	30	orange_ribbon	orange_ribbon	1	N		orange	ribbon	0	1	0	ribbon	0
MLdT6iXTmZENCegxb	BCS	scene4	32	blue_guitar	blue_guitar	1	CN		blue	guitar	1	1	0	guitar	1
MLdT6iXTmZENCegxb	BCS	scene3	33	purple_fish	purple_fish	1	N		purple	fish	0	1	0	fish	0
MLdT6iXTmZENCegxb	BCS	scene4	35	red_mug	red_mug	1	CN		red	mug	1	1	0	mug	1
MLdT6iXTmZENCegxb	BCS	scene1	37	blue_dress	blue_dress	1	CN		blue	dress	1	1	0	dress	1
MLdT6iXTmZENCegxb	BCS	scene3	38	orange_die	orange_die	1	N		orange	die	0	1	0	die	0
MLdT6iXTmZENCegxb	BCS	scene1	40	white_cushion	white_cushion	1	CN		white	cushion	1	1	0	cushion	1
MLdT6iXTmZENCegxb	BCS	scene2	41	yellow_book	yellow_book	1	CN		yellow	book	1	1	0	book	1
MLdT6iXTmZENCegxb	BCS	scene3	43	white_fence	white_fence	1	N		white	fence	0	1	0	fence	0
MLdT6iXTmZENCegxb	BCS	scene2	44	white_calculator	white_calculator	1	N		white	calculator	0	1	0	calculator	0
MLdT6iXTmZENCegxb	BCS	scene1	45	black_microscope	black_microscope	1	CN		black	microscope	1	1	0	microscope	1
MLdT6iXTmZENCegxb	BCS	scene1	47	black_shell	black_shell	1	CN		black	shell	1	1	0	shell	1
MLdT6iXTmZENCegxb	BCS	scene4	48	blue_mask	blue_mask	1	CN		blue	mask	1	1	0	mask	1
MLdT6iXTmZENCegxb	BCS	scene2	49	blue_belt	blue_belt	1	N		blue	belt	0	1	0	belt	0
MLdT6iXTmZENCegxb	BCS	scene1	50	green_binoculars	green_binoculars	1	CN		green	binoculars	1	1	0	binoculars	1
MLdT6iXTmZENCegxb	BCS	scene2	51	yellow_pencil	yellow_pencil	1	N		yellow	pencil	0	1	0	pencil	0
MLdT6iXTmZENCegxb	BCS	scene2	53	orange_slipper	orange_slipper	1	N		orange	slipper	0	1	0	slipper	0
MLdT6iXTmZENCegxb	BCS	scene4	54	purple_knife	purple_knife	1	CN		purple	knife	1	1	0	knife	1
MLdT6iXTmZENCegxb	BCS	scene1	57	green_bowl	green_bowl	1	CN		green	bowl	1	1	0	bowl	1
MLdT6iXTmZENCegxb	BCS	scene4	58	orange_tie	orange_tie	1	CN		orange	tie	1	1	0	tie	1
MLdT6iXTmZENCegxb	BCS	scene3	59	purple_basket	purple_basket	1	N		purple	basket	0	1	0	basket	0
